timeTick, roll, pitch, yaw, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, kalX, kalY, kalZ, kalPX, kalPY, kalPZ
23735, -0.31490007042884827, 1.6208009719848633, -4.54021692276001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23745, 0.04592566564679146, 1.1378874778747559, -4.869134902954102, -0.0021934618707746267, -0.11089705675840378, 0.013571458868682384, 0.026132045313715935, -0.03615910932421684, -0.00495213782414794, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, -0.0022390244994312525, -0.11077863723039627, 0.013799627311527729, 0.03289305046200752, -0.03315027430653572, -0.004541612695902586
23755, 0.27679452300071716, 0.8901201486587524, -4.999138355255127, -0.001998669933527708, -0.11108475923538208, 0.01393663790076971, 0.03608134016394615, -0.04091453179717064, -0.003131238278001547, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, -0.0016823344631120563, -0.11149077117443085, 0.014110452495515347, 0.04401959851384163, -0.042369160801172256, -0.0029866984114050865
23765, 0.24128274619579315, 0.7791077494621277, -5.034276485443115, -0.0017349933041259646, -0.11138589680194855, 0.014274916611611843, 0.04090243950486183, -0.05117451027035713, -0.0018401826964691281, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, -0.0017349933041259646, -0.11138589680194855, 0.014274916611611843, 0.045198552310466766, -0.047410205006599426, -0.002146490616723895
23775, 0.40755099058151245, 0.6584418416023254, -5.058461666107178, -0.0014491830952465534, -0.11166471987962723, 0.015329674817621708, 0.04604305326938629, -0.0478617399930954, 0.004079954698681831, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, -0.0016780020669102669, -0.11165876686573029, 0.01549064926803112, 0.04465775191783905, -0.04939869046211243, 0.0045739952474832535
23785, 0.45032641291618347, 0.5351447463035583, -5.0303778648376465, -0.0013287235051393509, -0.11208716779947281, 0.015637695789337158, 0.04441003128886223, -0.05769208446145058, 0.005279454402625561, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, -0.0012805090518668294, -0.1117357388138771, 0.015832096338272095, 0.055145349353551865, -0.04413352534174919, 0.006120797712355852
23797, 0.4937848150730133, 0.4934123158454895, -5.077498912811279, -0.0009396648965775967, -0.1121436282992363, 0.015993010252714157, 0.05366067215800285, -0.05249633267521858, 0.006908896844834089, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, -0.0011150032514706254, -0.11204931139945984, 0.01612742617726326, 0.055967483669519424, -0.0483987033367157, 0.007594595663249493
23806, 0.5259149074554443, 0.46286603808403015, -5.074476718902588, -0.000716106325853616, -0.11245550960302353, 0.016296330839395523, 0.054417647421360016, -0.05595408380031586, 0.008075526915490627, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, -0.0008817397174425423, -0.11221342533826828, 0.016504114493727684, 0.05729571357369423, -0.046708568930625916, 0.009290786460042
23815, 0.6188521981239319, 0.45710211992263794, -5.085370063781738, -0.0004414281575009227, -0.1126733049750328, 0.016666904091835022, 0.05493650585412979, -0.05689295008778572, 0.009569765068590641, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, -0.00011569203343242407, -0.11316211521625519, 0.01565777324140072, 0.06049658730626106, -0.05546659976243973, 0.003562635974958539
23825, 0.6463028192520142, 0.4057164490222931, -5.087158203125, -0.00011569203343242407, -0.11316211521625519, 0.01565777324140072, 0.05531320348381996, -0.060643404722213745, 0.0034458774607628584, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, -0.00034237903309985995, -0.11308567225933075, 0.01576964370906353, 0.058521244674921036, -0.057369399815797806, 0.004280924331396818
23835, 0.6288726329803467, 0.3919212222099304, -5.079653739929199, 5.730046541430056e-05, -0.11356665939092636, 0.0158992949873209, 0.05653037875890732, -0.06514465808868408, 0.0045502763241529465, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, -0.0001748748472891748, -0.11314292997121811, 0.01609988696873188, 0.05965457484126091, -0.053232625126838684, 0.0060888975858688354
23845, 0.6432729363441467, 0.3525960147380829, -5.088438987731934, 0.0002648930822033435, -0.1135859340429306, 0.016252906993031502, 0.05791283771395683, -0.06119348853826523, 0.006381064187735319, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.00015081826131790876, -0.11344996094703674, 0.01633797213435173, 0.0633755475282669, -0.055658623576164246, 0.007093030959367752
23857, 0.6506654620170593, 0.37730956077575684, -5.096160411834717, 0.000612645351793617, -0.1139247864484787, 0.01648857071995735, 0.06134319305419922, -0.06426822394132614, 0.007243660278618336, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0009522949112579226, -0.11434977501630783, 0.016711117699742317, 0.06776981800794601, -0.059645406901836395, 0.008412380702793598
23865, 0.7413446307182312, 0.37466171383857727, -5.110019207000732, 0.0008105188026092947, -0.11411739885807037, 0.01621352694928646, 0.06177391856908798, -0.06416233628988266, 0.005148152820765972, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0008991518407128751, -0.11486498266458511, 0.016429245471954346, 0.06300289928913116, -0.06507030874490738, 0.006223465781658888
23875, 0.6311444640159607, 0.3168620765209198, -5.091938495635986, 0.0008991518407128751, -0.11486498266458511, 0.016429245471954346, 0.0569135919213295, -0.070494644343853, 0.005792881827801466, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0009012313676066697, -0.11402833461761475, 0.016655879095196724, 0.06435061246156693, -0.05301589146256447, 0.007669181562960148
