timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, laserHeight, laserFront, laserBack, laserUp, laserLeft, laserRight
15878, 0.0008130237692967057, -0.05720970779657364, 0.5104278922080994, -0.03757837414741516, -0.01820162869989872, 0.0703916847705841, 0, 0, 0, 54609.0, 50680.0, 51072.0, 53135.0, 501.0, 398.0, 72.0, 32766.0, 1386.0, 1242.0
15888, 0.0011353655718266964, -0.05804417282342911, 0.5111741423606873, -0.03434193879365921, -0.01894129253923893, 0.0788460448384285, 0, 0, 0, 55303.0, 49468.0, 50667.0, 53777.0, 501.0, 398.0, 72.0, 32766.0, 1388.0, 1242.0
15898, -0.0030615925788879395, -0.05537211149930954, 0.5105874538421631, -0.03860241174697876, -0.013930408284068108, 0.0746563971042633, 0, 0, 0, 54377.0, 50956.0, 51858.0, 52242.0, 501.0, 398.0, 72.0, 32766.0, 1388.0, 1238.0
15908, -0.003540976205840707, -0.05353770777583122, 0.5113736391067505, -0.03668970614671707, -0.010277464054524899, 0.08252032101154327, 0, 0, 0, 55765.0, 47141.0, 50457.0, 55190.0, 508.0, 398.0, 72.0, 32766.0, 1388.0, 1238.0
15918, -0.006086933426558971, -0.05733247473835945, 0.5122163891792297, -0.03817043453454971, -0.015739774331450462, 0.08621926605701447, 0, 0, 0, 55778.0, 51684.0, 50975.0, 50844.0, 508.0, 398.0, 72.0, 32766.0, 1388.0, 1238.0
15928, -0.00569375092163682, -0.05873240903019905, 0.5131098031997681, -0.03484106436371803, -0.01727234199643135, 0.09246604144573212, 0, 0, 0, 54218.0, 49446.0, 52086.0, 53011.0, 508.0, 398.0, 72.0, 32766.0, 1388.0, 1238.0
15938, -0.006031662691384554, -0.058902788907289505, 0.5140599608421326, -0.032739415764808655, -0.01680387184023857, 0.09756854921579361, 0, 0, 0, 54390.0, 49181.0, 50824.0, 53876.0, 508.0, 398.0, 72.0, 32766.0, 1388.0, 1238.0
15948, -0.00850826408714056, -0.05879514664411545, 0.5124081373214722, -0.03420068696141243, -0.01589278317987919, 0.08708173036575317, 0, 0, 0, 53125.0, 52912.0, 50725.0, 51236.0, 508.0, 398.0, 72.0, 32766.0, 1388.0, 1238.0
15958, -0.008839345537126064, -0.05895134061574936, 0.5133412480354309, -0.03200853243470192, -0.015337727032601833, 0.09953964501619339, 0, 0, 0, 50737.0, 52403.0, 54793.0, 50377.0, 508.0, 398.0, 72.0, 32766.0, 1388.0, 1238.0
15968, -0.009148785844445229, -0.05910180136561394, 0.5143693685531616, -0.029871096834540367, -0.014752776362001896, 0.10607633739709854, 0, 0, 0, 53415.0, 52210.0, 52719.0, 49027.0, 508.0, 405.0, 72.0, 32766.0, 1388.0, 1238.0
15978, -0.0094367116689682, -0.059246428310871124, 0.5154375433921814, -0.02771410159766674, -0.014171810820698738, 0.10756430774927139, 0, 0, 0, 51436.0, 54809.0, 53608.0, 45840.0, 508.0, 405.0, 76.0, 32766.0, 1388.0, 1238.0
15988, -0.007510079070925713, -0.05886125564575195, 0.516564130783081, -0.021814972162246704, -0.012744029052555561, 0.1176605224609375, 0, 0, 0, 54821.0, 46962.0, 50540.0, 52634.0, 508.0, 405.0, 76.0, 32766.0, 1389.0, 1238.0
15998, -0.011967148631811142, -0.06033666804432869, 0.515777587890625, -0.02599981427192688, -0.014302346855401993, 0.11188474297523499, 0, 0, 0, 53484.0, 49841.0, 51665.0, 50200.0, 508.0, 405.0, 76.0, 32766.0, 1389.0, 32766.0
16008, -0.015072218142449856, -0.061554279178380966, 0.5169258713722229, -0.02749517373740673, -0.015408343635499477, 0.11774709075689316, 0, 0, 0, 55891.0, 46311.0, 48946.0, 53209.0, 512.0, 405.0, 76.0, 32766.0, 1389.0, 32766.0
16018, -0.01139091420918703, -0.05982796847820282, 0.5181100368499756, -0.017917392775416374, -0.01186308916658163, 0.11917047947645187, 0, 0, 0, 56903.0, 44305.0, 46964.0, 54365.0, 512.0, 405.0, 76.0, 32766.0, 1389.0, 32766.0
16028, -0.01402067206799984, -0.059663593769073486, 0.5193125009536743, -0.01770005375146866, -0.010784939862787724, 0.12099378556013107, 0, 0, 0, 56147.0, 46546.0, 48063.0, 52155.0, 512.0, 405.0, 76.0, 32766.0, 1389.0, 32766.0
16038, -0.015288918279111385, -0.05976016819477081, 0.52054363489151, -0.014599671587347984, -0.010115217417478561, 0.1250191330909729, 0, 0, 0, 55328.0, 44369.0, 48866.0, 53844.0, 512.0, 405.0, 76.0, 32766.0, 1389.0, 32766.0
16048, -0.018248748034238815, -0.06084296479821205, 0.5172402858734131, -0.013725748285651207, -0.011009634472429752, 0.10642454028129578, 0, 0, 0, 55982.0, 41201.0, 47026.0, 56033.0, 510.0, 405.0, 76.0, 32766.0, 1389.0, 32766.0
16058, -0.0223713181912899, -0.060184262692928314, 0.5183119177818298, -0.014134636148810387, -0.009105043485760689, 0.10709947347640991, 0, 0, 0, 56127.0, 46324.0, 48448.0, 52570.0, 510.0, 405.0, 76.0, 32766.0, 1389.0, 32766.0
16068, -0.027105120941996574, -0.06160040199756622, 0.5193902254104614, -0.015004190616309643, -0.010414985939860344, 0.10749084502458572, 0, 0, 0, 54700.0, 49803.0, 50043.0, 49258.0, 510.0, 413.0, 76.0, 32766.0, 1389.0, 32766.0
16078, -0.02721392922103405, -0.06147225946187973, 0.5205199718475342, -0.007552689872682095, -0.009227784350514412, 0.11844448745250702, 0, 0, 0, 55446.0, 46569.0, 48929.0, 51830.0, 510.0, 413.0, 74.0, 32766.0, 1389.0, 32766.0
16088, -0.028225110843777657, -0.061677638441324234, 0.5217466950416565, -0.0015638235490769148, -0.008601071313023567, 0.12658844888210297, 0, 0, 0, 53369.0, 50852.0, 50203.0, 49229.0, 510.0, 413.0, 74.0, 32766.0, 1388.0, 32766.0
16098, -0.027766818180680275, -0.0631018579006195, 0.5187926292419434, 0.006067531183362007, -0.010003414005041122, 0.10727613419294357, 0, 0, 0, 54521.0, 47935.0, 49439.0, 50477.0, 510.0, 413.0, 74.0, 32766.0, 1388.0, 1236.0
16108, -0.027473999187350273, -0.06202544644474983, 0.5198692679405212, 0.013489536941051483, -0.007510248105973005, 0.10808132588863373, 0, 0, 0, 52831.0, 50699.0, 51824.0, 48713.0, 512.0, 413.0, 74.0, 32766.0, 1388.0, 1236.0
16118, -0.027304569259285927, -0.06209733337163925, 0.5209453701972961, 0.02039789967238903, -0.006865167524665594, 0.10714861750602722, 0, 0, 0, 53775.0, 48463.0, 50105.0, 51321.0, 512.0, 413.0, 74.0, 32766.0, 1388.0, 1236.0
16128, -0.03191511332988739, -0.06041529402136803, 0.5220443606376648, 0.019996559247374535, -0.0035565414000302553, 0.11110122501850128, 0, 0, 0, 53746.0, 47348.0, 50536.0, 51717.0, 512.0, 413.0, 74.0, 32766.0, 1388.0, 1236.0
16138, -0.02598462626338005, -0.06868588924407959, 0.5231837034225464, 0.03595098480582237, -0.015630371868610382, 0.11876218765974045, 0, 0, 0, 52426.0, 48923.0, 51673.0, 51201.0, 512.0, 413.0, 74.0, 32766.0, 1388.0, 1236.0
16148, -0.025297164916992188, -0.06887651234865189, 0.5190977454185486, 0.0429518036544323, -0.01517754141241312, 0.09458202123641968, 0, 0, 0, 51299.0, 51639.0, 51951.0, 48536.0, 510.0, 413.0, 74.0, 32766.0, 1388.0, 1236.0
16158, -0.024834390729665756, -0.06902574747800827, 0.5200454592704773, 0.04960264638066292, -0.014668525196611881, 0.09496122598648071, 0, 0, 0, 54324.0, 51175.0, 51115.0, 48553.0, 510.0, 413.0, 74.0, 32766.0, 1388.0, 1236.0
16168, -0.02347606047987938, -0.06377549469470978, 0.5209875702857971, 0.057331252843141556, -0.005936788860708475, 0.09348906576633453, 0, 0, 0, 55814.0, 45818.0, 48040.0, 53864.0, 510.0, 415.0, 74.0, 32766.0, 1388.0, 1236.0
16178, -0.023537298664450645, -0.06339824944734573, 0.521943986415863, 0.06330874562263489, -0.004635114222764969, 0.09752587229013443, 0, 0, 0, 54830.0, 48152.0, 48648.0, 52805.0, 510.0, 415.0, 75.0, 32766.0, 1388.0, 1236.0
16188, -0.029098762199282646, -0.061879877001047134, 0.5229194164276123, 0.060510311275720596, -0.0015791094629094005, 0.09478802233934402, 0, 0, 0, 54998.0, 46490.0, 48959.0, 53670.0, 510.0, 415.0, 75.0, 32766.0, 1392.0, 1236.0
16198, -0.027069220319390297, -0.0677531436085701, 0.5195435881614685, 0.0690932646393776, -0.009840434417128563, 0.0697699785232544, 0, 0, 0, 53253.0, 47921.0, 51616.0, 51892.0, 510.0, 415.0, 75.0, 32766.0, 1392.0, 1227.0
16208, -0.0223099235445261, -0.06750979274511337, 0.5202212333679199, 0.08205308020114899, -0.00866940338164568, 0.0671299621462822, 0, 0, 0, 52792.0, 48965.0, 52884.0, 52369.0, 513.0, 415.0, 75.0, 32766.0, 1392.0, 1227.0
16218, -0.02610422484576702, -0.06743861734867096, 0.5208760499954224, 0.08175920695066452, -0.007754032500088215, 0.061931245028972626, 0, 0, 0, 54713.0, 46671.0, 51308.0, 54243.0, 513.0, 415.0, 75.0, 32766.0, 1392.0, 1227.0
16228, -0.02539658732712269, -0.06700047105550766, 0.5215136408805847, 0.08890371769666672, -0.006207082886248827, 0.06551823019981384, 0, 0, 0, 54103.0, 49092.0, 52057.0, 53007.0, 513.0, 415.0, 75.0, 32766.0, 1392.0, 1227.0
16238, -0.022261667996644974, -0.06813939660787582, 0.5221992135047913, 0.0997510477900505, -0.0069922879338264465, 0.07271768897771835, 0, 0, 0, 54679.0, 49362.0, 51276.0, 53522.0, 513.0, 415.0, 75.0, 32766.0, 1392.0, 1227.0
16248, -0.01838437281548977, -0.0681452751159668, 0.5206859707832336, 0.11128903925418854, -0.006056809797883034, 0.0667455717921257, 0, 0, 0, 55268.0, 50343.0, 50025.0, 52832.0, 517.0, 415.0, 75.0, 32766.0, 1392.0, 1227.0
16258, -0.017451554536819458, -0.06888092309236526, 0.5213771462440491, 0.11826784908771515, -0.006218006368726492, 0.07142842561006546, 0, 0, 0, 54802.0, 52771.0, 51861.0, 49679.0, 517.0, 415.0, 75.0, 32766.0, 1392.0, 1227.0
16268, -0.01827070116996765, -0.06957985460758209, 0.5221670866012573, 0.12236497551202774, -0.006381971295922995, 0.07131773233413696, 0, 0, 0, 55665.0, 49883.0, 51148.0, 51823.0, 517.0, 525.0, 75.0, 32766.0, 1392.0, 1227.0
16278, -0.017013415694236755, -0.06964050233364105, 0.5229033827781677, 0.12907253205776215, -0.005753228906542063, 0.07597184181213379, 0, 0, 0, 52185.0, 55323.0, 53813.0, 46325.0, 517.0, 525.0, 75.0, 32766.0, 1392.0, 1227.0
16288, -0.01569160260260105, -0.06969571858644485, 0.5236821174621582, 0.13527870178222656, -0.005296036135405302, 0.07979652285575867, 0, 0, 0, 53771.0, 53347.0, 51983.0, 48675.0, 517.0, 525.0, 75.0, 32766.0, 1396.0, 1227.0
16298, -0.005370498169213533, -0.07443203777074814, 0.5215460062026978, 0.15445756912231445, -0.012021882459521294, 0.069559246301651, 0, 0, 0, 53046.0, 52961.0, 52747.0, 49038.0, 517.0, 525.0, 75.0, 32766.0, 1396.0, 1229.0
16308, -0.0032739846501499414, -0.07312753051519394, 0.5222564935684204, 0.1608627438545227, -0.009626707062125206, 0.07271702587604523, 0, 0, 0, 54756.0, 51793.0, 52286.0, 50051.0, 517.0, 525.0, 75.0, 32766.0, 1396.0, 1229.0
16318, -0.0041046058759093285, -0.07169655710458755, 0.5229862928390503, 0.16225405037403107, -0.007124351803213358, 0.07201115041971207, 0, 0, 0, 55951.0, 48569.0, 50063.0, 53082.0, 517.0, 525.0, 75.0, 32766.0, 1396.0, 1229.0
16328, 0.002601431682705879, -0.07572011649608612, 0.5236986875534058, 0.17486746609210968, -0.012866733595728874, 0.0733562782406807, 0, 0, 0, 53135.0, 51681.0, 53795.0, 49579.0, 517.0, 525.0, 75.0, 32766.0, 1396.0, 1229.0
16338, 0.0032171723432838917, -0.07093547284603119, 0.5244459509849548, 0.17790131270885468, -0.005321033764630556, 0.0750887468457222, 0, 0, 0, 53517.0, 50290.0, 52934.0, 51491.0, 517.0, 525.0, 75.0, 32766.0, 1396.0, 1229.0
16348, 0.0030761868692934513, -0.07510632276535034, 0.5223622918128967, 0.1794179230928421, -0.011234051547944546, 0.06533859670162201, 0, 0, 0, 54440.0, 46969.0, 51255.0, 54445.0, 518.0, 525.0, 75.0, 32766.0, 1396.0, 1229.0
16358, 0.006390098482370377, -0.07329248636960983, 0.5230304002761841, 0.18609397113323212, -0.008057205006480217, 0.06887263059616089, 0, 0, 0, 52509.0, 53185.0, 53906.0, 49237.0, 518.0, 525.0, 75.0, 32766.0, 1396.0, 1229.0
16368, 0.00827159732580185, -0.07337138801813126, 0.5237303972244263, 0.19020284712314606, -0.0077191852033138275, 0.07113052904605865, 0, 0, 0, 54511.0, 47036.0, 51681.0, 54679.0, 518.0, 512.0, 75.0, 32766.0, 1396.0, 1229.0
16378, 0.010194863192737103, -0.07344618439674377, 0.5244870185852051, 0.19443824887275696, -0.007226211484521627, 0.080193430185318, 0, 0, 0, 53357.0, 49752.0, 53072.0, 51625.0, 518.0, 512.0, 76.0, 32766.0, 1396.0, 1229.0
16388, 0.00816896092146635, -0.07026610523462296, 0.5244935154914856, 0.19139458239078522, -0.0024471909273415804, 0.08024411648511887, 0, 0, 0, 56002.0, 50299.0, 52212.0, 52103.0, 518.0, 512.0, 76.0, 32766.0, 1401.0, 1229.0
16398, 0.00626561651006341, -0.07127929478883743, 0.5239128470420837, 0.18936513364315033, -0.0033248309046030045, 0.075386643409729, 0, 0, 0, 55173.0, 48777.0, 51071.0, 51846.0, 518.0, 512.0, 76.0, 32766.0, 1401.0, 1223.0
16408, 0.011916043236851692, -0.07393757998943329, 0.5246751308441162, 0.19866062700748444, -0.006520452443510294, 0.07856689393520355, 0, 0, 0, 54980.0, 49917.0, 51013.0, 51541.0, 522.0, 512.0, 76.0, 32766.0, 1401.0, 1223.0
16418, 0.013130790553987026, -0.07403010874986649, 0.5254870653152466, 0.20115184783935547, -0.005718702916055918, 0.0834423303604126, 0, 0, 0, 54863.0, 49294.0, 51139.0, 51784.0, 522.0, 512.0, 76.0, 32766.0, 1401.0, 1223.0
16428, 0.02064734883606434, -0.06981488317251205, 0.5263111591339111, 0.21273402869701385, 0.0015151682309806347, 0.08423639088869095, 0, 0, 0, 54163.0, 53485.0, 51852.0, 46863.0, 522.0, 512.0, 76.0, 32766.0, 1401.0, 1223.0
16438, 0.01874980330467224, -0.07022121548652649, 0.5271922945976257, 0.21008193492889404, 0.0018089453224092722, 0.08962292224168777, 0, 0, 0, 54471.0, 48678.0, 50679.0, 52577.0, 522.0, 512.0, 76.0, 32766.0, 1401.0, 1223.0
16448, 0.019195223227143288, -0.0708790272474289, 0.5250996947288513, 0.21044448018074036, 0.0015914569376036525, 0.0790361687541008, 0, 0, 0, 54310.0, 49345.0, 50605.0, 51400.0, 521.0, 512.0, 76.0, 32766.0, 1401.0, 1223.0
16458, 0.024754678830504417, -0.07574906945228577, 0.5259091854095459, 0.2182340919971466, -0.004947757348418236, 0.08416727185249329, 0, 0, 0, 53602.0, 48953.0, 52000.0, 52243.0, 521.0, 512.0, 76.0, 32766.0, 1401.0, 1223.0
16468, 0.019062059000134468, -0.07594767957925797, 0.5267972350120544, 0.20889581739902496, -0.004591657314449549, 0.08991248905658722, 0, 0, 0, 50302.0, 51959.0, 54944.0, 48124.0, 521.0, 517.0, 76.0, 32766.0, 1401.0, 1223.0
