timeTick, roll, pitch, yaw, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, stateROLL, statePITCH, stateYAW, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, ext_pos_X,ext_pos_Y,ext_pos_Z, kalX, kalY, kalZ, kalPX, kalPY, kalPZ
508789, 2.365558385848999, -3.0638184547424316, -11.910511016845703, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03325553238391876, -0.41965165734291077, 0.01777764782309532, 0.04519415274262428, -0.07729137688875198, 0.015590767376124859
508878, 2.444368600845337, -3.0098464488983154, -11.867722511291504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03325553238391876, -0.41965165734291077, 0.01777764782309532, 0.04519415274262428, -0.07729137688875198, 0.015590767376124859
508918, 2.5556039810180664, -2.967282772064209, -11.88042163848877, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0350881852209568, -0.4231410026550293, 0.01665271446108818, 0.044134803116321564, -0.08642099797725677, 0.010674326680600643
508929, 2.6959259510040283, -2.968803882598877, -11.965136528015137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0350881852209568, -0.4231410026550293, 0.01665271446108818, 0.044134803116321564, -0.08642099797725677, 0.010674326680600643
508949, 2.4810850620269775, -3.0183656215667725, -11.996456146240234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0350881852209568, -0.4231410026550293, 0.01665271446108818, 0.044134803116321564, -0.08642099797725677, 0.010674326680600643
508969, 2.6072394847869873, -2.9958150386810303, -11.993457794189453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0350881852209568, -0.4231410026550293, 0.01665271446108818, 0.044134803116321564, -0.08642099797725677, 0.010674326680600643
509018, 2.5788021087646484, -2.9999845027923584, -11.980600357055664, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03539379686117172, -0.42017611861228943, 0.015815170481801033, 0.043352749198675156, -0.08630884438753128, 0.006148903630673885
509098, 2.555976390838623, -2.983933448791504, -11.99499225616455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03539379686117172, -0.42017611861228943, 0.015815170481801033, 0.043352749198675156, -0.08630884438753128, 0.006148903630673885
509149, 2.5227439403533936, -2.946887254714966, -11.935140609741211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03539379686117172, -0.42017611861228943, 0.015815170481801033, 0.043352749198675156, -0.08630884438753128, 0.006148903630673885
509218, 2.452585220336914, -2.952392101287842, -11.9476957321167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03347591683268547, -0.4231368899345398, 0.015522971749305725, 0.04788600280880928, -0.08718608319759369, 0.005080691073089838
509328, 2.3833706378936768, -2.955822229385376, -11.89079475402832, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03255331143736839, -0.4231623709201813, 0.01603805273771286, 0.051786869764328
