timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, laserHeight, laserFront, laserBack, laserUp, laserLeft, laserRight
9151, -0.003941445145756006, -0.003621770767495036, 0.003903554519638419, -0.003298576455563307, -0.009678862988948822, -0.009398353286087513, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9161, -0.003939035814255476, -0.0038240081630647182, 0.003808115143328905, -0.003144986694678664, -0.010326933115720749, -0.009477267041802406, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 3.0, 530.0, 81.0, 32766.0, 766.0, 507.0
9171, -0.0031419354490935802, -0.0032303668558597565, 0.0037291403859853745, 0.0014432580210268497, -0.006549810525029898, -0.0093491580337286, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 3.0, 534.0, 81.0, 32766.0, 766.0, 507.0
9181, -0.0019471984123811126, -0.003232717514038086, 0.0036309303250163794, 0.00819451455026865, -0.006199244875460863, -0.009382160380482674, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 3.0, 534.0, 79.0, 32766.0, 766.0, 507.0
9191, -0.0037399970460683107, -0.002833250444382429, 0.0035802689380943775, -0.002212223596870899, -0.0036598218139261007, -0.00935592595487833, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 3.0, 534.0, 79.0, 32766.0, 766.0, 507.0
9201, -0.003737627761438489, -0.00224191858433187, 0.004151666536927223, -0.0021256415639072657, -0.00024506793124601245, -0.006137295160442591, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 5.0, 534.0, 79.0, 32766.0, 766.0, 503.0
9211, -0.002746554557234049, -0.0028396265115588903, 0.004097289871424437, 0.0035756370052695274, -0.0035307020880281925, -0.00606926716864109, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 5.0, 534.0, 79.0, 32766.0, 766.0, 503.0
9221, -0.0027472376823425293, -0.0032381785567849874, 0.004036196041852236, 0.003417781088501215, -0.005422128364443779, -0.006113750394433737, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 5.0, 534.0, 79.0, 32766.0, 766.0, 503.0
9231, -0.003729570424184203, -0.0038319076411426067, 0.003978635650128126, -0.002355004660785198, -0.00844588503241539, -0.006172357592731714, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 5.0, 534.0, 79.0, 32766.0, 766.0, 503.0
9241, -0.0037274807691574097, -0.0028456170111894608, 0.003959422931075096, -0.0023717950098216534, -0.002512722508981824, -0.0060394867323338985, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 5.0, 534.0, 79.0, 32766.0, 766.0, 503.0
9251, -0.002738555194810033, -0.0028455646242946386, 0.003902584547176957, 0.0031986746471375227, -0.0023203568998724222, -0.0061483425088226795, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 4.0, 534.0, 79.0, 32766.0, 766.0, 503.0
9261, -0.003728414885699749, -0.003834429895505309, 0.003846971085295081, -0.0024759022053331137, -0.007678939029574394, -0.006275851745158434, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 4.0, 534.0, 79.0, 32766.0, 766.0, 503.0
