timeTick, roll, pitch, yaw, gyroX, gyroY, gyroZ, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, stateROLL, statePITCH, stateYAW, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, laserHeight, flowX, flowY, ext_pos_X,ext_pos_Y,ext_pos_Z, kalX, kalY, kalZ, kalPX, kalPY, kalPZ
127931, 1.3312801122665405, -2.84479022026062, -0.08859007805585861, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
127942, 1.7473301887512207, -3.823504686355591, -6.310327529907227, -0.24821218848228455, 0.059829771518707275, -0.2359486073255539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0, 6.0, 4.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
127951, 1.9140626192092896, -3.936330795288086, -6.902559757232666, 0.06289856135845184, 0.33980828523635864, -0.0974830687046051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0, -16.0, -3.0, 0.0, 0.0, 0.0, -0.046535152941942215, -0.2977258563041687, 0.011913507245481014, 0.023780671879649162, -0.020739449188113213, -0.008992942050099373
127961, 2.1851251125335693, -3.8783369064331055, -7.1734185218811035, -0.006530050653964281, 0.0682697668671608, 0.02775038219988346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0, 5.0, 2.0, 0.0, 0.0, 0.0, -0.04638294130563736, -0.29700255393981934, 0.012237008661031723, 0.030756451189517975, -0.013162790797650814, -0.006556815933436155
127971, 2.354438543319702, -4.0408148765563965, -7.142652988433838, 0.0645245909690857, 0.28297847509384155, -0.08664092421531677, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0, -4.0, 5.0, 0.0, 0.0, 0.0, -0.046304091811180115, -0.2971869707107544, 0.012317381799221039, 0.028606582432985306, -0.022075725719332695, -0.005540323909372091
127981, 2.301137924194336, -4.041179656982422, -7.167264461517334, 0.0018738270737230778, -0.039250537753105164, -0.06275775283575058, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 18.0, -1.0, -4.0, 0.0, 0.0, 0.0, -0.046205416321754456, -0.29705631732940674, 0.012650400400161743, 0.029063738882541656, -0.024341396987438202, -0.002981324214488268
127991, 2.435359001159668, -4.0688982009887695, -7.191254138946533, -0.05552418902516365, -0.08061392605304718, -0.17149323225021362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 18.0, 8.0, -3.0, 0.0, 0.0, 0.0, -0.04615531489253044, -0.2971874177455902, 0.014661205932497978, 0.03343065455555916, -0.02234630100429058, 0.008374478667974472
128001, 2.4457175731658936, -4.063188076019287, -7.195077896118164, -0.11845238506793976, 0.23257724940776825, 0.010706440545618534, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 18.0, -7.0, 6.0, 0.0, 0.0, 0.0, -0.0459657646715641, -0.2976243495941162, 0.014798427000641823, 0.0372624471783638, -0.033613938838243484, 0.009500451385974884
128011, 2.4655656814575195, -4.179483413696289, -7.140372276306152, -0.060118675231933594, -0.256738543510437, -0.03730446845293045, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 18.0, 8.0, 1.0, 0.0, 0.0, 0.0, -0.04607478901743889, -0.2974703311920166, 0.015180512331426144, 0.032833825796842575, -0.027916928753256798, 0.011207343079149723
128021, 2.5102524757385254, -4.27057409286499, -7.074024677276611, -0.02838311344385147, 0.20373861491680145, -0.07117356359958649, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 18.0, 0.0, -8.0, 0.0, 0.0, 0.0, -0.045778416097164154, -0.2977364957332611, 0.015312517993152142, 0.03628181666135788, -0.036168284714221954, 0.012096819467842579
