timeTick, roll, pitch, yaw, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, stateROLL, statePITCH, stateYAW, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, laserHeight, flowX, flowY, ext_pos_X,ext_pos_Y,ext_pos_Z, kalX, kalY, kalZ, kalPX, kalPY, kalPZ
222777, 0.9508155584335327, -2.373655080795288, -12.486226081848145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
222788, 1.5770572423934937, -2.413886785507202, -12.39507007598877, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 13.0, -1.0, -1.0, 0.0, 0.0, 0.0, -0.03679320588707924, -0.4115099012851715, 0.014930715784430504, 0.014824568293988705, -0.030223432928323746, 0.0014389196876436472
222798, 1.8603569269180298, -2.4239752292633057, -12.326802253723145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 15.0, -5.0, 14.0, 0.0, 0.0, 0.0, -0.03659775108098984, -0.4110580086708069, 0.014880633912980556, 0.03074590489268303, -0.04757828637957573, 0.0018221690552309155
222807, 2.141124725341797, -2.6104400157928467, -12.422491073608398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 15.0, 7.0, -11.0, 0.0, 0.0, 0.0, -0.03656709939241409, -0.4105503559112549, 0.014892267994582653, 0.03385557606816292, -0.04818909987807274, 0.0019950084388256073
222818, 2.34639573097229, -2.629936933517456, -12.301481246948242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 15.0, 2.0, -3.0, 0.0, 0.0, 0.0, -0.03610904887318611, -0.41061142086982727, 0.015089716762304306, 0.03817719593644142, -0.05536993592977524, 0.0035147422458976507
222827, 2.3994228839874268, -2.719129800796509, -12.257064819335938, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 15.0, -2.0, 0.0, 0.0, 0.0, 0.0, -0.03621659800410271, -0.4103996157646179, 0.015109837986528873, 0.038025494664907455, -0.05766664072871208, 0.0036740435753017664
222837, 2.3669445514678955, -2.7716338634490967, -12.2315034866333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 15.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.035996757447719574, -0.4103600084781647, 0.015163509175181389, 0.04105639457702637, -0.056510765105485916, 0.004277965985238552
222847, 2.394033908843994, -2.797720193862915, -12.253682136535645, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 15.0, -1.0, -2.0, 0.0, 0.0, 0.0, -0.036123208701610565, -0.41055575013160706, 0.01530616357922554, 0.03559988737106323, -0.06088542938232422, 0.005363550037145615
222858, 2.470623016357422, -2.833834648132324, -12.22563362121582, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 15.0, 1.0, 6.0, 0.0, 0.0, 0.0, -0.035627931356430054, -0.41136935353279114, 0.015398726798593998, 0.04231024533510208, -0.06282304227352142, 0.0059072705917060375
222869, 2.4616193771362305, -2.8525142669677734, -12.207354545593262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 15.0, -2.0, -4.0, 0.0, 0.0, 0.0, -0.035592079162597656, -0.4116264283657074, 0.01546854991465807, 0.0412164106965065, -0.06651537865400314, 0.00616117101162672
