timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, laserHeight
13328, 0.000757386558689177, 0.0003123498463537544, 0.0029850220307707787, -0.0008115281234495342, -0.002796397777274251, 0.00567128648981452, 0, 0, 0, 0, 0, 0, 0, 0
13338, -0.0004396123404148966, 0.00011022618127753958, 0.003045034594833851, -0.007488645613193512, -0.0038237713743001223, 0.005673817824572325, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 3.0
13348, 0.0001395237777614966, 0.00012322235852479935, 0.002255779691040516, -0.0039995573461055756, -0.0035589435137808323, 0.0014885879354551435, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 1.0
13358, 0.001133976737037301, 0.0009169976692646742, 0.002280592918395996, 0.001647296128794551, 0.0011347349500283599, 0.0016127025010064244, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 1.0
13368, 0.0007401265320368111, 0.0011150132631883025, 0.002300156280398369, -0.0009129703976213932, 0.0023799219634383917, 0.0016377534484490752, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 1.0
13378, 0.0013456252636387944, 0.0005167985800653696, 0.0023160313721746206, 0.0022942230571061373, -0.0009681459632702172, 0.0015976717695593834, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 1.0
13388, 0.0001516599877504632, 0.0013080703793093562, 0.002350876107811928, -0.00468270480632782, 0.0036347457207739353, 0.001856145798228681, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 1.0
13398, 8.821173832984641e-05, 0.001357397297397256, 0.0017825622344389558, -0.005086248740553856, 0.003778688842430711, -0.0011340194614604115, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 1.0
13408, 0.0007215015939436853, 0.0013565042754635215, 0.0017744244541972876, -0.0014226941857486963, 0.00361906411126256, -0.0011641846504062414, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 1.0
13418, 0.0003032467793673277, 0.0005251203547231853, 0.001767070614732802, -0.0037331944331526756, -0.0010638699168339372, -0.001193959265947342, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 1.0
13428, 0.001132344827055931, 0.00031635016785003245, 0.001756545272655785, 0.0009506905335001647, -0.0020388055127114058, -0.0012388944160193205, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 1.0
13438, 0.0009227622067555785, 0.0009350625914521515, 0.0017516369698569179, -0.00020928922458551824, 0.0016122631495818496, -0.0010348762152716517, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 1.0
