timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, laserHeight
10520, 0.00022298071417026222, -0.00028988075791858137, 0.007886774837970734, -0.0009793854551389813, -0.0007541688974015415, 0.0030050184577703476, 0, 0, 0, 0, 0, 0, 0, 0
10530, 7.0996734393702354e-06, -0.000286794122075662, 0.007915854454040527, -0.0021498873829841614, -0.0008232378168031573, 0.0029774438589811325, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 11.0
10540, -1.4203534192347433e-05, -0.00029223060118965805, 0.0071653807535767555, -0.0021703920792788267, -0.0009935683337971568, -0.0009988341480493546, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 11.0
10550, 0.0004577522922772914, -0.0002933699870482087, 0.007158116437494755, 0.0005205415654927492, -0.0011049066670238972, -0.0008562752627767622, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 6.0
10560, 0.00023492902982980013, -0.0002856048522517085, 0.0071496376767754555, -0.0006447380292229354, -0.0011847231071442366, -0.0008337688632309437, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 6.0
10570, 0.00022776761034037918, -0.00029829013510607183, 0.0071412669494748116, -0.0007875501760281622, -0.0013523345114663243, -0.0008400011574849486, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 6.0
10580, 0.0002194214757764712, -0.0003122183261439204, 0.00713233882561326, -0.0008816865156404674, -0.0014333098661154509, -0.000945231702644378, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 6.0
10590, 0.001995745347812772, 0.0007041709031909704, 0.007130000740289688, 0.00859743356704712, 0.004088964778929949, -0.001062391558662057, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 6.0
10600, 0.00022282535792328417, -6.029558426234871e-05, 0.007090507075190544, -0.0009958625305444002, -5.152073208591901e-05, -0.0012446786276996136, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 6.0
10610, 0.00047116813948377967, -0.00030899091507308185, 0.007078127469867468, 0.00047281873412430286, -0.001394364982843399, -0.0013273281510919333, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
10620, 0.00022333914239425212, -0.00030463270377367735, 0.007064931094646454, -0.0006964144995436072, -0.0012709448346868157, -0.0013070633867755532, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
10630, 0.00022521350183524191, -6.388672773027793e-05, 0.0070524681359529495, -0.0006602470530197024, 0.00010184765415033326, -0.0013168210862204432, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
10640, 0.00021875738457310945, -6.302805559244007e-05, 0.007023610174655914, -0.0006341301486827433, 5.4231411922955886e-05, -0.0014208576176315546, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
10650, 0.00022606710263062268, -0.0003137418534606695, 0.007009114604443312, -0.0005630606901831925, -0.001165832276456058, -0.0014791711000725627, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
10660, 0.00022075952438171953, -0.00032512808684259653, 0.0069945333525538445, -0.0004984594415873289, -0.0011114184744656086, -0.001436626072973013, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
10670, 0.00021666438260581344, -0.0003355296212248504, 0.0069801476784050465, -0.0003205742978025228, -0.0009688949794508517, -0.0014401266817003489, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
10680, 0.00021620650659315288, -0.0006069252849556506, 0.00696540204808116, -0.00017180158465635031, -0.002259867964312434, -0.0014167623594403267, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
10690, 0.002369122812524438, 0.0007457676692865789, 0.006960518192499876, 0.01099405251443386, 0.004616850987076759, -0.0012356406077742577, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
10700, 0.002078614430502057, 0.00047080739750526845, 0.006977459415793419, 0.009127022698521614, 0.0028028220403939486, -0.0009520319290459156, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
10710, 0.0017907859291881323, -0.0003232556628063321, 0.006975736003369093, 0.007456982508301735, -0.0014163630548864603, -0.0007336506969295442, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
10720, 0.00024181604385375977, -0.0003205327084288001, 0.006985103711485863, -0.0005571749061346054, -0.0014525210717692971, -0.0003939660091418773, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
10730, 0.00023624786990694702, -0.0003361297713126987, 0.006981085520237684, -0.0005564590101130307, -0.0016668961616232991, -0.00040924138738773763, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
10740, 0.00023096289078239352, -0.0003540187899488956, 0.006985963322222233, -0.0005025842692703009, -0.0019023822387680411, -0.0004068836569786072, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
10750, 0.00022638894733972847, -0.00037298540701158345, 0.006982238031923771, -0.0004122060490772128, -0.0018909446662291884, -0.0003377935790922493, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
10760, 0.00022316817194223404, -0.00039092323277145624, 0.006979272235184908, -0.00023195060202851892, -0.0016966186231002212, -0.00025498855393379927, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
10770, 0.00022205615823622793, -0.0004077333433087915, 0.006977608427405357, 9.553472409606911e-06, -0.0016654115170240402, -7.739670400042087e-05, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
10780, 0.002808240707963705, 0.00025301333516836166, 0.00698273628950119, 0.013061574660241604, 0.001560661825351417, -4.925479515804909e-05, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
10790, 0.0014819963835179806, -0.00038206548197194934, 0.007010280154645443, 0.006154899951070547, -0.0016954560996964574, 6.516488792840391e-05, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
10800, 0.0008533058571629226, -0.0003715470666065812, 0.007867456413805485, 0.0027995421551167965, -0.0016722750151529908, 0.0047079334035515785, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
