timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4
794451, 0.08870130777359009, -0.050141412764787674, 6.016335464664735e-05, 0.00018601983902044594, 0.0005645090714097023, -5.545779276872054e-05, 0, 0, 0, 0, 0, 0, 0
794461, 0.08869419991970062, -0.048966437578201294, 5.7763754739426076e-05, 0.0001046789693646133, 0.00700841611251235, -1.7714937712298706e-05, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794471, 0.08869528770446777, -0.05061226710677147, 7.96046297182329e-05, 4.5065597078064457e-05, -0.002316580619663, 3.287755316705443e-05, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794481, 0.08985589444637299, -0.05084461718797684, 8.095447265077382e-05, 0.006339629180729389, -0.0035550978500396013, -0.00014338862092699856, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794491, 0.0891571193933487, -0.050841059535741806, 8.76928970683366e-05, 0.0021244646050035954, -0.0033203475177288055, -0.0001694484963081777, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794501, 0.08892278373241425, -0.04993220418691635, 0.0004907707334496081, 0.0007010182016529143, 0.0017581481952220201, 0.001992809120565653, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794511, 0.08892334252595901, -0.050837550312280655, 0.0005144311580806971, 0.0005573003436438739, -0.003303314559161663, 0.002111946465447545, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794521, 0.08914516121149063, -0.050835981965065, 0.0005371657316572964, 0.001818391028791666, -0.0032810750417411327, 0.0023461889941245317, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794531, 0.08779782056808472, -0.04904860630631447, 0.0005727795651182532, -0.005285572726279497, 0.006387556437402964, 0.0024153084959834814, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794541, 0.08890931308269501, -0.05059913173317909, 0.0006396217504516244, 0.0009422540315426886, -0.0022852926049381495, 0.00271997251547873, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794551, 0.08978793025016785, -0.050822556018829346, 0.00039232036215253174, 0.005705652292817831, -0.0033663371577858925, 0.0011399569921195507, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794561, 0.08824986219406128, -0.050815582275390625, 0.0004164169367868453, -0.0026826532557606697, -0.0033125008922070265, 0.0011323618236929178, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794571, 0.08846820145845413, -0.05081611126661301, 0.00042985277832485735, -0.0013548724818974733, -0.003172226483002305, 0.0011773144360631704, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794581, 0.08888886868953705, -0.050817038863897324, 0.0004445443337317556, 0.0010391364339739084, -0.003126384224742651, 0.0013177880318835378, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794591, 0.08910324424505234, -0.050815075635910034, 0.00045861114631406963, 0.002332778414711356, -0.003054555971175432, 0.0014861113158985972, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794601, 0.08909472823143005, -0.04995876923203468, 0.0007068600389175117, 0.002256718697026372, 0.0016502325888723135, 0.0026545629370957613, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794611, 0.08888234943151474, -0.05080809444189072, 0.0007376346620731056, 0.0009191630524583161, -0.0028674083296209574, 0.002625203924253583, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794621, 0.08867380768060684, -0.05080663785338402, 0.0007636633235961199, -0.00011630211520241573, -0.0026480592787265778, 0.002558564767241478, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794631, 0.08888214826583862, -0.04975350946187973, 0.0007931739091873169, 0.0011625011684373021, 0.0031773210503160954, 0.0024854587391018867, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794641, 0.08930566161870956, -0.05058901384472847, 0.000494457024615258, 0.003272729692980647, -0.0015565776266157627, 0.0008444568375125527, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794651, 0.0878438726067543, -0.049131862819194794, 0.000510905054397881, -0.00469704857096076, 0.006314097438007593, 0.0009511957759968936, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794661, 0.08888126909732819, -0.050796028226614, 0.0005526372697204351, 0.0011206233175471425, -0.0029941683169454336, 0.0011058147065341473, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794671, 0.08929511159658432, -0.050798963755369186, 0.0005638182628899813, 0.003217805875465274, -0.002732477616518736, 0.001129267388023436, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794681, 0.0886787697672844, -0.05079641193151474, 0.0005782099324278533, -0.00018765496497508138, -0.0026612624060362577, 0.0010474927257746458, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794691, 0.08785843104124069, -0.05017685890197754, 0.0005905938451178372, -0.004413018934428692, 0.000721326912753284, 0.0011122210416942835, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794701, 0.08847749978303909, -0.05018293112516403, 0.00034680977114476264, -0.0007282719016075134, 0.000515309046022594, -0.0001122596295317635, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794711, 0.08888448029756546, -0.050787895917892456, 0.00034807316842488945, 0.0014010113663971424, -0.0029976919759064913, -3.931338869733736e-05, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794721, 0.08889833837747574, -0.05081839859485626, 0.00034791891812346876, 0.0013699347618967295, -0.003102704184129834, 8.81681808095891e-06, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794731, 0.08761156350374222, -0.05038277432322502, 0.00035183841828256845, -0.005793637130409479, -0.0005318545154295862, -5.681165202986449e-05, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794741, 0.08931273221969604, -0.050601303577423096, 0.00037671258905902505, 0.003924937918782234, -0.0017720209434628487, 0.00015882150910329074, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794751, 0.08910485357046127, -0.05080866813659668, 0.00022284874285105616, 0.0027734029572457075, -0.0030648859683424234, -0.0003708702861331403, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794761, 0.08931049704551697, -0.05081214755773544, 0.00021953826944809407, 0.0039952602237463, -0.0029582513961941004, -0.0001717838749755174, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794771, 0.08935137093067169, -0.0508418008685112, 0.0002176008274545893, 0.004179465118795633, -0.0029723672196269035, -0.00021541047317441553, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794781, 0.08890219777822495, -0.05018008127808571, 0.00022211020404938608, 0.0016001471085473895, 0.0008641080930829048, -0.00014051976904738694, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794791, 0.08889894932508469, -0.04995965585112572, 0.00021972201648168266, 0.0017750485567376018, 0.002012471901252866, -0.00019083934603258967, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794801, 0.0889023095369339, -0.05083204060792923, 0.0001275805407203734, 0.0018531124806031585, -0.002941934857517481, -0.0006810937193222344, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794811, 0.08933620154857635, -0.050833556801080704, 0.00012055130355292931, 0.004218621179461479, -0.0027387647423893213, -0.0006265515112318099, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794821, 0.08825279027223587, -0.0499696284532547, 0.00012355597573332489, -0.0019074289593845606, 0.002178515074774623, -0.0006373199285008013, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794831, 0.08867980539798737, -0.05082309991121292, 0.0001252925576409325, 0.000405452330596745, -0.0027230859268456697, -0.0005321798380464315, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794841, 0.08889836072921753, -0.050823234021663666, 7.355496927630156e-05, 0.0015590935945510864, -0.0027435377705842257, -0.0005087553290650249, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794851, 0.08868518471717834, -0.05081813037395477, 6.997813034104183e-05, 0.000334160024067387, -0.002774488413706422, -0.00026459532091394067, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794861, 0.08890066295862198, -0.050816964358091354, 6.84498663758859e-05, 0.001333551830612123, -0.002762590069323778, -0.00012490352673921734, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794871, 0.08891332149505615, -0.05084474757313728, 6.736382783856243e-05, 0.0011977024842053652, -0.002793710445985198, -9.194818994728848e-05, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794881, 0.08913561701774597, -0.050844915211200714, 6.7163236963097e-05, 0.002514692721888423, -0.002619590377435088, 6.02015970798675e-05, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794891, 0.08935664594173431, -0.050841785967350006, 6.723698606947437e-05, 0.0036702246870845556, -0.0024626972153782845, 6.633472366956994e-05, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794901, 0.08869645744562149, -0.05083790794014931, 4.108983921469189e-05, -0.00014703819761052728, -0.0021947703789919615, -0.0001571925968164578, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794911, 0.08847641944885254, -0.04996801167726517, 4.041173815494403e-05, -0.0014229645021259785, 0.002826274372637272, -0.00016747823974583298, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794921, 0.08890583366155624, -0.049972884356975555, 4.0582272049505264e-05, 0.0010948037961497903, 0.002605960238724947, -0.00022215559147298336, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794931, 0.0882500633597374, -0.0499735102057457, 3.849528366117738e-05, -0.0026151491329073906, 0.0023702967446297407, -0.00024945169570855796, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794941, 0.08822397887706757, -0.0499500147998333, 2.114447306666989e-05, -0.002634674310684204, 0.00234071328304708, -0.00047183866263367236, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794951, 0.08777190744876862, -0.04904472082853317, 9.442561349715106e-06, -0.004965605679899454, 0.007102346047759056, -0.0007545037660747766, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794961, 0.08799105882644653, -0.05082055553793907, 2.6211971999146044e-05, -0.0035263672471046448, -0.0030468387994915247, -0.0007768726791255176, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794971, 0.08867312222719193, -0.05082220211625099, 2.383769242442213e-05, 0.00040784230805002153, -0.0028002075850963593, -0.0007765940390527248, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
794981, 0.0882372260093689, -0.050820350646972656, 1.62526048370637e-05, -0.002080451464280486, -0.0026821026112884283, -0.0007526219706051052, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
