timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4
712758, 22.02474594116211, -0.8842681050300598, 0.0036485539749264717, 0.001813439535908401, -5.0071179430233315e-05, -0.000592398049775511, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712768, 22.024751663208008, -0.8840441107749939, 0.0036417681258171797, 0.001763216219842434, 0.0009655967587605119, -0.0007877959287725389, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712778, 22.024742126464844, -0.8842660188674927, 0.00363375642336905, 0.0017706246580928564, -0.0005856085917912424, -0.0009068475337699056, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712788, 22.02475929260254, -0.8842723369598389, 0.0036248411051928997, 0.0017939895624294877, -0.0006781209958717227, -0.0008757939212955534, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712798, 22.023738861083984, -0.8842794299125671, 0.003353649750351906, -0.0035470647271722555, -0.0006084800115786493, -0.00217031454667449, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712808, 22.024761199951172, -0.8840383887290955, 0.003338869195431471, 0.002004670910537243, 0.0005881753168068826, -0.0019962671212852, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712818, 22.024742126464844, -0.8842681050300598, 0.0033191784750670195, 0.001946183037944138, -0.0009729410521686077, -0.0019965567626059055, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712828, 22.024755477905273, -0.8833801746368408, 0.00330132688395679, 0.0019243540009483695, 0.004141546785831451, -0.0019068603869527578, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712838, 22.024709701538086, -0.885148286819458, 0.0032965110149234533, 0.0018330567982047796, -0.006452957633882761, -0.001793858245946467, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712848, 22.02471923828125, -0.8844941258430481, 0.0035799972247332335, 0.0016539344796910882, -0.00262227701023221, -0.0004176107468083501, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712858, 22.024742126464844, -0.8831917643547058, 0.003582109697163105, 0.0015257671475410461, 0.004831037018448114, -0.00028575246687978506, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712868, 22.02473258972168, -0.8834097385406494, 0.0035830766428261995, 0.0014321800554171205, 0.003398649161681533, -2.539615161367692e-05, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712878, 22.024734497070312, -0.8831968307495117, 0.0035834424197673798, 0.0014447382418438792, 0.004563900642096996, 0.0003491358074825257, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712888, 22.024721145629883, -0.8836246728897095, 0.0035929903388023376, 0.0013515895698219538, 0.0018618161557242274, 0.0006044052424840629, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712898, 22.022645950317383, -0.8836833238601685, 0.0033429500181227922, -0.009633483365178108, 0.00161406968254596, -0.0007868860848248005, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712908, 22.024442672729492, -0.8850937485694885, 0.003368077101185918, 0.0005128877819515765, -0.007091942243278027, -0.0005341653013601899, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712918, 22.024444580078125, -0.884885311126709, 0.003366910619661212, 0.0005174989346414804, -0.005708834622055292, -0.0004779855953529477, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712928, 22.024446487426758, -0.8844723105430603, 0.003367652650922537, 0.0006090640090405941, -0.003069772385060787, -0.00047537326463498175, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712938, 22.02446746826172, -0.8832420706748962, 0.0033712489530444145, 0.0006864969036541879, 0.004261743742972612, -0.0004290861252229661, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712948, 22.023784637451172, -0.8840726613998413, 0.0036367401480674744, -0.0030286055989563465, -0.0007861080230213702, 0.0009991781553253531, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712958, 22.02442169189453, -0.885083019733429, 0.0036487721372395754, 0.000502388458698988, -0.00673848669975996, 0.0008848381694406271, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712968, 22.024452209472656, -0.8836628198623657, 0.00367582100443542, 0.00046314895735122263, 0.0019487029640004039, 0.0008519755210727453, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712978, 22.0246639251709, -0.8836584091186523, 0.00368492235429585, 0.0015349992318078876, 0.001977827399969101, 0.0009610694833099842, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712988, 22.024646759033203, -0.8846631646156311, 0.003700729226693511, 0.0013997610658407211, -0.004034563899040222, 0.001061564777046442, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
712998, 22.02466583251953, -0.8847020268440247, 0.0029686761554330587, 0.0014879443915560842, -0.004031122662127018, -0.0031102749053388834, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713008, 22.024662017822266, -0.8844919800758362, 0.0029377215541899204, 0.0016134572215378284, -0.0024675463791936636, -0.003398125059902668, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713018, 22.024673461914062, -0.8840762972831726, 0.0029047115240246058, 0.001579838339239359, 0.00015068211359903216, -0.003556938376277685, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713028, 22.0246639251709, -0.8842827081680298, 0.0028697559610009193, 0.0016061986098065972, -0.0010647695744410157, -0.0034919604659080505, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713038, 22.02465057373047, -0.8851094245910645, 0.002834927523508668, 0.0017395264003425837, -0.005780808161944151, -0.003266492858529091, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713048, 22.024667739868164, -0.8836846351623535, 0.0037368403282016516, 0.0017923907143995166, 0.003043076954782009, 0.0017198281129822135, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713058, 22.0246524810791, -0.8842927813529968, 0.0037585317622870207, 0.001707376097328961, -0.000742097559850663, 0.0018139735329896212, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713068, 22.024646759033203, -0.8844946622848511, 0.0037762834690511227, 0.0017583934823051095, -0.002129949862137437, 0.001777360332198441, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713078, 22.024658203125, -0.8840939998626709, 0.00379488174803555, 0.0019082262879237533, 0.0002715700538828969, 0.001590055413544178, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713088, 22.02465057373047, -0.884293258190155, 0.003811946837231517, 0.0019056141609326005, -0.0007756707491353154, 0.0017260333988815546, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713098, 22.02401351928711, -0.8841041326522827, 0.0039064413867890835, -0.0015423238510265946, 0.0004826397052966058, 0.00233844923786819, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713108, 22.024431228637695, -0.8842950463294983, 0.003931690007448196, 0.001084847142919898, -0.0007058206247165799, 0.0023467177525162697, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713118, 22.02442741394043, -0.8846914768218994, 0.0039546675980091095, 0.0011284446809440851, -0.003002706216648221, 0.0023149061016738415, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713128, 22.02443504333496, -0.8840987682342529, 0.003982713911682367, 0.0010180280078202486, 0.000624684733338654, 0.0025578467175364494, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713138, 22.024442672729492, -0.8837054967880249, 0.004007398616522551, 0.0008730226545594633, 0.002943044761195779, 0.0025789965875446796, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713148, 22.022775650024414, -0.885107159614563, 0.004464916419237852, -0.008267011493444443, -0.00509274797514081, 0.004680068697780371, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713158, 22.024642944335938, -0.8844835162162781, 0.004548282362520695, 0.0024175033904612064, -0.001514825620688498, 0.004876398015767336, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713168, 22.02465057373047, -0.8832968473434448, 0.004598741419613361, 0.0024507618509233, 0.005400015041232109, 0.004654081538319588, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713178, 22.024635314941406, -0.8850704431533813, 0.004670524038374424, 0.00236211228184402, -0.004844559822231531, 0.004788857884705067, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713188, 22.024641036987305, -0.8844843506813049, 0.0047267344780266285, 0.00219514942727983, -0.0010449595283716917, 0.004976941738277674, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713198, 22.024641036987305, -0.8842922449111938, 0.004437672905623913, 0.0020032215397804976, 0.0002889053139369935, 0.003398883156478405, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713208, 22.024642944335938, -0.8840979337692261, 0.004471408203244209, 0.0019490848062559962, 0.0014400010695680976, 0.003379242029041052, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713218, 22.02465057373047, -0.8833233118057251, 0.004502411931753159, 0.0018991968827322125, 0.005824122577905655, 0.0032971485052257776, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713228, 22.024635314941406, -0.8840949535369873, 0.004546541254967451, 0.0020037787035107613, 0.0011079214746132493, 0.003330675885081291, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713238, 22.02463722229004, -0.8842885494232178, 0.004580400418490171, 0.002113216556608677, -7.884947990532964e-05, 0.003337320638820529, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713248, 22.024038314819336, -0.8841150999069214, 0.004792344756424427, -0.0010849334066733718, 0.0010641268454492092, 0.004191992804408073, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713258, 22.02402687072754, -0.8841046094894409, 0.004833816085010767, -0.0011394672328606248, 0.0010368621442466974, 0.004102654289454222, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713268, 22.024433135986328, -0.8851140141487122, 0.004877609200775623, 0.001066710101440549, -0.004877127707004547, 0.003969036508351564, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713278, 22.0246524810791, -0.8838894963264465, 0.004931394476443529, 0.002093130722641945, 0.002348227659240365, 0.004035217221826315, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713288, 22.02381134033203, -0.8843177556991577, 0.004977771081030369, -0.0026571042835712433, -0.00016431290714535862, 0.004230067133903503, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713298, 22.024433135986328, -0.8842990398406982, 0.004151428118348122, 0.0010572721948847175, -0.00022661610273644328, -1.1786338518504635e-06, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713308, 22.024639129638672, -0.8838930726051331, 0.004152156878262758, 0.0021321347448974848, 0.0021785760764032602, 0.00014086731243878603, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713318, 22.024633407592773, -0.8851051926612854, 0.004159477073699236, 0.0019836160354316235, -0.0047292690724134445, 0.0002893201308324933, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713328, 22.02463722229004, -0.8849066495895386, 0.0041643837466835976, 0.0018824504222720861, -0.0034262812696397305, 0.00016962918743956834, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713338, 22.02463150024414, -0.8851039409637451, 0.004164787009358406, 0.0018152797129005194, -0.0045693847350776196, 0.00016789919754955918, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713348, 22.0238094329834, -0.8845181465148926, 0.004940791986882687, -0.002799603156745434, -0.0010345745831727982, 0.004120639059692621, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713358, 22.024417877197266, -0.884512722492218, 0.004985930398106575, 0.0006816662498749793, -0.0009620200144127011, 0.0041201855055987835, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713368, 22.024417877197266, -0.8837193846702576, 0.005029104184359312, 0.0006075702258385718, 0.003651097184047103, 0.004340494982898235, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713378, 22.024621963500977, -0.8833184838294983, 0.005069891922175884, 0.001742713968269527, 0.006007748655974865, 0.004488708451390266, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713388, 22.024616241455078, -0.8841084837913513, 0.005128753837198019, 0.00154014746658504, 0.0015713443281129003, 0.004592731595039368, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713398, 22.02381706237793, -0.8841273784637451, 0.004240444395691156, -0.0030686850659549236, 0.001593175926245749, -0.0003241180966142565, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713408, 22.024410247802734, -0.8851011991500854, 0.004243770614266396, 0.0005157896666787565, -0.004108421504497528, -0.00025660250685177743, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713418, 22.0244140625, -0.8851426243782043, 0.004241382237523794, 0.0004284850729163736, -0.0041721174493432045, -0.00022065929078962654, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713428, 22.02442169189453, -0.8832636475563049, 0.004257609136402607, 0.00031866831704974174, 0.006677356082946062, -5.44088106835261e-05, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713438, 22.0244140625, -0.8847150802612305, 0.004281108267605305, 0.00021291467419359833, -0.0017141379648819566, 0.00020389248675201088, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713448, 22.024417877197266, -0.883888304233551, 0.003751844633370638, 0.0002001531538553536, 0.0032300706952810287, -0.0022339762654155493, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713458, 22.024415969848633, -0.8851274251937866, 0.0037349313497543335, 0.00024030263011809438, -0.003813758958131075, -0.002047958318144083, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713468, 22.024621963500977, -0.8851262331008911, 0.003715099301189184, 0.0014212963869795203, -0.0034484632778912783, -0.001985640963539481, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713478, 22.024633407592773, -0.8836875557899475, 0.003708093659952283, 0.001433786703273654, 0.004944647662341595, -0.0017613470554351807, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713488, 22.024627685546875, -0.8842949867248535, 0.0036980644799768925, 0.0014029070734977722, 0.0011263671331107616, -0.0017252573743462563, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713498, 22.024642944335938, -0.8842836022377014, 0.003818999510258436, 0.001490577938966453, 0.0011745982337743044, -0.0010290665086358786, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713508, 22.024635314941406, -0.8851330876350403, 0.003810054622590542, 0.0013679376570507884, -0.003766171168535948, -0.0009999407920986414, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713518, 22.024633407592773, -0.8844872117042542, 0.0038056899793446064, 0.0013621633406728506, -3.746319634956308e-05, -0.0009253726457245648, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713528, 22.02378273010254, -0.8842804431915283, 0.003798118559643626, -0.003422647947445512, 0.0011953928042203188, -0.0008892559562809765, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713538, 22.024431228637695, -0.884067177772522, 0.0037947811651974916, 0.00036626512883231044, 0.002353561809286475, -0.0008920581312850118, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713548, 22.024415969848633, -0.8842785358428955, 0.005135226994752884, 0.0004294812388252467, 0.00096514931647107, 0.006004323251545429, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713558, 22.024415969848633, -0.8840671181678772, 0.005194923374801874, 0.0004900310887023807, 0.002058137208223343, 0.005977544467896223, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713568, 22.02442169189453, -0.884046196937561, 0.005253979004919529, 0.0004672704089898616, 0.002131196204572916, 0.005833910312503576, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713578, 22.024202346801758, -0.8831647038459778, 0.0053090848959982395, -0.0007920453790575266, 0.007184503134340048, 0.005852901842445135, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713588, 22.024410247802734, -0.8838121891021729, 0.005379272624850273, 0.0005201668827794492, 0.003071390325203538, 0.005929045844823122, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713598, 22.024415969848633, -0.8842505216598511, 0.0052493722178041935, 0.0004717860138043761, 0.0004810696409549564, 0.004738051909953356, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713608, 22.0244197845459, -0.8842454552650452, 0.005297214258462191, 0.00030695603345520794, 0.0005356399342417717, 0.004830748308449984, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713618, 22.024423599243164, -0.8831064701080322, 0.005346301943063736, 0.0001429229014320299, 0.007022012025117874, 0.00489923357963562, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713628, 22.024417877197266, -0.884242832660675, 0.0054111056961119175, 0.00018550644745118916, 0.00026247522328048944, 0.00516753364354372, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713638, 22.024415969848633, -0.8846932053565979, 0.005462646018713713, 0.00021372325136326253, -0.0022692489437758923, 0.005273960996419191, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713648, 22.02263832092285, -0.883824348449707, 0.004898556508123875, -0.009881814941763878, 0.002912471303716302, 0.0019135437905788422, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713658, 22.024429321289062, -0.8851502537727356, 0.004953596740961075, 0.0005633450346067548, -0.004901432897895575, 0.002051185118034482, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713668, 22.024425506591797, -0.8835925459861755, 0.004991598892956972, 0.0004358384176157415, 0.0038595623336732388, 0.0022369029466062784, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713678, 22.024423599243164, -0.8840368986129761, 0.005017728544771671, 0.0002626269415486604, 0.0011585893807932734, 0.002347499132156372, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713688, 22.02442741394043, -0.8840258121490479, 0.005041304975748062, 0.0003775737131945789, 0.0010574457701295614, 0.002368177054449916, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713698, 22.022817611694336, -0.8831122517585754, 0.0041766418144106865, -0.008587372489273548, 0.0061477236449718475, -0.002256998559460044, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713708, 22.024641036987305, -0.8830971121788025, 0.004183537792414427, 0.0016577424248680472, 0.006069664843380451, -0.0018686654511839151, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713718, 22.023733139038086, -0.8838137984275818, 0.004176721442490816, -0.0033818103838711977, 0.0022045590449124575, -0.0016052640276029706, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713728, 22.024398803710938, -0.8835734128952026, 0.004165227524936199, 0.0003451363882049918, 0.0032376842573285103, -0.0015340312384068966, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713738, 22.024621963500977, -0.8844698071479797, 0.004153470043092966, 0.0015174155123531818, -0.0019491879502311349, -0.0015666098333895206, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713748, 22.024614334106445, -0.8838005661964417, 0.004514932632446289, 0.0013938507763668895, 0.0018204263178631663, 0.0005106196040287614, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713758, 22.024608612060547, -0.8842515349388123, 0.0045212190598249435, 0.001397851388901472, -0.0006446627085097134, 0.0005931335617788136, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713768, 22.02461051940918, -0.883162796497345, 0.0045315357856452465, 0.0014312096172943711, 0.005169273354113102, 0.000766084180213511, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713778, 22.02462387084961, -0.8831112384796143, 0.004539538640528917, 0.0013491755817085505, 0.005144614726305008, 0.0008348624687641859, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713788, 22.02254295349121, -0.8831530213356018, 0.004555682651698589, -0.009847280569374561, 0.004783740732818842, 0.0010072870645672083, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713798, 22.023448944091797, -0.8842750787734985, 0.004784840624779463, -0.00438599893823266, -0.0015629117842763662, 0.002376421820372343, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713808, 22.02436637878418, -0.8835636973381042, 0.004818871151655912, 0.0008149330969899893, 0.002179688774049282, 0.002556570339947939, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713818, 22.02436637878418, -0.8842384219169617, 0.004846877884119749, 0.0007498420891351998, -0.001470209565013647, 0.0027091815136373043, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713828, 22.024370193481445, -0.8851407766342163, 0.00487052695825696, 0.0008693631389178336, -0.006156055256724358, 0.0028449720703065395, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713838, 22.02437400817871, -0.8844715356826782, 0.004910554736852646, 0.0009726326679810882, -0.0023254724219441414, 0.0028615761548280716, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713848, 22.02370834350586, -0.8844622373580933, 0.0036579931620508432, -0.002677635755389929, -0.002247649012133479, -0.003811471164226532, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713858, 22.02435874938965, -0.8844701051712036, 0.0036218189634382725, 0.0009187901159748435, -0.002128996653482318, -0.004042338579893112, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713868, 22.024349212646484, -0.8835926651954651, 0.003584040328860283, 0.0009797117672860622, 0.0027342671528458595, -0.004247418604791164, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713878, 2.1130922505108174e-06, 1.8574857676867396e-05, -0.012466099113225937, 0.0005286595551297069, 0.00236905668862164, -7.132433529477566e-05, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713888, 2.5656287107267417e-05, -3.6986806662753224e-05, 1.0089541673660278, 0.002022090367972851, -0.002154738875105977, -0.00015796319348737597, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713898, -6.947877409402281e-05, -9.308075823355466e-05, 0.005010553169995546, -0.0019400191958993673, -0.00339755997993052, -0.0002408269647276029, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713908, 3.6362718674354255e-05, -8.017464278964326e-05, 0.005015316419303417, 0.002091802889481187, -0.0018589576939120889, -9.583579958416522e-05, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
713918, 5.379271533456631e-05, -0.00039617015863768756, 0.005008436739444733, 0.0025066968519240618, -0.009179710410535336, 9.733432671055198e-05, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
