timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, laserHeight
59589, 0.05752217397093773, 0.3755616843700409, 0.0053635770455002785, 0.003360144793987274, 0.004786121193319559, -0.0026296235155314207, 0, 0, 0, 0, 0, 0, 0, 0
59599, 0.05810375511646271, 0.37671607732772827, 0.0069196694530546665, 0.006106304004788399, 0.01077507808804512, 0.005363921169191599, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 5.0
59609, 0.05755637586116791, 0.37575024366378784, 0.006992010865360498, 0.0026693069376051426, 0.005423087626695633, 0.005484459921717644, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 9.0
59619, 0.05758156627416611, 0.37580573558807373, 0.007047244347631931, 0.0023688406217843294, 0.005676617845892906, 0.005562630016356707, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 9.0
59629, 0.05848286673426628, 0.3759157657623291, 0.00710098585113883, 0.0068779014982283115, 0.006075860001146793, 0.005657101981341839, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 9.0
59639, 0.05892216041684151, 0.37596744298934937, 0.0070900642313063145, 0.00875334907323122, 0.006222661584615707, 0.00541885569691658, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 9.0
59649, 0.05758386477828026, 0.37579259276390076, 0.007161229383200407, 0.0012145874788984656, 0.0053482078947126865, 0.005651244428008795, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
59659, 0.058344144374132156, 0.37703025341033936, 0.007212706841528416, 0.005389897618442774, 0.011706244200468063, 0.005441116169095039, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
59669, 0.0595708042383194, 0.3760274648666382, 0.007274171337485313, 0.011679381132125854, 0.005944160744547844, 0.005296447314321995, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
59679, 0.05759149044752121, 0.3757719397544861, 0.0073725017718970776, 0.0005565456231124699, 0.004625905305147171, 0.005677260924130678, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
59689, 0.059570636600255966, 0.376011461019516, 0.007432857062667608, 0.010997031815350056, 0.005670764483511448, 0.005735957995057106, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
59699, 0.05956711620092392, 0.3757905662059784, 0.006871289107948542, 0.010451343841850758, 0.004464210011065006, 0.0029271235689520836, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 7.0
59709, 0.05912712588906288, 0.3757316470146179, 0.006909637711942196, 0.007328053005039692, 0.003983728121966124, 0.003178942948579788, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 6.0
59719, 0.05934051051735878, 0.3777647316455841, 0.006937719881534576, 0.007873019203543663, 0.014493516646325588, 0.003213640535250306, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 6.0
59729, 0.058886848390102386, 0.37591177225112915, 0.007019719108939171, 0.0049015856347978115, 0.004380773287266493, 0.003399162320420146, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 6.0
59739, 0.059296615421772, 0.37797021865844727, 0.006614729296416044, 0.006882835179567337, 0.015092716552317142, 0.000854650279507041, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 6.0
59749, 0.057363491505384445, 0.3777182102203369, 0.006644483655691147, -0.0038806276861578226, 0.013411746360361576, 0.0009407065808773041, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 6.0
59759, 0.05821995437145233, 0.37581706047058105, 0.006691683549433947, 0.0005284238723106682, 0.0027412890922278166, 0.0010257838293910027, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 6.0
