timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, laserHeight
7312, 0.0013077796902507544, 2.7667401809594594e-05, 0.005756677128374577, 0.0014075111830607057, -0.0011512087658047676, -0.008881870657205582, 0, 0, 0, 0, 0, 0, 0, 0
7322, 0.0013039843179285526, -0.0002656704746186733, 0.005666320212185383, 0.0013704750454053283, -0.002681443467736244, -0.009100375697016716, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 5.0
7332, 0.0012922384776175022, 0.000323887390550226, 0.00557721545919776, 0.0011255828430876136, 0.0005446206778287888, -0.009209824725985527, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 5.0
7342, 0.000728272192645818, 0.0003164420777466148, 0.006495199166238308, -0.0019621276296675205, 0.0005000099190510809, -0.003782777115702629, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 5.0
7352, 0.0007090088329277933, 0.0003218833007849753, 0.0064576854929327965, -0.0018905402394011617, 0.0005882344557903707, -0.0037195326294749975, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 8.0
7362, 0.0013002625200897455, 0.0003192001022398472, 0.0064216433092951775, 0.001120237517170608, 0.0005274939467199147, -0.003785399254411459, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 8.0
7372, 0.0012993343407288194, 3.699216540553607e-05, 0.006382700055837631, 0.001245285151526332, -0.0008704971987754107, -0.004055442288517952, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 8.0
7382, 0.001312443520873785, 2.8588450732058845e-05, 0.006341811269521713, 0.0013765650801360607, -0.0008102512801997364, -0.004121937323361635, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 8.0
7392, 0.001325900200754404, 2.0146766473772004e-05, 0.006300999317318201, 0.0013147809077054262, -0.000878091377671808, -0.00404011458158493, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 8.0
7402, 0.001319221337325871, 0.00032790444674901664, 0.006148686632514, 0.0012009007623419166, 0.0006750440807081759, -0.004471711814403534, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 6.0
7412, 0.0013313177041709423, 0.00033511011861264706, 0.006104415748268366, 0.0012183948419988155, 0.0007660887204110622, -0.004382099956274033, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 6.0
