timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4
7332, -0.005217801779508591, -0.0008113636285997927, 0.007705378346145153, 0.0035010857973247766, 0.0032394060399383307, 0.008847873657941818, 0, 0, 0, 0, 0, 0, 0
7342, -0.005242064595222473, -0.0007515883771702647, 0.005866216029971838, 0.0030061567667871714, 0.0035759054590016603, -0.0013812013203278184, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7352, -0.0073671904392540455, -5.2596660680137575e-05, 0.005866908933967352, -0.008769604377448559, 0.007421527057886124, -0.0013160048983991146, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7362, -0.007587275933474302, -0.0021572448313236237, 0.005870265420526266, -0.009681541472673416, -0.003955726511776447, -0.0011209434596821666, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7372, -0.006655468605458736, -0.001924040843732655, 0.0058758072555065155, -0.004596727900207043, -0.0025039068423211575, -0.0010075130267068744, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7382, -0.005512864328920841, -0.001468508504331112, 0.005873847287148237, 0.0013926690444350243, 0.00022966653341427445, -0.0011782222427427769, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7392, -0.005518688820302486, 0.00013687660975847393, 0.00586756132543087, 0.001195800257846713, 0.008788061328232288, -0.001390888006426394, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7402, -0.006406118161976337, 0.00013202952686697245, 0.005922600161284208, -0.003719697706401348, 0.008424805477261543, -0.0010080772917717695, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7412, -0.007078314665704966, -9.824521839618683e-05, 0.005913945380598307, -0.0074102673679590225, 0.006969594396650791, -0.0010342831956222653, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7422, -0.007518754340708256, -0.00010674492659745738, 0.005900584626942873, -0.009669343940913677, 0.006735581438988447, -0.001133079407736659, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7432, -0.008179170079529285, -0.0010032712016254663, 0.005888594314455986, -0.012884764932096004, 0.001792903058230877, -0.0013203329872339964, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7442, -0.008605090901255608, 0.003629181068390608, 0.006323577836155891, -0.014752013608813286, 0.026549292728304863, 0.0008490355685353279, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7452, -0.007717282511293888, 0.003171138931065798, 0.006374313496053219, -0.009481617249548435, 0.02312650717794895, 0.0010011865524575114, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7462, -0.007705977652221918, 0.004465882200747728, 0.00635111890733242, -0.009076947346329689, 0.029318757355213165, 0.0008138952543959022, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7472, -0.007698981091380119, 0.004233448300510645, 0.006384543143212795, -0.008834277279675007, 0.027131564915180206, 0.0009632599540054798, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7482, -0.008122522383928299, 0.002705015242099762, 0.006471384782344103, -0.01095352042466402, 0.018055103719234467, 0.0013347966596484184, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7492, -0.007680654525756836, 0.002695005387067795, 0.006498164031654596, -0.008492869324982166, 0.017286166548728943, 0.0013141713570803404, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7502, -0.008748138323426247, 0.0031175422482192516, 0.006710890680551529, -0.014005572535097599, 0.019117921590805054, 0.0021464871242642403, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7512, -0.009378738701343536, 0.00460402388125658, 0.0066981627605855465, -0.01683882623910904, 0.026396170258522034, 0.0018116480205208063, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7522, -0.007246456574648619, 0.0026844923850148916, 0.006841999478638172, -0.004965615924447775, 0.015067256055772305, 0.0022409025114029646, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7532, -0.006609891075640917, 0.0024699659552425146, 0.00686831958591938, -0.0015103003242984414, 0.013357370160520077, 0.002011773409321904, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7542, -0.007255214266479015, 0.0045857843942940235, 0.006523878313601017, -0.005135581828653812, 0.024238217622041702, -3.41497543558944e-05, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7552, -0.00808690208941698, 0.00479594711214304, 0.006524065043777227, -0.009667886421084404, 0.02442009374499321, 3.720576842169976e-06, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7562, -0.009343151934444904, 0.004160220269113779, 0.0065397704020142555, -0.016219723969697952, 0.020108241587877274, 0.00023622545995749533, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7572, -0.00808577798306942, 0.0035301835741847754, 0.006591524463146925, -0.008853137493133545, 0.015953974798321724, 0.0005339974886737764, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7582, -0.007670130580663681, 0.0024895963724702597, 0.006618104875087738, -0.006379416212439537, 0.009581146761775017, 0.00040777126559987664, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
7592, -0.0010188843589276075, 0.006224034819751978, 0.006631067022681236, 0.029801424592733383, 0.029467197135090828, 7.217971869977191e-05, 0, 0, 0, 0.0, 0.0, 0.0, 0.0
