whisker1_1,whisker1_2,whisker1_3,whisker2_1,whisker2_2,whisker2_3,Laser1,Laser2,laser,yaw,pitch,positionX,positionY,positionZ,velocityX,velocityY,velocityZ,GT,GT1,GT2
-2.4202861936828413e-14,1.50712775592865e-14,-2.373101715136272e-14,4.371503159461554e-16,-9.145462165349727e-15,4.39648317751562e-14,83.01134733373328,82.98865266626672,135.0,-0.0260061714798212,-0.3451243638992309,0.0475013963878154,0.0318288542330265,0.3247519135475158,-0.0038893485907465,0.0213819462805986,-0.0076353969052433,1129.57099573991,0.0,0.0
-0.0342687054358049,0.4330960911677597,-0.057814055087884786,0.0006376663129032565,0.1317556873678576,0.29818615357501166,83.00351132525532,82.99648867474468,135.0,-0.0080473646521568,-0.7826486825942993,0.0468272045254707,0.0324772298336029,0.3246032297611236,-0.0027323281392455,0.0216723587363958,-0.0066440794616937,1130.2490034953237,0.0,0.0
0.002507072162519053,0.8646615654916253,-0.80622735911139,-0.015584547373840667,0.5327709008317663,1.1646192638921986,82.97516156251484,83.02483843748516,135.0,0.0569254867732524,-1.383037805557251,0.0492005869746208,0.0336241945624351,0.3234254717826843,0.0052429875358939,0.0225470382720232,-0.0126169230788946,1127.8741342724143,0.0,0.0
0.013294901960936883,1.178240218654079,-2.153136933889712,-0.028690222696582897,1.2283294577277317,1.5490397235678768,72.92847171270449,73.07152828729551,145.0,0.1639303117990493,-2.0218794345855717,0.046199943870306,0.034516841173172,0.3231769800186157,0.0062458598986268,0.0224902145564556,-0.0132395597174763,1130.8619347417396,0.0,0.0
0.27063834426754335,1.3410871215787765,-3.4035668066353075,-0.002675158206695498,2.5803130258167286,1.2156371602645353,72.86742639018684,73.13257360981316,145.0,0.3038334846496582,-2.5740647315979004,0.0494133420288562,0.0352966524660587,0.3229176998138428,0.0194885991513729,0.0217316709458827,-0.0119971241801977,1127.632767822075,0.0,0.0
0.36457575051877855,0.9149857729599766,-4.268768171031714,0.021683190710646894,3.985012059354475,1.599448457626775,72.83552395799259,73.16447604200741,145.0,0.3769458830356598,-2.998001337051392,0.047962237149477,0.0344220846891403,0.3240600526332855,0.0261979550123214,0.0178648605942726,-0.0045818579383194,1129.0608124197906,0.0,0.0
-0.11299236779975345,0.7993289585082883,-4.940891395105892,0.044553504128937584,4.023449629291814,2.4131177035258444,56.83559100805451,57.16440899194549,161.0,0.3767922222614288,-3.3327860832214355,0.0495387762784957,0.0367882475256919,0.3239719569683075,0.0388736538589,0.0194004643708467,-0.0039177532307803,1127.5164701691097,0.0,0.0
-0.49060759190129044,1.1213150574015933,-5.127975265071961,0.08436964555999962,3.124594725305811,2.911037612582199,56.84182697870935,57.15817302129065,161.0,0.3625010251998901,-3.5498976707458496,0.0508510768413543,0.0391105227172374,0.3239072859287262,0.0515535585582256,0.0208650603890419,-0.0034511967096477,1126.237755764839,0.0,0.0
-1.228628903883941,1.2916636528347405,-4.571789015566907,0.08456170955932922,2.044648899898385,3.580018275262413,56.82521950775609,57.17478049224391,161.0,0.4005608558654785,-3.709466218948364,0.0516209565103054,0.0399072207510471,0.3238335847854614,0.0633907914161682,0.0195596721023321,-0.0039371107704937,1125.47349685023,0.0,0.0
-2.4215497586425982,1.3731676225110594,-4.236366816531193,0.06766127409019433,0.8400860730452149,3.9099285918733355,50.800625630519335,51.199374369480665,167.0,0.456922709941864,-3.825010299682617,0.0543271414935588,0.039566408842802,0.3229690194129944,0.0785287469625473,0.0161236654967069,-0.0084275063127279,1122.7560830501177,0.0,0.0
-3.410969838276977,1.7462943678706488,-4.365359487063876,0.07195459648869035,-0.8340753989724333,4.1837131374681515,50.78821889497138,51.21178110502862,167.0,0.4853549301624298,-3.882546424865722,0.0551702864468097,0.0406657569110393,0.3227965235710144,0.0901604667305946,0.0150976134464144,-0.0093716895207762,1121.9248919828015,0.0,0.0
-4.263598689734905,2.0461365423989823,-4.919950205978862,0.04063945330530117,-2.958868816389466,4.736152907229122,50.784968925443906,51.215031074556094,167.0,0.4928027689456939,-3.873243808746338,0.0581485331058502,0.0424993149936199,0.3225972950458526,0.1049680039286613,0.0152724748477339,-0.0100152110680937,1118.970990437795,0.0,0.0
-4.521510807193859,2.234477275470388,-5.048150124900551,0.014101130144960202,-4.543059894695735,5.045509512172184,47.774509627592636,48.225490372407364,170.0,0.5167718529701233,-3.72477650642395,0.0623703449964523,0.0421075113117694,0.3249176144599914,0.1212586313486099,0.0115526542067527,0.0032073825132101,1114.7419607598658,0.0,0.0
-4.251587448460217,2.2854230750341116,-4.544192449874118,0.028166596921084495,-4.630954593869366,5.216946244978573,47.77106538688437,48.22893461311563,170.0,0.5246648192405701,-3.52836537361145,0.0650693476200103,0.0429028235375881,0.3249887228012085,0.1335827708244323,0.0100079048424959,0.0035360523033887,1112.0532632810718,0.0,0.0
-4.323303516914295,2.136893726741849,-4.164814843725383,0.041900049147800544,-3.4057817415296108,5.098919239405777,47.7783457966043,48.2216542033957,170.0,0.5079807043075562,-3.1617934703826904,0.0681147947907447,0.0425061881542205,0.3250741064548492,0.1452789008617401,0.006540531758219,0.0046147517859935,1109.004178648488,0.0,0.0
-4.450041228819617,2.220333815999936,-4.2094855494784085,0.05532868873410782,-2.4131105183349777,4.935189565961252,52.783287653649865,53.216712346350135,165.0,0.49665567278862,-2.834902763366699,0.0695883706212043,0.0422361679375171,0.3251775503158569,0.1525600105524063,0.0035223246086388,0.0049058953300118,1107.5281252833129,0.0,0.0
