Timestamp,app.KFMlpOutput1,app.KFMlpOutput2,app.MlpOutput1,app.MlpOutput2
29597,0.0,0.0,0.0,0.0
29617,0.0,0.0,0.0,0.0
29637,0.0,0.0,0.0,0.0
29657,0.0,0.0,0.0,0.0
29677,0.0,0.0,0.0,0.0
29697,0.0,0.0,0.0,0.0
29717,0.0,0.0,0.0,0.0
29737,0.0,0.0,0.0,0.0
29757,0.0,0.0,0.0,0.0
29777,0.0,0.0,0.0,0.0
29797,0.0,0.0,0.0,0.0
29817,0.0,0.0,0.0,0.0
29837,0.0,0.0,0.0,0.0
29857,0.0,0.0,0.0,0.0
29877,0.0,0.0,0.0,0.0
29897,0.0,0.0,0.0,0.0
29917,0.0,0.0,0.0,0.0
29937,0.0,0.0,0.0,0.0
29957,0.0,0.0,0.0,0.0
29977,0.0,0.0,0.0,0.0
29997,0.0,0.0,0.0,0.0
30017,0.0,0.0,0.0,0.0
30037,0.0,0.0,0.0,0.0
30057,0.0,0.0,0.0,0.0
30077,0.0,0.0,0.0,0.0
30097,0.0,0.0,0.0,0.0
30117,0.0,0.0,0.0,0.0
30137,0.0,0.0,0.0,0.0
30157,0.0,0.0,0.0,0.0
30177,0.0,0.0,0.0,0.0
30197,0.0,0.0,0.0,0.0
30217,0.0,0.0,0.0,0.0
30237,0.0,0.0,0.0,0.0
30257,0.0,0.0,0.0,0.0
30277,0.0,0.0,0.0,0.0
30297,0.0,0.0,0.0,0.0
30317,0.0,0.0,0.0,0.0
30337,0.0,0.0,0.0,0.0
30357,0.0,0.0,0.0,0.0
30377,0.0,0.0,0.0,0.0
30397,0.0,0.0,0.0,0.0
30417,0.0,0.0,0.0,0.0
30437,0.0,0.0,0.0,0.0
30457,0.0,0.0,0.0,0.0
30477,0.0,0.0,0.0,0.0
30497,0.0,0.0,0.0,0.0
30517,0.0,0.0,0.0,0.0
30537,0.0,0.0,0.0,0.0
30557,0.0,0.0,0.0,0.0
30577,0.0,0.0,0.0,0.0
30597,0.0,0.0,0.0,0.0
30617,0.0,0.0,0.0,0.0
30637,0.0,0.0,0.0,0.0
30657,0.0,0.0,0.0,0.0
30677,0.0,0.0,0.0,0.0
30697,0.0,0.0,0.0,0.0
30717,0.0,0.0,0.0,0.0
30737,0.0,0.0,0.0,0.0
30757,0.0,0.0,0.0,0.0
30777,0.0,0.0,0.0,0.0
30797,0.0,0.0,0.0,0.0
30817,0.0,0.0,0.0,0.0
30837,0.0,0.0,0.0,0.0
30857,0.0,0.0,0.0,0.0
30877,0.0,0.0,0.0,0.0
30897,0.0,0.0,0.0,0.0
30917,0.0,0.0,0.0,0.0
30937,0.0,0.0,0.0,0.0
30957,0.0,0.0,0.0,0.0
30977,0.0,0.0,0.0,0.0
30997,0.0,0.0,0.0,0.0
31017,0.0,0.0,0.0,0.0
31037,0.0,0.0,0.0,0.0
31057,0.0,0.0,0.0,0.0
31077,0.0,0.0,0.0,0.0
31097,0.0,0.0,0.0,0.0
31117,0.0,0.0,0.0,0.0
31137,0.0,0.0,0.0,0.0
31157,0.0,0.0,0.0,0.0
31177,0.0,0.0,0.0,0.0
31197,0.0,0.0,0.0,0.0
31217,0.0,0.0,0.0,0.0
31237,0.0,0.0,0.0,0.0
31257,0.0,0.0,0.0,0.0
31277,0.0,0.0,0.0,0.0
31297,0.0,0.0,0.0,0.0
31317,0.0,0.0,0.0,0.0
31337,0.0,0.0,0.0,0.0
31357,0.0,0.0,0.0,0.0
31377,0.0,0.0,0.0,0.0
31397,0.0,0.0,0.0,0.0
31417,0.0,0.0,0.0,0.0
31437,0.0,0.0,0.0,0.0
31457,0.0,0.0,0.0,0.0
31477,0.0,0.0,0.0,0.0
31497,0.0,0.0,0.0,0.0
31517,0.0,0.0,0.0,0.0
31537,0.0,0.0,0.0,0.0
31557,0.0,0.0,0.0,0.0
31577,0.0,0.0,0.0,0.0
31597,0.0,0.0,0.0,0.0
31617,0.0,0.0,0.0,0.0
31637,0.0,0.0,0.0,0.0
31657,0.0,0.0,0.0,0.0
31677,0.0,0.0,0.0,0.0
31697,0.0,0.0,0.0,0.0
31717,0.0,0.0,0.0,0.0
31737,0.0,0.0,0.0,0.0
31757,0.0,0.0,0.0,0.0
31777,0.0,0.0,0.0,0.0
31797,0.0,0.0,0.0,0.0
31817,0.0,0.0,0.0,0.0
31837,0.0,0.0,0.0,0.0
31857,0.0,0.0,0.0,0.0
31877,0.0,0.0,0.0,0.0
31897,0.0,0.0,0.0,0.0
31917,0.0,0.0,0.0,0.0
31937,0.0,0.0,0.0,0.0
31957,0.0,0.0,0.0,0.0
31977,0.0,0.0,0.0,0.0
31997,0.0,0.0,0.0,0.0
32017,0.0,0.0,0.0,0.0
32037,0.0,0.0,0.0,0.0
32057,0.0,0.0,0.0,0.0
32077,0.0,0.0,0.0,0.0
32097,0.0,0.0,0.0,0.0
32117,0.0,0.0,0.0,0.0
32137,0.0,0.0,0.0,0.0
32157,0.0,0.0,0.0,0.0
32177,0.0,0.0,0.0,0.0
32197,0.0,0.0,0.0,0.0
32217,0.0,0.0,0.0,0.0
32237,0.0,0.0,0.0,0.0
32257,0.0,0.0,0.0,0.0
32277,0.0,0.0,0.0,0.0
32297,0.0,0.0,0.0,0.0
32317,0.0,0.0,0.0,0.0
32337,0.0,0.0,0.0,0.0
32357,0.0,0.0,0.0,0.0
32377,0.0,0.0,0.0,0.0
32397,0.0,0.0,0.0,0.0
32417,0.0,0.0,0.0,0.0
32437,0.0,0.0,0.0,0.0
32457,0.0,0.0,0.0,0.0
32477,0.0,0.0,0.0,0.0
32497,0.0,0.0,0.0,0.0
32517,0.0,0.0,0.0,0.0
32537,0.0,0.0,0.0,0.0
32557,0.0,0.0,0.0,0.0
32577,0.0,0.0,0.0,0.0
32597,0.0,0.0,0.0,0.0
32617,0.0,0.0,0.0,0.0
32637,0.0,0.0,0.0,0.0
32657,0.0,0.0,0.0,0.0
32677,0.0,0.0,0.0,0.0
32697,0.0,0.0,0.0,0.0
32717,0.0,0.0,0.0,0.0
32737,0.0,0.0,0.0,0.0
32757,0.0,0.0,0.0,0.0
32777,0.0,0.0,0.0,0.0
32797,0.0,0.0,0.0,0.0
32817,0.0,0.0,0.0,0.0
32837,0.0,0.0,0.0,0.0
32857,0.0,0.0,0.0,0.0
32877,0.0,0.0,0.0,0.0
32897,0.0,0.0,0.0,0.0
32917,0.0,0.0,0.0,0.0
32937,0.0,0.0,0.0,0.0
32957,0.0,0.0,0.0,0.0
32977,0.0,0.0,0.0,0.0
32997,0.0,0.0,0.0,0.0
33017,0.0,0.0,0.0,0.0
33037,0.0,0.0,0.0,0.0
33057,0.0,0.0,0.0,0.0
33077,0.0,0.0,0.0,0.0
33097,0.0,0.0,0.0,0.0
33117,0.0,0.0,0.0,0.0
33137,0.0,0.0,0.0,0.0
33157,0.0,0.0,0.0,0.0
33177,0.0,0.0,0.0,0.0
33197,0.0,0.0,0.0,0.0
33217,0.0,0.0,0.0,0.0
33237,0.0,0.0,0.0,0.0
33257,0.0,0.0,0.0,0.0
33277,0.0,0.0,0.0,0.0
33297,0.0,0.0,0.0,0.0
33317,0.0,0.0,0.0,0.0
33337,0.0,0.0,0.0,0.0
33357,0.0,0.0,0.0,0.0
33377,0.0,0.0,0.0,0.0
33397,0.0,0.0,0.0,0.0
33417,0.0,0.0,0.0,0.0
33437,0.0,0.0,0.0,0.0
33457,0.0,0.0,0.0,0.0
33477,0.0,0.0,0.0,0.0
33497,0.0,0.0,0.0,0.0
33517,0.0,0.0,0.0,0.0
33537,0.0,0.0,0.0,0.0
33557,0.0,0.0,0.0,0.0
33577,0.0,0.0,0.0,0.0
33597,0.0,0.0,0.0,0.0
33617,0.0,0.0,0.0,0.0
33637,0.0,0.0,0.0,0.0
33657,0.0,0.0,0.0,0.0
33677,0.0,0.0,0.0,0.0
33697,0.0,0.0,0.0,0.0
33717,0.0,0.0,0.0,0.0
33737,0.0,0.0,0.0,0.0
33757,0.0,0.0,0.0,0.0
33777,0.0,14.138676643371582,8.686408996582031,14.138676643371582
33797,0.0,14.293451309204102,8.816997528076172,14.293451309204102
33817,0.0,14.275579452514648,9.103946685791016,14.275579452514648
33837,0.0,13.725550651550293,9.160036087036133,13.725550651550293
33857,0.0,13.552348136901855,8.890790939331055,13.552348136901855
33877,0.0,13.543805122375488,8.497638702392578,13.543805122375488
33897,0.0,13.643277168273926,8.371847152709961,13.643277168273926
33917,0.0,13.674872398376465,8.696783065795898,13.674872398376465
33937,0.0,13.674872398376465,9.021811485290527,13.674872398376465
33957,0.0,13.539183616638184,9.021811485290527,13.539183616638184
33977,0.0,13.586342811584473,9.663216590881348,13.586342811584473
33997,0.0,13.737435340881348,10.460443496704102,13.737435340881348
34017,0.0,13.62020492553711,10.667190551757812,13.62020492553711
34037,0.0,13.54850959777832,11.625624656677246,13.54850959777832
34057,0.0,13.242584228515625,12.81812572479248,13.242584228515625
34077,0.0,12.891886711120605,12.743279457092285,12.891886711120605
34097,0.0,12.89629077911377,13.145990371704102,12.89629077911377
34117,0.0,12.86601734161377,13.527504920959473,12.86601734161377
34137,0.0,12.845427513122559,12.81525993347168,12.845427513122559
34157,0.0,12.944112777709961,10.61984634399414,12.944112777709961
34177,0.0,13.453842163085938,9.791983604431152,13.453842163085938
34197,0.0,13.754190444946289,10.17138957977295,13.754190444946289
34217,0.0,13.461318016052246,11.088095664978027,13.461318016052246
34237,0.0,13.067749977111816,11.642867088317871,13.067749977111816
34257,0.0,12.524044036865234,11.607871055603027,12.524044036865234
34277,0.0,12.524044036865234,11.61617660522461,12.524044036865234
34297,0.0,12.439072608947754,11.61617660522461,12.439072608947754
34317,0.0,12.807637214660645,11.863965034484863,12.807637214660645
34337,0.0,12.911283493041992,12.346741676330566,12.911283493041992
34357,0.0,12.51511001586914,12.14892292022705,12.51511001586914
34377,0.0,12.298715591430664,12.195685386657715,12.298715591430664
34397,0.0,12.634843826293945,13.411796569824219,12.634843826293945
34417,0.0,13.252405166625977,13.523391723632812,13.252405166625977
34437,0.0,13.636581420898438,11.53127384185791,13.636581420898438
34457,0.0,13.463116645812988,10.085929870605469,13.463116645812988
34477,0.0,13.61752700805664,9.382246017456055,13.61752700805664
34497,0.0,13.886984825134277,8.91059684753418,13.886984825134277
34517,0.0,13.844612121582031,9.148460388183594,13.844612121582031
34537,0.0,13.870460510253906,9.577102661132812,13.870460510253906
34557,0.0,13.740123748779297,9.653017044067383,13.740123748779297
34577,0.0,13.35168170928955,9.353797912597656,13.35168170928955
34597,0.0,13.35168170928955,8.652898788452148,13.35168170928955
34617,0.0,13.37876033782959,8.652898788452148,13.37876033782959
34637,0.0,13.719414710998535,8.236091613769531,13.719414710998535
34657,0.0,14.250578880310059,9.064281463623047,14.250578880310059
34677,0.0,14.57661247253418,10.02229118347168,14.57661247253418
34697,0.0,14.226629257202148,9.907835960388184,14.226629257202148
34717,0.0,14.532814979553223,9.72874641418457,14.532814979553223
34737,0.0,15.196399688720703,9.220440864562988,15.196399688720703
34757,0.0,15.190874099731445,8.54153823852539,15.190874099731445
34777,0.0,15.284688949584961,8.563016891479492,15.284688949584961
34797,0.0,15.087329864501953,8.986909866333008,15.087329864501953
34817,0.0,15.019218444824219,9.132007598876953,15.019218444824219
34837,0.0,14.980873107910156,9.194729804992676,14.980873107910156
34857,0.0,14.422839164733887,9.153324127197266,14.422839164733887
34877,0.0,14.001021385192871,8.487035751342773,14.001021385192871
34897,0.0,14.161698341369629,8.04379653930664,14.161698341369629
34917,0.0,14.662044525146484,8.353958129882812,14.662044525146484
34937,0.0,14.728200912475586,8.588826179504395,14.728200912475586
34957,0.0,14.728200912475586,8.588826179504395,14.728200912475586
34977,0.0,14.59292221069336,8.770999908447266,14.59292221069336
34997,0.0,14.292905807495117,8.607585906982422,14.292905807495117
35017,0.0,13.875438690185547,8.553716659545898,13.875438690185547
35037,0.0,13.53178596496582,9.324172973632812,13.53178596496582
35057,0.0,13.22824764251709,9.428224563598633,13.22824764251709
35077,0.0,13.389577865600586,9.688998222351074,13.389577865600586
35097,0.0,13.878410339355469,9.96141242980957,13.878410339355469
35117,0.0,14.165595054626465,9.609100341796875,14.165595054626465
35137,0.0,14.173873901367188,9.674030303955078,14.173873901367188
35157,0.0,13.93033218383789,9.121492385864258,13.93033218383789
35177,0.0,13.798315048217773,8.813066482543945,13.798315048217773
35197,0.0,13.502706527709961,8.701364517211914,13.502706527709961
35217,0.0,12.700175285339355,8.466508865356445,12.700175285339355
35237,0.0,11.630976676940918,8.172391891479492,11.630976676940918
35257,0.0,0.0,8.172391891479492,11.630976676940918
35277,0.0,0.0,8.172391891479492,11.630976676940918
35297,0.0,0.0,8.172391891479492,11.630976676940918
35317,0.0,0.0,8.172391891479492,11.630976676940918
35337,0.0,0.0,8.172391891479492,11.630976676940918
35357,0.0,0.0,8.172391891479492,11.630976676940918
35377,0.0,0.0,8.172391891479492,11.630976676940918
35397,0.0,0.0,8.172391891479492,11.630976676940918
35417,0.0,0.0,8.172391891479492,11.630976676940918
35437,0.0,0.0,8.172391891479492,11.630976676940918
35457,0.0,0.0,8.172391891479492,11.630976676940918
35477,0.0,0.0,8.172391891479492,11.630976676940918
35497,0.0,0.0,8.172391891479492,11.630976676940918
35517,0.0,0.0,8.172391891479492,11.630976676940918
35537,0.0,0.0,8.172391891479492,11.630976676940918
35557,0.0,0.0,8.172391891479492,11.630976676940918
35577,0.0,0.0,8.172391891479492,11.630976676940918
35597,0.0,0.0,8.172391891479492,11.630976676940918
35617,0.0,0.0,8.172391891479492,11.630976676940918
35637,0.0,0.0,8.172391891479492,11.630976676940918
35657,0.0,0.0,8.172391891479492,11.630976676940918
35677,0.0,0.0,8.172391891479492,11.630976676940918
35697,0.0,0.0,8.172391891479492,11.630976676940918
35717,0.0,0.0,8.172391891479492,11.630976676940918
35737,0.0,0.0,8.172391891479492,11.630976676940918
35757,0.0,0.0,8.172391891479492,11.630976676940918
35777,0.0,0.0,8.172391891479492,11.630976676940918
35797,0.0,0.0,8.172391891479492,11.630976676940918
35817,0.0,0.0,8.172391891479492,11.630976676940918
35837,0.0,0.0,8.172391891479492,11.630976676940918
35857,0.0,0.0,8.172391891479492,11.630976676940918
35877,0.0,0.0,8.172391891479492,11.630976676940918
35897,0.0,0.0,8.172391891479492,11.630976676940918
35917,0.0,0.0,8.172391891479492,11.630976676940918
35937,0.0,0.0,8.172391891479492,11.630976676940918
35957,0.0,0.0,8.172391891479492,11.630976676940918
35977,0.0,0.0,8.172391891479492,11.630976676940918
35997,0.0,0.0,8.172391891479492,11.630976676940918
36017,0.0,0.0,8.172391891479492,11.630976676940918
36037,0.0,0.0,8.172391891479492,11.630976676940918
36057,0.0,0.0,8.172391891479492,11.630976676940918
36077,0.0,0.0,8.172391891479492,11.630976676940918
36097,0.0,0.0,8.172391891479492,11.630976676940918
36117,0.0,0.0,8.172391891479492,11.630976676940918
36137,0.0,0.0,8.172391891479492,11.630976676940918
36157,0.0,0.0,8.172391891479492,11.630976676940918
36177,0.0,0.0,8.172391891479492,11.630976676940918
36197,0.0,0.0,8.172391891479492,11.630976676940918
36217,0.0,0.0,8.172391891479492,11.630976676940918
36237,0.0,0.0,8.172391891479492,11.630976676940918
36257,0.0,0.0,8.172391891479492,11.630976676940918
36277,0.0,0.0,8.172391891479492,11.630976676940918
36297,0.0,0.0,8.172391891479492,11.630976676940918
36317,0.0,0.0,8.172391891479492,11.630976676940918
36337,0.0,0.0,8.172391891479492,11.630976676940918
36357,0.0,0.0,8.172391891479492,11.630976676940918
36377,0.0,0.0,8.172391891479492,11.630976676940918
36397,0.0,0.0,8.172391891479492,11.630976676940918
36417,0.0,0.0,8.172391891479492,11.630976676940918
36437,0.0,0.0,8.172391891479492,11.630976676940918
36457,0.0,0.0,8.172391891479492,11.630976676940918
36477,0.0,0.0,8.172391891479492,11.630976676940918
36497,0.0,0.0,8.172391891479492,11.630976676940918
36517,0.0,0.0,8.172391891479492,11.630976676940918
36537,0.0,0.0,8.172391891479492,11.630976676940918
36557,0.0,0.0,8.172391891479492,11.630976676940918
36577,0.0,0.0,8.172391891479492,11.630976676940918
36597,0.0,0.0,8.172391891479492,11.630976676940918
36617,0.0,0.0,8.172391891479492,11.630976676940918
36637,0.0,0.0,8.172391891479492,11.630976676940918
36657,0.0,0.0,8.172391891479492,11.630976676940918
36677,0.0,0.0,8.172391891479492,11.630976676940918
36697,0.0,0.0,8.172391891479492,11.630976676940918
36717,0.0,0.0,8.172391891479492,11.630976676940918
36737,0.0,0.0,8.172391891479492,11.630976676940918
36757,0.0,0.0,8.172391891479492,11.630976676940918
36777,0.0,0.0,8.172391891479492,11.630976676940918
36797,0.0,0.0,8.172391891479492,11.630976676940918
36817,0.0,0.0,8.172391891479492,11.630976676940918
36837,0.0,0.0,8.172391891479492,11.630976676940918
36857,0.0,0.0,8.172391891479492,11.630976676940918
36877,0.0,0.0,8.172391891479492,11.630976676940918
36897,0.0,0.0,8.172391891479492,11.630976676940918
36917,0.0,0.0,8.172391891479492,11.630976676940918
36937,0.0,0.0,8.172391891479492,11.630976676940918
36957,0.0,0.0,8.172391891479492,11.630976676940918
36977,0.0,0.0,8.172391891479492,11.630976676940918
36997,0.0,0.0,8.172391891479492,11.630976676940918
37017,0.0,0.0,8.172391891479492,11.630976676940918
37037,0.0,0.0,8.172391891479492,11.630976676940918
37057,0.0,0.0,8.172391891479492,11.630976676940918
37077,0.0,0.0,8.172391891479492,11.630976676940918
37097,0.0,0.0,8.172391891479492,11.630976676940918
37117,0.0,0.0,8.172391891479492,11.630976676940918
37137,0.0,0.0,8.172391891479492,11.630976676940918
37157,0.0,0.0,8.172391891479492,11.630976676940918
37177,0.0,0.0,8.172391891479492,11.630976676940918
37197,0.0,0.0,8.172391891479492,11.630976676940918
37217,0.0,0.0,8.172391891479492,11.630976676940918
37237,0.0,0.0,8.172391891479492,11.630976676940918
37257,0.0,0.0,8.172391891479492,11.630976676940918
37277,0.0,0.0,8.172391891479492,11.630976676940918
37297,0.0,0.0,8.172391891479492,11.630976676940918
37317,0.0,0.0,8.172391891479492,11.630976676940918
37337,0.0,0.0,8.172391891479492,11.630976676940918
37357,0.0,0.0,8.172391891479492,11.630976676940918
37377,0.0,0.0,8.172391891479492,11.630976676940918
37397,0.0,0.0,8.172391891479492,11.630976676940918
37417,0.0,0.0,8.172391891479492,11.630976676940918
37437,0.0,0.0,8.172391891479492,11.630976676940918
37457,0.0,0.0,8.172391891479492,11.630976676940918
37477,0.0,0.0,8.172391891479492,11.630976676940918
37497,0.0,0.0,8.172391891479492,11.630976676940918
37517,0.0,0.0,8.172391891479492,11.630976676940918
37537,0.0,0.0,8.172391891479492,11.630976676940918
37557,0.0,0.0,8.172391891479492,11.630976676940918
37577,0.0,0.0,8.172391891479492,11.630976676940918
37597,0.0,0.0,8.172391891479492,11.630976676940918
37617,0.0,0.0,8.172391891479492,11.630976676940918
37637,0.0,0.0,8.172391891479492,11.630976676940918
37657,0.0,0.0,8.172391891479492,11.630976676940918
37677,0.0,0.0,8.172391891479492,11.630976676940918
37697,0.0,0.0,8.172391891479492,11.630976676940918
37717,0.0,0.0,8.172391891479492,11.630976676940918
37737,0.0,0.0,8.172391891479492,11.630976676940918
37757,0.0,0.0,8.172391891479492,11.630976676940918
37777,0.0,0.0,8.172391891479492,11.630976676940918
37797,0.0,0.0,8.172391891479492,11.630976676940918
37817,0.0,0.0,8.172391891479492,11.630976676940918
37837,0.0,0.0,8.172391891479492,11.630976676940918
37857,0.0,0.0,8.172391891479492,11.630976676940918
37877,0.0,0.0,8.172391891479492,11.630976676940918
37897,0.0,0.0,8.172391891479492,11.630976676940918
37917,0.0,0.0,8.172391891479492,11.630976676940918
37937,0.0,0.0,8.172391891479492,11.630976676940918
37957,0.0,0.0,8.172391891479492,11.630976676940918
37977,0.0,0.0,8.172391891479492,11.630976676940918
37997,0.0,0.0,8.172391891479492,11.630976676940918
38017,0.0,0.0,8.172391891479492,11.630976676940918
38037,0.0,0.0,8.172391891479492,11.630976676940918
38057,0.0,0.0,8.172391891479492,11.630976676940918
38077,0.0,0.0,8.172391891479492,11.630976676940918
38097,0.0,0.0,8.172391891479492,11.630976676940918
38117,0.0,0.0,8.172391891479492,11.630976676940918
38137,0.0,0.0,8.172391891479492,11.630976676940918
38157,0.0,0.0,8.172391891479492,11.630976676940918
38177,0.0,0.0,8.172391891479492,11.630976676940918
38197,0.0,0.0,8.172391891479492,11.630976676940918
38217,0.0,0.0,8.172391891479492,11.630976676940918
38237,0.0,0.0,8.172391891479492,11.630976676940918
38257,0.0,0.0,8.172391891479492,11.630976676940918
38277,0.0,0.0,8.172391891479492,11.630976676940918
38297,0.0,0.0,8.172391891479492,11.630976676940918
38317,0.0,0.0,8.172391891479492,11.630976676940918
38337,0.0,0.0,8.172391891479492,11.630976676940918
38357,0.0,0.0,8.172391891479492,11.630976676940918
38377,0.0,0.0,8.172391891479492,11.630976676940918
38397,0.0,0.0,8.172391891479492,11.630976676940918
38417,0.0,0.0,8.172391891479492,11.630976676940918
38437,0.0,0.0,8.172391891479492,11.630976676940918
38457,0.0,0.0,8.172391891479492,11.630976676940918
38477,0.0,0.0,8.172391891479492,11.630976676940918
38497,0.0,0.0,8.172391891479492,11.630976676940918
38517,0.0,0.0,8.172391891479492,11.630976676940918
38537,0.0,0.0,8.172391891479492,11.630976676940918
38557,0.0,0.0,8.172391891479492,11.630976676940918
38577,0.0,0.0,8.172391891479492,11.630976676940918
38597,0.0,0.0,8.172391891479492,11.630976676940918
38617,0.0,0.0,8.172391891479492,11.630976676940918
38637,0.0,0.0,8.172391891479492,11.630976676940918
38657,0.0,0.0,8.172391891479492,11.630976676940918
38677,0.0,0.0,8.172391891479492,11.630976676940918
38697,0.0,0.0,8.172391891479492,11.630976676940918
38717,0.0,0.0,8.172391891479492,11.630976676940918
38737,0.0,0.0,8.172391891479492,11.630976676940918
38757,0.0,0.0,8.172391891479492,11.630976676940918
38777,0.0,0.0,8.172391891479492,11.630976676940918
38797,0.0,0.0,8.172391891479492,11.630976676940918
38817,0.0,0.0,8.172391891479492,11.630976676940918
38837,0.0,0.0,8.172391891479492,11.630976676940918
38857,0.0,0.0,8.172391891479492,11.630976676940918
38877,0.0,0.0,8.172391891479492,11.630976676940918
38897,0.0,0.0,8.172391891479492,11.630976676940918
38917,0.0,0.0,8.172391891479492,11.630976676940918
38937,0.0,0.0,8.172391891479492,11.630976676940918
38957,0.0,0.0,8.172391891479492,11.630976676940918
38977,0.0,0.0,8.172391891479492,11.630976676940918
38997,0.0,0.0,8.172391891479492,11.630976676940918
39017,0.0,0.0,8.172391891479492,11.630976676940918
39037,0.0,0.0,8.172391891479492,11.630976676940918
39057,0.0,0.0,8.172391891479492,11.630976676940918
39077,0.0,0.0,8.172391891479492,11.630976676940918
39097,0.0,0.0,8.172391891479492,11.630976676940918
39117,0.0,0.0,8.172391891479492,11.630976676940918
39137,0.0,0.0,8.172391891479492,11.630976676940918
39157,0.0,0.0,8.172391891479492,11.630976676940918
39177,0.0,0.0,8.172391891479492,11.630976676940918
39197,0.0,0.0,8.172391891479492,11.630976676940918
39217,0.0,0.0,8.172391891479492,11.630976676940918
39237,0.0,0.0,8.172391891479492,11.630976676940918
39257,0.0,0.0,8.172391891479492,11.630976676940918
39277,0.0,0.0,8.172391891479492,11.630976676940918
39297,0.0,0.0,8.172391891479492,11.630976676940918
