timeTick, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3
44804, 157529.3125, 119490.6328125, 157654.328125, 0, 0, 0
44824, 157529.3125, 119481.7578125, 157652.40625, 0.0, 0.0, 0.0
44844, 157529.3125, 119489.1640625, 157652.40625, 0.0, 0.0, 0.0
44864, 157529.3125, 119488.4140625, 157652.40625, 0.0, 0.0, 0.0
44884, 157529.3125, 119489.8984375, 157654.328125, 0.0, 0.0, 0.0
44904, 157529.3125, 119483.2421875, 157652.40625, 0.0, 0.0, 0.0
44924, 157531.234375, 119485.4453125, 157654.328125, 0.0, 0.0, 0.0
44944, 157529.3125, 119479.5390625, 157650.46875, 0.0, 0.0, 0.0
44964, 157531.234375, 119481.0078125, 157652.40625, 0.0, 0.0, 0.0
44984, 157529.3125, 119487.6796875, 157652.40625, 0.0, 0.0, 0.0
45004, 157531.234375, 119483.9765625, 157656.25, 0.0, 0.0, 0.0
45024, 157529.3125, 119489.8984375, 157654.328125, 0.0, 0.0, 0.0
45044, 157531.234375, 119487.6796875, 157652.40625, 0.0, 0.0, 0.0
45064, 157527.390625, 119486.1953125, 157654.328125, 0.0, 0.0, 0.0
45084, 157527.390625, 119486.9453125, 157646.625, 0.0, 0.0, 0.0
45104, 157529.3125, 119486.1953125, 157656.25, 0.0, 0.0, 0.0
45124, 157529.3125, 119483.2421875, 157650.46875, 0.0, 0.0, 0.0
45144, 157527.390625, 119488.4140625, 157650.46875, 0.0, 0.0, 0.0
45164, 157525.46875, 119490.6328125, 157654.328125, 0.0, 0.0, 0.0
45184, 157525.46875, 119489.8984375, 157650.46875, 0.0, 0.0, 0.0
45204, 157529.3125, 119484.7265625, 157652.40625, 0.0, 0.0, 0.0
45224, 157527.390625, 119489.1640625, 157654.328125, 0.0, 0.0, 0.0
45244, 157531.234375, 119485.4453125, 157652.40625, 0.0, 0.0, 0.0
45264, 157529.3125, 119490.6328125, 157656.25, 0.0, 0.0, 0.0
45284, 157527.390625, 119489.8984375, 157650.46875, 0.0, 0.0, 0.0
45304, 157529.3125, 119485.4609375, 157648.546875, 0.0, 0.0, 0.0
45324, 157529.3125, 119485.4609375, 157652.40625, 0.0, 0.0, 0.0
45344, 157527.390625, 119490.6328125, 157652.40625, 0.0, 0.0, 0.0
45364, 157529.3125, 119484.7265625, 157652.40625, 0.0, 0.0, 0.0
45384, 157527.390625, 119492.1171875, 157654.328125, 0.0, 0.0, 0.0
