timeTick, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3
852294, 157625.453125, 118975.625, 157754.5625, 0, 0, 0
852304, 157629.296875, 118981.5390625, 157750.703125, 155394.71875, 143984.046875, 154347.65625
852314, 157627.375, 118988.9375, 157752.625, 155397.21875, 143974.921875, 154353.828125
852324, 157625.453125, 118981.5390625, 157754.5625, 155395.296875, 143980.515625, 154369.421875
852335, 157625.453125, 118991.890625, 157752.625, 155392.8125, 143973.84375, 154358.1875
852344, 157625.453125, 118986.7109375, 157754.5625, 155397.21875, 143979.140625, 154360.078125
852354, 157627.375, 118985.2421875, 157752.625, 155392.21875, 143986.484375, 154354.515625
852364, 157625.453125, 118990.40625, 157750.703125, 155388.390625, 143982.28125, 154358.875
852374, 157627.375, 118988.9375, 157752.625, 155392.8125, 143984.71875, 154364.453125
852385, 157625.453125, 118983.7578125, 157752.625, 155395.296875, 143977.375, 154350.140625
852395, 157627.375, 118983.0234375, 157750.703125, 155388.390625, 143984.046875, 154341.40625
852404, 157627.375, 118983.0234375, 157750.703125, 155388.390625, 143978.453125, 154361.96875
852414, 157627.375, 118985.2421875, 157752.625, 155391.640625, 143977.375, 154357.0
852425, 157627.375, 118987.453125, 157752.625, 155394.71875, 143982.28125, 154366.328125
852436, 157625.453125, 118986.71875, 157756.484375, 155397.21875, 143984.71875, 154353.21875
852444, 157625.453125, 118986.71875, 157756.484375, 155392.21875, 143972.46875, 154343.890625
852454, 157629.296875, 118985.2421875, 157752.625, 155392.21875, 143972.46875, 154343.890625
852464, 157629.296875, 118991.890625, 157750.703125, 155385.3125, 143979.140625, 154359.484375
852476, 157627.375, 118980.8046875, 157752.625, 155397.21875, 143986.484375, 154350.140625
852485, 157627.375, 118980.8046875, 157752.625, 155397.21875, 143970.015625, 154358.796875
852494, 157627.375, 118983.7578125, 157754.5625, 155397.21875, 143970.015625, 154358.796875
852504, 157627.375, 118986.71875, 157752.625, 155392.21875, 143980.515625, 154360.078125
852514, 157625.453125, 118988.9296875, 157750.703125, 155384.734375, 143984.046875, 154357.59375
852524, 157625.453125, 118991.890625, 157752.625, 155389.734375, 143974.921875, 154350.734375
852536, 157621.59375, 118985.2421875, 157750.703125, 155397.21875, 143984.71875, 154357.59375
852544, 157625.453125, 118991.15625, 157756.484375, 155380.90625, 143984.046875, 154363.84375
852554, 157627.375, 118982.2734375, 157748.765625, 155392.21875, 143988.25, 154353.21875
852564, 157627.375, 118983.0234375, 157750.703125, 155390.3125, 143974.921875, 154363.15625
852574, 157629.296875, 118985.2421875, 157750.703125, 155397.21875, 143975.609375, 154365.046875
852584, 157629.296875, 118987.453125, 157750.703125, 155392.8125, 143979.828125, 154364.453125
852594, 157627.375, 118986.71875, 157752.625, 155389.734375, 143976.6875, 154353.21875
852604, 157627.375, 118979.3203125, 157750.703125, 155395.296875, 143968.9375, 154361.96875
852614, 157627.375, 118983.7578125, 157752.625, 155390.3125, 143974.234375, 154353.828125
852625, 157625.453125, 118989.671875, 157750.703125, 155392.8125, 143976.6875, 154354.515625
852635, 157627.375, 118987.453125, 157754.5625, 155392.8125, 143972.46875, 154351.34375
852644, 157625.453125, 118986.71875, 157752.625, 155392.8125, 143978.453125, 154358.1875
852654, 157627.375, 118990.421875, 157754.5625, 155392.21875, 143979.828125, 154360.078125
852664, 157625.453125, 118977.84375, 157748.765625, 155394.71875, 143977.375, 154353.828125
852674, 157623.53125, 118988.203125, 157752.625, 155390.3125, 143970.703125, 154350.734375
852686, 157625.453125, 118987.453125, 157752.625, 155390.3125, 143970.703125, 154350.734375
852694, 157625.453125, 118984.5078125, 157750.703125, 155390.3125, 143974.921875, 154353.21875
852704, 157627.375, 118983.0234375, 157752.625, 155390.3125, 143974.921875, 154353.21875
852715, 157627.375, 118987.453125, 157750.703125, 155392.21875, 143981.59375, 154358.875
852724, 157627.375, 118994.109375, 157752.625, 155390.890625, 143983.359375, 154358.875
852735, 157625.453125, 118987.453125, 157752.625, 155389.734375, 143970.703125, 154348.25
852744, 157625.453125, 118991.15625, 157752.625, 155387.234375, 143981.59375, 154359.484375
852754, 157627.375, 118983.0234375, 157752.625, 155402.21875, 143984.046875, 154344.578125
852764, 157627.375, 118993.375, 157750.703125, 155389.734375, 143976.6875, 154347.65625
852774, 157627.375, 118985.2421875, 157750.703125, 155387.8125, 143981.59375, 154357.59375
852785, 157625.453125, 118982.2890625, 157752.625, 155394.71875, 143977.375, 154352.03125
852794, 157625.453125, 118985.9765625, 157754.5625, 155387.8125, 143978.0625, 154353.21875
852804, 157631.21875, 118988.203125, 157752.625, 155389.734375, 143979.828125, 154354.515625
852814, 157629.296875, 118994.8515625, 157752.625, 155389.734375, 143979.828125, 154354.515625
852824, 157623.53125, 118988.9375, 157752.625, 155388.390625, 143979.140625, 154357.59375
852835, 157625.453125, 118985.2421875, 157752.625, 155389.734375, 143973.15625, 154350.734375
852844, 157625.453125, 118985.2421875, 157752.625, 155401.625, 143981.59375, 154350.734375
852854, 157627.375, 118985.9765625, 157754.5625, 155390.3125, 143976.6875, 154367.53125
852865, 157629.296875, 118988.9375, 157754.5625, 155391.640625, 143984.4375, 154364.453125
852874, 157629.296875, 118988.9375, 157754.5625, 155387.234375, 143977.375, 154349.546875
852886, 157625.453125, 118979.3203125, 157750.703125, 155389.734375, 143973.15625, 154355.109375
852894, 157625.453125, 118979.3203125, 157750.703125, 155394.140625, 143976.6875, 154361.96875
852904, 157627.375, 118986.71875, 157754.5625, 155394.140625, 143976.6875, 154361.96875
852914, 157625.453125, 118988.9375, 157756.484375, 155388.390625, 143979.828125, 154361.96875
852924, 157623.53125, 118994.109375, 157752.625, 155385.890625, 143979.828125, 154353.21875
852937, 157623.53125, 118980.8046875, 157752.625, 155386.65625, 143984.71875, 154345.171875
852944, 157623.53125, 118980.8046875, 157752.625, 155382.8125, 143979.140625, 154355.109375
852954, 157627.375, 118991.15625, 157756.484375, 155382.8125, 143979.140625, 154355.109375
852966, 157627.375, 118985.2421875, 157752.625, 155382.8125, 143979.140625, 154355.109375
852974, 157627.375, 118985.2421875, 157750.703125, 155392.8125, 143983.359375, 154352.625
852985, 157631.21875, 118991.890625, 157748.765625, 155387.8125, 143978.75, 154355.109375
852994, 157629.296875, 118993.375, 157748.765625, 155389.15625, 143974.921875, 154366.9375
853004, 157625.453125, 118993.375, 157752.625, 155396.0625, 143976.6875, 154347.65625
853014, 157625.453125, 118986.7109375, 157752.625, 155395.296875, 143980.90625, 154360.078125
853024, 157625.453125, 118994.109375, 157748.765625, 155385.3125, 143979.140625, 154359.484375
853034, 157625.453125, 118980.8046875, 157748.765625, 155387.234375, 143977.375, 154350.140625
853044, 157627.375, 118991.890625, 157754.5625, 155387.8125, 143975.609375, 154348.25
853054, 157625.453125, 118985.2421875, 157752.625, 155397.21875, 143973.15625, 154360.671875
853064, 157625.453125, 118985.2421875, 157748.765625, 155385.3125, 143979.828125, 154340.796875
853075, 157625.453125, 118985.2421875, 157750.703125, 155380.90625, 143974.921875, 154351.34375
853085, 157629.296875, 118988.9375, 157752.625, 155383.984375, 143981.59375, 154354.515625
853095, 157625.453125, 118988.9375, 157750.703125, 155399.140625, 143984.046875, 154350.734375
853104, 157627.375, 118985.2421875, 157756.484375, 155392.8125, 143981.59375, 154354.515625
853115, 157625.453125, 118989.671875, 157752.625, 155394.140625, 143979.140625, 154347.65625
853125, 157627.375, 118994.8515625, 157750.703125, 155387.8125, 143979.140625, 154345.765625
853136, 157625.453125, 118990.421875, 157752.625, 155394.71875, 143983.359375, 154346.375
853146, 157627.375, 118987.453125, 157752.625, 155392.8125, 143974.921875, 154355.109375
853154, 157629.296875, 118987.453125, 157754.5625, 155389.15625, 143981.59375, 154352.625
853164, 157625.453125, 118978.5859375, 157752.625, 155389.15625, 143981.59375, 154352.625
853174, 157627.375, 118984.5078125, 157752.625, 155394.71875, 143973.15625, 154353.21875
853184, 157627.375, 118987.453125, 157750.703125, 155392.8125, 143976.6875, 154347.0625
853194, 157629.296875, 118990.40625, 157752.625, 155389.15625, 143988.9375, 154354.515625
853204, 157625.453125, 118991.15625, 157754.5625, 155392.21875, 143977.375, 154360.671875
853214, 157627.375, 118988.1875, 157752.625, 155391.640625, 143977.375, 154350.140625
853224, 157625.453125, 118995.5859375, 157754.5625, 155390.3125, 143976.6875, 154350.734375
853235, 157627.375, 118985.9765625, 157750.703125, 155385.3125, 143981.59375, 154349.546875
853244, 157627.375, 118983.0234375, 157752.625, 155392.21875, 143968.25, 154361.359375
853254, 157627.375, 118983.0234375, 157752.625, 155382.234375, 143977.375, 154360.078125
853264, 157629.296875, 118983.0234375, 157756.484375, 155385.3125, 143982.28125, 154348.25
853275, 157627.375, 118989.671875, 157752.625, 155387.8125, 143984.046875, 154347.65625
853285, 157627.375, 118985.9765625, 157750.703125, 155397.21875, 143981.59375, 154359.484375
853294, 157627.375, 118985.9765625, 157750.703125, 155390.3125, 143979.140625, 154357.0
853304, 157629.296875, 118988.1875, 157752.625, 155389.734375, 143977.375, 154353.828125
853314, 157631.21875, 118982.2890625, 157754.5625, 155389.734375, 143981.59375, 154350.734375
853324, 157627.375, 118991.15625, 157756.484375, 155391.640625, 143979.140625, 154345.765625
853336, 157627.375, 118983.0234375, 157752.625, 155387.8125, 143983.359375, 154360.671875
853347, 157633.140625, 118986.71875, 157752.625, 155385.3125, 143991.390625, 154348.859375
853354, 157633.140625, 118986.71875, 157752.625, 155385.3125, 143978.0625, 154354.515625
853364, 157625.453125, 118987.453125, 157752.625, 155385.3125, 143978.0625, 154354.515625
853376, 157625.453125, 118988.9375, 157754.5625, 155387.234375, 143980.515625, 154343.890625
853384, 157627.375, 118988.1875, 157750.703125, 155387.8125, 143974.921875, 154360.078125
853394, 157629.296875, 118988.1875, 157752.625, 155382.8125, 143979.140625, 154354.515625
853404, 157631.21875, 118992.625, 157752.625, 155387.234375, 143982.28125, 154346.375
853414, 157623.53125, 118991.890625, 157754.5625, 155387.234375, 143974.921875, 154347.65625
853424, 157627.375, 118991.890625, 157752.625, 155389.15625, 143979.828125, 154356.3125
853435, 157627.375, 118989.671875, 157752.625, 155384.15625, 143974.234375, 154355.109375
853445, 157625.453125, 118993.375, 157750.703125, 155387.8125, 143972.46875, 154353.21875
853454, 157631.21875, 118984.5078125, 157750.703125, 155389.15625, 143974.921875, 154342.6875
853464, 157627.375, 118988.9375, 157754.5625, 155387.234375, 143973.15625, 154343.28125
853474, 157627.375, 118993.375, 157752.625, 155382.8125, 143979.828125, 154350.140625
853484, 157627.375, 118975.625, 157754.5625, 155387.234375, 143971.78125, 154357.0
853494, 157625.453125, 118994.1171875, 157752.625, 155386.484375, 143979.140625, 154350.734375
853504, 157631.21875, 118987.453125, 157750.703125, 155385.3125, 143979.828125, 154345.765625
853514, 157627.375, 118983.7578125, 157754.5625, 155380.90625, 143972.46875, 154336.4375
853525, 157625.453125, 118989.671875, 157756.484375, 155392.21875, 143979.828125, 154347.65625
853535, 157623.53125, 118983.7578125, 157754.5625, 155385.3125, 143976.6875, 154350.734375
853544, 157625.453125, 118984.5078125, 157750.703125, 155390.3125, 143968.9375, 154349.546875
853554, 157627.375, 118988.203125, 157752.625, 155390.3125, 143968.9375, 154349.546875
853564, 157623.53125, 118994.109375, 157754.5625, 155382.8125, 143975.609375, 154345.765625
853574, 157627.375, 118984.5078125, 157754.5625, 155383.40625, 143981.59375, 154352.03125
853585, 157627.375, 118992.640625, 157752.625, 155387.8125, 143976.6875, 154352.625
853594, 157629.296875, 118989.671875, 157754.5625, 155392.21875, 143981.59375, 154357.59375
853604, 157629.296875, 118995.5859375, 157750.703125, 155389.734375, 143979.828125, 154349.546875
853614, 157623.53125, 118990.40625, 157754.5625, 155389.734375, 143978.0625, 154350.734375
853625, 157627.375, 118987.453125, 157752.625, 155380.90625, 143979.140625, 154352.625
853635, 157629.296875, 118988.9375, 157754.5625, 155385.3125, 143968.25, 154345.171875
853644, 157631.21875, 118987.453125, 157750.703125, 155389.15625, 143987.171875, 154350.734375
853654, 157625.453125, 118985.2421875, 157754.5625, 155389.734375, 143968.25, 154357.59375
853664, 157625.453125, 118983.0234375, 157754.5625, 155382.234375, 143975.609375, 154345.171875
853674, 157629.296875, 118995.5859375, 157756.484375, 155384.15625, 143972.46875, 154359.484375
853685, 157627.375, 118993.375, 157752.625, 155387.234375, 143976.6875, 154352.625
853694, 157627.375, 118993.375, 157752.625, 155377.828125, 143973.546875, 154350.140625
853704, 157627.375, 118993.375, 157752.625, 155384.734375, 143971.78125, 154343.96875
853714, 157623.53125, 118984.5078125, 157754.5625, 155382.8125, 143976.6875, 154354.515625
853725, 157627.375, 118983.7734375, 157750.703125, 155387.234375, 143972.46875, 154366.328125
853736, 157629.296875, 118992.640625, 157754.5625, 155387.8125, 143978.453125, 154357.59375
853744, 157629.296875, 118992.640625, 157754.5625, 155389.15625, 143979.140625, 154342.6875
853754, 157631.21875, 118983.7578125, 157748.765625, 155384.734375, 143976.6875, 154350.140625
853764, 157625.453125, 118987.453125, 157750.703125, 155385.3125, 143979.828125, 154347.0625
853776, 157625.453125, 118994.8515625, 157752.625, 155385.3125, 143979.828125, 154347.0625
853786, 157623.53125, 118994.8515625, 157754.5625, 155385.3125, 143979.828125, 154347.0625
853796, 157627.375, 118987.453125, 157752.625, 155392.21875, 143974.234375, 154347.65625
853804, 157629.296875, 118983.7578125, 157752.625, 155387.8125, 143974.234375, 154355.109375
853814, 157623.53125, 118981.5390625, 157752.625, 155387.8125, 143974.234375, 154355.109375
853825, 157625.453125, 118986.71875, 157754.5625, 155384.734375, 143974.921875, 154358.875
853834, 157627.375, 118985.984375, 157752.625, 155391.0625, 143979.140625, 154345.765625
853844, 157627.375, 118983.7578125, 157754.5625, 155387.8125, 143972.46875, 154351.34375
853854, 157625.453125, 118983.0234375, 157750.703125, 155386.65625, 143982.671875, 154345.171875
853864, 157629.296875, 118986.71875, 157750.703125, 155387.234375, 143970.015625, 154357.0
853874, 157629.296875, 118984.5078125, 157754.5625, 155386.65625, 143988.25, 154347.0625
853884, 157627.375, 118989.671875, 157754.5625, 155380.90625, 143970.703125, 154352.625
853894, 157625.453125, 118985.9765625, 157752.625, 155390.3125, 143983.359375, 154345.765625
853904, 157627.375, 118984.4921875, 157752.625, 155379.75, 143979.828125, 154345.765625
853914, 157625.453125, 118983.0234375, 157750.703125, 155380.90625, 143973.15625, 154352.03125
853924, 157627.375, 118989.671875, 157752.625, 155374.0, 143972.46875, 154350.734375
853935, 157629.296875, 118981.5390625, 157754.5625, 155385.3125, 143979.140625, 154355.703125
853944, 157627.375, 118984.5078125, 157750.703125, 155383.40625, 143977.375, 154347.65625
853954, 157627.375, 118985.2421875, 157756.484375, 155392.21875, 143974.921875, 154340.203125
853965, 157625.453125, 118987.453125, 157756.484375, 155380.328125, 143974.921875, 154351.421875
853974, 157627.375, 118982.2890625, 157750.703125, 155385.3125, 143974.234375, 154347.65625
853984, 157629.296875, 118988.9375, 157752.625, 155382.8125, 143974.234375, 154345.765625
853994, 157631.21875, 118985.2421875, 157750.703125, 155382.8125, 143974.234375, 154345.765625
854004, 157629.296875, 118987.453125, 157754.5625, 155382.8125, 143979.140625, 154338.921875
854014, 157627.375, 118989.671875, 157752.625, 155391.640625, 143983.359375, 154357.0
854024, 157629.296875, 118981.5390625, 157752.625, 155382.8125, 143976.6875, 154350.734375
854034, 157629.296875, 118983.0234375, 157752.625, 155384.734375, 143968.25, 154337.71875
854044, 157627.375, 118978.5859375, 157754.5625, 155384.734375, 143968.25, 154337.71875
854054, 157627.375, 118987.453125, 157752.625, 155385.3125, 143976.6875, 154340.203125
854064, 157623.53125, 118991.15625, 157748.765625, 155386.65625, 143980.90625, 154346.453125
854074, 157625.453125, 118987.453125, 157754.5625, 155379.75, 143973.15625, 154357.59375
854084, 157629.296875, 118987.453125, 157752.625, 155380.328125, 143978.0625, 154350.734375
854094, 157629.296875, 118987.453125, 157752.625, 155390.3125, 143978.453125, 154355.703125
854104, 157627.375, 118987.453125, 157750.703125, 155389.15625, 143980.90625, 154347.65625
854114, 157627.375, 118976.375, 157752.625, 155381.65625, 143976.0, 154361.359375
854124, 157625.453125, 118983.0234375, 157752.625, 155370.34375, 143973.15625, 154356.390625
854134, 157629.296875, 118982.2890625, 157752.625, 155386.65625, 143974.921875, 154348.859375
854144, 157625.453125, 118981.5390625, 157752.625, 155380.328125, 143977.375, 154348.25
854154, 157629.296875, 118991.890625, 157752.625, 155375.328125, 143976.0, 154361.96875
854164, 157627.375, 118985.984375, 157752.625, 155386.65625, 143974.921875, 154352.03125
854175, 157631.21875, 118980.8046875, 157752.625, 155378.984375, 143976.6875, 154350.734375
854185, 157627.375, 118989.671875, 157754.5625, 155387.234375, 143972.46875, 154355.109375
854194, 157631.21875, 118986.71875, 157748.765625, 155380.90625, 143976.6875, 154349.546875
854204, 157625.453125, 118983.0234375, 157756.484375, 155373.421875, 143971.78125, 154357.59375
854214, 157629.296875, 118980.0703125, 157754.5625, 155380.328125, 143981.59375, 154360.078125
854225, 157629.296875, 118979.3203125, 157750.703125, 155380.328125, 143981.59375, 154360.078125
854234, 157627.375, 118982.2890625, 157752.625, 155389.15625, 143974.234375, 154345.765625
854244, 157629.296875, 118981.5390625, 157752.625, 155389.15625, 143974.234375, 154345.765625
854254, 157625.453125, 118982.2890625, 157750.703125, 155378.40625, 143972.46875, 154352.03125
854264, 157623.53125, 118982.2890625, 157752.625, 155379.75, 143974.234375, 154347.65625
854274, 157627.375, 118988.9375, 157756.484375, 155385.3125, 143979.140625, 154354.515625
854284, 157627.375, 118982.2890625, 157752.625, 155384.734375, 143970.703125, 154347.65625
854294, 157627.375, 118987.453125, 157754.5625, 155382.234375, 143979.828125, 154337.71875
854304, 157627.375, 118988.203125, 157754.5625, 155377.828125, 143969.328125, 154347.0625
854314, 157627.375, 118985.984375, 157756.484375, 155386.65625, 143976.6875, 154347.65625
854324, 157627.375, 118981.5390625, 157754.5625, 155381.65625, 143982.671875, 154355.796875
854334, 157627.375, 118977.109375, 157754.5625, 155375.328125, 143982.28125, 154357.59375
854344, 157627.375, 118986.71875, 157756.484375, 155381.65625, 143974.921875, 154358.28125
854354, 157627.375, 118980.8046875, 157752.625, 155377.828125, 143976.0, 154347.0625
854364, 157629.296875, 118987.453125, 157752.625, 155375.90625, 143983.359375, 154347.0625
854374, 157627.375, 118981.5546875, 157750.703125, 155379.75, 143977.375, 154347.0625
854384, 157627.375, 118986.71875, 157750.703125, 155379.75, 143970.703125, 154354.515625
854394, 157631.21875, 118986.71875, 157756.484375, 155385.3125, 143972.46875, 154352.03125
854404, 157627.375, 118982.2890625, 157754.5625, 155372.828125, 143976.6875, 154354.515625
