timeTick, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3
134798, 157527.390625, 119552.015625, 157646.625, 0, 0, 0
134818, 157523.546875, 119546.0859375, 157646.625, 154813.984375, 143577.1875, 153830.8125
134838, 157525.46875, 119546.0859375, 157648.546875, 154810.90625, 143571.21875, 153831.40625
134858, 157521.625, 119549.796875, 157646.625, 154798.84375, 143567.390625, 153828.328125
134878, 157525.46875, 119552.015625, 157646.625, 154807.65625, 143577.875, 153832.6875
134898, 157523.546875, 119552.7421875, 157650.46875, 154804.0, 143569.84375, 153842.015625
134918, 157523.546875, 119552.015625, 157646.625, 154809.578125, 143575.4375, 153827.046875
134938, 157525.46875, 119552.7421875, 157646.625, 154807.078125, 143563.875, 153829.53125
134958, 157525.46875, 119551.28125, 157646.625, 154797.09375, 143574.75, 153842.625
134978, 157523.546875, 119554.984375, 157648.546875, 154817.0625, 143572.296875, 153836.984375
134998, 157525.46875, 119548.3046875, 157646.625, 154800.171875, 143572.296875, 153832.6875
135018, 157527.390625, 119550.546875, 157644.703125, 154809.578125, 143577.1875, 153829.53125
135038, 157527.390625, 119554.234375, 157648.546875, 154809.578125, 143575.4375, 153832.015625
135058, 157519.703125, 119555.71875, 157646.625, 154804.578125, 143574.75, 153839.46875
135078, 157527.390625, 119550.5234375, 157648.546875, 154807.65625, 143571.21875, 153820.203125
135098, 157527.390625, 119553.5, 157648.546875, 154802.09375, 143568.078125, 153838.25
135118, 157523.546875, 119549.796875, 157648.546875, 154810.90625, 143570.53125, 153835.765625
135138, 157525.46875, 119548.3046875, 157652.40625, 154809.578125, 143570.53125, 153828.921875
135158, 157521.625, 119556.453125, 157646.625, 154805.171875, 143575.8125, 153831.40625
135178, 157523.546875, 119558.671875, 157644.703125, 154803.25, 143570.53125, 153826.4375
135198, 157519.703125, 119548.3046875, 157646.625, 154813.984375, 143573.671875, 153830.8125
135218, 157525.46875, 119548.3046875, 157650.46875, 154807.078125, 143577.1875, 153838.25
135238, 157523.546875, 119553.5, 157650.46875, 154804.0, 143572.296875, 153840.140625
135258, 157521.625, 119556.453125, 157648.546875, 154811.484375, 143572.984375, 153837.046875
135278, 157529.3125, 119554.984375, 157648.546875, 154809.578125, 143574.75, 153833.28125
135298, 157527.390625, 119546.0859375, 157648.546875, 154799.0, 143573.671875, 153834.5
135318, 157525.46875, 119555.71875, 157646.625, 154797.6875, 143571.609375, 153837.65625
135338, 157525.46875, 119554.234375, 157648.546875, 154808.984375, 143577.1875, 153838.25
135358, 157527.390625, 119552.015625, 157646.625, 154808.984375, 143582.09375, 153821.46875
135378, 157523.546875, 119549.0625, 157644.703125, 154802.671875, 143575.4375, 153842.015625
135398, 157527.390625, 119552.7421875, 157646.625, 154813.984375, 143566.328125, 153841.34375
135418, 157521.625, 119552.015625, 157648.546875, 154809.578125, 143579.640625, 153836.375
135438, 157523.546875, 119547.578125, 157648.546875, 154807.078125, 143577.875, 153843.21875
135458, 157523.546875, 119549.0625, 157646.625, 154806.5, 143575.4375, 153838.25
135478, 157523.546875, 119553.5, 157646.625, 154804.0, 143582.78125, 153824.5625
135498, 157521.625, 119550.5234375, 157648.546875, 154800.171875, 143575.4375, 153825.84375
135518, 157521.625, 119555.71875, 157648.546875, 154808.984375, 143577.1875, 153830.140625
135538, 157525.46875, 119546.84375, 157646.625, 154805.171875, 143581.40625, 153833.28125
135558, 157521.625, 119557.9375, 157646.625, 154804.0, 143568.078125, 153839.46875
135578, 157523.546875, 119554.234375, 157648.546875, 154803.25, 143588.0625, 153828.921875
135598, 157523.546875, 119550.5234375, 157648.546875, 154808.984375, 143580.328125, 153848.1875
135618, 157523.546875, 119548.3046875, 157648.546875, 154800.171875, 143581.015625, 153833.890625
135638, 157525.46875, 119550.5234375, 157644.703125, 154804.578125, 143584.546875, 153844.421875
135658, 157521.625, 119548.3046875, 157650.46875, 154809.578125, 143572.984375, 153838.25
135678, 157523.546875, 119554.234375, 157646.625, 154809.578125, 143581.40625, 153829.53125
135698, 157521.625, 119553.5, 157650.46875, 154804.578125, 143579.640625, 153828.328125
135718, 157523.546875, 119552.765625, 157644.703125, 154809.578125, 143583.859375, 153830.8125
135738, 157519.703125, 119553.5, 157648.546875, 154805.171875, 143579.640625, 153836.375
135758, 157527.390625, 119552.015625, 157650.46875, 154809.578125, 143581.015625, 153835.765625
135778, 157525.46875, 119558.671875, 157648.546875, 154810.15625, 143580.328125, 153833.28125
135798, 157523.546875, 119555.71875, 157648.546875, 154804.0, 143577.1875, 153833.890625
135818, 157521.625, 119543.8671875, 157644.703125, 154806.5, 143576.125, 153840.734375
135838, 157523.546875, 119554.96875, 157650.46875, 154812.65625, 143584.546875, 153832.015625
135858, 157521.625, 119554.234375, 157646.625, 154797.6875, 143581.015625, 153835.765625
135878, 157525.46875, 119550.5234375, 157642.765625, 154805.171875, 143589.4375, 153836.375
135898, 157521.625, 119549.796875, 157648.546875, 154805.171875, 143586.3125, 153836.984375
135918, 157523.546875, 119554.234375, 157650.46875, 154814.5625, 143574.75, 153838.859375
135938, 157523.546875, 119549.796875, 157648.546875, 154804.578125, 143587.6875, 153840.734375
135958, 157523.546875, 119549.0625, 157648.546875, 154814.5625, 143587.0, 153842.015625
135978, 157523.546875, 119557.9375, 157646.625, 154808.984375, 143576.125, 153833.28125
135998, 157525.46875, 119551.28125, 157646.625, 154807.65625, 143589.4375, 153828.921875
136018, 157523.546875, 119551.28125, 157650.46875, 154800.171875, 143577.875, 153843.21875
136038, 157523.546875, 119554.234375, 157644.703125, 154813.984375, 143580.328125, 153836.375
136058, 157521.625, 119552.015625, 157644.703125, 154799.59375, 143581.015625, 153840.140625
136078, 157523.546875, 119544.625, 157648.546875, 154808.40625, 143576.8125, 153832.015625
136098, 157525.46875, 119554.234375, 157646.625, 154802.671875, 143575.4375, 153844.421875
136118, 157525.46875, 119548.3046875, 157652.40625, 154809.578125, 143582.09375, 153835.171875
136138, 157523.546875, 119553.5, 157646.625, 154803.25, 143582.78125, 153838.25
136158, 157523.546875, 119558.6953125, 157646.625, 154813.984375, 143593.65625, 153835.765625
136178, 157525.46875, 119552.7421875, 157650.46875, 154797.09375, 143584.546875, 153839.46875
136198, 157523.546875, 119556.453125, 157644.703125, 154802.671875, 143584.546875, 153843.21875
136218, 157525.46875, 119553.5, 157648.546875, 154802.09375, 143583.46875, 153838.25
136238, 157525.46875, 119553.5, 157646.625, 154804.0, 143580.328125, 153832.6875
136258, 157525.46875, 119550.5234375, 157650.46875, 154809.578125, 143579.640625, 153838.859375
136278, 157525.46875, 119553.5, 157650.46875, 154812.65625, 143582.78125, 153828.328125
136298, 157523.546875, 119553.5, 157648.546875, 154798.265625, 143579.640625, 153842.625
136318, 157525.46875, 119556.453125, 157646.625, 154799.59375, 143587.0, 153845.703125
136338, 157525.46875, 119549.796875, 157646.625, 154811.484375, 143581.703125, 153838.859375
136358, 157523.546875, 119554.96875, 157644.703125, 154806.5, 143591.890625, 153838.25
136378, 157523.546875, 119553.5, 157650.46875, 154811.484375, 143588.375, 153845.703125
136398, 157525.46875, 119549.796875, 157646.625, 154807.078125, 143585.234375, 153840.734375
136418, 157525.46875, 119546.0859375, 157648.546875, 154809.578125, 143587.6875, 153833.28125
136438, 157521.625, 119554.234375, 157650.46875, 154813.984375, 143584.15625, 153842.625
136458, 157521.625, 119549.796875, 157648.546875, 154802.671875, 143588.75, 153849.46875
136478, 157523.546875, 119553.5, 157650.46875, 154800.171875, 143587.6875, 153829.53125
136498, 157525.46875, 119548.3046875, 157646.625, 154809.578125, 143578.5625, 153838.25
136518, 157523.546875, 119550.546875, 157648.546875, 154800.765625, 143591.890625, 153835.765625
136538, 157519.703125, 119552.015625, 157648.546875, 154800.171875, 143581.703125, 153838.859375
136558, 157523.546875, 119543.8671875, 157644.703125, 154805.171875, 143576.8125, 153843.21875
136578, 157523.546875, 119546.0859375, 157648.546875, 154809.578125, 143591.203125, 153833.28125
136599, 157523.546875, 119545.359375, 157646.625, 154812.0625, 143582.09375, 153827.046875
136618, 157525.46875, 119549.0625, 157648.546875, 154812.0625, 143599.234375, 153836.984375
136638, 157521.625, 119550.5234375, 157652.40625, 154816.46875, 143590.125, 153838.25
136658, 157525.46875, 119555.71875, 157644.703125, 154809.578125, 143590.8125, 153833.890625
136678, 157521.625, 119550.546875, 157646.625, 154820.875, 143594.34375, 153841.34375
136699, 157523.546875, 119552.015625, 157652.40625, 154809.578125, 143582.78125, 153836.375
136718, 157525.46875, 119545.359375, 157646.625, 154808.984375, 143590.125, 153848.1875
136738, 157521.625, 119548.3046875, 157648.546875, 154812.0625, 143588.375, 153832.015625
136758, 157523.546875, 119546.0859375, 157648.546875, 154811.484375, 143590.125, 153833.890625
136778, 157521.625, 119551.28125, 157648.546875, 154804.578125, 143589.4375, 153840.734375
136798, 157523.546875, 119549.796875, 157650.46875, 154809.578125, 143589.4375, 153834.5
136818, 157521.625, 119547.578125, 157646.625, 154813.390625, 143587.0, 153841.34375
136838, 157523.546875, 119553.5, 157648.546875, 154812.0625, 143587.6875, 153841.34375
136858, 157525.46875, 119552.015625, 157646.625, 154816.46875, 143585.234375, 153832.015625
136878, 157519.703125, 119545.359375, 157648.546875, 154802.09375, 143599.234375, 153839.46875
136899, 157525.46875, 119553.5, 157648.546875, 154818.96875, 143585.921875, 153842.625
136918, 157521.625, 119547.578125, 157646.625, 154805.171875, 143593.265625, 153841.34375
136939, 157523.546875, 119550.5234375, 157648.546875, 154812.0625, 143589.4375, 153838.859375
136958, 157525.46875, 119543.8671875, 157650.46875, 154812.0625, 143590.125, 153838.859375
136978, 157527.390625, 119546.0859375, 157650.46875, 154806.5, 143590.125, 153843.21875
136999, 157523.546875, 119552.015625, 157646.625, 154818.96875, 143590.8125, 153842.625
137018, 157525.46875, 119553.5, 157646.625, 154809.578125, 143592.578125, 153841.34375
137038, 157525.46875, 119545.359375, 157646.625, 154813.984375, 143594.34375, 153835.765625
137059, 157525.46875, 119546.0859375, 157644.703125, 154812.0625, 143593.265625, 153829.53125
137078, 157521.625, 119555.71875, 157648.546875, 154800.765625, 143593.953125, 153834.5
137098, 157523.546875, 119549.796875, 157650.46875, 154812.0625, 143597.484375, 153833.28125
137118, 157523.546875, 119554.984375, 157646.625, 154812.65625, 143591.890625, 153850.671875
137138, 157519.703125, 119553.5, 157646.625, 154813.984375, 143593.265625, 153834.5
137158, 157521.625, 119547.578125, 157646.625, 154820.875, 143599.234375, 153835.171875
137178, 157523.546875, 119549.0625, 157648.546875, 154802.671875, 143594.34375, 153832.015625
137198, 157523.546875, 119552.765625, 157644.703125, 154816.46875, 143598.546875, 153837.578125
137218, 157521.625, 119546.0859375, 157648.546875, 154814.5625, 143592.578125, 153833.890625
137238, 157523.546875, 119549.796875, 157646.625, 154805.171875, 143592.578125, 153834.5
137258, 157523.546875, 119551.28125, 157644.703125, 154807.65625, 143583.46875, 153845.703125
137278, 157521.625, 119549.796875, 157648.546875, 154807.65625, 143591.203125, 153836.375
