timeTick, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3
443754, 157602.359375, 119062.03125, 157727.546875, 0, 0, 0
443774, 157598.515625, 119067.9453125, 157727.546875, 154894.578125, 143624.8125, 153918.40625
443794, 157600.4375, 119061.28125, 157725.625, 154897.078125, 143622.359375, 153921.484375
443814, 157598.515625, 119064.25, 157723.703125, 154897.078125, 143629.03125, 153925.859375
443834, 157600.4375, 119063.515625, 157733.34375, 154899.0, 143629.03125, 153915.3125
443854, 157604.28125, 119067.9453125, 157727.546875, 154904.5625, 143615.703125, 153925.25
443874, 157598.515625, 119063.515625, 157725.625, 154895.75, 143629.03125, 153933.90625
443894, 157602.359375, 119067.9453125, 157729.484375, 154894.0, 143630.796875, 153920.890625
443914, 157602.359375, 119062.03125, 157729.484375, 154889.59375, 143633.234375, 153924.578125
443934, 157600.4375, 119066.46875, 157723.703125, 154892.09375, 143637.453125, 153927.734375
443954, 157602.359375, 119063.515625, 157727.546875, 154899.578125, 143624.8125, 153916.515625
443974, 157600.4375, 119067.9453125, 157727.546875, 154885.1875, 143632.546875, 153923.375
443994, 157598.515625, 119070.8984375, 157725.625, 154890.171875, 143628.34375, 153927.734375
444014, 157602.359375, 119068.6875, 157725.625, 154904.5625, 143626.578125, 153927.125
444034, 157600.4375, 119061.28125, 157725.625, 154892.09375, 143633.234375, 153914.640625
444054, 157602.359375, 119067.2109375, 157723.703125, 154889.59375, 143624.8125, 153920.890625
444074, 157598.515625, 119062.03125, 157725.625, 154894.578125, 143635.6875, 153935.1875
444094, 157596.59375, 119070.8984375, 157727.546875, 154896.5, 143624.8125, 153925.859375
444114, 157602.359375, 119053.1640625, 157727.546875, 154902.078125, 143623.4375, 153917.125
444134, 157602.359375, 119064.25, 157725.625, 154887.09375, 143623.4375, 153919.609375
444154, 157602.359375, 119056.8671875, 157729.484375, 154890.171875, 143630.109375, 153920.890625
444174, 157600.4375, 119059.8125, 157725.625, 154895.171875, 143632.546875, 153927.734375
444194, 157602.359375, 119059.8125, 157725.625, 154892.09375, 143624.8125, 153925.859375
444214, 157596.59375, 119062.03125, 157723.703125, 154884.59375, 143624.8125, 153925.859375
444234, 157600.4375, 119070.8984375, 157727.546875, 154892.09375, 143633.234375, 153919.0
444254, 157602.359375, 119059.078125, 157725.625, 154897.65625, 143618.15625, 153923.375
444274, 157602.359375, 119068.6875, 157727.546875, 154896.5, 143626.578125, 153917.125
444294, 157602.359375, 119062.03125, 157727.546875, 154889.59375, 143627.65625, 153919.0
444314, 157602.359375, 119064.25, 157727.546875, 154889.015625, 143622.359375, 153930.21875
444334, 157598.515625, 119072.3828125, 157725.625, 154889.59375, 143631.46875, 153914.03125
444354, 157602.359375, 119062.765625, 157729.484375, 154890.171875, 143630.796875, 153930.828125
444374, 157604.28125, 119062.78125, 157725.625, 154889.59375, 143623.4375, 153932.703125
444394, 157600.4375, 119068.6875, 157727.546875, 154899.0, 143633.921875, 153922.765625
444414, 157600.4375, 119065.734375, 157727.546875, 154888.265625, 143620.609375, 153918.40625
444434, 157602.359375, 119070.1640625, 157725.625, 154896.5, 143625.890625, 153925.25
444454, 157602.359375, 119064.25, 157727.546875, 154892.09375, 143638.140625, 153925.25
444474, 157598.515625, 119062.03125, 157725.625, 154889.59375, 143629.71875, 153932.703125
444494, 157600.4375, 119062.03125, 157727.546875, 154892.09375, 143631.46875, 153924.578125
444534, 157596.59375, 119060.546875, 157727.546875, 154891.5, 143619.921875, 153923.96875
444554, 157600.4375, 119073.1328125, 157727.546875, 154889.59375, 143619.921875, 153927.734375
444574, 157600.4375, 119061.28125, 157723.703125, 154892.671875, 143624.125, 153924.578125
444594, 157600.4375, 119061.28125, 157727.546875, 154899.578125, 143629.71875, 153915.921875
444614, 157598.515625, 119066.46875, 157729.484375, 154896.5, 143635.6875, 153923.375
444634, 157600.4375, 119062.03125, 157723.703125, 154884.59375, 143623.046875, 153904.703125
444654, 157596.59375, 119064.984375, 157727.546875, 154899.0, 143628.34375, 153931.421875
444674, 157600.4375, 119062.03125, 157725.625, 154887.09375, 143626.578125, 153928.34375
444694, 157602.359375, 119063.515625, 157725.625, 154887.09375, 143630.109375, 153930.828125
444714, 157600.4375, 119064.234375, 157729.484375, 154894.0, 143627.265625, 153923.375
444734, 157600.4375, 119072.3828125, 157727.546875, 154889.015625, 143626.578125, 153914.03125
444754, 157600.4375, 119059.8125, 157729.484375, 154891.5, 143626.578125, 153930.21875
444774, 157600.4375, 119065.71875, 157727.546875, 154892.09375, 143631.46875, 153929.546875
444794, 157600.4375, 119070.1640625, 157723.703125, 154889.59375, 143628.34375, 153920.890625
444814, 157604.28125, 119063.515625, 157725.625, 154882.109375, 143629.03125, 153923.375
444834, 157602.359375, 119065.734375, 157727.546875, 154887.09375, 143629.03125, 153915.921875
444854, 157602.359375, 119062.03125, 157729.484375, 154882.6875, 143629.03125, 153925.25
444874, 157600.4375, 119067.2109375, 157727.546875, 154899.578125, 143618.15625, 153921.484375
444894, 157602.359375, 119059.8125, 157727.546875, 154887.09375, 143629.71875, 153927.734375
444914, 157598.515625, 119060.546875, 157725.625, 154885.1875, 143627.265625, 153909.078125
444934, 157600.4375, 119066.46875, 157725.625, 154882.6875, 143625.890625, 153935.1875
444954, 157602.359375, 119073.1171875, 157727.546875, 154887.09375, 143635.0, 153919.0
444974, 157600.4375, 119063.515625, 157727.546875, 154896.5, 143624.8125, 153906.59375
444994, 157602.359375, 119063.5, 157729.484375, 154885.765625, 143622.359375, 153923.375
445014, 157602.359375, 119073.8671875, 157729.484375, 154887.6875, 143624.8125, 153933.296875
445034, 157598.515625, 119070.8984375, 157727.546875, 154899.0, 143624.8125, 153921.484375
445054, 157602.359375, 119068.6875, 157725.625, 154894.0, 143638.140625, 153921.484375
445074, 157598.515625, 119067.203125, 157725.625, 154887.09375, 143624.8125, 153917.796875
445094, 157602.359375, 119068.6875, 157727.546875, 154882.109375, 143624.125, 153921.484375
445114, 157602.359375, 119072.3828125, 157725.625, 154887.6875, 143625.890625, 153915.921875
445134, 157598.515625, 119065.734375, 157729.484375, 154884.015625, 143629.03125, 153920.28125
445154, 157604.28125, 119067.203125, 157723.703125, 154895.75, 143624.8125, 153928.9375
445174, 157598.515625, 119062.765625, 157729.484375, 154887.09375, 143626.578125, 153925.859375
445194, 157602.359375, 119067.2109375, 157725.625, 154884.59375, 143635.0, 153924.640625
445214, 157604.28125, 119076.8203125, 157725.625, 154892.09375, 143628.34375, 153912.765625
445234, 157600.4375, 119068.6875, 157725.625, 154884.59375, 143626.578125, 153937.0625
445254, 157600.4375, 119064.25, 157727.546875, 154894.0, 143635.6875, 153917.796875
445274, 157598.515625, 119066.46875, 157727.546875, 154894.578125, 143631.46875, 153914.03125
445294, 157602.359375, 119064.25, 157721.765625, 154882.6875, 143624.8125, 153927.734375
445314, 157602.359375, 119062.03125, 157729.484375, 154890.171875, 143638.140625, 153912.15625
445334, 157598.515625, 119072.3828125, 157725.625, 154880.1875, 143636.375, 153925.859375
445354, 157600.4375, 119064.984375, 157727.546875, 154889.59375, 143622.359375, 153921.484375
445374, 157600.4375, 119073.1171875, 157727.546875, 154887.09375, 143635.6875, 153918.40625
445394, 157600.4375, 119065.734375, 157729.484375, 154885.921875, 143622.359375, 153913.4375
445414, 157598.515625, 119064.25, 157725.625, 154887.09375, 143632.546875, 153906.59375
445434, 157600.4375, 119064.984375, 157727.546875, 154877.703125, 143641.96875, 153929.609375
445454, 157602.359375, 119066.46875, 157723.703125, 154901.484375, 143630.796875, 153916.515625
445474, 157598.515625, 119077.5546875, 157725.625, 154877.703125, 143639.515625, 153910.953125
445494, 157598.515625, 119070.8984375, 157729.484375, 154880.1875, 143630.40625, 153916.515625
445514, 157598.515625, 119068.6875, 157727.546875, 154889.59375, 143631.46875, 153914.03125
445534, 157602.359375, 119068.6875, 157725.625, 154884.59375, 143638.140625, 153918.40625
445554, 157600.4375, 119065.734375, 157729.484375, 154884.59375, 143624.8125, 153919.0
445614, 157598.515625, 119063.515625, 157729.484375, 154884.59375, 143627.953125, 153918.40625
445634, 157602.359375, 119071.6484375, 157727.546875, 154889.015625, 143635.6875, 153927.734375
445654, 157602.359375, 119071.6484375, 157727.546875, 154880.78125, 143625.5, 153916.515625
445674, 157602.359375, 119062.765625, 157727.546875, 154880.78125, 143625.5, 153916.515625
445694, 157602.359375, 119066.46875, 157727.546875, 154879.03125, 143640.59375, 153917.796875
