timeTick, whisker1_1, whisker1_2, whisker1_3, yaw, laserFront
266413, 157577.359375, 119186.140625, 157700.5625, 1.269054651260376, 299.0
266433, 157579.28125, 119179.4921875, 157702.484375, 1.2719943523406982, 299.0
266453, 157575.4375, 119186.140625, 157698.640625, 1.2752654552459717, 299.0
266474, 157575.4375, 119188.375, 157698.640625, 1.278222918510437, 299.0
266493, 157577.359375, 119175.0546875, 157700.5625, 1.2793660163879395, 299.0
266513, 157577.359375, 119194.28125, 157698.640625, 1.280599594116211, 299.0
266533, 157577.359375, 119186.140625, 157698.640625, 1.2823679447174072, 299.0
266553, 157575.4375, 119189.09375, 157702.484375, 1.2836918830871582, 299.0
266574, 157577.359375, 119188.359375, 157702.484375, 1.2857098579406738, 299.0
266593, 157575.4375, 119185.40625, 157700.5625, 1.2878730297088623, 299.0
266614, 157577.359375, 119183.9296875, 157700.5625, 1.2885831594467163, 299.0
266633, 157575.4375, 119189.84375, 157706.34375, 1.2917230129241943, 299.0
266653, 157579.28125, 119189.109375, 157700.5625, 1.2947914600372314, 299.0
266674, 157575.4375, 119185.40625, 157700.5625, 1.29828679561615, 299.0
266693, 157577.359375, 119187.625, 157700.5625, 1.2990092039108276, 299.0
266713, 157577.359375, 119189.109375, 157700.5625, 1.3001787662506104, 299.0
266734, 157579.28125, 119185.40625, 157698.640625, 1.3028671741485596, 299.0
266753, 157577.359375, 119190.59375, 157698.640625, 1.305168628692627, 299.0
266773, 157577.359375, 119183.9296875, 157698.640625, 1.3085559606552124, 303.0
266793, 157577.359375, 119187.625, 157698.640625, 1.30996572971344, 303.0
266813, 157575.4375, 119179.4921875, 157700.5625, 1.3114120960235596, 303.0
266835, 157579.28125, 119189.84375, 157704.421875, 1.3139328956604004, 303.0
266853, 157577.359375, 119187.625, 157698.640625, 1.3159434795379639, 303.0
266874, 157581.203125, 119179.4921875, 157698.640625, 1.318652629852295, 296.0
266893, 157581.203125, 119191.328125, 157700.5625, 1.3201359510421753, 296.0
266913, 157577.359375, 119186.875, 157700.5625, 1.3206686973571777, 296.0
266933, 157579.28125, 119190.578125, 157698.640625, 1.3197790384292603, 296.0
266953, 157575.4375, 119184.671875, 157698.640625, 1.3200888633728027, 296.0
266974, 157575.4375, 119193.546875, 157700.5625, 1.321644902229309, 296.0
266993, 157575.4375, 119189.84375, 157700.5625, 1.3232873678207397, 296.0
267014, 157577.359375, 119186.140625, 157700.5625, 1.3252360820770264, 296.0
267033, 157577.359375, 119189.84375, 157698.640625, 1.3247565031051636, 296.0
267053, 157577.359375, 119185.40625, 157702.484375, 1.3276721239089966, 296.0
267075, 157577.359375, 119182.4609375, 157700.5625, 1.3278329372406006, 304.0
267093, 157579.28125, 119190.578125, 157704.421875, 1.3295502662658691, 304.0
267114, 157575.4375, 119187.625, 157700.5625, 1.330275058746338, 304.0
267133, 157579.28125, 119189.109375, 157698.640625, 1.3318310976028442, 304.0
267153, 157575.4375, 119177.2734375, 157702.484375, 1.3332489728927612, 304.0
267173, 157575.4375, 119186.140625, 157702.484375, 1.3328006267547607, 297.0
267193, 157577.359375, 119187.625, 157700.5625, 1.33502197265625, 297.0
267213, 157577.359375, 119185.40625, 157698.640625, 1.3370522260665894, 297.0
267234, 157575.4375, 119182.4609375, 157698.640625, 1.337393879890442, 297.0
267253, 157575.4375, 119191.328125, 157704.421875, 1.3394765853881836, 297.0
267274, 157577.359375, 119189.84375, 157700.5625, 1.3422199487686157, 292.0
267293, 157575.4375, 119180.9765625, 157700.5625, 1.343447208404541, 292.0
267314, 157575.4375, 119186.890625, 157700.5625, 1.3461467027664185, 292.0
267333, 157573.515625, 119189.84375, 157702.484375, 1.348753571510315, 292.0
267353, 157575.4375, 119187.625, 157698.640625, 1.3515738248825073, 292.0
267374, 157579.28125, 119189.109375, 157702.484375, 1.3532670736312866, 301.0
267393, 157577.359375, 119187.625, 157696.703125, 1.353990912437439, 301.0
267414, 157575.4375, 119183.9296875, 157698.640625, 1.3555641174316406, 301.0
267433, 157579.28125, 119189.109375, 157700.5625, 1.3579753637313843, 301.0
267453, 157575.4375, 119187.625, 157702.484375, 1.3606473207473755, 301.0
267475, 157579.28125, 119190.59375, 157698.640625, 1.3622691631317139, 301.0
267493, 157577.359375, 119186.140625, 157698.640625, 1.3655942678451538, 301.0
267513, 157577.359375, 119180.9765625, 157700.5625, 1.3711280822753906, 301.0
267533, 157577.359375, 119194.28125, 157700.5625, 1.374371886253357, 301.0
267553, 157579.28125, 119187.625, 157702.484375, 1.3753297328948975, 301.0
267575, 157577.359375, 119191.328125, 157700.5625, 1.3777947425842285, 297.0
267593, 157577.359375, 119191.328125, 157700.5625, 1.3795804977416992, 297.0
267613, 157573.515625, 119189.109375, 157702.484375, 1.3797180652618408, 297.0
267633, 157577.359375, 119186.890625, 157702.484375, 1.3803099393844604, 297.0
267653, 157577.359375, 119186.140625, 157700.5625, 1.3802424669265747, 297.0
267673, 157577.359375, 119188.359375, 157700.5625, 1.3849340677261353, 297.0
267693, 157577.359375, 119184.671875, 157698.640625, 1.3866337537765503, 297.0
267713, 157573.515625, 119181.7109375, 157700.5625, 1.3879648447036743, 297.0
267733, 157575.4375, 119188.359375, 157702.484375, 1.3902990818023682, 297.0
267753, 157577.359375, 119186.15625, 157700.5625, 1.3915622234344482, 297.0
267775, 157577.359375, 119186.140625, 157704.421875, 1.3932031393051147, 302.0
267793, 157573.515625, 119189.84375, 157696.703125, 1.3949803113937378, 302.0
267813, 157577.359375, 119194.28125, 157698.640625, 1.3962204456329346, 302.0
267833, 157575.4375, 119187.625, 157700.5625, 1.3979072570800781, 302.0
267853, 157575.4375, 119189.84375, 157698.640625, 1.3989012241363525, 302.0
267874, 157575.4375, 119188.359375, 157700.5625, 1.4011856317520142, 299.0
267893, 157575.4375, 119192.8125, 157698.640625, 1.401772379875183, 299.0
267913, 157579.28125, 119189.84375, 157700.5625, 1.4024995565414429, 299.0
267934, 157575.4375, 119183.9296875, 157698.640625, 1.4035340547561646, 299.0
267953, 157575.4375, 119186.890625, 157700.5625, 1.405115008354187, 299.0
267974, 157575.4375, 119180.9765625, 157700.5625, 1.4101594686508179, 296.0
267993, 157577.359375, 119185.40625, 157698.640625, 1.4122498035430908, 296.0
268013, 157577.359375, 119189.84375, 157702.484375, 1.4147555828094482, 296.0
268033, 157573.515625, 119191.328125, 157696.703125, 1.4148225784301758, 296.0
268053, 157575.4375, 119186.890625, 157698.640625, 1.4153716564178467, 296.0
268074, 157575.4375, 119191.328125, 157702.484375, 1.4165678024291992, 300.0
268093, 157575.4375, 119186.140625, 157698.640625, 1.4194402694702148, 300.0
268113, 157577.359375, 119186.140625, 157702.484375, 1.4217751026153564, 300.0
268134, 157579.28125, 119180.9765625, 157700.5625, 1.4239470958709717, 300.0
268153, 157575.4375, 119188.359375, 157702.484375, 1.42573082447052, 300.0
268174, 157575.4375, 119186.890625, 157700.5625, 1.4289933443069458, 299.0
268193, 157577.359375, 119186.140625, 157698.640625, 1.4313949346542358, 299.0
268214, 157581.203125, 119186.140625, 157702.484375, 1.433931589126587, 299.0
268233, 157579.28125, 119188.375, 157698.640625, 1.43501877784729, 299.0
268254, 157575.4375, 119182.4453125, 157700.5625, 1.437350869178772, 299.0
268275, 157579.28125, 119185.40625, 157702.484375, 1.4376733303070068, 299.0
268293, 157577.359375, 119183.1953125, 157700.5625, 1.43954598903656, 299.0
268315, 157577.359375, 119181.7109375, 157698.640625, 1.439465880393982, 299.0
268333, 157579.28125, 119179.4921875, 157702.484375, 1.4424368143081665, 299.0
268353, 157577.359375, 119187.625, 157696.703125, 1.4454236030578613, 299.0
268373, 157577.359375, 119184.6640625, 157702.484375, 1.447081208229065, 298.0
268393, 157575.4375, 119183.1953125, 157698.640625, 1.449365496635437, 298.0
268413, 157579.28125, 119187.625, 157698.640625, 1.45110285282135, 298.0
268433, 157575.4375, 119190.578125, 157698.640625, 1.4533567428588867, 298.0
268453, 157577.359375, 119185.40625, 157698.640625, 1.454429268836975, 298.0
268473, 157579.28125, 119180.2421875, 157700.5625, 1.455772042274475, 298.0
268493, 157575.4375, 119189.84375, 157702.484375, 1.4557440280914307, 298.0
268513, 157579.28125, 119189.109375, 157700.5625, 1.45741605758667, 298.0
268533, 157575.4375, 119186.140625, 157702.484375, 1.4583630561828613, 298.0
268553, 157577.359375, 119189.84375, 157702.484375, 1.4606891870498657, 298.0
268573, 157575.4375, 119182.4609375, 157696.703125, 1.461280345916748, 301.0
268593, 157577.359375, 119186.15625, 157702.484375, 1.464569091796875, 301.0
268614, 157575.4375, 119186.140625, 157698.640625, 1.4662774801254272, 301.0
268633, 157577.359375, 119181.7109375, 157702.484375, 1.4702112674713135, 301.0
268653, 157577.359375, 119178.7578125, 157698.640625, 1.4738399982452393, 301.0
268673, 157577.359375, 119188.359375, 157700.5625, 1.4759817123413086, 298.0
268693, 157577.359375, 119189.109375, 157700.5625, 1.4770549535751343, 298.0
268715, 157577.359375, 119189.84375, 157700.5625, 1.4779030084609985, 298.0
268733, 157577.359375, 119189.109375, 157700.5625, 1.4793213605880737, 298.0
268753, 157579.28125, 119184.671875, 157704.421875, 1.4810658693313599, 298.0
268773, 157579.28125, 119178.7578125, 157700.5625, 1.4824367761611938, 296.0
268793, 157577.359375, 119182.4609375, 157700.5625, 1.4837950468063354, 296.0
268813, 157577.359375, 119186.140625, 157696.703125, 1.4850186109542847, 296.0
268833, 157577.359375, 119189.84375, 157698.640625, 1.4854792356491089, 296.0
268853, 157579.28125, 119186.890625, 157700.5625, 1.4874192476272583, 296.0
268873, 157577.359375, 119189.84375, 157700.5625, 1.4899933338165283, 296.0
268893, 157577.359375, 119183.1953125, 157702.484375, 1.4902492761611938, 296.0
268914, 157579.28125, 119184.671875, 157700.5625, 1.494349718093872, 296.0
268933, 157579.28125, 119181.7109375, 157698.640625, 1.4938689470291138, 296.0
268953, 157579.28125, 119180.9765625, 157702.484375, 1.4948475360870361, 296.0
268973, 157577.359375, 119186.890625, 157698.640625, 1.4952692985534668, 298.0
268993, 157581.203125, 119180.9765625, 157702.484375, 1.4964629411697388, 298.0
269013, 157577.359375, 119179.4921875, 157698.640625, 1.49885094165802, 298.0
269033, 157577.359375, 119189.109375, 157700.5625, 1.5002179145812988, 298.0
269053, 157581.203125, 119182.4609375, 157702.484375, 1.501096248626709, 298.0
269073, 157579.28125, 119189.109375, 157704.421875, 1.5027852058410645, 303.0
269093, 157577.359375, 119181.7109375, 157700.5625, 1.5052632093429565, 303.0
269113, 157577.359375, 119183.1953125, 157702.484375, 1.5078896284103394, 303.0
269133, 157581.203125, 119183.1953125, 157700.5625, 1.5084679126739502, 303.0
269154, 157577.359375, 119175.0546875, 157696.703125, 1.5079607963562012, 303.0
269173, 157577.359375, 119186.140625, 157698.640625, 1.5092763900756836, 293.0
269193, 157579.28125, 119179.5078125, 157700.5625, 1.5119938850402832, 293.0
269213, 157577.359375, 119185.40625, 157700.5625, 1.5134226083755493, 293.0
269233, 157579.28125, 119180.9765625, 157698.640625, 1.5166748762130737, 293.0
269253, 157579.28125, 119177.2734375, 157698.640625, 1.5180399417877197, 293.0
269273, 157579.28125, 119178.7578125, 157700.5625, 1.5190019607543945, 298.0
269293, 157579.28125, 119177.2734375, 157702.484375, 1.5203975439071655, 298.0
269313, 157577.359375, 119176.5390625, 157702.484375, 1.5215213298797607, 298.0
269333, 157575.4375, 119179.4921875, 157700.5625, 1.5233633518218994, 298.0
269353, 157573.515625, 119186.890625, 157702.484375, 1.523310899734497, 298.0
269373, 157577.359375, 119178.7578125, 157698.640625, 1.52454674243927, 301.0
269393, 157577.359375, 119182.4609375, 157704.421875, 1.5261735916137695, 301.0
269414, 157577.359375, 119173.5859375, 157698.640625, 1.5277105569839478, 301.0
269433, 157579.28125, 119183.1953125, 157696.703125, 1.5304986238479614, 301.0
269453, 157577.359375, 119186.890625, 157700.5625, 1.5315262079238892, 301.0
269473, 157575.4375, 119179.4921875, 157704.421875, 1.533368706703186, 299.0
269493, 157577.359375, 119186.890625, 157698.640625, 1.5344566106796265, 299.0
269513, 157575.4375, 119187.625, 157700.5625, 1.5362756252288818, 299.0
269533, 157579.28125, 119180.2421875, 157698.640625, 1.539031744003296, 299.0
269553, 157579.28125, 119185.40625, 157702.484375, 1.5403039455413818, 299.0
269573, 157577.359375, 119184.671875, 157702.484375, 1.5424411296844482, 296.0
269593, 157579.28125, 119178.0234375, 157700.5625, 1.5441778898239136, 296.0
269613, 157581.203125, 119179.4921875, 157702.484375, 1.5463110208511353, 296.0
269633, 157575.4375, 119184.671875, 157700.5625, 1.5473929643630981, 296.0
269653, 157577.359375, 119186.890625, 157702.484375, 1.5490142107009888, 296.0
269674, 157577.359375, 119180.2421875, 157702.484375, 1.5507150888442993, 298.0
269693, 157577.359375, 119189.109375, 157698.640625, 1.551942229270935, 298.0
269713, 157577.359375, 119177.2734375, 157698.640625, 1.5540438890457153, 298.0
269733, 157579.28125, 119184.671875, 157698.640625, 1.556947946548462, 298.0
269753, 157577.359375, 119184.671875, 157698.640625, 1.5578103065490723, 298.0
269773, 157575.4375, 119180.9765625, 157702.484375, 1.5616958141326904, 294.0
269793, 157579.28125, 119182.4609375, 157700.5625, 1.563991665840149, 294.0
269813, 157579.28125, 119186.15625, 157700.5625, 1.5648107528686523, 294.0
269833, 157579.28125, 119178.0234375, 157702.484375, 1.5670652389526367, 294.0
269853, 157579.28125, 119180.9765625, 157704.421875, 1.5705453157424927, 294.0
269873, 157577.359375, 119183.1953125, 157700.5625, 1.5729646682739258, 296.0
269893, 157577.359375, 119179.4921875, 157698.640625, 1.574535608291626, 296.0
269913, 157573.515625, 119186.15625, 157704.421875, 1.576296329498291, 296.0
269933, 157581.203125, 119183.1953125, 157702.484375, 1.5786982774734497, 296.0
269953, 157577.359375, 119189.859375, 157706.34375, 1.5810856819152832, 296.0
269973, 157577.359375, 119182.4609375, 157700.5625, 1.5814012289047241, 300.0
269993, 157579.28125, 119186.890625, 157700.5625, 1.58103346824646, 300.0
270014, 157575.4375, 119175.0546875, 157702.484375, 1.5827877521514893, 300.0
270033, 157579.28125, 119188.375, 157702.484375, 1.5835213661193848, 300.0
270053, 157577.359375, 119182.4609375, 157702.484375, 1.5827407836914062, 300.0
270073, 157577.359375, 119177.2734375, 157702.484375, 1.5839860439300537, 299.0
270093, 157579.28125, 119176.5390625, 157698.640625, 1.5849632024765015, 299.0
270114, 157579.28125, 119183.9375, 157700.5625, 1.5866090059280396, 299.0
270133, 157583.125, 119177.2734375, 157702.484375, 1.5870938301086426, 299.0
270153, 157581.203125, 119181.7265625, 157698.640625, 1.5879616737365723, 299.0
270173, 157579.28125, 119182.4609375, 157700.5625, 1.5887011289596558, 299.0
270193, 157577.359375, 119182.4609375, 157700.5625, 1.5904123783111572, 299.0
270213, 157579.28125, 119178.7578125, 157698.640625, 1.5912554264068604, 299.0
270233, 157581.203125, 119183.9375, 157700.5625, 1.5931679010391235, 299.0
270253, 157579.28125, 119177.2734375, 157700.5625, 1.5959078073501587, 299.0
270273, 157581.203125, 119185.40625, 157700.5625, 1.5981162786483765, 300.0
270293, 157581.203125, 119178.0234375, 157700.5625, 1.5999999046325684, 300.0
270315, 157575.4375, 119178.7578125, 157698.640625, 1.6000977754592896, 300.0
270333, 157583.125, 119183.9375, 157700.5625, 1.601173996925354, 300.0
270354, 157577.359375, 119183.9375, 157702.484375, 1.601285696029663, 300.0
270373, 157579.28125, 119187.640625, 157700.5625, 1.603071689605713, 293.0
270393, 157581.203125, 119182.4609375, 157702.484375, 1.603182077407837, 293.0
270414, 157579.28125, 119181.7109375, 157698.640625, 1.6041852235794067, 293.0
270433, 157579.28125, 119180.9921875, 157698.640625, 1.6074905395507812, 293.0
270453, 157577.359375, 119174.3203125, 157704.421875, 1.6088370084762573, 293.0
270473, 157581.203125, 119181.7265625, 157702.484375, 1.6103835105895996, 297.0
270493, 157581.203125, 119184.671875, 157704.421875, 1.6135146617889404, 297.0
270514, 157581.203125, 119175.8046875, 157698.640625, 1.616054892539978, 297.0
270533, 157577.359375, 119176.5390625, 157700.5625, 1.6159015893936157, 297.0
270553, 157581.203125, 119180.2421875, 157702.484375, 1.6170470714569092, 297.0
270573, 157575.4375, 119184.671875, 157696.703125, 1.6188092231750488, 298.0
270593, 157579.28125, 119183.9375, 157702.484375, 1.6211669445037842, 298.0
270614, 157577.359375, 119177.2734375, 157700.5625, 1.6243525743484497, 298.0
270633, 157581.203125, 119183.1953125, 157698.640625, 1.626158595085144, 298.0
270653, 157577.359375, 119172.8359375, 157704.421875, 1.6267482042312622, 298.0
270673, 157583.125, 119182.4609375, 157702.484375, 1.627631425857544, 300.0
270693, 157579.28125, 119175.8046875, 157700.5625, 1.629374384880066, 300.0
270714, 157577.359375, 119183.1953125, 157702.484375, 1.6309458017349243, 300.0
270733, 157581.203125, 119180.9765625, 157702.484375, 1.6321101188659668, 300.0
270754, 157575.4375, 119183.1953125, 157704.421875, 1.6337510347366333, 300.0
