timeTick, yaw, laserFront
23449, -0.21619386970996857, 0
23469, -0.21910759806632996, 277.0
23489, -0.21833930909633636, 277.0
23509, -0.219108447432518, 277.0
23529, -0.21831704676151276, 277.0
23549, -0.219482883810997, 277.0
23569, -0.22034771740436554, 283.0
23589, -0.22142773866653442, 283.0
23609, -0.2222955822944641, 283.0
23629, -0.2218656986951828, 283.0
23649, -0.2225850224494934, 283.0
23669, -0.22472141683101654, 276.0
23689, -0.223505899310112, 276.0
23709, -0.22256793081760406, 276.0
23729, -0.2235253006219864, 276.0
23749, -0.2245611846446991, 276.0
23769, -0.2229132205247879, 278.0
23789, -0.2237301617860794, 278.0
23809, -0.22464051842689514, 278.0
23829, -0.2236231118440628, 278.0
23849, -0.22512422502040863, 278.0
23869, -0.22469554841518402, 281.0
23889, -0.22401326894760132, 281.0
23909, -0.22507745027542114, 281.0
23929, -0.22573184967041016, 281.0
23949, -0.22536338865756989, 281.0
23969, -0.2265426516532898, 279.0
23989, -0.2283235639333725, 279.0
24009, -0.22772225737571716, 279.0
24029, -0.22836488485336304, 279.0
24049, -0.2289469987154007, 279.0
24069, -0.22958452999591827, 279.0
24089, -0.22975894808769226, 279.0
24109, -0.22908808290958405, 279.0
24129, -0.2309308648109436, 279.0
24149, -0.23189321160316467, 279.0
24169, -0.2339806705713272, 273.0
24189, -0.23261405527591705, 273.0
24209, -0.2327781766653061, 273.0
24229, -0.23365677893161774, 273.0
24249, -0.23405686020851135, 273.0
24269, -0.2348039448261261, 274.0
24289, -0.23538663983345032, 274.0
24309, -0.2336462438106537, 274.0
24329, -0.23509655892848969, 274.0
24349, -0.23711742460727692, 274.0
24369, -0.23828952014446259, 277.0
24389, -0.23944862186908722, 277.0
24409, -0.23830516636371613, 277.0
24429, -0.23947323858737946, 277.0
24449, -0.24051550030708313, 277.0
24469, -0.24170801043510437, 278.0
24489, -0.24025759100914001, 278.0
24509, -0.24156172573566437, 278.0
24529, -0.24267390370368958, 278.0
24549, -0.24268285930156708, 278.0
24569, -0.2446075975894928, 275.0
24589, -0.2442992627620697, 275.0
24609, -0.245168536901474, 275.0
24629, -0.24716150760650635, 275.0
24649, -0.24733565747737885, 275.0
24669, -0.24724172055721283, 274.0
24689, -0.2492191046476364, 274.0
24709, -0.2511204481124878, 274.0
24729, -0.24986869096755981, 274.0
24749, -0.2508679926395416, 274.0
24769, -0.25165849924087524, 279.0
24789, -0.249656081199646, 279.0
24809, -0.24866469204425812, 279.0
24829, -0.25051093101501465, 279.0
24849, -0.25005534291267395, 279.0
24869, -0.25138530135154724, 278.0
24889, -0.2530502378940582, 278.0
24909, -0.2527366578578949, 278.0
24929, -0.25261491537094116, 278.0
24949, -0.25102749466896057, 278.0
24969, -0.251817524433136, 277.0
24989, -0.251980721950531, 277.0
25009, -0.25337594747543335, 277.0
25029, -0.2553268373012543, 277.0
25049, -0.25570157170295715, 277.0
25069, -0.25598615407943726, 279.0
25089, -0.2558945417404175, 279.0
25109, -0.2558465003967285, 279.0
25129, -0.25865721702575684, 279.0
25149, -0.26060548424720764, 279.0
25169, -0.2595174014568329, 280.0
25189, -0.2589337229728699, 280.0
25209, -0.2610376179218292, 280.0
25229, -0.2596396207809448, 280.0
25249, -0.26031675934791565, 280.0
25269, -0.25966447591781616, 279.0
25289, -0.2597006559371948, 279.0
25309, -0.2594490051269531, 279.0
25329, -0.25902801752090454, 279.0
25349, -0.26033902168273926, 279.0
25369, -0.2600146532058716, 279.0
25389, -0.26117363572120667, 279.0
25409, -0.26255717873573303, 279.0
25429, -0.2619020342826843, 279.0
25449, -0.262063205242157, 279.0
25469, -0.26162755489349365, 281.0
25489, -0.26249822974205017, 281.0
25509, -0.2620285451412201, 281.0
25529, -0.26198065280914307, 281.0
25549, -0.26146528124809265, 281.0
25569, -0.26024115085601807, 279.0
25589, -0.2607095539569855, 279.0
25609, -0.25952818989753723, 279.0
25629, -0.2588568329811096, 279.0
25649, -0.2590142488479614, 279.0
25669, -0.2606768012046814, 275.0
25689, -0.26162317395210266, 275.0
25709, -0.2616286873817444, 275.0
25729, -0.26125800609588623, 275.0
25749, -0.26166319847106934, 275.0
25769, -0.26184043288230896, 280.0
25789, -0.26121044158935547, 280.0
25809, -0.2622472643852234, 280.0
25829, -0.26279643177986145, 280.0
25849, -0.26227760314941406, 280.0
25869, -0.2613801062107086, 278.0
25889, -0.26250407099723816, 278.0
25909, -0.2611192464828491, 278.0
25929, -0.2620483338832855, 278.0
25949, -0.26370593905448914, 278.0
25969, -0.2638300359249115, 274.0
25989, -0.2636367678642273, 274.0
26009, -0.2620684802532196, 274.0
26029, -0.26366594433784485, 274.0
26049, -0.26428815722465515, 274.0
26069, -0.26484760642051697, 281.0
26089, -0.2659773826599121, 281.0
26109, -0.2685934901237488, 281.0
26129, -0.2668670117855072, 281.0
26149, -0.267274409532547, 281.0
26169, -0.2677558362483978, 284.0
