timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, motor1, motor2, motor3, motor4, yaw, laserFront
367077, 2.9000649452209473, -7.753024578094482, 0.20255784690380096, 0.6957146525382996, -1.7496088743209839, 0.04770120605826378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367087, -1.6219689846038818, -1.8798571825027466, 0.011520213447511196, 0.45374351739883423, -1.5243206024169922, 0.045777469873428345, 157379.6875, 120613.90625, 157502.421875, 156702.15625, 146947.90625, 156451.9375, 0.0, 0.0, 0.0, 0.0, -0.4280952513217926, 0
367098, -1.6207795143127441, -1.8843860626220703, 0.011812059208750725, 0.24313654005527496, -0.8936207294464111, 0.04848426952958107, 157381.609375, 120608.6875, 157502.421875, 156697.734375, 146946.109375, 156446.375, 0.0, 0.0, 0.0, 0.0, -1.1307835578918457, 314.0
367108, -1.6204321384429932, -1.8862061500549316, 0.012093943543732166, 0.13530075550079346, -0.5230445265769958, 0.04408172518014908, 157381.609375, 120602.7890625, 157502.421875, 156694.671875, 146944.328125, 156443.15625, 0.0, 0.0, 0.0, 0.0, -1.436079502105713, 314.0
367117, -1.6208988428115845, -1.8843296766281128, 0.012204372324049473, 0.07033900171518326, -0.2563019394874573, 0.037661220878362656, 157379.6875, 120605.0078125, 157504.34375, 156702.15625, 146952.828125, 156444.46875, 0.0, 0.0, 0.0, 0.0, -1.966071605682373, 314.0
367127, -1.6213951110839844, -1.8824573755264282, 0.012266602367162704, 0.036998920142650604, -0.1176590770483017, 0.03201323002576828, 157377.765625, 120615.3984375, 157500.5, 156692.171875, 146946.109375, 156442.578125, 0.0, 0.0, 0.0, 0.0, -2.41548228263855, 314.0
367137, -1.6215050220489502, -1.8816887140274048, 0.012286878190934658, 0.02739371918141842, -0.0672273263335228, 0.02765204757452011, 157379.6875, 120611.6796875, 157500.5, 156694.671875, 146950.359375, 156437.59375, 0.0, 0.0, 0.0, 0.0, -2.803764581680298, 314.0
367147, -1.6215193271636963, -1.8813058137893677, 0.012324219569563866, 0.022626537829637527, -0.04362085089087486, 0.0244371946901083, 157381.609375, 120610.1875, 157504.34375, 156694.09375, 146945.453125, 156432.625, 0.0, 0.0, 0.0, 0.0, -2.9773151874542236, 314.0
367158, -1.6214258670806885, -1.8812988996505737, 0.012459001503884792, 0.017800223082304, -0.029200827702879906, 0.020321015268564224, 157381.609375, 120609.4609375, 157500.5, 156691.609375, 146946.78125, 156440.09375, 0.0, 0.0, 0.0, 0.0, -3.305436372756958, 32766.0
367167, -1.6215403079986572, -1.8809938430786133, 0.012310507707297802, 0.016321657225489616, -0.023935209959745407, 0.018329180777072906, 157377.765625, 120611.6796875, 157506.265625, 156697.734375, 146948.578125, 156433.796875, 0.0, 0.0, 0.0, 0.0, -3.7019572257995605, 32766.0
367177, -1.621585726737976, -1.8807779550552368, 0.012272713705897331, 0.013861017301678658, -0.01693275012075901, 0.015574846416711807, 157381.609375, 120605.7421875, 157502.421875, 156706.015625, 146949.703125, 156445.796875, 0.0, 0.0, 0.0, 0.0, -3.8300676345825195, 32766.0
367187, -1.6215821504592896, -1.8805923461914062, 0.012138763442635536, 0.012351851910352707, -0.012154659256339073, 0.012186224572360516, 157381.609375, 120611.6796875, 157502.421875, 156694.671875, 146944.78125, 156446.375, 0.0, 0.0, 0.0, 0.0, -4.0423054695129395, 32766.0
367197, -1.6215357780456543, -1.8805699348449707, 0.012171142734587193, 0.011357471346855164, -0.010401992127299309, 0.011148042976856232, 157379.6875, 120607.9609375, 157506.265625, 156693.53125, 146950.359375, 156451.34375, 0.0, 0.0, 0.0, 0.0, -4.234183311462402, 32766.0
367208, -1.621666669845581, -1.8805150985717773, 0.012137380428612232, 0.00878236535936594, -0.008350576274096966, 0.00962626002728939, 157381.609375, 120607.234375, 157506.265625, 156692.171875, 146942.984375, 156450.765625, 0.0, 0.0, 0.0, 0.0, -4.429816722869873, 32766.0
367217, -1.621622085571289, -1.880387544631958, 0.012019832618534565, 0.00855692382901907, -0.006404949817806482, 0.007587131578475237, 157381.609375, 120607.234375, 157506.265625, 156692.171875, 146942.984375, 156450.765625, 0.0, 0.0, 0.0, 0.0, -4.503126621246338, 32766.0
367227, -1.6216325759887695, -1.880366563796997, 0.011981846764683723, 0.0076960851438343525, -0.005906927864998579, 0.006490222178399563, 157379.6875, 120613.90625, 157500.5, 156694.671875, 146941.859375, 156449.453125, 0.0, 0.0, 0.0, 0.0, -4.661347389221191, 32766.0
367237, -1.6216721534729004, -1.8803455829620361, 0.011968807317316532, 0.006551732774823904, -0.0053360057063400745, 0.005720843095332384, 157381.609375, 120610.1875, 157502.421875, 156687.1875, 146947.234375, 156438.921875, 0.0, 0.0, 0.0, 0.0, -4.793959140777588, 32766.0
367247, -1.6216866970062256, -1.8803032636642456, 0.011916596442461014, 0.005713316146284342, -0.004782778210937977, 0.0047287289053201675, 157381.609375, 120609.4609375, 157504.34375, 156690.25, 146942.984375, 156441.40625, 0.0, 0.0, 0.0, 0.0, -4.866946220397949, 32766.0
367258, -1.6216682195663452, -1.8803000450134277, 0.01190775167196989, 0.005327821243554354, -0.004629152361303568, 0.004123252350836992, 157381.609375, 120608.7265625, 157502.421875, 156690.25, 146946.109375, 156440.09375, 0.0, 0.0, 0.0, 0.0, -5.045749187469482, 313.0
