timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, motor1, motor2, motor3, motor4, yaw, laserFront
256440, 0.0, 0.0, -26.377634048461914, 0.0, 0.0, -0.5792617797851562, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
256460, 0.0, 0.0, -26.384531021118164, 0.0, 0.0, -0.16841888427734375, 157492.828125, 119869.3515625, 157621.59375, 155872.25, 143815.453125, 154157.359375, 0.0, 0.0, 0.0, 0.0, -0.7210404276847839, 290.0
256480, 0.0, 0.0, -26.377294540405273, 0.0, 0.0, 0.8752822875976562, 157494.75, 119867.859375, 157625.453125, 155893.0, 143810.5625, 154161.71875, 0.0, 0.0, 0.0, 0.0, -0.7205399870872498, 290.0
256500, 0.0, 0.0, -26.36287498474121, 0.0, 0.0, 0.6542205810546875, 157496.65625, 119869.3515625, 157623.53125, 155867.25, 143816.140625, 154157.96875, 0.0, 0.0, 0.0, 0.0, -0.719365656375885, 290.0
256520, 0.0, 0.0, -26.344032287597656, 0.0, 0.0, 1.29547119140625, 157492.828125, 119872.3046875, 157623.53125, 155871.09375, 143804.578125, 154160.453125, 0.0, 0.0, 0.0, 0.0, -0.7213523387908936, 290.0
256540, 0.0, 0.0, -26.325435638427734, 0.0, 0.0, 0.6938934326171875, 157496.65625, 119867.859375, 157625.453125, 155870.515625, 143813.0, 154158.640625, 0.0, 0.0, 0.0, 0.0, -0.7211243510246277, 290.0
256560, 0.0, 0.0, -26.312477111816406, 0.0, 0.0, 0.67138671875, 157494.75, 119870.078125, 157619.671875, 155874.171875, 143811.25, 154151.796875, 0.0, 0.0, 0.0, 0.0, -0.7237350940704346, 288.0
256580, 0.0, 0.0, -26.305097579956055, 0.0, 0.0, 0.13370513916015625, 157498.578125, 119864.90625, 157621.59375, 155882.234375, 143812.3125, 154153.0, 0.0, 0.0, 0.0, 0.0, -0.7246944308280945, 288.0
256600, 0.0, 0.0, -26.30445098876953, 0.0, 0.0, -0.055694580078125, 157494.75, 119869.3515625, 157623.53125, 155872.25, 143808.796875, 154159.84375, 0.0, 0.0, 0.0, 0.0, -0.7245164513587952, 288.0
256620, 0.0, 0.0, -26.29884147644043, 0.0, 0.0, 0.611114501953125, 157494.75, 119867.125, 157619.671875, 155873.59375, 143803.890625, 154167.890625, 0.0, 0.0, 0.0, 0.0, -0.7239434123039246, 288.0
256640, 0.0, 0.0, -26.295228958129883, 0.0, 0.0, -0.18863677978515625, 157496.65625, 119871.5703125, 157623.53125, 155872.4375, 143818.59375, 154172.265625, 0.0, 0.0, 0.0, 0.0, -0.7256843447685242, 288.0
256660, 0.0, 0.0, -26.29517364501953, 0.0, 0.0, 0.17528533935546875, 157494.75, 119865.640625, 157623.53125, 155879.734375, 143809.484375, 154153.0, 0.0, 0.0, 0.0, 0.0, -0.7264381647109985, 287.0
256680, 0.0, 0.0, -26.28862190246582, 0.0, 0.0, 0.4974365234375, 157492.828125, 119867.859375, 157623.53125, 155874.171875, 143811.921875, 154176.03125, 0.0, 0.0, 0.0, 0.0, -0.7269542217254639, 287.0
256700, 0.0, 0.0, -26.28449058532715, 0.0, 0.0, -0.03452301025390625, 157494.75, 119868.59375, 157625.453125, 155884.15625, 143820.359375, 154167.296875, 0.0, 0.0, 0.0, 0.0, -0.7270334959030151, 287.0
256720, 0.0, 0.0, -26.283714294433594, 0.0, 0.0, 0.1087188720703125, 157494.75, 119864.90625, 157621.59375, 155874.75, 143807.71875, 154139.984375, 0.0, 0.0, 0.0, 0.0, -0.7273416519165039, 287.0
256740, 0.0, 0.0, -26.270917892456055, 0.0, 0.0, 1.181793212890625, 157492.828125, 119876.7734375, 157623.53125, 155864.1875, 143806.34375, 154174.75, 0.0, 0.0, 0.0, 0.0, -0.7273616194725037, 287.0
256760, 0.0, 0.0, -26.249889373779297, 0.0, 0.0, 1.0393142700195312, 157496.65625, 119872.3046875, 157623.53125, 155881.65625, 143813.0, 154160.453125, 0.0, 0.0, 0.0, 0.0, -0.7247163653373718, 290.0
256780, 0.0, 0.0, -26.23977279663086, 0.0, 0.0, 0.0762939453125, 157496.65625, 119864.1484375, 157623.53125, 155871.671875, 143811.25, 154174.140625, 0.0, 0.0, 0.0, 0.0, -0.7226930260658264, 290.0
256800, 0.0, 0.0, -26.238468170166016, 0.0, 0.0, 0.061798095703125, 157494.75, 119861.9296875, 157623.53125, 155877.4375, 143813.0, 154154.875, 0.0, 0.0, 0.0, 0.0, -0.7216372489929199, 290.0
256820, 0.0, 0.0, -26.235225677490234, 0.0, 0.0, 0.26874542236328125, 157492.828125, 119867.859375, 157621.59375, 155861.6875, 143806.34375, 154156.765625, 0.0, 0.0, 0.0, 0.0, -0.7201985716819763, 290.0
256840, 0.0, 0.0, -26.239105224609375, 0.0, 0.0, -0.6298065185546875, 157492.828125, 119870.8125, 157619.671875, 155869.75, 143814.375, 154171.0625, 0.0, 0.0, 0.0, 0.0, -0.7199702262878418, 290.0
256860, 0.0, 0.0, -26.257532119750977, 0.0, 0.0, -1.2758255004882812, 157494.75, 119873.0625, 157619.671875, 155868.59375, 143813.6875, 154164.203125, 0.0, 0.0, 0.0, 0.0, -0.7199702262878418, 293.0
256880, 0.0, 0.0, -26.27907371520996, 0.0, 0.0, -1.0059356689453125, 157494.75, 119878.234375, 157619.671875, 155869.75, 143820.359375, 154167.296875, 0.0, 0.0, 0.0, 0.0, -0.72308748960495, 293.0
256900, 0.0, 0.0, -26.296276092529297, 0.0, 0.0, -0.8148193359375, 157496.65625, 119870.078125, 157623.53125, 155869.171875, 143812.3125, 154155.484375, 0.0, 0.0, 0.0, 0.0, -0.7233895659446716, 293.0
256920, 0.0, 0.0, -26.305835723876953, 0.0, 0.0, -0.22258758544921875, 157492.828125, 119870.078125, 157619.671875, 155873.59375, 143813.0, 154159.234375, 0.0, 0.0, 0.0, 0.0, -0.7238187193870544, 293.0
256940, 0.0, 0.0, -26.307180404663086, 0.0, 0.0, 0.06580352783203125, 157496.65625, 119870.078125, 157623.53125, 155873.59375, 143811.25, 154161.046875, 0.0, 0.0, 0.0, 0.0, -0.7225252389907837, 293.0
256960, 0.0, 0.0, -26.302501678466797, 0.0, 0.0, 0.40874481201171875, 157494.75, 119874.5234375, 157621.59375, 155873.59375, 143811.25, 154161.046875, 0.0, 0.0, 0.0, 0.0, -0.7220027446746826, 288.0
256980, 0.0, 0.0, -26.299341201782227, 0.0, 0.0, -0.05168914794921875, 157494.75, 119868.59375, 157621.59375, 155868.59375, 143814.375, 154166.6875, 0.0, 0.0, 0.0, 0.0, -0.7215506434440613, 288.0
257000, 0.0, 0.0, -26.3043270111084, 0.0, 0.0, -0.4520416259765625, 157494.75, 119864.8828125, 157621.59375, 155871.671875, 143811.25, 154140.578125, 0.0, 0.0, 0.0, 0.0, -0.7223118543624878, 288.0
257020, 0.0, 0.0, -26.312877655029297, 0.0, 0.0, -0.4482269287109375, 157494.75, 119870.8125, 157619.671875, 155866.109375, 143818.984375, 154152.390625, 0.0, 0.0, 0.0, 0.0, -0.7227923274040222, 288.0
257040, 0.0, 0.0, -26.319721221923828, 0.0, 0.0, -0.28095245361328125, 157496.65625, 119867.859375, 157621.59375, 155874.171875, 143815.453125, 154159.234375, 0.0, 0.0, 0.0, 0.0, -0.7226746678352356, 288.0
257060, 0.0, 0.0, -26.321792602539062, 0.0, 0.0, 0.0457763671875, 157492.828125, 119873.03125, 157615.828125, 155866.671875, 143814.765625, 154149.90625, 0.0, 0.0, 0.0, 0.0, -0.7244871258735657, 282.0
257080, 0.0, 0.0, -26.325931549072266, 0.0, 0.0, -0.4550933837890625, 157494.75, 119866.3671875, 157617.75, 155879.171875, 143818.59375, 154164.8125, 0.0, 0.0, 0.0, 0.0, -0.726806104183197, 282.0
257100, 0.0, 0.0, -26.335079193115234, 0.0, 0.0, -0.5052566528320312, 157496.65625, 119869.3515625, 157625.453125, 155869.171875, 143813.6875, 154143.0625, 0.0, 0.0, 0.0, 0.0, -0.7253605127334595, 282.0
257120, 0.0, 0.0, -26.336610794067383, 0.0, 0.0, 0.30155181884765625, 157494.75, 119864.1484375, 157625.453125, 155874.171875, 143807.03125, 154151.796875, 0.0, 0.0, 0.0, 0.0, -0.7264997959136963, 282.0
257140, 0.0, 0.0, -26.33418846130371, 0.0, 0.0, -0.02918243408203125, 157498.578125, 119873.7890625, 157623.53125, 155879.171875, 143811.921875, 154164.8125, 0.0, 0.0, 0.0, 0.0, -0.728344738483429, 282.0
257160, 0.0, 0.0, -26.336872100830078, 0.0, 0.0, -0.2422332763671875, 157494.75, 119867.859375, 157623.53125, 155866.109375, 143804.578125, 154153.0, 0.0, 0.0, 0.0, 0.0, -0.7289041876792908, 286.0
257180, 0.0, 0.0, -26.341562271118164, 0.0, 0.0, -0.251007080078125, 157498.578125, 119868.59375, 157625.453125, 155879.171875, 143807.421875, 154159.234375, 0.0, 0.0, 0.0, 0.0, -0.7294157147407532, 286.0
257200, 0.0, 0.0, -26.351594924926758, 0.0, 0.0, -0.777435302734375, 157494.75, 119864.1484375, 157623.53125, 155869.75, 143813.6875, 154144.9375, 0.0, 0.0, 0.0, 0.0, -0.7297001481056213, 286.0
257220, 0.0, 0.0, -26.355045318603516, 0.0, 0.0, 0.35457611083984375, 157494.75, 119865.640625, 157623.53125, 155867.25, 143813.0, 154171.65625, 0.0, 0.0, 0.0, 0.0, -0.7297415733337402, 286.0
257240, 0.0, 0.0, -26.344881057739258, 0.0, 0.0, 0.69732666015625, 157496.65625, 119871.5703125, 157619.671875, 155876.09375, 143810.171875, 154157.359375, 0.0, 0.0, 0.0, 0.0, -0.7296827435493469, 286.0
257260, 0.0, 0.0, -26.328582763671875, 0.0, 0.0, 1.0023117065429688, 157494.75, 119873.7890625, 157623.53125, 155869.75, 143810.5625, 154172.265625, 0.0, 0.0, 0.0, 0.0, -0.7256845235824585, 285.0
257280, 0.0, 0.0, -26.311717987060547, 0.0, 0.0, 0.7844924926757812, 157498.578125, 119874.5234375, 157619.671875, 155866.671875, 143812.3125, 154167.296875, 0.0, 0.0, 0.0, 0.0, -0.7275266647338867, 285.0
257300, 0.0, 0.0, -26.304044723510742, 0.0, 0.0, 0.06122589111328125, 157496.65625, 119878.234375, 157621.59375, 155869.75, 143806.34375, 154161.71875, 0.0, 0.0, 0.0, 0.0, -0.7271036505699158, 285.0
