timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, motor1, motor2, motor3, motor4, yaw, laserFront
294197, 0.0, 0.0, -26.78434944152832, 0.0, 0.0, -0.556182861328125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
294217, 0.0, 0.0, -26.810482025146484, 0.0, 0.0, -1.2378692626953125, 157500.5, 119841.9921875, 157631.21875, 155803.28125, 143735.6875, 154102.203125, 0.0, 0.0, 0.0, 0.0, -0.808297872543335, 291.0
294237, 0.0, 0.0, -26.83112907409668, 0.0, 0.0, -0.97808837890625, 157502.421875, 119851.609375, 157625.453125, 155811.921875, 143734.3125, 154104.078125, 0.0, 0.0, 0.0, 0.0, -0.8088673949241638, 291.0
294257, 0.0, 0.0, -26.849411010742188, 0.0, 0.0, -0.865936279296875, 157504.34375, 119853.828125, 157629.296875, 155794.453125, 143737.453125, 154111.53125, 0.0, 0.0, 0.0, 0.0, -0.8083118200302124, 287.0
294277, 0.0, 0.0, -26.865779876708984, 0.0, 0.0, -0.7753372192382812, 157502.421875, 119847.171875, 157627.375, 155802.703125, 143739.21875, 154098.4375, 0.0, 0.0, 0.0, 0.0, -0.8085201382637024, 287.0
294297, 0.0, 0.0, -26.884231567382812, 0.0, 0.0, -0.8739471435546875, 157504.34375, 119853.1015625, 157631.21875, 155817.5, 143739.21875, 154101.59375, 0.0, 0.0, 0.0, 0.0, -0.8084515929222107, 287.0
294317, 0.0, 0.0, -26.890867233276367, 0.0, 0.0, -0.3143310546875, 157498.578125, 119848.65625, 157629.296875, 155808.859375, 143740.59375, 154097.234375, 0.0, 0.0, 0.0, 0.0, -0.8098554611206055, 287.0
294337, 0.0, 0.0, -26.886890411376953, 0.0, 0.0, 0.188446044921875, 157500.5, 119844.921875, 157627.375, 155803.28125, 143746.5625, 154095.34375, 0.0, 0.0, 0.0, 0.0, -0.8102293610572815, 287.0
294357, 0.0, 0.0, -26.8857479095459, 0.0, 0.0, 0.054168701171875, 157498.578125, 119847.8984375, 157631.21875, 155799.4375, 143743.421875, 154097.828125, 0.0, 0.0, 0.0, 0.0, -0.811680018901825, 288.0
294377, 0.0, 0.0, -26.871835708618164, 0.0, 0.0, 0.6589889526367188, 157502.421875, 119852.34375, 157627.375, 155794.453125, 143742.34375, 154097.234375, 0.0, 0.0, 0.0, 0.0, -0.811281144618988, 288.0
294397, 0.0, 0.0, -26.863162994384766, 0.0, 0.0, 0.4108428955078125, 157504.34375, 119845.6796875, 157629.296875, 155799.4375, 143739.21875, 154122.0625, 0.0, 0.0, 0.0, 0.0, -0.8112197518348694, 288.0
294417, 0.0, 0.0, -26.86029624938965, 0.0, 0.0, 0.13580322265625, 157502.421875, 119850.8515625, 157627.375, 155809.4375, 143741.65625, 154097.234375, 0.0, 0.0, 0.0, 0.0, -0.8100743293762207, 288.0
294437, 0.0, 0.0, -26.854856491088867, 0.0, 0.0, 0.25768280029296875, 157500.5, 119852.34375, 157627.375, 155814.421875, 143736.765625, 154104.6875, 0.0, 0.0, 0.0, 0.0, -0.8102244734764099, 288.0
294457, 0.0, 0.0, -26.836942672729492, 0.0, 0.0, 0.8485794067382812, 157504.34375, 119853.0703125, 157627.375, 155809.4375, 143742.34375, 154102.796875, 0.0, 0.0, 0.0, 0.0, -0.8098980784416199, 284.0
294477, 0.0, 0.0, -26.825550079345703, 0.0, 0.0, 0.5395889282226562, 157500.5, 119850.8515625, 157623.53125, 155799.4375, 143738.53125, 154099.109375, 0.0, 0.0, 0.0, 0.0, -0.8104720711708069, 284.0
294497, 0.0, 0.0, -26.812166213989258, 0.0, 0.0, 0.634002685546875, 157498.578125, 119859.03125, 157631.21875, 155791.375, 143744.109375, 154092.875, 0.0, 0.0, 0.0, 0.0, -0.8106393814086914, 284.0
294517, 0.0, 0.0, -26.8002872467041, 0.0, 0.0, 0.5626678466796875, 157502.421875, 119847.8984375, 157631.21875, 155808.859375, 143742.734375, 154102.203125, 0.0, 0.0, 0.0, 0.0, -0.8111621141433716, 284.0
294537, 0.0, 0.0, -26.790145874023438, 0.0, 0.0, 0.48046112060546875, 157504.34375, 119851.609375, 157629.296875, 155801.9375, 143730.109375, 154117.09375, 0.0, 0.0, 0.0, 0.0, -0.8104463815689087, 284.0
294557, 0.0, 0.0, -26.78764533996582, 0.0, 0.0, 0.11844635009765625, 157504.34375, 119845.6796875, 157631.21875, 155800.78125, 143744.5, 154099.109375, 0.0, 0.0, 0.0, 0.0, -0.8104640245437622, 283.0
294577, 0.0, 0.0, -26.79860496520996, 0.0, 0.0, -0.5191802978515625, 157502.421875, 119850.875, 157631.21875, 155803.28125, 143737.453125, 154097.234375, 0.0, 0.0, 0.0, 0.0, -0.8115519881248474, 283.0
294597, 0.0, 0.0, -26.80644416809082, 0.0, 0.0, -0.37136077880859375, 157500.5, 119843.4609375, 157629.296875, 155796.359375, 143741.65625, 154092.875, 0.0, 0.0, 0.0, 0.0, -0.8106166124343872, 283.0
294617, 0.0, 0.0, -26.817989349365234, 0.0, 0.0, -0.5468368530273438, 157500.5, 119853.828125, 157629.296875, 155807.515625, 143748.328125, 154093.46875, 0.0, 0.0, 0.0, 0.0, -0.8115465641021729, 283.0
294637, 0.0, 0.0, -26.832014083862305, 0.0, 0.0, -0.6643295288085938, 157500.5, 119854.5625, 157627.375, 155803.859375, 143739.90625, 154103.484375, 0.0, 0.0, 0.0, 0.0, -0.8118231296539307, 283.0
294657, 0.0, 0.0, -26.833505630493164, 0.0, 0.0, -0.0705718994140625, 157502.421875, 119847.8984375, 157629.296875, 155801.9375, 143743.421875, 154087.90625, 0.0, 0.0, 0.0, 0.0, -0.8131940960884094, 294.0
294677, 0.0, 0.0, -26.8367919921875, 0.0, 0.0, -0.1556396484375, 157500.5, 119850.8515625, 157629.296875, 155795.015625, 143741.65625, 154115.890625, 0.0, 0.0, 0.0, 0.0, -0.8135034441947937, 294.0
294697, 0.0, 0.0, -26.83997344970703, 0.0, 0.0, -0.1506805419921875, 157502.421875, 119850.1171875, 157625.453125, 155801.9375, 143735.6875, 154112.734375, 0.0, 0.0, 0.0, 0.0, -0.8134031295776367, 294.0
294717, 0.0, 0.0, -26.841510772705078, 0.0, 0.0, -0.0728607177734375, 157502.421875, 119859.7578125, 157627.375, 155792.53125, 143737.84375, 154095.34375, 0.0, 0.0, 0.0, 0.0, -0.8118464946746826, 294.0
294737, 0.0, 0.0, -26.85626220703125, 0.0, 0.0, -0.6986618041992188, 157502.421875, 119851.609375, 157627.375, 155793.875, 143730.796875, 154094.75, 0.0, 0.0, 0.0, 0.0, -0.8118464946746826, 294.0
294757, 0.0, 0.0, -26.859899520874023, 0.0, 0.0, -0.17223358154296875, 157502.421875, 119847.8984375, 157631.21875, 155785.609375, 143736.765625, 154119.578125, 0.0, 0.0, 0.0, 0.0, -0.8127893805503845, 32766.0
294777, 0.0, 0.0, -26.854536056518555, 0.0, 0.0, 0.254058837890625, 157496.65625, 119853.0703125, 157631.21875, 155803.09375, 143738.53125, 154088.5, 0.0, 0.0, 0.0, 0.0, -0.8135280013084412, 32766.0
294797, 0.0, 0.0, -26.86005973815918, 0.0, 0.0, -0.261688232421875, 157502.421875, 119854.5625, 157629.296875, 155799.4375, 143734.3125, 154112.734375, 0.0, 0.0, 0.0, 0.0, -0.8138744831085205, 32766.0
294817, 0.0, 0.0, -26.864534378051758, 0.0, 0.0, -0.21190643310546875, 157500.5, 119850.8515625, 157633.140625, 155813.84375, 143749.015625, 154099.71875, 0.0, 0.0, 0.0, 0.0, -0.8142775893211365, 32766.0
294837, 0.0, 0.0, -26.871793746948242, 0.0, 0.0, -0.34389495849609375, 157504.34375, 119852.34375, 157629.296875, 155795.015625, 143740.96875, 154106.5625, 0.0, 0.0, 0.0, 0.0, -0.8141327500343323, 32766.0
294857, 0.0, 0.0, -26.87871551513672, 0.0, 0.0, -0.32787322998046875, 157500.5, 119855.296875, 157627.375, 155795.015625, 143730.796875, 154104.078125, 0.0, 0.0, 0.0, 0.0, -0.8142363429069519, 288.0
294877, 0.0, 0.0, -26.893150329589844, 0.0, 0.0, -0.6837844848632812, 157500.5, 119847.140625, 157629.296875, 155799.4375, 143743.421875, 154096.625, 0.0, 0.0, 0.0, 0.0, -0.8133656978607178, 288.0
294897, 0.0, 0.0, -26.901206970214844, 0.0, 0.0, -0.38166046142578125, 157504.34375, 119851.609375, 157629.296875, 155801.359375, 143737.453125, 154099.71875, 0.0, 0.0, 0.0, 0.0, -0.8136758804321289, 288.0
294917, 0.0, 0.0, -26.904617309570312, 0.0, 0.0, -0.16155242919921875, 157498.578125, 119853.0703125, 157629.296875, 155804.4375, 143741.65625, 154104.078125, 0.0, 0.0, 0.0, 0.0, -0.8135190010070801, 288.0
294937, 0.0, 0.0, -26.89906883239746, 0.0, 0.0, 0.2628326416015625, 157502.421875, 119853.828125, 157627.375, 155804.4375, 143746.5625, 154099.71875, 0.0, 0.0, 0.0, 0.0, -0.8148157596588135, 288.0
294957, 0.0, 0.0, -26.894575119018555, 0.0, 0.0, 0.212860107421875, 157502.421875, 119856.78125, 157631.21875, 155799.4375, 143741.65625, 154092.875, 0.0, 0.0, 0.0, 0.0, -0.8133968114852905, 284.0
294977, 0.0, 0.0, -26.89041519165039, 0.0, 0.0, 0.19702911376953125, 157508.1875, 119848.65625, 157629.296875, 155806.9375, 143745.875, 154102.203125, 0.0, 0.0, 0.0, 0.0, -0.8141716718673706, 284.0
294997, 0.0, 0.0, -26.89120101928711, 0.0, 0.0, -0.03719329833984375, 157502.421875, 119849.390625, 157627.375, 155802.515625, 143742.34375, 154092.875, 0.0, 0.0, 0.0, 0.0, -0.8133184909820557, 284.0
295017, 0.0, 0.0, -26.893394470214844, 0.0, 0.0, -0.10395050048828125, 157500.5, 119853.828125, 157631.21875, 155808.859375, 143739.90625, 154086.015625, 0.0, 0.0, 0.0, 0.0, -0.8126990795135498, 284.0
295037, 0.0, 0.0, -26.906599044799805, 0.0, 0.0, -0.6254196166992188, 157498.578125, 119853.828125, 157627.375, 155816.34375, 143750.09375, 154107.171875, 0.0, 0.0, 0.0, 0.0, -0.8136422634124756, 284.0
295057, 0.0, 0.0, -26.935997009277344, 0.0, 0.0, -1.3925552368164062, 157504.34375, 119854.5625, 157629.296875, 155801.9375, 143744.109375, 154100.3125, 0.0, 0.0, 0.0, 0.0, -0.8143219947814941, 291.0
295077, 0.0, 0.0, -26.948898315429688, 0.0, 0.0, -0.611114501953125, 157502.421875, 119844.1875, 157629.296875, 155804.4375, 143736.078125, 154102.796875, 0.0, 0.0, 0.0, 0.0, -0.8133665323257446, 291.0
295117, 0.0, 0.0, -26.97368049621582, 0.0, 0.0, -0.4573822021484375, 157502.421875, 119854.5625, 157627.375, 155803.28125, 143734.3125, 154093.46875, 0.0, 0.0, 0.0, 0.0, -0.8125810623168945, 291.0
295137, 0.0, 0.0, -26.985136032104492, 0.0, 0.0, -0.5426406860351562, 157502.421875, 119852.34375, 157627.375, 155808.28125, 143743.421875, 154094.75, 0.0, 0.0, 0.0, 0.0, -0.8122608661651611, 291.0
295157, 0.0, 0.0, -26.997533798217773, 0.0, 0.0, -0.5872726440429688, 157500.5, 119853.0703125, 157627.375, 155810.203125, 143740.96875, 154104.6875, 0.0, 0.0, 0.0, 0.0, -0.8115718364715576, 282.0
295177, 0.0, 0.0, -26.98835563659668, 0.0, 0.0, 0.43468475341796875, 157498.578125, 119852.34375, 157633.140625, 155823.84375, 143745.1875, 154103.484375, 0.0, 0.0, 0.0, 0.0, -0.8105891346931458, 282.0
295197, 0.0, 0.0, -26.990272521972656, 0.0, 0.0, -0.090789794921875, 157504.34375, 119847.8984375, 157633.140625, 155796.171875, 143742.34375, 154096.625, 0.0, 0.0, 0.0, 0.0, -0.809453010559082, 282.0
295217, 0.0, 0.0, -26.971044540405273, 0.0, 0.0, 0.9107589721679688, 157502.421875, 119852.34375, 157629.296875, 155796.359375, 143743.421875, 154107.765625, 0.0, 0.0, 0.0, 0.0, -0.8107465505599976, 282.0
295237, 0.0, 0.0, -26.96533966064453, 0.0, 0.0, 0.27027130126953125, 157504.34375, 119850.1171875, 157631.21875, 155809.4375, 143747.640625, 154099.71875, 0.0, 0.0, 0.0, 0.0, -0.8122408986091614, 282.0
295257, 0.0, 0.0, -26.956045150756836, 0.0, 0.0, 0.440216064453125, 157500.5, 119848.6328125, 157623.53125, 155800.015625, 143737.453125, 154094.75, 0.0, 0.0, 0.0, 0.0, -0.8102374076843262, 287.0
295277, 0.0, 0.0, -26.95267105102539, 0.0, 0.0, 0.1598358154296875, 157504.34375, 119850.1171875, 157629.296875, 155808.28125, 143736.765625, 154109.046875, 0.0, 0.0, 0.0, 0.0, -0.8119055032730103, 287.0
295297, 0.0, 0.0, -26.934873580932617, 0.0, 0.0, 0.843048095703125, 157504.34375, 119850.1171875, 157629.296875, 155806.359375, 143746.5625, 154097.828125, 0.0, 0.0, 0.0, 0.0, -0.8119055032730103, 287.0
295317, 0.0, 0.0, -26.91058921813965, 0.0, 0.0, 1.1503219604492188, 157500.5, 119847.8984375, 157629.296875, 155797.515625, 143739.21875, 154094.140625, 0.0, 0.0, 0.0, 0.0, -0.8113576173782349, 287.0
295337, 0.0, 0.0, -26.885725021362305, 0.0, 0.0, 1.1777877807617188, 157502.421875, 119851.609375, 157629.296875, 155799.4375, 143746.953125, 154092.875, 0.0, 0.0, 0.0, 0.0, -0.8121891021728516, 287.0
295357, 0.0, 0.0, -26.878570556640625, 0.0, 0.0, 0.33893585205078125, 157500.5, 119850.1171875, 157627.375, 155796.9375, 143741.65625, 154085.421875, 0.0, 0.0, 0.0, 0.0, -0.8137586712837219, 287.0
295377, 0.0, 0.0, -26.885242462158203, 0.0, 0.0, -0.31604766845703125, 157502.421875, 119847.8984375, 157627.375, 155799.4375, 143740.59375, 154098.515625, 0.0, 0.0, 0.0, 0.0, -0.8131213188171387, 287.0
295397, 0.0, 0.0, -26.886489868164062, 0.0, 0.0, -0.0591278076171875, 157502.421875, 119853.828125, 157627.375, 155813.265625, 143742.734375, 154107.171875, 0.0, 0.0, 0.0, 0.0, -0.8130483031272888, 287.0
295417, 0.0, 0.0, -26.895292282104492, 0.0, 0.0, -0.4169464111328125, 157502.421875, 119853.828125, 157627.375, 155806.359375, 143742.34375, 154092.875, 0.0, 0.0, 0.0, 0.0, -0.8131723999977112, 287.0
295437, 0.0, 0.0, -26.906578063964844, 0.0, 0.0, -0.5346298217773438, 157502.421875, 119847.8984375, 157629.296875, 155806.359375, 143742.34375, 154092.875, 0.0, 0.0, 0.0, 0.0, -0.8127791285514832, 287.0
295457, 0.0, 0.0, -26.914161682128906, 0.0, 0.0, -0.35915374755859375, 157506.265625, 119847.8984375, 157629.296875, 155806.359375, 143743.421875, 154090.390625, 0.0, 0.0, 0.0, 0.0, -0.8136186599731445, 283.0
295477, 0.0, 0.0, -26.91459083557129, 0.0, 0.0, -0.02040863037109375, 157500.5, 119845.6796875, 157629.296875, 155801.9375, 143734.3125, 154104.078125, 0.0, 0.0, 0.0, 0.0, -0.8130471110343933, 283.0
295497, 0.0, 0.0, -26.928443908691406, 0.0, 0.0, -0.6561279296875, 157502.421875, 119850.1171875, 157631.21875, 155799.4375, 143740.96875, 154092.875, 0.0, 0.0, 0.0, 0.0, -0.8124604821205139, 283.0
295517, 0.0, 0.0, -26.940704345703125, 0.0, 0.0, -0.5807876586914062, 157502.421875, 119847.8984375, 157629.296875, 155801.9375, 143735.0, 154105.28125, 0.0, 0.0, 0.0, 0.0, -0.8124604821205139, 283.0
295537, 0.0, 0.0, -26.93505096435547, 0.0, 0.0, 0.267791748046875, 157498.578125, 119848.6328125, 157631.21875, 155792.53125, 143743.421875, 154109.046875, 0.0, 0.0, 0.0, 0.0, -0.8134041428565979, 283.0
295557, 0.0, 0.0, -26.918004989624023, 0.0, 0.0, 0.8073806762695312, 157502.421875, 119853.0703125, 157629.296875, 155813.265625, 143740.96875, 154092.265625, 0.0, 0.0, 0.0, 0.0, -0.8139744400978088, 283.0
295577, 0.0, 0.0, -26.895885467529297, 0.0, 0.0, 1.0477066040039062, 157500.5, 119843.4609375, 157629.296875, 155799.4375, 143732.546875, 154104.6875, 0.0, 0.0, 0.0, 0.0, -0.8139540553092957, 283.0
295597, 0.0, 0.0, -26.881607055664062, 0.0, 0.0, 0.6763458251953125, 157504.34375, 119851.609375, 157629.296875, 155808.859375, 143744.5, 154086.015625, 0.0, 0.0, 0.0, 0.0, -0.8149133920669556, 283.0
295617, 0.0, 0.0, -26.875234603881836, 0.0, 0.0, 0.30193328857421875, 157500.5, 119844.921875, 157629.296875, 155799.4375, 143736.765625, 154096.625, 0.0, 0.0, 0.0, 0.0, -0.8149133920669556, 282.0
295637, 0.0, 0.0, -26.871631622314453, 0.0, 0.0, 0.17070770263671875, 157500.5, 119849.390625, 157631.21875, 155803.859375, 143734.3125, 154085.421875, 0.0, 0.0, 0.0, 0.0, -0.8149133920669556, 282.0
295657, 0.0, 0.0, -26.865596771240234, 0.0, 0.0, 0.28591156005859375, 157498.578125, 119847.140625, 157629.296875, 155808.28125, 143739.21875, 154102.203125, 0.0, 0.0, 0.0, 0.0, -0.8144091963768005, 282.0
295677, 0.0, 0.0, -26.858110427856445, 0.0, 0.0, 0.35457611083984375, 157498.578125, 119844.1875, 157627.375, 155808.28125, 143739.21875, 154102.203125, 0.0, 0.0, 0.0, 0.0, -0.8131126761436462, 282.0
295697, 0.0, 0.0, -26.850488662719727, 0.0, 0.0, 0.36106109619140625, 157504.34375, 119848.65625, 157625.453125, 155813.84375, 143731.859375, 154090.390625, 0.0, 0.0, 0.0, 0.0, -0.8122439980506897, 282.0
295717, 0.0, 0.0, -26.851587295532227, 0.0, 0.0, -0.05207061767578125, 157504.34375, 119845.6796875, 157631.21875, 155818.84375, 143750.09375, 154094.75, 0.0, 0.0, 0.0, 0.0, -0.8122439980506897, 287.0
295737, 0.0, 0.0, -26.851957321166992, 0.0, 0.0, -0.017547607421875, 157502.421875, 119843.4609375, 157629.296875, 155806.359375, 143739.21875, 154097.828125, 0.0, 0.0, 0.0, 0.0, -0.815170168876648, 287.0
295757, 0.0, 0.0, -26.851219177246094, 0.0, 0.0, 0.03490447998046875, 157500.5, 119847.8984375, 157629.296875, 155787.53125, 143746.5625, 154093.546875, 0.0, 0.0, 0.0, 0.0, -0.815170168876648, 278.0
295777, 0.0, 0.0, -26.850099563598633, 0.0, 0.0, 0.0530242919921875, 157500.5, 119844.1875, 157629.296875, 155820.765625, 143737.453125, 154106.5625, 0.0, 0.0, 0.0, 0.0, -0.815170168876648, 278.0
295797, 0.0, 0.0, -26.8642578125, 0.0, 0.0, -0.670623779296875, 157500.5, 119842.7265625, 157627.375, 155805.015625, 143731.859375, 154084.8125, 0.0, 0.0, 0.0, 0.0, -0.8171535134315491, 278.0
295817, 0.0, 0.0, -26.882478713989258, 0.0, 0.0, -0.8630752563476562, 157500.5, 119842.7265625, 157627.375, 155801.9375, 143743.421875, 154097.234375, 0.0, 0.0, 0.0, 0.0, -0.8177341818809509, 278.0
295837, 0.0, 0.0, -26.906070709228516, 0.0, 0.0, -1.1175155639648438, 157504.34375, 119847.140625, 157631.21875, 155817.6875, 143734.3125, 154092.265625, 0.0, 0.0, 0.0, 0.0, -0.8183575868606567, 278.0
295857, 0.0, 0.0, -26.919464111328125, 0.0, 0.0, -0.6343841552734375, 157502.421875, 119844.1875, 157633.140625, 155799.4375, 143743.421875, 154095.953125, 0.0, 0.0, 0.0, 0.0, -0.818342387676239, 292.0
295877, 0.0, 0.0, -26.92148208618164, 0.0, 0.0, -0.09555816650390625, 157502.421875, 119846.4140625, 157629.296875, 155799.4375, 143743.421875, 154095.953125, 0.0, 0.0, 0.0, 0.0, -0.8195583820343018, 292.0
295897, 0.0, 0.0, -26.935583114624023, 0.0, 0.0, -0.6679534912109375, 157502.421875, 119844.1875, 157629.296875, 155799.4375, 143739.21875, 154109.046875, 0.0, 0.0, 0.0, 0.0, -0.8195943236351013, 292.0
295917, 0.0, 0.0, -26.94181251525879, 0.0, 0.0, -0.29506683349609375, 157500.5, 119847.171875, 157627.375, 155799.4375, 143739.21875, 154109.046875, 0.0, 0.0, 0.0, 0.0, -0.8180872797966003, 292.0
295937, 0.0, 0.0, -26.93906593322754, 0.0, 0.0, 0.1300811767578125, 157502.421875, 119845.6796875, 157625.453125, 155803.859375, 143739.90625, 154099.71875, 0.0, 0.0, 0.0, 0.0, -0.8180146217346191, 292.0
295957, 0.0, 0.0, -26.937358856201172, 0.0, 0.0, 0.08087158203125, 157502.421875, 119847.140625, 157633.140625, 155801.359375, 143739.90625, 154087.90625, 0.0, 0.0, 0.0, 0.0, -0.8200280666351318, 284.0
295977, 0.0, 0.0, -26.93805503845215, 0.0, 0.0, -0.03299713134765625, 157500.5, 119847.8984375, 157627.375, 155803.859375, 143744.109375, 154087.296875, 0.0, 0.0, 0.0, 0.0, -0.8181206583976746, 284.0
