timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, otX, otY, otZ, yaw, laserFront
235861, 0.0, 0.0, -20.82835578918457, 0.0, 0.0, 0.24967193603515625, -1.4731216430664062, -0.9874858856201172, 0.02190038561820984, -2.6839613914489746, 303.0
235881, 0.0, 0.0, -20.828460693359375, 0.0, 0.0, -0.23517608642578125, -1.4733238220214844, -0.9874534606933594, 0.021615564823150635, -2.6819875240325928, 303.0
235901, 0.0, 0.0, -20.823461532592773, 0.0, 0.0, 0.7116317749023438, -1.4732627868652344, -0.987518310546875, 0.02167561650276184, -2.681741714477539, 303.0
235921, 0.0, 0.0, -20.81320571899414, 0.0, 0.0, 0.38509368896484375, -1.4732227325439453, -0.9873867034912109, 0.021782606840133667, -2.679912567138672, 303.0
235941, 0.0, 0.0, -20.80388641357422, 0.0, 0.0, 0.5853652954101562, -1.4732799530029297, -0.9874496459960938, 0.021556437015533447, -2.680793523788452, 303.0
235961, 0.0, 0.0, -20.792783737182617, 0.0, 0.0, 0.5834579467773438, -1.4733009338378906, -0.9875354766845703, 0.021899700164794922, -2.6817078590393066, 295.0
235981, 0.0, 0.0, -20.78854751586914, 0.0, 0.0, -0.101470947265625, -1.4732303619384766, -0.9874782562255859, 0.021589279174804688, -2.681624174118042, 295.0
236001, 0.0, 0.0, -20.795751571655273, 0.0, 0.0, -0.6290435791015625, -1.4732952117919922, -0.9875659942626953, 0.021825522184371948, -2.680940628051758, 295.0
236021, 0.0, 0.0, -20.797212600708008, 0.0, 0.0, 0.4199981689453125, -1.4732303619384766, -0.9875164031982422, 0.021736115217208862, -2.6814687252044678, 295.0
236041, 0.0, 0.0, -20.79987144470215, 0.0, 0.0, -0.6439208984375, -1.4734039306640625, -0.9877223968505859, 0.021601706743240356, -2.682060718536377, 295.0
236061, 0.0, 0.0, -20.814165115356445, 0.0, 0.0, -0.8497238159179688, -1.4732894897460938, -0.9873752593994141, 0.021674305200576782, -2.6828174591064453, 299.0
236081, 0.0, 0.0, -20.830608367919922, 0.0, 0.0, -0.879669189453125, -1.4731807708740234, -0.9874076843261719, 0.02183285355567932, -2.682406187057495, 299.0
236101, 0.0, 0.0, -20.845104217529297, 0.0, 0.0, -0.6578445434570312, -1.4732723236083984, -0.9874801635742188, 0.02158564329147339, -2.6822426319122314, 299.0
236121, 0.0, 0.0, -20.858266830444336, 0.0, 0.0, -0.7242202758789062, -1.4731979370117188, -0.9874267578125, 0.021782726049423218, -2.6830649375915527, 299.0
236141, 0.0, 0.0, -20.867643356323242, 0.0, 0.0, -0.28591156005859375, -1.473318099975586, -0.9875297546386719, 0.021768897771835327, -2.6838219165802, 299.0
236161, 0.0, 0.0, -20.875539779663086, 0.0, 0.0, -0.5323410034179688, -1.4732170104980469, -0.9875507354736328, 0.021721094846725464, -2.6831207275390625, 32766.0
236181, 0.0, 0.0, -20.884916305541992, 0.0, 0.0, -0.458526611328125, -1.4732303619384766, -0.9875221252441406, 0.021685898303985596, -2.683385133743286, 32766.0
236201, 0.0, 0.0, -20.885101318359375, 0.0, 0.0, 0.39424896240234375, -1.473104476928711, -0.9873771667480469, 0.02167433500289917, -2.684694766998291, 32766.0
236221, 0.0, 0.0, -20.878087997436523, 0.0, 0.0, 0.34656524658203125, -1.4733505249023438, -0.9875144958496094, 0.021926581859588623, -2.686768054962158, 32766.0
236241, 0.0, 0.0, -20.87681007385254, 0.0, 0.0, -0.18405914306640625, -1.4732685089111328, -0.9876003265380859, 0.02196362614631653, -2.6876769065856934, 32766.0
236261, 0.0, 0.0, -20.879682540893555, 0.0, 0.0, -0.1216888427734375, -1.4733219146728516, -0.9874401092529297, 0.021784275770187378, -2.687906503677368, 295.0
236281, 0.0, 0.0, -20.887231826782227, 0.0, 0.0, -0.64544677734375, -1.473276138305664, -0.9875698089599609, 0.021852582693099976, -2.6877574920654297, 295.0
236301, 0.0, 0.0, -20.896900177001953, 0.0, 0.0, -0.38604736328125, -1.4733161926269531, -0.9876079559326172, 0.021791785955429077, -2.68908953666687, 295.0
236321, 0.0, 0.0, -20.90350341796875, 0.0, 0.0, -0.31280517578125, -1.473226547241211, -0.9874649047851562, 0.02166500687599182, -2.690032958984375, 295.0
236341, 0.0, 0.0, -20.908851623535156, 0.0, 0.0, -0.2532958984375, -1.473215103149414, -0.9874801635742188, 0.021497637033462524, -2.6905887126922607, 295.0
236361, 0.0, 0.0, -20.91208839416504, 0.0, 0.0, -0.0957489013671875, -1.4732475280761719, -0.9873943328857422, 0.02175772190093994, -2.692884922027588, 301.0
236381, 0.0, 0.0, -20.925209045410156, 0.0, 0.0, -1.2258529663085938, -1.4733810424804688, -0.9878311157226562, 0.021779537200927734, -2.6937763690948486, 301.0
236401, 0.0, 0.0, -20.94261932373047, 0.0, 0.0, -0.6376266479492188, -1.4731731414794922, -0.9872856140136719, 0.021680623292922974, -2.693875789642334, 301.0
236421, 0.0, 0.0, -20.957347869873047, 0.0, 0.0, -0.8991241455078125, -1.4732990264892578, -0.9875202178955078, 0.02185884118080139, -2.695390462875366, 301.0
236441, 0.0, 0.0, -20.974637985229492, 0.0, 0.0, -0.9197235107421875, -1.4732704162597656, -0.987457275390625, 0.022043317556381226, -2.6954851150512695, 301.0
236461, 0.0, 0.0, -20.992826461791992, 0.0, 0.0, -0.991058349609375, -1.4732036590576172, -0.9875164031982422, 0.02179160714149475, -2.695559024810791, 297.0
236481, 0.0, 0.0, -21.005945205688477, 0.0, 0.0, -0.4199981689453125, -1.4732742309570312, -0.9875679016113281, 0.021794289350509644, -2.6967456340789795, 297.0
236501, 0.0, 0.0, -21.010393142700195, 0.0, 0.0, -0.0667572021484375, -1.4732856750488281, -0.9874687194824219, 0.021885156631469727, -2.6965279579162598, 297.0
236521, 0.0, 0.0, -21.007160186767578, 0.0, 0.0, 0.3833770751953125, -1.4732418060302734, -0.9875278472900391, 0.021851718425750732, -2.696650505065918, 297.0
236541, 0.0, 0.0, -21.005252838134766, 0.0, 0.0, -0.15430450439453125, -1.4732894897460938, -0.987518310546875, 0.021477162837982178, -2.6959166526794434, 297.0
236561, 0.0, 0.0, -21.01007843017578, 0.0, 0.0, -0.3437042236328125, -1.4732608795166016, -0.9877033233642578, 0.02178075909614563, -2.694246292114258, 299.0
236581, 0.0, 0.0, -21.01786994934082, 0.0, 0.0, -0.46977996826171875, -1.473215103149414, -0.9874668121337891, 0.021735429763793945, -2.6954658031463623, 299.0
236601, 0.0, 0.0, -21.017154693603516, 0.0, 0.0, 0.494384765625, -1.473358154296875, -0.9874267578125, 0.021862179040908813, -2.6944425106048584, 299.0
236621, 0.0, 0.0, -21.006786346435547, 0.0, 0.0, 0.5918502807617188, -1.4732341766357422, -0.9874324798583984, 0.021815448999404907, -2.695774555206299, 299.0
236641, 0.0, 0.0, -20.99037742614746, 0.0, 0.0, 1.1081695556640625, -1.4733047485351562, -0.9876136779785156, 0.021686315536499023, -2.695251226425171, 299.0
236661, 0.0, 0.0, -20.961584091186523, 0.0, 0.0, 1.8819808959960938, -1.473398208618164, -0.9876327514648438, 0.021716415882110596, -2.696167230606079, 304.0
236681, 0.0, 0.0, -20.93623924255371, 0.0, 0.0, 0.84075927734375, -1.473245620727539, -0.9874744415283203, 0.0217706561088562, -2.696194648742676, 304.0
236701, 0.0, 0.0, -20.92459487915039, 0.0, 0.0, 0.40760040283203125, -1.4732131958007812, -0.9874820709228516, 0.02163296937942505, -2.696336507797241, 304.0
236721, 0.0, 0.0, -20.92117691040039, 0.0, 0.0, -0.025177001953125, -1.4733333587646484, -0.9874992370605469, 0.021763116121292114, -2.6956660747528076, 304.0
236741, 0.0, 0.0, -20.93062973022461, 0.0, 0.0, -0.9225845336914062, -1.4735889434814453, -0.98773193359375, 0.021814405918121338, -2.696483612060547, 304.0
236761, 0.0, 0.0, -20.949142456054688, 0.0, 0.0, -1.02081298828125, -1.4732112884521484, -0.9874725341796875, 0.0219288170337677, -2.697798252105713, 299.0
236781, 0.0, 0.0, -20.9627685546875, 0.0, 0.0, -0.44403076171875, -1.4733028411865234, -0.9875297546386719, 0.021767526865005493, -2.69952654838562, 299.0
236801, 0.0, 0.0, -20.968721389770508, 0.0, 0.0, -0.1956939697265625, -1.4732856750488281, -0.9875507354736328, 0.02181878685951233, -2.7022175788879395, 299.0
236821, 0.0, 0.0, -20.968786239624023, 0.0, 0.0, 0.16956329345703125, -1.473348617553711, -0.9875125885009766, 0.021780341863632202, -2.702258825302124, 299.0
236841, 0.0, 0.0, -20.967527389526367, 0.0, 0.0, -0.026702880859375, -1.4732341766357422, -0.9874629974365234, 0.02185356616973877, -2.7015838623046875, 299.0
236861, 0.0, 0.0, -20.9660701751709, 0.0, 0.0, 0.1697540283203125, -1.47332763671875, -0.9876155853271484, 0.021671563386917114, -2.702589750289917, 293.0
236881, 0.0, 0.0, -20.96508026123047, 0.0, 0.0, -0.0537872314453125, -1.4733333587646484, -0.9876289367675781, 0.02192649245262146, -2.704616069793701, 293.0
236901, 0.0, 0.0, -20.968461990356445, 0.0, 0.0, -0.28972625732421875, -1.4733085632324219, -0.9875297546386719, 0.02179652452468872, -2.7063097953796387, 293.0
236921, 0.0, 0.0, -20.97068214416504, 0.0, 0.0, 0.03871917724609375, -1.4733238220214844, -0.9874935150146484, 0.02172812819480896, -2.707308053970337, 293.0
236941, 0.0, 0.0, -20.970565795898438, 0.0, 0.0, -0.0232696533203125, -1.4734649658203125, -0.9877490997314453, 0.021774232387542725, -2.709225654602051, 293.0
236961, 0.0, 0.0, -20.96877670288086, 0.0, 0.0, 0.19989013671875, -1.4732418060302734, -0.9874649047851562, 0.021884113550186157, -2.7110977172851562, 298.0
236981, 0.0, 0.0, -20.960710525512695, 0.0, 0.0, 0.6267547607421875, -1.4732208251953125, -0.9875106811523438, 0.021923720836639404, -2.711925506591797, 298.0
237001, 0.0, 0.0, -20.951908111572266, 0.0, 0.0, 0.3162384033203125, -1.4732646942138672, -0.9875450134277344, 0.021756142377853394, -2.7106378078460693, 298.0
237021, 0.0, 0.0, -20.945680618286133, 0.0, 0.0, 0.33817291259765625, -1.473257064819336, -0.9876174926757812, 0.02183791995048523, -2.7114670276641846, 298.0
237041, 0.0, 0.0, -20.939350128173828, 0.0, 0.0, 0.32863616943359375, -1.4732036590576172, -0.9874629974365234, 0.021763712167739868, -2.711796522140503, 298.0
237061, 0.0, 0.0, -20.942480087280273, 0.0, 0.0, -0.6086349487304688, -1.4732398986816406, -0.987457275390625, 0.021709322929382324, -2.7120161056518555, 32766.0
237081, 0.0, 0.0, -20.952342987060547, 0.0, 0.0, -0.43849945068359375, -1.4733448028564453, -0.9875583648681641, 0.021501481533050537, -2.711559534072876, 32766.0
237101, 0.0, 0.0, -20.96503448486328, 0.0, 0.0, -0.8745193481445312, -1.4732551574707031, -0.9875354766845703, 0.02166837453842163, -2.712306499481201, 32766.0
237121, 0.0, 0.0, -20.979717254638672, 0.0, 0.0, -0.6811141967773438, -1.4732589721679688, -0.9874553680419922, 0.02181527018547058, -2.711819648742676, 32766.0
237141, 0.0, 0.0, -20.987808227539062, 0.0, 0.0, -0.19626617431640625, -1.4733943939208984, -0.9873847961425781, 0.021761685609817505, -2.7127227783203125, 32766.0
237161, 0.0, 0.0, -20.99034309387207, 0.0, 0.0, -0.07686614990234375, -1.4732627868652344, -0.9874534606933594, 0.02176240086555481, -2.712432861328125, 299.0
237181, 0.0, 0.0, -20.990291595458984, 0.0, 0.0, 0.0743865966796875, -1.4732494354248047, -0.9874992370605469, 0.021630138158798218, -2.716060161590576, 299.0
237201, 0.0, 0.0, -20.991207122802734, 0.0, 0.0, -0.15850067138671875, -1.4732398986816406, -0.9875068664550781, 0.02172541618347168, -2.7153172492980957, 299.0
237221, 0.0, 0.0, -20.98434829711914, 0.0, 0.0, 0.82855224609375, -1.4732685089111328, -0.9875164031982422, 0.021830469369888306, -2.7153995037078857, 299.0
237241, 0.0, 0.0, -20.97209358215332, 0.0, 0.0, 0.47969818115234375, -1.4733600616455078, -0.9875392913818359, 0.021893739700317383, -2.7163355350494385, 299.0
237261, 0.0, 0.0, -20.96799087524414, 0.0, 0.0, -0.02155303955078125, -1.4733123779296875, -0.9875411987304688, 0.021674007177352905, -2.7170467376708984, 298.0
237281, 0.0, 0.0, -20.968358993530273, 0.0, 0.0, -0.01735687255859375, -1.4732666015625, -0.9874897003173828, 0.021818816661834717, -2.719601631164551, 298.0
237301, 0.0, 0.0, -20.967836380004883, 0.0, 0.0, 0.067901611328125, -1.4731826782226562, -0.9874134063720703, 0.02172619104385376, -2.7190964221954346, 298.0
237341, 0.0, 0.0, -20.966901779174805, 0.0, 0.0, 0.23975372314453125, -1.4735031127929688, -0.9876613616943359, 0.021791040897369385, -2.719980001449585, 298.0
237361, 0.0, 0.0, -20.968542098999023, 0.0, 0.0, -0.37994384765625, -1.4733047485351562, -0.9874858856201172, 0.021749913692474365, -2.7230794429779053, 301.0
237381, 0.0, 0.0, -20.965744018554688, 0.0, 0.0, 0.621795654296875, -1.473287582397461, -0.9876708984375, 0.021843403577804565, -2.7230794429779053, 301.0
237401, 0.0, 0.0, -20.958118438720703, 0.0, 0.0, 0.20294189453125, -1.47314453125, -0.9876060485839844, 0.021713584661483765, -2.7258598804473877, 301.0
237421, 0.0, 0.0, -20.95683479309082, 0.0, 0.0, -0.05435943603515625, -1.4732379913330078, -0.9876499176025391, 0.02177336812019348, -2.726518154144287, 301.0
237441, 0.0, 0.0, -20.95256805419922, 0.0, 0.0, 0.47550201416015625, -1.4731979370117188, -0.9875621795654297, 0.02161043882369995, -2.7259743213653564, 301.0
237461, 0.0, 0.0, -20.94416618347168, 0.0, 0.0, 0.4123687744140625, -1.4731121063232422, -0.9875450134277344, 0.021690398454666138, -2.727109670639038, 298.0
237481, 0.0, 0.0, -20.942581176757812, 0.0, 0.0, -0.21266937255859375, -1.4730682373046875, -0.9874916076660156, 0.021586626768112183, -2.726710796356201, 298.0
237501, 0.0, 0.0, -20.9456729888916, 0.0, 0.0, -0.11768341064453125, -1.4731826782226562, -0.9875774383544922, 0.021826446056365967, -2.7275166511535645, 298.0
237521, 0.0, 0.0, -20.944950103759766, 0.0, 0.0, 0.1781463623046875, -1.4733467102050781, -0.9874706268310547, 0.021676629781723022, -2.727494239807129, 298.0
237541, 0.0, 0.0, -20.946550369262695, 0.0, 0.0, -0.3204345703125, -1.4732208251953125, -0.9875411987304688, 0.021599918603897095, -2.7296926975250244, 298.0
237561, 0.0, 0.0, -20.94902229309082, 0.0, 0.0, 0.04119873046875, -1.4732532501220703, -0.9875316619873047, 0.02161431312561035, -2.7286596298217773, 290.0
237581, 0.0, 0.0, -20.950233459472656, 0.0, 0.0, -0.15811920166015625, -1.4732589721679688, -0.9874992370605469, 0.021815985441207886, -2.7293589115142822, 290.0
237601, 0.0, 0.0, -20.944734573364258, 0.0, 0.0, 0.6921768188476562, -1.4733715057373047, -0.9875335693359375, 0.021692097187042236, -2.7309539318084717, 290.0
237621, 0.0, 0.0, -20.934539794921875, 0.0, 0.0, 0.39653778076171875, -1.4733219146728516, -0.9875984191894531, 0.021961838006973267, -2.7297773361206055, 290.0
237641, 0.0, 0.0, -20.92666244506836, 0.0, 0.0, 0.4306793212890625, -1.4733619689941406, -0.9874782562255859, 0.021749764680862427, -2.7305986881256104, 290.0
237661, 0.0, 0.0, -20.923946380615234, 0.0, 0.0, -0.115966796875, -1.4732818603515625, -0.9875431060791016, 0.02184656262397766, -2.730607748031616, 297.0
237681, 0.0, 0.0, -20.929210662841797, 0.0, 0.0, -0.42209625244140625, -1.4733200073242188, -0.9874935150146484, 0.021940410137176514, -2.7307851314544678, 297.0
237701, 0.0, 0.0, -20.93916130065918, 0.0, 0.0, -0.6153106689453125, -1.4732437133789062, -0.9875926971435547, 0.022069036960601807, -2.7303853034973145, 297.0
237721, 0.0, 0.0, -20.947494506835938, 0.0, 0.0, -0.2796173095703125, -1.4731826782226562, -0.98760986328125, 0.021688312292099, -2.731543779373169, 297.0
237741, 0.0, 0.0, -20.958290100097656, 0.0, 0.0, -0.8279800415039062, -1.4734115600585938, -0.9877052307128906, 0.021546781063079834, -2.731543779373169, 297.0
237761, 0.0, 0.0, -20.96588706970215, 0.0, 0.0, -0.014495849609375, -1.4732952117919922, -0.9875469207763672, 0.021846890449523926, -2.732015371322632, 32766.0
237781, 0.0, 0.0, -20.965314865112305, 0.0, 0.0, 0.0701904296875, -1.4732227325439453, -0.9874668121337891, 0.02180647850036621, -2.732557535171509, 32766.0
237801, 0.0, 0.0, -20.961652755737305, 0.0, 0.0, 0.302886962890625, -1.473226547241211, -0.9875049591064453, 0.021793335676193237, -2.7327229976654053, 32766.0
237821, 0.0, 0.0, -20.95100212097168, 0.0, 0.0, 0.7923126220703125, -1.4732627868652344, -0.9875850677490234, 0.021835416555404663, -2.731288433074951, 32766.0
237841, 0.0, 0.0, -20.93362808227539, 0.0, 0.0, 1.0244369506835938, -1.4732666015625, -0.9874706268310547, 0.02167603373527527, -2.7298507690429688, 32766.0
237861, 0.0, 0.0, -20.919937133789062, 0.0, 0.0, 0.44708251953125, -1.4731998443603516, -0.9875144958496094, 0.02184152603149414, -2.7316417694091797, 32766.0
237881, 0.0, 0.0, -20.916940689086914, 0.0, 0.0, -0.1026153564453125, -1.4732608795166016, -0.987579345703125, 0.02181929349899292, -2.730886220932007, 32766.0
237901, 0.0, 0.0, -20.924713134765625, 0.0, 0.0, -0.6847381591796875, -1.47314453125, -0.9875392913818359, 0.021633654832839966, -2.7329728603363037, 32766.0
237921, 0.0, 0.0, -20.937515258789062, 0.0, 0.0, -0.6639480590820312, -1.473287582397461, -0.9874916076660156, 0.021763592958450317, -2.7337634563446045, 32766.0
237941, 0.0, 0.0, -20.949962615966797, 0.0, 0.0, -0.6471633911132812, -1.4732074737548828, -0.9876155853271484, 0.021748781204223633, -2.7335617542266846, 32766.0
237961, 0.0, 0.0, -20.967315673828125, 0.0, 0.0, -1.1529922485351562, -1.4732093811035156, -0.9875354766845703, 0.02175205945968628, -2.7329180240631104, 292.0
237981, 0.0, 0.0, -20.990314483642578, 0.0, 0.0, -1.2620925903320312, -1.4733448028564453, -0.9875526428222656, 0.02174660563468933, -2.73496675491333, 292.0
238001, 0.0, 0.0, -21.014902114868164, 0.0, 0.0, -1.32293701171875, -1.4732627868652344, -0.9874248504638672, 0.021728187799453735, -2.735945224761963, 292.0
238021, 0.0, 0.0, -21.045181274414062, 0.0, 0.0, -1.837158203125, -1.4732341766357422, -0.9875240325927734, 0.021682560443878174, -2.736737012863159, 292.0
238041, 0.0, 0.0, -21.071128845214844, 0.0, 0.0, -0.9412765502929688, -1.4734840393066406, -0.9877986907958984, 0.02159196138381958, -2.737264633178711, 292.0
238061, 0.0, 0.0, -21.086402893066406, 0.0, 0.0, -0.6803512573242188, -1.4734916687011719, -0.9876823425292969, 0.021780550479888916, -2.737488031387329, 296.0
238081, 0.0, 0.0, -21.095304489135742, 0.0, 0.0, -0.2777099609375, -1.4731788635253906, -0.9874305725097656, 0.02163034677505493, -2.7369625568389893, 296.0
238101, 0.0, 0.0, -21.094310760498047, 0.0, 0.0, 0.34923553466796875, -1.4731597900390625, -0.9875259399414062, 0.021815478801727295, -2.737337589263916, 296.0
238121, 0.0, 0.0, -21.086698532104492, 0.0, 0.0, 0.44689178466796875, -1.4735031127929688, -0.9876995086669922, 0.021648526191711426, -2.738009452819824, 296.0
238141, 0.0, 0.0, -21.07440757751465, 0.0, 0.0, 0.8268356323242188, -1.4733352661132812, -0.9874134063720703, 0.021757125854492188, -2.73828125, 296.0
238161, 0.0, 0.0, -21.057809829711914, 0.0, 0.0, 0.9157180786132812, -1.4732131958007812, -0.9875583648681641, 0.021751344203948975, -2.738002300262451, 299.0
238181, 0.0, 0.0, -21.036136627197266, 0.0, 0.0, 1.3431549072265625, -1.4732894897460938, -0.9874439239501953, 0.021778792142868042, -2.7378368377685547, 299.0
238201, 0.0, 0.0, -21.01070785522461, 0.0, 0.0, 1.3339996337890625, -1.4731731414794922, -0.9874897003173828, 0.021710067987442017, -2.738095760345459, 299.0
238221, 0.0, 0.0, -20.988168716430664, 0.0, 0.0, 1.0532379150390625, -1.4732475280761719, -0.9875164031982422, 0.021806955337524414, -2.739941120147705, 299.0
238241, 0.0, 0.0, -20.971525192260742, 0.0, 0.0, 0.716400146484375, -1.473306655883789, -0.987457275390625, 0.021726489067077637, -2.741809606552124, 299.0
238261, 0.0, 0.0, -20.96036720275879, 0.0, 0.0, 0.47092437744140625, -1.4732017517089844, -0.9874477386474609, 0.021754175424575806, -2.7429940700531006, 307.0
238281, 0.0, 0.0, -20.9632511138916, 0.0, 0.0, -0.7122039794921875, -1.4731769561767578, -0.9874229431152344, 0.021779149770736694, -2.741880178451538, 307.0
238301, 0.0, 0.0, -20.973241806030273, 0.0, 0.0, -0.3582000732421875, -1.47314453125, -0.9875869750976562, 0.021708428859710693, -2.742151975631714, 307.0
238321, 0.0, 0.0, -20.979366302490234, 0.0, 0.0, -0.29010772705078125, -1.4732093811035156, -0.9875679016113281, 0.021714866161346436, -2.7429311275482178, 307.0
238341, 0.0, 0.0, -20.993896484375, 0.0, 0.0, -1.1919021606445312, -1.4731864929199219, -0.9875316619873047, 0.02194756269454956, -2.7426836490631104, 307.0
238361, 0.0, 0.0, -21.01045036315918, 0.0, 0.0, -0.5826950073242188, -1.4732608795166016, -0.9876060485839844, 0.021798640489578247, -2.7433104515075684, 298.0
238381, 0.0, 0.0, -21.016584396362305, 0.0, 0.0, -0.08907318115234375, -1.4731521606445312, -0.9874992370605469, 0.02183830738067627, -2.74330472946167, 298.0
238401, 0.0, 0.0, -21.026037216186523, 0.0, 0.0, -0.8649826049804688, -1.4732341766357422, -0.9876060485839844, 0.0219230055809021, -2.7435426712036133, 298.0
238421, 0.0, 0.0, -21.040555953979492, 0.0, 0.0, -0.6732940673828125, -1.4733848571777344, -0.9875011444091797, 0.021700263023376465, -2.742485761642456, 298.0
238441, 0.0, 0.0, -21.0457820892334, 0.0, 0.0, 0.08335113525390625, -1.4732532501220703, -0.9876441955566406, 0.021906346082687378, -2.7439780235290527, 298.0
238461, 0.0, 0.0, -21.046545028686523, 0.0, 0.0, -0.15125274658203125, -1.4731807708740234, -0.9874591827392578, 0.021803170442581177, -2.7449774742126465, 295.0
238481, 0.0, 0.0, -21.05405044555664, 0.0, 0.0, -0.6145477294921875, -1.473297119140625, -0.9875698089599609, 0.02180922031402588, -2.7451093196868896, 295.0
238501, 0.0, 0.0, -21.06209945678711, 0.0, 0.0, -0.25177001953125, -1.4735355377197266, -0.9876670837402344, 0.0218370258808136, -2.744708299636841, 295.0
238521, 0.0, 0.0, -21.066404342651367, 0.0, 0.0, -0.20389556884765625, -1.4732303619384766, -0.9875087738037109, 0.02168181538581848, -2.743764638900757, 295.0
238541, 0.0, 0.0, -21.069616317749023, 0.0, 0.0, -0.1377105712890625, -1.4732666015625, -0.9874000549316406, 0.02191939949989319, -2.7453501224517822, 295.0
238561, 0.0, 0.0, -21.07634735107422, 0.0, 0.0, -0.5491256713867188, -1.4732341766357422, -0.9873886108398438, 0.021713852882385254, -2.746481418609619, 302.0
238581, 0.0, 0.0, -21.078081130981445, 0.0, 0.0, 0.3208160400390625, -1.4733543395996094, -0.9876499176025391, 0.02146133780479431, -2.746440887451172, 302.0
238601, 0.0, 0.0, -21.072322845458984, 0.0, 0.0, 0.28705596923828125, -1.4733543395996094, -0.9876499176025391, 0.02146133780479431, -2.7467212677001953, 302.0
238621, 0.0, 0.0, -21.071786880493164, 0.0, 0.0, -0.2048492431640625, -1.4733314514160156, -0.9876708984375, 0.021825790405273438, -2.747748851776123, 302.0
238641, 0.0, 0.0, -21.073923110961914, 0.0, 0.0, -0.02918243408203125, -1.4732494354248047, -0.9875221252441406, 0.021701514720916748, -2.7475643157958984, 302.0
238661, 0.0, 0.0, -21.071414947509766, 0.0, 0.0, 0.27713775634765625, -1.4732856750488281, -0.9874725341796875, 0.02178695797920227, -2.7472145557403564, 298.0
238681, 0.0, 0.0, -21.06421661376953, 0.0, 0.0, 0.47054290771484375, -1.4732170104980469, -0.9874267578125, 0.021672099828720093, -2.749051570892334, 298.0
238701, 0.0, 0.0, -21.06683349609375, 0.0, 0.0, -0.68511962890625, -1.473245620727539, -0.9874515533447266, 0.02181929349899292, -2.7501113414764404, 298.0
238721, 0.0, 0.0, -21.078550338745117, 0.0, 0.0, -0.5550384521484375, -1.4733829498291016, -0.98760986328125, 0.02174443006515503, -2.751901149749756, 298.0
238741, 0.0, 0.0, -21.091594696044922, 0.0, 0.0, -0.804901123046875, -1.4731979370117188, -0.9875431060791016, 0.021817386150360107, -2.750739097595215, 298.0
238761, 0.0, 0.0, -21.10536003112793, 0.0, 0.0, -0.6521224975585938, -1.473257064819336, -0.9875068664550781, 0.021666139364242554, -2.7514092922210693, 32766.0
238781, 0.0, 0.0, -21.119243621826172, 0.0, 0.0, -0.8014678955078125, -1.4732074737548828, -0.9875507354736328, 0.021956413984298706, -2.7518701553344727, 32766.0
