timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, motor1, motor2, motor3, motor4, yaw, laserFront
566387, 0.0, 0.0, -27.21893882751465, 0.0, 0.0, 0.839996337890625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
566407, 0.0, 0.0, -27.20621681213379, 0.0, 0.0, 0.5163192749023438, 157537.0, 119638.6171875, 157662.03125, 155617.703125, 143476.921875, 153909.328125, 0.0, 0.0, 0.0, 0.0, -1.6059256792068481, 288.0
566427, 0.0, 0.0, -27.200668334960938, 0.0, 0.0, 0.09021759033203125, 157533.15625, 119637.859375, 157660.109375, 155619.046875, 143477.984375, 153916.765625, 0.0, 0.0, 0.0, 0.0, -1.605872392654419, 288.0
566447, 0.0, 0.0, -27.198579788208008, 0.0, 0.0, 0.1277923583984375, 157535.078125, 119639.3515625, 157662.03125, 155620.78125, 143482.890625, 153921.734375, 0.0, 0.0, 0.0, 0.0, -1.606447696685791, 288.0
566467, 0.0, 0.0, -27.19584846496582, 0.0, 0.0, 0.15811920166015625, 157537.0, 119646.0078125, 157663.953125, 155629.03125, 143481.8125, 153916.171875, 0.0, 0.0, 0.0, 0.0, -1.6062592267990112, 290.0
566487, 0.0, 0.0, -27.20052719116211, 0.0, 0.0, -0.6101608276367188, 157533.15625, 119641.5703125, 157665.875, 155634.609375, 143472.015625, 153914.28125, 0.0, 0.0, 0.0, 0.0, -1.604542851448059, 290.0
566507, 0.0, 0.0, -27.21424102783203, 0.0, 0.0, -0.8222579956054688, 157538.921875, 119637.859375, 157663.953125, 155611.953125, 143469.578125, 153913.6875, 0.0, 0.0, 0.0, 0.0, -1.60418701171875, 290.0
566527, 0.0, 0.0, -27.225568771362305, 0.0, 0.0, -0.39272308349609375, 157531.234375, 119640.8359375, 157662.03125, 155629.609375, 143478.671875, 153921.140625, 0.0, 0.0, 0.0, 0.0, -1.6019525527954102, 290.0
566547, 0.0, 0.0, -27.233102798461914, 0.0, 0.0, -0.39997100830078125, 157533.15625, 119640.8359375, 157667.8125, 155633.265625, 143481.125, 153912.40625, 0.0, 0.0, 0.0, 0.0, -1.601683259010315, 290.0
566567, 0.0, 0.0, -27.239669799804688, 0.0, 0.0, -0.29659271240234375, 157537.0, 119644.5234375, 157663.953125, 155615.78125, 143479.375, 153909.328125, 0.0, 0.0, 0.0, 0.0, -1.6015108823776245, 282.0
566587, 0.0, 0.0, -27.244470596313477, 0.0, 0.0, -0.21305084228515625, 157535.078125, 119643.0546875, 157662.03125, 155625.203125, 143482.890625, 153921.734375, 0.0, 0.0, 0.0, 0.0, -1.6016159057617188, 282.0
566607, 0.0, 0.0, -27.252214431762695, 0.0, 0.0, -0.5826950073242188, 157533.15625, 119640.8359375, 157665.875, 155623.859375, 143476.921875, 153924.21875, 0.0, 0.0, 0.0, 0.0, -1.6043072938919067, 282.0
566627, 0.0, 0.0, -27.263269424438477, 0.0, 0.0, -0.5811691284179688, 157537.0, 119643.0546875, 157663.953125, 155616.9375, 143472.015625, 153918.65625, 0.0, 0.0, 0.0, 0.0, -1.6057024002075195, 282.0
