timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, yaw, laserFront
475062, -1.5569214820861816, -2.0267038345336914, 0.008481117896735668, 0.011462150141596794, 0.023683201521635056, 0.0005950921913608909, 157404.59375, 120325.0703125, 157527.390625, 156777.84375, 146354.78125, 156089.140625, -0.5553612112998962, 317.0
475081, -1.5570019483566284, -2.026846170425415, 0.008465388789772987, 0.011148045770823956, 0.02345137670636177, 0.0005213799886405468, 157402.671875, 120313.1953125, 157529.3125, 156776.703125, 146362.140625, 156089.140625, -0.5542417764663696, 317.0
475101, -1.557031273841858, -2.026885747909546, 0.008477256633341312, 0.010782656259834766, 0.023618973791599274, 0.0005539652775041759, 157406.515625, 120317.640625, 157529.3125, 156784.765625, 146359.015625, 156079.1875, -0.5537999868392944, 317.0
475122, -1.5570484399795532, -2.026923179626465, 0.008478282950818539, 0.010516700334846973, 0.023757977411150932, 0.0006195908063091338, 157402.671875, 120315.4140625, 157531.234375, 156772.859375, 146354.78125, 156086.65625, -0.5521858930587769, 317.0
475141, -1.557024598121643, -2.026836633682251, 0.008491589687764645, 0.010427040979266167, 0.02399500273168087, 0.0006491101812571287, 157402.671875, 120310.2421875, 157531.234375, 156777.28125, 146360.359375, 156081.671875, -0.552171528339386, 317.0
475163, -1.5569515228271484, -2.026601791381836, 0.008484202437102795, 0.010778598487377167, 0.02466486394405365, 0.0005550215719267726, 157406.515625, 120312.4609375, 157525.46875, 156780.34375, 146348.078125, 156072.90625, -0.551406741142273, 317.0
475181, -1.5570143461227417, -2.026766538619995, 0.008515290915966034, 0.01037854515016079, 0.02410927414894104, 0.0007757744751870632, 157404.59375, 120319.890625, 157529.3125, 156781.703125, 146357.90625, 156089.140625, -0.5503016114234924, 327.0
475201, -1.557031273841858, -2.026791572570801, 0.008518887683749199, 0.010333838872611523, 0.02385559119284153, 0.0009189730626530945, 157406.515625, 120314.6875, 157531.234375, 156779.765625, 146350.53125, 156090.453125, -0.5496018528938293, 327.0
475221, -1.557007074356079, -2.0267174243927, 0.008535949513316154, 0.010671715252101421, 0.02416238561272621, 0.0010369509691372514, 157408.421875, 120313.1953125, 157531.234375, 156774.78125, 146352.984375, 156084.171875, -0.5506542325019836, 327.0
475241, -1.5570306777954102, -2.0267531871795654, 0.008526996709406376, 0.010482819750905037, 0.024250732734799385, 0.0008084398577921093, 157406.515625, 120314.6875, 157525.46875, 156774.78125, 146352.984375, 156084.171875, -0.5512266159057617, 327.0
475262, -1.5569851398468018, -2.0265953540802, 0.008526080287992954, 0.010474095121026039, 0.02480611391365528, 0.0006800388800911605, 157400.765625, 120314.6875, 157527.390625, 156774.78125, 146355.4375, 156100.390625, -0.5506495237350464, 327.0
475281, -1.5570098161697388, -2.026637077331543, 0.008509673178195953, 0.010395080782473087, 0.02430105023086071, 0.00035872479202225804, 157406.515625, 120320.625, 157527.390625, 156779.765625, 146354.78125, 156084.75, -0.5558212399482727, 315.0
475301, -1.5569634437561035, -2.0265161991119385, 0.008504546247422695, 0.010732821188867092, 0.024447500705718994, 0.00029673866811208427, 157406.515625, 120314.6875, 157529.3125, 156776.703125, 146359.015625, 156082.984375, -0.5527459383010864, 315.0
475321, -1.5569984912872314, -2.026582717895508, 0.008486766368150711, 0.01066657342016697, 0.02446049638092518, 0.00016273625078611076, 157404.59375, 120312.4609375, 157525.46875, 156773.421875, 146362.140625, 156084.75, -0.553381085395813, 315.0
475341, -1.5569961071014404, -2.0265910625457764, 0.008492047898471355, 0.010887755081057549, 0.02444620616734028, 8.913545752875507e-05, 157404.59375, 120306.5234375, 157527.390625, 156774.78125, 146354.78125, 156086.0625, -0.5504838824272156, 315.0
475361, -1.5571016073226929, -2.0268547534942627, 0.008506045676767826, 0.01057891733944416, 0.02364019863307476, 7.397788431262597e-05, 157402.671875, 120313.2265625, 157531.234375, 156780.34375, 146354.78125, 156072.328125, -0.5510331392288208, 321.0
475381, -1.5570813417434692, -2.026778221130371, 0.00846789963543415, 0.010540037415921688, 0.023795969784259796, -0.0005136743420735002, 157404.59375, 120316.1796875, 157527.390625, 156765.9375, 146357.234375, 156086.0625, -0.5570148229598999, 321.0
475401, -1.5571039915084839, -2.026855230331421, 0.008472306653857231, 0.010308055207133293, 0.023117681965231895, -0.0005449454765766859, 157406.515625, 120309.5078125, 157527.390625, 156775.34375, 146354.109375, 156086.65625, -0.55551677942276, 321.0
475423, -1.5571167469024658, -2.0268938541412354, 0.008452627807855606, 0.010118220932781696, 0.022776449099183083, -0.0007022370118647814, 157404.59375, 120311.0, 157527.390625, 156782.265625, 146352.3125, 156076.703125, -0.5547352433204651, 321.0
475441, -1.557083010673523, -2.0267932415008545, 0.008424315601587296, 0.010171176865696907, 0.023185821250081062, -0.0008066290756687522, 157402.671875, 120311.734375, 157529.3125, 156781.703125, 146352.3125, 156085.46875, -0.5533314943313599, 321.0
475461, -1.557047724723816, -2.026700258255005, 0.00840507261455059, 0.010358370840549469, 0.02328862063586712, -0.0007598847732879221, 157404.59375, 120310.2421875, 157527.390625, 156777.28125, 146357.90625, 156082.859375, -0.5514338612556458, 318.0
475481, -1.5570642948150635, -2.0267624855041504, 0.008397068828344345, 0.010632289573550224, 0.02278595045208931, -0.0006650398718193173, 157406.515625, 120304.3046875, 157529.3125, 156781.703125, 146356.5625, 156074.21875, -0.5499212741851807, 318.0
475501, -1.5570785999298096, -2.026848554611206, 0.008422371000051498, 0.010529622435569763, 0.022319000214338303, -0.0002930958289653063, 157402.671875, 120316.1796875, 157529.3125, 156777.28125, 146348.078125, 156089.859375, -0.5495740175247192, 318.0
475522, -1.5570132732391357, -2.0267045497894287, 0.00840823259204626, 0.010770326480269432, 0.022725732997059822, -0.00011820196959888563, 157406.515625, 120309.5078125, 157529.3125, 156770.359375, 146346.734375, 156081.09375, -0.5474356412887573, 318.0
475541, -1.557029128074646, -2.0267574787139893, 0.008404740132391453, 0.0107609573751688, 0.0226774662733078, -0.00024727979325689375, 157406.515625, 120302.84375, 157529.3125, 156774.78125, 146354.109375, 156088.546875, -0.5466105937957764, 318.0
475581, -1.5570154190063477, -2.026745557785034, 0.008394948206841946, 0.010972059331834316, 0.022527679800987244, -0.0006272988393902779, 157410.34375, 120308.015625, 157533.15625, 156774.78125, 146356.5625, 156090.453125, -0.551850438117981, 318.0
475602, -1.5570652484893799, -2.0268921852111816, 0.008409722708165646, 0.010736904107034206, 0.022142384201288223, -0.0004423967329785228, 157404.59375, 120307.2890625, 157531.234375, 156772.28125, 146352.3125, 156086.65625, -0.5507671236991882, 318.0
475621, -1.5570673942565918, -2.0269341468811035, 0.00840848684310913, 0.010944878682494164, 0.02204139344394207, -0.00037029196391813457, 157408.421875, 120314.6875, 157529.3125, 156776.703125, 146354.109375, 156079.1875, -0.5558665990829468, 318.0
475641, -1.557068109512329, -2.0269415378570557, 0.008412557654082775, 0.010941741056740284, 0.022051820531487465, -0.00043587389518506825, 157408.421875, 120301.3515625, 157535.078125, 156769.78125, 146356.5625, 156085.46875, -0.5552821755409241, 318.0
475662, -1.5570862293243408, -2.027012586593628, 0.008402951061725616, 0.010849090293049812, 0.021980056539177895, -0.00047598956734873354, 157406.515625, 120305.0625, 157529.3125, 156774.203125, 146362.140625, 156072.328125, -0.5665789246559143, 318.0
475681, -1.5570549964904785, -2.0269408226013184, 0.008400746621191502, 0.011019456200301647, 0.022318160161376, -0.0004368276859167963, 157408.421875, 120314.6875, 157531.234375, 156774.203125, 146362.140625, 156072.328125, -0.5647784471511841, 318.0
475702, -1.5569899082183838, -2.0268375873565674, 0.008398553356528282, 0.011441458947956562, 0.022795110940933228, -0.00033861445263028145, 157406.515625, 120304.3046875, 157529.3125, 156772.28125, 146349.859375, 156078.609375, -0.5627198219299316, 317.0
475721, -1.5570015907287598, -2.0268893241882324, 0.008417952805757523, 0.011264249682426453, 0.022383350878953934, -0.0005542451399378479, 157404.59375, 120298.3984375, 157531.234375, 156772.28125, 146349.859375, 156078.609375, -0.5603863596916199, 317.0
475741, -1.5570416450500488, -2.0269486904144287, 0.00839139986783266, 0.011012558825314045, 0.022168591618537903, -0.0005664154887199402, 157404.59375, 120311.734375, 157527.390625, 156776.703125, 146345.625, 156082.40625, -0.564616322517395, 317.0
475761, -1.5569876432418823, -2.026841402053833, 0.008376958779990673, 0.011291100643575191, 0.022712191566824913, -0.0006469694199040532, 157406.515625, 120304.3046875, 157529.3125, 156778.625, 146357.234375, 156079.921875, -0.564616322517395, 324.0
475781, -1.5569688081741333, -2.0268678665161133, 0.008428102359175682, 0.011514912359416485, 0.022686924785375595, -0.00042964128078892827, 157406.515625, 120305.796875, 157531.234375, 156778.625, 146343.15625, 156084.171875, -0.5646445155143738, 324.0
475801, -1.5570086240768433, -2.026913642883301, 0.008378668688237667, 0.011088276281952858, 0.022331075742840767, -0.0009037129930220544, 157398.84375, 120305.796875, 157527.390625, 156778.625, 146349.859375, 156081.671875, -0.5644967555999756, 324.0
