timeTick, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, laserFront
814561, 157621.59375, 119028.09375, 157746.84375, 155501.140625, 144095.984375, 154433.234375, 322.0
814571, 157617.75, 119034.0, 157746.84375, 155501.140625, 144095.984375, 154433.234375, 322.0
814581, 157619.671875, 119025.8671875, 157746.84375, 155510.546875, 144095.3125, 154446.9375, 322.0
814591, 157617.75, 119027.3515625, 157744.90625, 155513.046875, 144092.859375, 154445.0625, 322.0
814602, 157615.828125, 119028.828125, 157746.84375, 155513.046875, 144092.859375, 154445.0625, 322.0
814611, 157621.59375, 119025.875, 157746.84375, 155508.046875, 144094.625, 154437.0, 322.0
814621, 157621.59375, 119035.484375, 157748.765625, 155508.046875, 144094.625, 154437.0, 322.0
814631, 157617.75, 119029.5625, 157744.90625, 155513.625, 144093.9375, 154440.09375, 322.0
814641, 157615.828125, 119026.609375, 157744.90625, 155512.46875, 144101.96875, 154440.09375, 322.0
814653, 157619.671875, 119026.609375, 157744.90625, 155518.03125, 144100.609375, 154440.09375, 322.0
814661, 157617.75, 119026.609375, 157750.703125, 155512.46875, 144100.203125, 154435.125, 325.0
814671, 157619.671875, 119019.2109375, 157748.765625, 155512.46875, 144099.53125, 154439.484375, 325.0
814681, 157617.75, 119024.3984375, 157746.84375, 155506.71875, 144100.203125, 154435.125, 325.0
814691, 157617.75, 119022.9140625, 157748.765625, 155507.296875, 144099.53125, 154437.609375, 325.0
814701, 157619.671875, 119032.53125, 157748.765625, 155511.125, 144099.53125, 154444.453125, 325.0
814711, 157619.671875, 119027.3515625, 157750.703125, 155514.96875, 144100.890625, 154430.75, 325.0
814721, 157619.671875, 119023.6484375, 157748.765625, 155511.125, 144094.625, 154432.03125, 325.0
814741, 157617.75, 119024.3984375, 157746.84375, 155500.5625, 144092.859375, 154432.640625, 325.0
814751, 157617.75, 119031.78125, 157744.90625, 155504.21875, 144090.40625, 154428.265625, 325.0
814761, 157615.828125, 119020.6953125, 157748.765625, 155519.953125, 144091.09375, 154438.203125, 325.0
814771, 157615.828125, 119031.046875, 157746.84375, 155519.953125, 144091.09375, 154438.203125, 325.0
814781, 157617.75, 119031.78125, 157744.90625, 155511.125, 144101.296875, 154444.453125, 313.0
814791, 157615.828125, 119030.3125, 157744.90625, 155511.125, 144101.296875, 154444.453125, 313.0
814801, 157621.59375, 119028.8203125, 157744.90625, 155503.0625, 144090.40625, 154433.234375, 313.0
814811, 157619.671875, 119025.1328125, 157744.90625, 155515.546875, 144095.3125, 154434.515625, 313.0
814821, 157613.90625, 119031.046875, 157746.84375, 155515.546875, 144095.3125, 154434.515625, 313.0
814831, 157619.671875, 119028.828125, 157744.90625, 155515.546875, 144095.3125, 154434.515625, 313.0
814841, 157617.75, 119022.9140625, 157746.84375, 155504.21875, 144097.765625, 154433.234375, 313.0
814852, 157619.671875, 119032.53125, 157744.90625, 155504.21875, 144097.765625, 154433.234375, 313.0
814863, 157621.59375, 119026.609375, 157744.90625, 155508.046875, 144089.328125, 154437.609375, 322.0
814871, 157619.671875, 119028.09375, 157748.765625, 155512.46875, 144089.71875, 154442.65625, 322.0
814881, 157619.671875, 119031.78125, 157746.84375, 155512.46875, 144089.71875, 154442.65625, 322.0
814891, 157621.59375, 119026.609375, 157746.84375, 155512.46875, 144089.71875, 154442.65625, 322.0
814902, 157623.53125, 119024.3984375, 157744.90625, 155508.625, 144097.765625, 154445.0625, 322.0
814911, 157613.90625, 119022.9140625, 157748.765625, 155509.203125, 144096.390625, 154439.484375, 322.0
814921, 157619.671875, 119031.046875, 157746.84375, 155509.203125, 144096.390625, 154439.484375, 322.0
814931, 157619.671875, 119026.609375, 157748.765625, 155509.203125, 144096.390625, 154439.484375, 322.0
814941, 157617.75, 119022.1796875, 157742.984375, 155508.625, 144100.203125, 154437.609375, 322.0
814951, 157621.59375, 119025.1328125, 157748.765625, 155508.625, 144100.203125, 154437.609375, 322.0
814961, 157621.59375, 119025.1328125, 157748.765625, 155509.203125, 144095.984375, 154439.484375, 316.0
814971, 157615.828125, 119036.9609375, 157750.703125, 155504.96875, 144092.859375, 154445.75, 316.0
814981, 157615.828125, 119025.1328125, 157748.765625, 155508.046875, 144099.53125, 154427.671875, 316.0
814991, 157613.90625, 119025.8671875, 157750.703125, 155506.71875, 144093.9375, 154439.484375, 316.0
815002, 157619.671875, 119026.609375, 157744.90625, 155503.640625, 144088.640625, 154441.375, 316.0
815011, 157619.671875, 119026.609375, 157744.90625, 155503.640625, 144088.640625, 154441.375, 316.0
815021, 157621.59375, 119028.828125, 157746.84375, 155508.046875, 144102.65625, 154430.15625, 316.0
815031, 157615.828125, 119031.78125, 157748.765625, 155508.046875, 144102.65625, 154430.15625, 316.0
815041, 157615.828125, 119024.3984375, 157746.84375, 155508.625, 144108.640625, 154439.484375, 316.0
815052, 157617.75, 119028.828125, 157742.984375, 155511.125, 144097.078125, 154437.609375, 316.0
815062, 157615.828125, 119025.875, 157748.765625, 155506.140625, 144091.09375, 154445.140625, 324.0
815081, 157615.828125, 119028.0859375, 157750.703125, 155508.046875, 144095.3125, 154437.609375, 324.0
815091, 157617.75, 119028.09375, 157748.765625, 155508.046875, 144094.625, 154440.6875, 324.0
815103, 157621.59375, 119033.265625, 157744.90625, 155510.546875, 144092.171875, 154442.578125, 324.0
815111, 157619.671875, 119031.046875, 157746.84375, 155501.71875, 144097.765625, 154441.96875, 324.0
815121, 157615.828125, 119028.828125, 157744.90625, 155501.71875, 144097.765625, 154441.96875, 324.0
815131, 157619.671875, 119024.3828125, 157752.625, 155508.046875, 144094.625, 154437.609375, 324.0
815141, 157617.75, 119026.609375, 157748.765625, 155511.890625, 144097.078125, 154432.640625, 324.0
815152, 157617.75, 119026.609375, 157744.90625, 155512.46875, 144089.71875, 154432.640625, 324.0
815161, 157619.671875, 119034.015625, 157748.765625, 155503.0625, 144085.5, 154441.96875, 320.0
815171, 157619.671875, 119021.4296875, 157748.765625, 155504.21875, 144100.203125, 154435.125, 320.0
815181, 157617.75, 119031.046875, 157748.765625, 155501.140625, 144087.953125, 154433.234375, 320.0
815191, 157617.75, 119022.9140625, 157744.90625, 155504.96875, 144088.640625, 154433.234375, 320.0
815201, 157619.671875, 119034.75, 157748.765625, 155508.046875, 144092.859375, 154432.640625, 320.0
815211, 157617.75, 119025.1328125, 157744.90625, 155504.21875, 144095.984375, 154436.40625, 320.0
815221, 157617.75, 119025.1328125, 157744.90625, 155508.625, 144092.859375, 154434.515625, 320.0
815231, 157617.75, 119026.609375, 157748.765625, 155505.5625, 144092.859375, 154430.15625, 320.0
815241, 157617.75, 119028.09375, 157742.984375, 155510.546875, 144100.203125, 154427.671875, 320.0
815252, 157619.671875, 119024.3984375, 157746.84375, 155505.5625, 144097.765625, 154442.65625, 320.0
815261, 157621.59375, 119029.5625, 157746.84375, 155503.640625, 144090.40625, 154447.546875, 320.0
815271, 157615.828125, 119026.609375, 157742.984375, 155503.640625, 144090.40625, 154447.546875, 320.0
815281, 157617.75, 119026.609375, 157750.703125, 155499.21875, 144092.171875, 154434.515625, 316.0
815302, 157617.75, 119031.78125, 157746.84375, 155499.21875, 144092.171875, 154434.515625, 316.0
815311, 157617.75, 119030.296875, 157746.84375, 155508.046875, 144093.546875, 154431.34375, 316.0
815321, 157617.75, 119029.5625, 157744.90625, 155508.046875, 144093.546875, 154431.34375, 316.0
815331, 157615.828125, 119033.265625, 157748.765625, 155501.140625, 144090.40625, 154441.96875, 316.0
815341, 157619.671875, 119030.3125, 157748.765625, 155498.640625, 144095.3125, 154439.484375, 316.0
815353, 157619.671875, 119031.78125, 157744.90625, 155515.546875, 144098.84375, 154437.0, 316.0
815361, 157615.828125, 119022.9140625, 157746.84375, 155510.546875, 144092.859375, 154432.640625, 318.0
815371, 157617.75, 119031.046875, 157748.765625, 155510.546875, 144092.859375, 154432.640625, 318.0
815381, 157617.75, 119031.046875, 157746.84375, 155504.21875, 144092.859375, 154435.125, 318.0
815391, 157617.75, 119031.046875, 157746.84375, 155501.140625, 144092.859375, 154432.640625, 318.0
815403, 157617.75, 119029.5625, 157746.84375, 155513.046875, 144089.71875, 154427.0625, 318.0
815411, 157617.75, 119029.5625, 157746.84375, 155505.5625, 144083.734375, 154440.78125, 318.0
815421, 157615.828125, 119030.3125, 157746.84375, 155513.046875, 144092.859375, 154434.515625, 318.0
815431, 157619.671875, 119027.3515625, 157744.90625, 155498.640625, 144097.765625, 154441.96875, 318.0
815441, 157617.75, 119025.875, 157746.84375, 155498.0625, 144093.546875, 154426.46875, 318.0
815452, 157617.75, 119030.3125, 157746.84375, 155506.71875, 144090.40625, 154441.375, 318.0
815461, 157617.75, 119030.3125, 157746.84375, 155505.5625, 144087.953125, 154437.0, 323.0
815471, 157615.828125, 119025.1328125, 157746.84375, 155505.5625, 144087.953125, 154437.0, 323.0
815481, 157617.75, 119028.09375, 157746.84375, 155495.5625, 144088.640625, 154425.1875, 323.0
815491, 157619.671875, 119022.1796875, 157748.765625, 155508.046875, 144093.546875, 154429.546875, 323.0
815502, 157619.671875, 119021.4296875, 157748.765625, 155503.640625, 144094.625, 154437.609375, 323.0
815511, 157619.671875, 119028.828125, 157746.84375, 155508.046875, 144089.03125, 154430.15625, 323.0
815521, 157619.671875, 119030.3125, 157748.765625, 155508.046875, 144089.03125, 154430.15625, 323.0
815531, 157617.75, 119023.6640625, 157746.84375, 155508.046875, 144089.03125, 154430.15625, 323.0
815541, 157617.75, 119029.5625, 157748.765625, 155503.0625, 144097.078125, 154439.484375, 323.0
815553, 157621.59375, 119026.609375, 157748.765625, 155507.46875, 144097.765625, 154439.484375, 323.0
815561, 157623.53125, 119027.3515625, 157748.765625, 155505.5625, 144092.171875, 154432.640625, 317.0
815571, 157613.90625, 119030.3125, 157748.765625, 155505.5625, 144092.171875, 154432.640625, 317.0
815581, 157617.75, 119028.828125, 157748.765625, 155507.46875, 144090.40625, 154448.234375, 317.0
815591, 157617.75, 119025.140625, 157746.84375, 155500.5625, 144094.625, 154437.0, 317.0
815602, 157621.59375, 119021.4296875, 157746.84375, 155496.140625, 144088.640625, 154441.375, 317.0
815611, 157617.75, 119022.9140625, 157744.90625, 155509.96875, 144097.078125, 154440.09375, 317.0
815621, 157615.828125, 119031.78125, 157748.765625, 155508.046875, 144083.734375, 154433.921875, 317.0
815631, 157619.671875, 119028.828125, 157748.765625, 155502.484375, 144101.96875, 154432.640625, 317.0
815641, 157615.828125, 119028.828125, 157746.84375, 155503.640625, 144092.859375, 154444.453125, 317.0
815651, 157619.671875, 119025.8671875, 157746.84375, 155498.640625, 144096.390625, 154448.234375, 317.0
815661, 157619.671875, 119026.609375, 157746.84375, 155495.5625, 144092.859375, 154438.890625, 321.0
815671, 157619.671875, 119020.6953125, 157748.765625, 155495.5625, 144092.859375, 154438.890625, 321.0
815681, 157615.828125, 119025.1328125, 157746.84375, 155496.734375, 144094.625, 154438.203125, 321.0
815691, 157617.75, 119025.1328125, 157748.765625, 155500.5625, 144092.859375, 154433.921875, 321.0
815702, 157621.59375, 119028.828125, 157746.84375, 155499.21875, 144089.71875, 154436.40625, 321.0
815711, 157617.75, 119029.578125, 157746.84375, 155498.640625, 144092.859375, 154446.34375, 321.0
815721, 157619.671875, 119029.5625, 157746.84375, 155498.640625, 144092.859375, 154446.34375, 321.0
815731, 157617.75, 119019.2109375, 157744.90625, 155498.640625, 144092.859375, 154446.34375, 321.0
815741, 157619.671875, 119026.609375, 157750.703125, 155496.734375, 144088.640625, 154433.921875, 321.0
815752, 157617.75, 119022.9140625, 157746.84375, 155496.734375, 144088.640625, 154433.921875, 321.0
815771, 157619.671875, 119029.5625, 157744.90625, 155501.71875, 144086.1875, 154430.15625, 323.0
815781, 157617.75, 119021.4296875, 157746.84375, 155504.21875, 144092.859375, 154430.15625, 323.0
815792, 157621.59375, 119024.3984375, 157746.84375, 155501.140625, 144088.640625, 154429.546875, 323.0
815803, 157619.671875, 119022.1796875, 157748.765625, 155494.234375, 144085.5, 154435.125, 323.0
815811, 157613.90625, 119029.5625, 157746.84375, 155501.140625, 144090.40625, 154418.328125, 323.0
815821, 157613.90625, 119029.5625, 157746.84375, 155501.140625, 144090.40625, 154418.328125, 323.0
815831, 157617.75, 119022.9140625, 157744.90625, 155501.140625, 144090.40625, 154438.890625, 323.0
815843, 157619.671875, 119026.609375, 157746.84375, 155499.984375, 144086.1875, 154437.0, 323.0
815853, 157617.75, 119029.5625, 157748.765625, 155499.984375, 144086.1875, 154437.0, 323.0
815861, 157617.75, 119029.5625, 157748.765625, 155488.65625, 144090.40625, 154430.15625, 319.0
815871, 157617.75, 119026.609375, 157742.984375, 155496.140625, 144090.40625, 154436.40625, 319.0
815881, 157619.671875, 119026.609375, 157748.765625, 155504.390625, 144096.390625, 154436.40625, 319.0
815891, 157615.828125, 119028.828125, 157748.765625, 155512.46875, 144083.734375, 154427.0625, 319.0
815903, 157621.59375, 119021.4296875, 157746.84375, 155503.0625, 144091.09375, 154430.75, 319.0
815911, 157621.59375, 119021.4296875, 157746.84375, 155503.0625, 144091.09375, 154430.75, 319.0
815921, 157617.75, 119025.1328125, 157748.765625, 155493.65625, 144085.5, 154428.265625, 319.0
815931, 157617.75, 119022.1796875, 157746.84375, 155500.5625, 144085.5, 154438.296875, 319.0
815941, 157619.671875, 119024.3984375, 157744.90625, 155493.65625, 144090.40625, 154431.4375, 319.0
815952, 157621.59375, 119025.1328125, 157750.703125, 155498.640625, 144087.953125, 154435.125, 319.0
815961, 157619.671875, 119022.1796875, 157748.765625, 155498.640625, 144089.71875, 154429.546875, 318.0
815971, 157619.671875, 119032.53125, 157748.765625, 155498.640625, 144089.71875, 154429.546875, 318.0
815981, 157617.75, 119023.6484375, 157746.84375, 155498.0625, 144083.734375, 154427.671875, 318.0
815991, 157621.59375, 119022.9140625, 157748.765625, 155500.5625, 144087.953125, 154432.640625, 318.0
816011, 157615.828125, 119022.1796875, 157746.84375, 155493.078125, 144083.734375, 154422.09375, 318.0
816021, 157619.671875, 119031.046875, 157744.90625, 155493.078125, 144083.734375, 154422.09375, 318.0
816031, 157613.90625, 119022.1796875, 157746.84375, 155493.078125, 144083.734375, 154422.09375, 318.0
816042, 157615.828125, 119022.1796875, 157744.90625, 155493.65625, 144086.1875, 154438.296875, 318.0
816051, 157621.59375, 119028.0859375, 157748.765625, 155493.65625, 144090.40625, 154430.15625, 318.0
816061, 157615.828125, 119028.828125, 157744.90625, 155493.65625, 144090.40625, 154430.15625, 323.0
816071, 157619.671875, 119031.046875, 157746.84375, 155498.640625, 144086.1875, 154432.640625, 323.0
816081, 157621.59375, 119025.875, 157742.984375, 155490.578125, 144092.859375, 154443.859375, 323.0
816092, 157615.828125, 119022.9140625, 157742.984375, 155499.984375, 144095.3125, 154427.0625, 323.0
816101, 157621.59375, 119027.3515625, 157744.90625, 155503.0625, 144092.859375, 154427.0625, 323.0
816111, 157615.828125, 119027.3515625, 157746.84375, 155491.734375, 144088.640625, 154424.578125, 323.0
816121, 157615.828125, 119023.6640625, 157746.84375, 155486.734375, 144088.640625, 154434.515625, 323.0
816131, 157619.671875, 119022.9140625, 157746.84375, 155486.734375, 144089.71875, 154436.40625, 323.0
816142, 157619.671875, 119026.609375, 157748.765625, 155498.0625, 144086.1875, 154433.921875, 323.0
816152, 157615.828125, 119022.9140625, 157746.84375, 155497.484375, 144087.953125, 154429.546875, 323.0
816161, 157619.671875, 119026.609375, 157744.90625, 155488.65625, 144083.734375, 154429.546875, 320.0
816171, 157617.75, 119031.046875, 157744.90625, 155488.65625, 144083.734375, 154429.546875, 320.0
816181, 157617.75, 119027.3515625, 157746.84375, 155488.65625, 144083.734375, 154429.546875, 320.0
816191, 157621.59375, 119022.9140625, 157744.90625, 155488.65625, 144083.734375, 154429.546875, 320.0
816201, 157617.75, 119022.9140625, 157744.90625, 155498.0625, 144087.265625, 154434.515625, 320.0
816211, 157617.75, 119031.046875, 157746.84375, 155498.640625, 144083.046875, 154425.1875, 320.0
816221, 157619.671875, 119026.609375, 157746.84375, 155498.640625, 144083.046875, 154425.1875, 320.0
816231, 157619.671875, 119022.9140625, 157746.84375, 155498.640625, 144083.046875, 154425.1875, 320.0
816242, 157623.53125, 119029.5625, 157748.765625, 155498.0625, 144092.859375, 154427.671875, 320.0
816252, 157619.671875, 119030.3125, 157748.765625, 155501.140625, 144087.265625, 154434.515625, 320.0
816261, 157619.671875, 119030.3125, 157748.765625, 155493.078125, 144092.859375, 154426.375, 319.0
816271, 157619.671875, 119027.3515625, 157750.703125, 155498.0625, 144088.640625, 154428.359375, 319.0
816282, 157619.671875, 119028.828125, 157746.84375, 155498.0625, 144088.640625, 154428.359375, 319.0
816293, 157619.671875, 119028.09375, 157750.703125, 155493.65625, 144087.265625, 154430.15625, 319.0
816303, 157619.671875, 119022.1796875, 157746.84375, 155493.65625, 144087.265625, 154430.15625, 319.0
816311, 157619.671875, 119022.1796875, 157746.84375, 155493.65625, 144087.265625, 154430.15625, 319.0
816321, 157615.828125, 119031.046875, 157746.84375, 155491.734375, 144088.640625, 154436.40625, 319.0
816331, 157619.671875, 119025.1328125, 157744.90625, 155494.984375, 144092.171875, 154432.03125, 319.0
816341, 157615.828125, 119031.046875, 157744.90625, 155494.984375, 144092.171875, 154432.03125, 319.0
816354, 157619.671875, 119028.828125, 157746.84375, 155492.3125, 144082.359375, 154421.40625, 319.0
816361, 157619.671875, 119028.828125, 157746.84375, 155494.40625, 144085.5, 154432.03125, 322.0
816371, 157617.75, 119028.828125, 157748.765625, 155486.15625, 144084.8125, 154429.546875, 322.0
816381, 157615.828125, 119023.6640625, 157748.765625, 155490.0, 144087.953125, 154429.546875, 322.0
816393, 157617.75, 119027.3515625, 157750.703125, 155491.15625, 144098.84375, 154430.15625, 322.0
816402, 157617.75, 119025.1328125, 157746.84375, 155493.65625, 144087.265625, 154424.578125, 322.0
816411, 157613.90625, 119022.1796875, 157748.765625, 155497.484375, 144090.40625, 154432.71875, 322.0
816421, 157617.75, 119026.609375, 157748.765625, 155495.5625, 144086.875, 154435.125, 322.0
816431, 157617.75, 119033.265625, 157746.84375, 155498.0625, 144090.40625, 154439.484375, 322.0
816441, 157619.671875, 119022.9140625, 157746.84375, 155495.5625, 144092.859375, 154429.546875, 322.0
816451, 157619.671875, 119019.9609375, 157744.90625, 155490.578125, 144092.859375, 154426.46875, 322.0
816471, 157615.828125, 119025.1328125, 157744.90625, 155490.578125, 144092.859375, 154426.46875, 315.0
816481, 157613.90625, 119025.1328125, 157742.984375, 155497.484375, 144080.203125, 154427.0625, 315.0
816491, 157621.59375, 119026.609375, 157748.765625, 155493.078125, 144084.8125, 154427.0625, 315.0
816501, 157621.59375, 119031.046875, 157746.84375, 155493.078125, 144089.71875, 154429.546875, 315.0
816512, 157619.671875, 119023.6484375, 157742.984375, 155493.078125, 144089.71875, 154429.546875, 315.0
816521, 157619.671875, 119025.1328125, 157748.765625, 155500.5625, 144088.640625, 154438.296875, 315.0
816531, 157619.671875, 119026.609375, 157746.84375, 155500.5625, 144088.640625, 154438.296875, 315.0
816541, 157619.671875, 119028.828125, 157744.90625, 155494.984375, 144081.96875, 154422.09375, 315.0
816553, 157619.671875, 119026.609375, 157746.84375, 155497.484375, 144086.578125, 154426.46875, 315.0
816561, 157619.671875, 119028.828125, 157746.84375, 155499.984375, 144093.9375, 154437.0, 319.0
816571, 157617.75, 119021.4453125, 157748.765625, 155499.984375, 144093.9375, 154437.0, 319.0
816581, 157617.75, 119022.9140625, 157746.84375, 155495.5625, 144086.578125, 154420.21875, 319.0
816591, 157621.59375, 119029.5625, 157744.90625, 155508.046875, 144094.625, 154432.03125, 319.0
816602, 157617.75, 119031.046875, 157746.84375, 155490.0, 144092.859375, 154427.0625, 319.0
816611, 157615.828125, 119023.6484375, 157742.984375, 155497.484375, 144094.625, 154430.84375, 319.0
816621, 157619.671875, 119031.796875, 157750.703125, 155497.484375, 144094.625, 154430.84375, 319.0
816631, 157615.828125, 119020.6953125, 157748.765625, 155497.484375, 144094.625, 154430.84375, 319.0
816642, 157619.671875, 119022.1796875, 157744.90625, 155493.078125, 144088.640625, 154420.8125, 319.0
816652, 157619.671875, 119030.3125, 157742.984375, 155499.984375, 144090.40625, 154422.703125, 319.0
816671, 157619.671875, 119022.9140625, 157744.90625, 155488.078125, 144092.171875, 154436.40625, 322.0
816681, 157619.671875, 119027.3515625, 157748.765625, 155488.078125, 144093.546875, 154435.71875, 322.0
816692, 157623.53125, 119026.609375, 157746.84375, 155488.078125, 144093.546875, 154435.71875, 322.0
816702, 157617.75, 119026.609375, 157744.90625, 155490.578125, 144085.5, 154427.0625, 322.0
816711, 157617.75, 119026.609375, 157744.90625, 155493.078125, 144083.734375, 154428.953125, 322.0
816721, 157617.75, 119019.2109375, 157744.90625, 155490.0, 144086.875, 154426.46875, 322.0
816731, 157617.75, 119026.609375, 157746.84375, 155493.078125, 144087.953125, 154434.515625, 322.0
816742, 157619.671875, 119029.578125, 157746.84375, 155494.984375, 144083.734375, 154432.03125, 322.0
816751, 157619.671875, 119029.578125, 157746.84375, 155494.984375, 144083.734375, 154432.03125, 322.0
816761, 157619.671875, 119023.6484375, 157744.90625, 155490.578125, 144086.578125, 154436.40625, 326.0
816771, 157619.671875, 119028.0859375, 157748.765625, 155490.578125, 144086.578125, 154436.40625, 326.0
816782, 157621.59375, 119017.0, 157748.765625, 155494.984375, 144091.484375, 154432.03125, 326.0
816792, 157621.59375, 119020.6953125, 157748.765625, 155494.984375, 144091.484375, 154432.03125, 326.0
816801, 157619.671875, 119033.265625, 157744.90625, 155488.65625, 144082.359375, 154430.15625, 326.0
816811, 157619.671875, 119027.3515625, 157748.765625, 155488.65625, 144082.359375, 154430.15625, 326.0
816821, 157615.828125, 119023.6484375, 157748.765625, 155493.078125, 144084.8125, 154433.234375, 326.0
816831, 157617.75, 119028.828125, 157750.703125, 155500.5625, 144078.828125, 154433.234375, 326.0
816841, 157621.59375, 119025.1328125, 157750.703125, 155496.90625, 144089.71875, 154417.734375, 326.0
816851, 157619.671875, 119023.6640625, 157744.90625, 155480.59375, 144094.625, 154433.921875, 326.0
816861, 157615.828125, 119022.9140625, 157746.84375, 155481.75, 144089.71875, 154436.40625, 32766.0
816871, 157615.828125, 119022.9140625, 157748.765625, 155495.5625, 144087.265625, 154422.703125, 32766.0
816881, 157617.75, 119025.1328125, 157748.765625, 155494.984375, 144081.96875, 154422.09375, 32766.0
816891, 157619.671875, 119022.1796875, 157748.765625, 155486.734375, 144081.96875, 154432.640625, 32766.0
816901, 157619.671875, 119026.609375, 157746.84375, 155498.0625, 144087.953125, 154426.46875, 32766.0
816911, 157619.671875, 119025.1328125, 157746.84375, 155483.078125, 144092.859375, 154430.84375, 32766.0
816921, 157617.75, 119022.9140625, 157748.765625, 155484.25, 144083.046875, 154427.671875, 32766.0
816941, 157619.671875, 119026.609375, 157746.84375, 155489.234375, 144081.28125, 154423.984375, 32766.0
816961, 157617.75, 119026.609375, 157746.84375, 155488.65625, 144085.5, 154436.40625, 315.0
816971, 157619.671875, 119023.6484375, 157744.90625, 155488.65625, 144085.5, 154436.40625, 315.0
816981, 157619.671875, 119024.3984375, 157746.84375, 155498.0625, 144088.640625, 154431.4375, 315.0
816991, 157621.59375, 119020.6953125, 157748.765625, 155499.40625, 144087.5625, 154431.4375, 315.0
817001, 157615.828125, 119024.3984375, 157748.765625, 155499.40625, 144087.5625, 154431.4375, 315.0
817021, 157615.828125, 119026.609375, 157746.84375, 155485.578125, 144086.1875, 154425.78125, 315.0
817031, 157621.59375, 119028.828125, 157746.84375, 155493.078125, 144096.390625, 154420.21875, 315.0
817041, 157621.59375, 119025.1328125, 157746.84375, 155490.578125, 144087.265625, 154428.953125, 315.0
817051, 157619.671875, 119030.3125, 157748.765625, 155493.078125, 144078.15625, 154432.640625, 315.0
817061, 157619.671875, 119022.1796875, 157746.84375, 155490.578125, 144083.046875, 154432.640625, 32766.0
817071, 157617.75, 119025.140625, 157744.90625, 155490.578125, 144083.046875, 154432.640625, 32766.0
817082, 157619.671875, 119026.609375, 157748.765625, 155491.15625, 144092.859375, 154424.578125, 32766.0
817092, 157619.671875, 119023.6484375, 157746.84375, 155498.828125, 144085.5, 154432.03125, 32766.0
817111, 157619.671875, 119019.2265625, 157746.84375, 155492.5, 144085.5, 154420.8125, 32766.0
817121, 157617.75, 119028.828125, 157748.765625, 155490.0, 144087.953125, 154424.578125, 32766.0
817131, 157617.75, 119021.4296875, 157750.703125, 155494.40625, 144092.859375, 154430.15625, 32766.0
817142, 157619.671875, 119026.609375, 157748.765625, 155490.578125, 144085.5, 154422.703125, 32766.0
817151, 157619.671875, 119026.609375, 157748.765625, 155490.578125, 144085.5, 154422.703125, 32766.0
817161, 157621.59375, 119030.3125, 157746.84375, 155488.65625, 144090.40625, 154432.640625, 324.0
817171, 157623.53125, 119022.9140625, 157744.90625, 155486.15625, 144089.71875, 154420.21875, 324.0
817181, 157615.828125, 119019.9609375, 157746.84375, 155485.578125, 144082.359375, 154432.03125, 324.0
817192, 157615.828125, 119022.9140625, 157746.84375, 155491.15625, 144094.625, 154433.921875, 324.0
817211, 157619.671875, 119028.09375, 157746.84375, 155485.0, 144085.5, 154423.984375, 324.0
817221, 157615.828125, 119026.609375, 157746.84375, 155492.5, 144087.953125, 154424.578125, 324.0
817231, 157615.828125, 119026.609375, 157744.90625, 155492.5, 144087.953125, 154424.578125, 324.0
817241, 157619.671875, 119025.1328125, 157750.703125, 155485.0, 144078.15625, 154431.4375, 324.0
817251, 157619.671875, 119021.4296875, 157746.84375, 155485.0, 144078.15625, 154431.4375, 324.0
817261, 157621.59375, 119024.3984375, 157748.765625, 155487.5, 144092.171875, 154427.0625, 32766.0
817271, 157619.671875, 119019.9609375, 157748.765625, 155490.0, 144089.71875, 154429.546875, 32766.0
817281, 157619.671875, 119025.1328125, 157746.84375, 155492.5, 144095.703125, 154429.546875, 32766.0
817292, 157621.59375, 119028.828125, 157750.703125, 155492.5, 144083.046875, 154428.953125, 32766.0
817301, 157621.59375, 119024.3984375, 157748.765625, 155493.078125, 144088.640625, 154425.1875, 32766.0
817311, 157613.90625, 119025.875, 157746.84375, 155487.5, 144083.046875, 154427.0625, 32766.0
817321, 157617.75, 119026.609375, 157746.84375, 155495.5625, 144078.15625, 154422.703125, 32766.0
817331, 157617.75, 119019.2109375, 157746.84375, 155487.5, 144089.71875, 154430.15625, 32766.0
817341, 157621.59375, 119028.828125, 157750.703125, 155493.078125, 144089.71875, 154430.84375, 32766.0
817351, 157619.671875, 119019.9609375, 157750.703125, 155493.078125, 144089.71875, 154430.84375, 32766.0
817361, 157619.671875, 119016.265625, 157746.84375, 155493.078125, 144092.171875, 154429.546875, 323.0
817371, 157619.671875, 119018.4765625, 157746.84375, 155493.078125, 144092.171875, 154429.546875, 323.0
817381, 157617.75, 119019.9609375, 157744.90625, 155487.5, 144087.265625, 154433.921875, 323.0
817391, 157619.671875, 119028.09375, 157746.84375, 155489.234375, 144087.953125, 154428.953125, 323.0
817411, 157619.671875, 119022.1796875, 157748.765625, 155489.234375, 144087.953125, 154428.953125, 323.0
817421, 157619.671875, 119023.6484375, 157748.765625, 155489.234375, 144087.953125, 154428.953125, 323.0
817431, 157617.75, 119028.828125, 157744.90625, 155481.171875, 144091.484375, 154435.203125, 323.0
817441, 157621.59375, 119022.9296875, 157744.90625, 155486.15625, 144086.578125, 154429.546875, 323.0
817451, 157619.671875, 119019.9453125, 157748.765625, 155486.15625, 144086.578125, 154429.546875, 323.0
817471, 157615.828125, 119019.2109375, 157746.84375, 155486.15625, 144086.578125, 154429.546875, 318.0
817491, 157617.75, 119022.9140625, 157750.703125, 155488.078125, 144092.171875, 154424.578125, 318.0
