timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, motor1, motor2, motor3, motor4, yaw, laserFront
400509, 0.0, 0.0, -27.208295822143555, 0.0, 0.0, -0.00743865966796875, 0, 0, 0, 0, 0, 0
400529, 0.0, 0.0, -27.207382202148438, 0.0, 0.0, 0.04329681396484375, 0.0, 0.0, 0.0, 0.0, -0.9611870646476746, 286.0
400549, 0.0, 0.0, -27.198331832885742, 0.0, 0.0, 0.42877197265625, 0.0, 0.0, 0.0, 0.0, -0.9612395763397217, 286.0
400569, 0.0, 0.0, -27.183727264404297, 0.0, 0.0, 0.6917953491210938, 0.0, 0.0, 0.0, 0.0, -0.9604384303092957, 279.0
400589, 0.0, 0.0, -27.17501449584961, 0.0, 0.0, 0.412750244140625, 0.0, 0.0, 0.0, 0.0, -0.9604215621948242, 279.0
400609, 0.0, 0.0, -27.161724090576172, 0.0, 0.0, 0.6296157836914062, 0.0, 0.0, 0.0, 0.0, -0.9593384265899658, 279.0
400629, 0.0, 0.0, -27.154077529907227, 0.0, 0.0, 0.36220550537109375, 0.0, 0.0, 0.0, 0.0, -0.959368109703064, 279.0
400649, 0.0, 0.0, -27.135414123535156, 0.0, 0.0, 0.8840560913085938, 0.0, 0.0, 0.0, 0.0, -0.9601427912712097, 279.0
400669, 0.0, 0.0, -27.134323120117188, 0.0, 0.0, 0.05168914794921875, 0.0, 0.0, 0.0, 0.0, -0.9608003497123718, 285.0
400689, 0.0, 0.0, -27.125648498535156, 0.0, 0.0, 0.4108428955078125, 0.0, 0.0, 0.0, 0.0, -0.9606143236160278, 285.0
400709, 0.0, 0.0, -27.127452850341797, 0.0, 0.0, -0.08544921875, 0.0, 0.0, 0.0, 0.0, -0.9616603851318359, 285.0
400729, 0.0, 0.0, -27.141380310058594, 0.0, 0.0, -0.6597518920898438, 0.0, 0.0, 0.0, 0.0, -0.9631893634796143, 285.0
400749, 0.0, 0.0, -27.132402420043945, 0.0, 0.0, 0.4253387451171875, 0.0, 0.0, 0.0, 0.0, -0.9617305994033813, 285.0
400769, 0.0, 0.0, -27.129804611206055, 0.0, 0.0, 0.12302398681640625, 0.0, 0.0, 0.0, 0.0, -0.9629378914833069, 284.0
400789, 0.0, 0.0, -27.12822151184082, 0.0, 0.0, 0.07495880126953125, 0.0, 0.0, 0.0, 0.0, -0.9630537033081055, 284.0
400809, 0.0, 0.0, -27.137845993041992, 0.0, 0.0, -0.4558563232421875, 0.0, 0.0, 0.0, 0.0, -0.9645923972129822, 284.0
400829, 0.0, 0.0, -27.135772705078125, 0.0, 0.0, 0.09822845458984375, 0.0, 0.0, 0.0, 0.0, -0.9649380445480347, 284.0
400849, 0.0, 0.0, -27.12993812561035, 0.0, 0.0, 0.27637481689453125, 0.0, 0.0, 0.0, 0.0, -0.9631741046905518, 284.0
400869, 0.0, 0.0, -27.135602951049805, 0.0, 0.0, -0.26836395263671875, 0.0, 0.0, 0.0, 0.0, -0.9640691876411438, 287.0
400889, 0.0, 0.0, -27.134475708007812, 0.0, 0.0, 0.05340576171875, 0.0, 0.0, 0.0, 0.0, -0.9641810655593872, 287.0
400909, 0.0, 0.0, -27.142911911010742, 0.0, 0.0, -0.39958953857421875, 0.0, 0.0, 0.0, 0.0, -0.9639579057693481, 287.0
400929, 0.0, 0.0, -27.147668838500977, 0.0, 0.0, -0.22525787353515625, 0.0, 0.0, 0.0, 0.0, -0.9624262452125549, 287.0
400949, 0.0, 0.0, -27.136978149414062, 0.0, 0.0, 0.5064010620117188, 0.0, 0.0, 0.0, 0.0, -0.9634581208229065, 287.0
400969, 0.0, 0.0, -27.13507080078125, 0.0, 0.0, 0.0904083251953125, 0.0, 0.0, 0.0, 0.0, -0.9642035961151123, 291.0
400989, 0.0, 0.0, -27.144433975219727, 0.0, 0.0, -0.44345855712890625, 0.0, 0.0, 0.0, 0.0, -0.9609987139701843, 291.0
401009, 0.0, 0.0, -27.145265579223633, 0.0, 0.0, -0.03948211669921875, 0.0, 0.0, 0.0, 0.0, -0.9636768102645874, 291.0
401029, 0.0, 0.0, -27.158926010131836, 0.0, 0.0, -0.6471633911132812, 0.0, 0.0, 0.0, 0.0, -0.9652425050735474, 291.0
401049, 0.0, 0.0, -27.172588348388672, 0.0, 0.0, -0.6471633911132812, 0.0, 0.0, 0.0, 0.0, -0.9656940698623657, 291.0
401069, 0.0, 0.0, -27.191965103149414, 0.0, 0.0, -0.917816162109375, 0.0, 0.0, 0.0, 0.0, -0.9652534127235413, 287.0
401089, 0.0, 0.0, -27.214414596557617, 0.0, 0.0, -1.0633468627929688, 0.0, 0.0, 0.0, 0.0, -0.9662436842918396, 287.0
401109, 0.0, 0.0, -27.22376823425293, 0.0, 0.0, -0.44307708740234375, 0.0, 0.0, 0.0, 0.0, -0.9675500988960266, 287.0
401129, 0.0, 0.0, -27.22355079650879, 0.0, 0.0, 0.0102996826171875, 0.0, 0.0, 0.0, 0.0, -0.968026876449585, 287.0
401149, 0.0, 0.0, -27.221817016601562, 0.0, 0.0, 0.08220672607421875, 0.0, 0.0, 0.0, 0.0, -0.9700796604156494, 287.0
401169, 0.0, 0.0, -27.2292423248291, 0.0, 0.0, -0.351715087890625, 0.0, 0.0, 0.0, 0.0, -0.9709005355834961, 291.0
401189, 0.0, 0.0, -27.238374710083008, 0.0, 0.0, -0.432586669921875, 0.0, 0.0, 0.0, 0.0, -0.9698682427406311, 291.0
401209, 0.0, 0.0, -27.24785041809082, 0.0, 0.0, -0.44879913330078125, 0.0, 0.0, 0.0, 0.0, -0.9697732925415039, 291.0
401229, 0.0, 0.0, -27.23994255065918, 0.0, 0.0, 0.374603271484375, 0.0, 0.0, 0.0, 0.0, -0.9700697064399719, 291.0
401249, 0.0, 0.0, -27.22626304626465, 0.0, 0.0, 0.6479263305664062, 0.0, 0.0, 0.0, 0.0, -0.9686928987503052, 291.0
401269, 0.0, 0.0, -27.226612091064453, 0.0, 0.0, -0.01659393310546875, 0.0, 0.0, 0.0, 0.0, -0.9694724678993225, 288.0
401289, 0.0, 0.0, -27.244035720825195, 0.0, 0.0, -0.8253097534179688, 0.0, 0.0, 0.0, 0.0, -0.9695497751235962, 288.0
401309, 0.0, 0.0, -27.24983787536621, 0.0, 0.0, -0.27484893798828125, 0.0, 0.0, 0.0, 0.0, -0.9699636101722717, 288.0
401329, 0.0, 0.0, -27.25713539123535, 0.0, 0.0, -0.345611572265625, 0.0, 0.0, 0.0, 0.0, -0.9697547554969788, 288.0
401349, 0.0, 0.0, -27.260448455810547, 0.0, 0.0, -0.15697479248046875, 0.0, 0.0, 0.0, 0.0, -0.9700570702552795, 288.0
401369, 0.0, 0.0, -27.256898880004883, 0.0, 0.0, 0.1682281494140625, 0.0, 0.0, 0.0, 0.0, -0.9704847931861877, 287.0
401389, 0.0, 0.0, -27.24934959411621, 0.0, 0.0, 0.35762786865234375, 0.0, 0.0, 0.0, 0.0, -0.9705275893211365, 287.0
401409, 0.0, 0.0, -27.227649688720703, 0.0, 0.0, 1.0278701782226562, 0.0, 0.0, 0.0, 0.0, -0.9708840250968933, 287.0
401429, 0.0, 0.0, -27.216306686401367, 0.0, 0.0, 0.5373001098632812, 0.0, 0.0, 0.0, 0.0, -0.9714380502700806, 287.0
401449, 0.0, 0.0, -27.212831497192383, 0.0, 0.0, 0.16460418701171875, 0.0, 0.0, 0.0, 0.0, -0.9711495637893677, 287.0
401469, 0.0, 0.0, -27.216251373291016, 0.0, 0.0, -0.16193389892578125, 0.0, 0.0, 0.0, 0.0, -0.9714590907096863, 288.0
401489, 0.0, 0.0, -27.213308334350586, 0.0, 0.0, 0.13942718505859375, 0.0, 0.0, 0.0, 0.0, -0.9711001515388489, 288.0
401509, 0.0, 0.0, -27.2254695892334, 0.0, 0.0, -0.576019287109375, 0.0, 0.0, 0.0, 0.0, -0.9716149568557739, 288.0
401549, 0.0, 0.0, -27.223426818847656, 0.0, 0.0, -0.0518798828125, 0.0, 0.0, 0.0, 0.0, -0.9713747501373291, 288.0
401569, 0.0, 0.0, -27.231067657470703, 0.0, 0.0, -0.3620147705078125, 0.0, 0.0, 0.0, 0.0, -0.9700698852539062, 284.0
401589, 0.0, 0.0, -27.238815307617188, 0.0, 0.0, -0.366973876953125, 0.0, 0.0, 0.0, 0.0, -0.9704665541648865, 284.0
401609, 0.0, 0.0, -27.255998611450195, 0.0, 0.0, -0.8138656616210938, 0.0, 0.0, 0.0, 0.0, -0.9707997441291809, 284.0
401649, 0.0, 0.0, -27.27154541015625, 0.0, 0.0, -0.00324249267578125, 0.0, 0.0, 0.0, 0.0, -0.9710507988929749, 284.0
401669, 0.0, 0.0, -27.25913429260254, 0.0, 0.0, 0.5878448486328125, 0.0, 0.0, 0.0, 0.0, -0.9701434373855591, 284.0
401689, 0.0, 0.0, -27.24440574645996, 0.0, 0.0, 0.6977081298828125, 0.0, 0.0, 0.0, 0.0, -0.968819797039032, 285.0
401709, 0.0, 0.0, -27.25429344177246, 0.0, 0.0, -0.46844482421875, 0.0, 0.0, 0.0, 0.0, -0.9689799547195435, 285.0
401729, 0.0, 0.0, -27.255029678344727, 0.0, 0.0, -0.03490447998046875, 0.0, 0.0, 0.0, 0.0, -0.9687448143959045, 285.0
401749, 0.0, 0.0, -27.250951766967773, 0.0, 0.0, 0.19321441650390625, 0.0, 0.0, 0.0, 0.0, -0.9683765769004822, 285.0
401769, 0.0, 0.0, -27.25855827331543, 0.0, 0.0, -0.36029815673828125, 0.0, 0.0, 0.0, 0.0, -0.9710952639579773, 286.0
401789, 0.0, 0.0, -27.264198303222656, 0.0, 0.0, -0.26721954345703125, 0.0, 0.0, 0.0, 0.0, -0.9707732200622559, 286.0
401809, 0.0, 0.0, -27.268247604370117, 0.0, 0.0, -0.1918792724609375, 0.0, 0.0, 0.0, 0.0, -0.9725879430770874, 286.0
401829, 0.0, 0.0, -27.286592483520508, 0.0, 0.0, -0.868988037109375, 0.0, 0.0, 0.0, 0.0, -0.9729272723197937, 286.0
401849, 0.0, 0.0, -27.29729461669922, 0.0, 0.0, -0.5069732666015625, 0.0, 0.0, 0.0, 0.0, -0.9728096127510071, 286.0
401869, 0.0, 0.0, -27.301288604736328, 0.0, 0.0, -0.189208984375, 0.0, 0.0, 0.0, 0.0, -0.9739899635314941, 285.0
401889, 0.0, 0.0, -27.300888061523438, 0.0, 0.0, 0.01888275146484375, 0.0, 0.0, 0.0, 0.0, -0.9730662703514099, 285.0
401909, 0.0, 0.0, -27.29380989074707, 0.0, 0.0, 0.3353118896484375, 0.0, 0.0, 0.0, 0.0, -0.9717054963111877, 285.0
401929, 0.0, 0.0, -27.28911590576172, 0.0, 0.0, 0.2223968505859375, 0.0, 0.0, 0.0, 0.0, -0.9742467999458313, 285.0
401949, 0.0, 0.0, -27.289989471435547, 0.0, 0.0, -0.04138946533203125, 0.0, 0.0, 0.0, 0.0, -0.9727150797843933, 285.0
401969, 0.0, 0.0, -27.286542892456055, 0.0, 0.0, 0.16326904296875, 0.0, 0.0, 0.0, 0.0, -0.9733617901802063, 284.0
401989, 0.0, 0.0, -27.280113220214844, 0.0, 0.0, 0.30460357666015625, 0.0, 0.0, 0.0, 0.0, -0.9743987321853638, 284.0
402009, 0.0, 0.0, -27.278541564941406, 0.0, 0.0, 0.0743865966796875, 0.0, 0.0, 0.0, 0.0, -0.9746777415275574, 284.0
402029, 0.0, 0.0, -27.276229858398438, 0.0, 0.0, 0.1094818115234375, 0.0, 0.0, 0.0, 0.0, -0.9745479226112366, 284.0
402049, 0.0, 0.0, -27.28162956237793, 0.0, 0.0, -0.25577545166015625, 0.0, 0.0, 0.0, 0.0, -0.9752070903778076, 284.0
402069, 0.0, 0.0, -27.29846954345703, 0.0, 0.0, -0.7976531982421875, 0.0, 0.0, 0.0, 0.0, -0.9763991832733154, 284.0
402089, 0.0, 0.0, -27.30120277404785, 0.0, 0.0, -0.12950897216796875, 0.0, 0.0, 0.0, 0.0, -0.9776485562324524, 287.0
402109, 0.0, 0.0, -27.298221588134766, 0.0, 0.0, 0.141143798828125, 0.0, 0.0, 0.0, 0.0, -0.977295458316803, 287.0
402129, 0.0, 0.0, -27.281261444091797, 0.0, 0.0, 0.803375244140625, 0.0, 0.0, 0.0, 0.0, -0.9770368933677673, 287.0
402149, 0.0, 0.0, -27.256614685058594, 0.0, 0.0, 1.1674880981445312, 0.0, 0.0, 0.0, 0.0, -0.9766119718551636, 287.0
402169, 0.0, 0.0, -27.257949829101562, 0.0, 0.0, -0.063323974609375, 0.0, 0.0, 0.0, 0.0, -0.9777472615242004, 285.0
402189, 0.0, 0.0, -27.26630401611328, 0.0, 0.0, -0.39577484130859375, 0.0, 0.0, 0.0, 0.0, -0.9780762195587158, 285.0
402209, 0.0, 0.0, -27.270471572875977, 0.0, 0.0, -0.19741058349609375, 0.0, 0.0, 0.0, 0.0, -0.9768226146697998, 285.0
