timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, motor1, motor2, motor3, motor4, yaw, laserFront
715036, 0.0, 0.0, -26.8518009185791, 0.0, 0.0, 1.0744094848632812, 157535.078125, 119604.5703125, 157665.875, 155608.875, 143468.875, 153938.515625, 0.0, 0.0, 0.0, 0.0, -2.0443553924560547, 286.0
715096, 0.0, 0.0, -26.79924774169922, 0.0, 0.0, -0.1171112060546875, 157535.078125, 119602.3671875, 157665.875, 155603.875, 143481.125, 153945.359375, 0.0, 0.0, 0.0, 0.0, -2.0446956157684326, 290.0
715116, 0.0, 0.0, -26.79906463623047, 0.0, 0.0, 0.12378692626953125, 157537.0, 119599.3984375, 157669.734375, 155614.625, 143475.546875, 153934.15625, 0.0, 0.0, 0.0, 0.0, -2.044844388961792, 290.0
715136, 0.0, 0.0, -26.80159568786621, 0.0, 0.0, -0.36449432373046875, 157537.0, 119599.3984375, 157665.875, 155608.296875, 143470.640625, 153944.09375, 0.0, 0.0, 0.0, 0.0, -2.04451584815979, 290.0
715156, 0.0, 0.0, -26.807008743286133, 0.0, 0.0, -0.2132415771484375, 157535.078125, 119606.8125, 157663.953125, 155603.296875, 143470.265625, 153936.03125, 0.0, 0.0, 0.0, 0.0, -2.0463178157806396, 284.0
715196, 0.0, 0.0, -26.82932472229004, 0.0, 0.0, -0.7246017456054688, 157537.0, 119603.8359375, 157667.8125, 155603.296875, 143480.4375, 153941.0, 0.0, 0.0, 0.0, 0.0, -2.0463178157806396, 284.0
715216, 0.0, 0.0, -26.843629837036133, 0.0, 0.0, -0.7783889770507812, 157535.078125, 119605.3203125, 157667.8125, 155595.234375, 143475.546875, 153935.359375, 0.0, 0.0, 0.0, 0.0, -2.0463178157806396, 284.0
715236, 0.0, 0.0, -26.862407684326172, 0.0, 0.0, -1.177215576171875, 157535.078125, 119602.3671875, 157667.8125, 155614.625, 143478.671875, 153952.203125, 0.0, 0.0, 0.0, 0.0, -2.0463178157806396, 284.0
715256, 0.0, 0.0, -26.8839054107666, 0.0, 0.0, -1.090240478515625, 157535.078125, 119602.3671875, 157667.8125, 155581.40625, 143473.78125, 153921.140625, 0.0, 0.0, 0.0, 0.0, -2.0463178157806396, 288.0
715276, 0.0, 0.0, -26.896808624267578, 0.0, 0.0, -0.308990478515625, 157533.15625, 119606.7890625, 157665.875, 155597.734375, 143477.984375, 153938.515625, 0.0, 0.0, 0.0, 0.0, -2.0532379150390625, 288.0
715296, 0.0, 0.0, -26.89935874938965, 0.0, 0.0, 0.02307891845703125, 157538.921875, 119605.3203125, 157667.8125, 155593.890625, 143473.78125, 153934.15625, 0.0, 0.0, 0.0, 0.0, -2.0541412830352783, 288.0
715316, 0.0, 0.0, -26.900056838989258, 0.0, 0.0, -0.09059906005859375, 157535.078125, 119603.8359375, 157662.03125, 155588.3125, 143472.015625, 153935.359375, 0.0, 0.0, 0.0, 0.0, -2.053811550140381, 288.0
715336, 0.0, 0.0, -26.901334762573242, 0.0, 0.0, -0.0461578369140625, 157535.078125, 119603.1015625, 157667.8125, 155617.125, 143472.015625, 153941.609375, 0.0, 0.0, 0.0, 0.0, -2.054110050201416, 288.0
715356, 0.0, 0.0, -26.899662017822266, 0.0, 0.0, 0.2086639404296875, 157535.078125, 119606.0546875, 157665.875, 155598.3125, 143471.328125, 153934.75, 0.0, 0.0, 0.0, 0.0, -2.0520167350769043, 283.0
715376, 0.0, 0.0, -26.903202056884766, 0.0, 0.0, -0.5418777465820312, 157537.0, 119607.5390625, 157663.953125, 155607.71875, 143482.890625, 153946.578125, 0.0, 0.0, 0.0, 0.0, -2.0516552925109863, 283.0
715436, 0.0, 0.0, -26.873788833618164, 0.0, 0.0, 0.6502151489257812, 157537.0, 119603.1015625, 157663.953125, 155611.546875, 143482.203125, 153942.875, 0.0, 0.0, 0.0, 0.0, -2.053184747695923, 283.0
715456, 0.0, 0.0, -26.862394332885742, 0.0, 0.0, 0.5540847778320312, 157533.15625, 119596.4453125, 157665.875, 155609.640625, 143469.578125, 153927.90625, 0.0, 0.0, 0.0, 0.0, -2.053184747695923, 291.0
715476, 0.0, 0.0, -26.85209846496582, 0.0, 0.0, 0.5308151245117188, 157535.078125, 119608.2734375, 157663.953125, 155598.890625, 143471.328125, 153958.390625, 0.0, 0.0, 0.0, 0.0, -2.0555572509765625, 291.0
715496, 0.0, 0.0, -26.838645935058594, 0.0, 0.0, 0.867462158203125, 157535.078125, 119608.2734375, 157663.953125, 155615.78125, 143474.46875, 153945.890625, 0.0, 0.0, 0.0, 0.0, -2.0531606674194336, 291.0
715516, 0.0, 0.0, -26.8208065032959, 0.0, 0.0, 1.003265380859375, 157538.921875, 119608.2734375, 157663.953125, 155602.71875, 143476.234375, 153939.71875, 0.0, 0.0, 0.0, 0.0, -2.0531606674194336, 291.0
715556, 0.0, 0.0, -26.80719757080078, 0.0, 0.0, -0.5147933959960938, 157535.078125, 119602.34375, 157665.875, 155605.796875, 143475.546875, 153930.46875, 0.0, 0.0, 0.0, 0.0, -2.051847219467163, 286.0
715576, 0.0, 0.0, -26.817094802856445, 0.0, 0.0, -0.52642822265625, 157531.234375, 119611.25, 157665.875, 155607.71875, 143476.234375, 153941.609375, 0.0, 0.0, 0.0, 0.0, -2.0517334938049316, 286.0
715596, 0.0, 0.0, -26.825002670288086, 0.0, 0.0, -0.3170013427734375, 157537.0, 119597.171875, 157662.03125, 155607.71875, 143477.984375, 153934.75, 0.0, 0.0, 0.0, 0.0, -2.0509555339813232, 286.0
715616, 0.0, 0.0, -26.83725929260254, 0.0, 0.0, -0.9403228759765625, 157538.921875, 119609.7578125, 157663.953125, 155593.890625, 143467.125, 153934.75, 0.0, 0.0, 0.0, 0.0, -2.0516250133514404, 286.0
715636, 0.0, 0.0, -26.84732437133789, 0.0, 0.0, -0.16021728515625, 157537.0, 119605.3203125, 157662.03125, 155595.8125, 143476.921875, 153951.53125, 0.0, 0.0, 0.0, 0.0, -2.0516250133514404, 286.0
715656, 0.0, 0.0, -26.855531692504883, 0.0, 0.0, -0.6765365600585938, 157537.0, 119602.34375, 157663.953125, 155603.875, 143476.234375, 153926.09375, 0.0, 0.0, 0.0, 0.0, -2.0512850284576416, 285.0
715676, 0.0, 0.0, -26.86354637145996, 0.0, 0.0, -0.1926422119140625, 157537.0, 119601.6171875, 157663.953125, 155605.21875, 143472.015625, 153934.15625, 0.0, 0.0, 0.0, 0.0, -2.0522005558013916, 285.0
715696, 0.0, 0.0, -26.86711311340332, 0.0, 0.0, -0.18329620361328125, 157537.0, 119601.6171875, 157663.953125, 155594.46875, 143487.78125, 153941.0, 0.0, 0.0, 0.0, 0.0, -2.051520824432373, 285.0
715716, 0.0, 0.0, -26.86642074584961, 0.0, 0.0, 0.234222412109375, 157538.921875, 119604.5859375, 157662.03125, 155614.625, 143473.78125, 153954.625, 0.0, 0.0, 0.0, 0.0, -2.0503575801849365, 285.0
715736, 0.0, 0.0, -26.86514663696289, 0.0, 0.0, -0.0835418701171875, 157535.078125, 119610.4921875, 157663.953125, 155605.796875, 143476.234375, 153929.1875, 0.0, 0.0, 0.0, 0.0, -2.0492305755615234, 285.0
715756, 0.0, 0.0, -26.869312286376953, 0.0, 0.0, -0.34122467041015625, 157535.078125, 119610.4921875, 157663.953125, 155602.71875, 143472.703125, 153942.8125, 0.0, 0.0, 0.0, 0.0, -2.0478434562683105, 286.0
715776, 0.0, 0.0, -26.87186622619629, 0.0, 0.0, 0.05168914794921875, 157535.078125, 119610.4921875, 157663.953125, 155607.71875, 143469.578125, 153936.640625, 0.0, 0.0, 0.0, 0.0, -2.0505282878875732, 286.0
715796, 0.0, 0.0, -26.87672233581543, 0.0, 0.0, -0.5321502685546875, 157535.078125, 119610.4921875, 157663.953125, 155593.890625, 143484.640625, 153932.28125, 0.0, 0.0, 0.0, 0.0, -2.0510969161987305, 286.0
715816, 0.0, 0.0, -26.883089065551758, 0.0, 0.0, -0.15773773193359375, 157533.15625, 119605.3203125, 157667.8125, 155617.703125, 143475.15625, 153936.640625, 0.0, 0.0, 0.0, 0.0, -2.0502543449401855, 286.0
715836, 0.0, 0.0, -26.89234733581543, 0.0, 0.0, -0.7839202880859375, 157537.0, 119609.7578125, 157662.03125, 155598.890625, 143474.46875, 153947.171875, 0.0, 0.0, 0.0, 0.0, -2.051254987716675, 286.0
715856, 0.0, 0.0, -26.905479431152344, 0.0, 0.0, -0.6076812744140625, 157533.15625, 119601.6171875, 157663.953125, 155604.0625, 143473.78125, 153941.609375, 0.0, 0.0, 0.0, 0.0, -2.0518829822540283, 288.0
715876, 0.0, 0.0, -26.90684700012207, 0.0, 0.0, 0.4100799560546875, 157537.0, 119610.515625, 157663.953125, 155604.0625, 143473.78125, 153941.609375, 0.0, 0.0, 0.0, 0.0, -2.0544323921203613, 288.0
715896, 0.0, 0.0, -26.89190673828125, 0.0, 0.0, 1.1249542236328125, 157537.0, 119606.0546875, 157663.953125, 155596.390625, 143472.40625, 153924.828125, 0.0, 0.0, 0.0, 0.0, -2.052074432373047, 288.0
715916, 0.0, 0.0, -26.877588272094727, 0.0, 0.0, 0.4192352294921875, 157535.078125, 119603.1015625, 157665.875, 155606.375, 143475.546875, 153934.15625, 0.0, 0.0, 0.0, 0.0, -2.052074432373047, 288.0
715936, 0.0, 0.0, -26.8756160736084, 0.0, 0.0, -0.1800537109375, 157535.078125, 119605.3203125, 157662.03125, 155583.328125, 143473.78125, 153924.21875, 0.0, 0.0, 0.0, 0.0, -2.052074432373047, 288.0
715956, 0.0, 0.0, -26.877599716186523, 0.0, 0.0, -0.03643035888671875, 157533.15625, 119606.7890625, 157663.953125, 155580.828125, 143480.4375, 153946.578125, 0.0, 0.0, 0.0, 0.0, -2.0533406734466553, 283.0
715976, 0.0, 0.0, -26.881229400634766, 0.0, 0.0, -0.33016204833984375, 157535.078125, 119614.9296875, 157663.953125, 155619.625, 143471.328125, 153938.515625, 0.0, 0.0, 0.0, 0.0, -2.051687240600586, 283.0
715996, 0.0, 0.0, -26.88222885131836, 0.0, 0.0, 0.1972198486328125, 157535.078125, 119614.9296875, 157663.953125, 155619.625, 143471.328125, 153938.515625, 0.0, 0.0, 0.0, 0.0, -2.051492691040039, 283.0
716056, 0.0, 0.0, -26.875505447387695, 0.0, 0.0, 0.1529693603515625, 157533.15625, 119603.1015625, 157663.953125, 155599.640625, 143477.984375, 153936.03125, 0.0, 0.0, 0.0, 0.0, -2.0537967681884766, 289.0
716076, 0.0, 0.0, -26.86605453491211, 0.0, 0.0, 0.8073806762695312, 157533.15625, 119611.9765625, 157665.875, 155595.234375, 143482.890625, 153953.421875, 0.0, 0.0, 0.0, 0.0, -2.0525336265563965, 289.0
716116, 0.0, 0.0, -26.87319564819336, 0.0, 0.0, -0.4497528076171875, 157535.078125, 119603.8359375, 157669.734375, 155603.296875, 143480.4375, 153943.484375, 0.0, 0.0, 0.0, 0.0, -2.053934097290039, 289.0
716136, 0.0, 0.0, -26.87870216369629, 0.0, 0.0, -0.145721435546875, 157535.078125, 119603.8359375, 157669.734375, 155598.3125, 143482.890625, 153931.671875, 0.0, 0.0, 0.0, 0.0, -2.053934097290039, 289.0
716156, 0.0, 0.0, -26.87599754333496, 0.0, 0.0, 0.40149688720703125, 157537.0, 119609.7578125, 157663.953125, 155602.71875, 143482.203125, 153949.65625, 0.0, 0.0, 0.0, 0.0, -2.056748390197754, 287.0
716176, 0.0, 0.0, -26.862024307250977, 0.0, 0.0, 1.03607177734375, 157537.0, 119616.421875, 157662.03125, 155588.890625, 143481.125, 153946.578125, 0.0, 0.0, 0.0, 0.0, -2.056565761566162, 287.0
716196, 0.0, 0.0, -26.847042083740234, 0.0, 0.0, 0.5657196044921875, 157537.0, 119616.421875, 157662.03125, 155609.640625, 143479.375, 153938.515625, 0.0, 0.0, 0.0, 0.0, -2.0569119453430176, 287.0
716216, 0.0, 0.0, -26.84365463256836, 0.0, 0.0, -0.1705169677734375, 157537.0, 119609.7578125, 157663.953125, 155600.796875, 143477.984375, 153936.640625, 0.0, 0.0, 0.0, 0.0, -2.055846929550171, 287.0
716236, 0.0, 0.0, -26.847938537597656, 0.0, 0.0, -0.27484893798828125, 157535.078125, 119602.34375, 157663.953125, 155588.3125, 143478.671875, 153939.125, 0.0, 0.0, 0.0, 0.0, -2.0558316707611084, 287.0
716256, 0.0, 0.0, -26.85919952392578, 0.0, 0.0, -0.8787155151367188, 157535.078125, 119602.34375, 157663.953125, 155590.234375, 143474.46875, 153942.203125, 0.0, 0.0, 0.0, 0.0, -2.0558643341064453, 287.0
716276, 0.0, 0.0, -26.87586784362793, 0.0, 0.0, -0.8758544921875, 157533.15625, 119603.8359375, 157667.8125, 155591.390625, 143482.890625, 153929.796875, 0.0, 0.0, 0.0, 0.0, -2.0562291145324707, 287.0
716296, 0.0, 0.0, -26.886743545532227, 0.0, 0.0, -0.29926300048828125, 157533.15625, 119609.03125, 157663.953125, 155591.390625, 143482.890625, 153929.796875, 0.0, 0.0, 0.0, 0.0, -2.055072546005249, 286.0
716316, 0.0, 0.0, -26.88721466064453, 0.0, 0.0, 0.22220611572265625, 157537.0, 119604.5703125, 157663.953125, 155603.296875, 143477.984375, 153929.1875, 0.0, 0.0, 0.0, 0.0, -2.055072546005249, 286.0
716376, 0.0, 0.0, -26.920997619628906, 0.0, 0.0, -0.1617431640625, 157535.078125, 119606.7890625, 157665.875, 155602.140625, 143478.671875, 153943.484375, 0.0, 0.0, 0.0, 0.0, -2.0534422397613525, 290.0
716396, 0.0, 0.0, -26.9174747467041, 0.0, 0.0, 0.4978179931640625, 157535.078125, 119613.46875, 157663.953125, 155603.296875, 143476.234375, 153947.171875, 0.0, 0.0, 0.0, 0.0, -2.053027391433716, 290.0
716416, 0.0, 0.0, -26.90923500061035, 0.0, 0.0, 0.37593841552734375, 157533.15625, 119608.2734375, 157663.953125, 155600.21875, 143482.890625, 153937.921875, 0.0, 0.0, 0.0, 0.0, -2.053027391433716, 290.0
716456, 0.0, 0.0, -26.903926849365234, 0.0, 0.0, -0.22983551025390625, 157533.15625, 119611.2265625, 157663.953125, 155602.140625, 143472.015625, 153935.4375, 0.0, 0.0, 0.0, 0.0, -2.0554723739624023, 291.0
716516, 0.0, 0.0, -26.94005584716797, 0.0, 0.0, 0.0499725341796875, 157537.0, 119610.4921875, 157662.03125, 155603.296875, 143478.671875, 153939.125, 0.0, 0.0, 0.0, 0.0, -2.0559232234954834, 291.0
716536, 0.0, 0.0, -26.927444458007812, 0.0, 0.0, 1.21612548828125, 157537.0, 119610.4921875, 157663.953125, 155603.296875, 143479.375, 153922.34375, 0.0, 0.0, 0.0, 0.0, -2.055222272872925, 291.0
716556, 0.0, 0.0, -26.918132781982422, 0.0, 0.0, -0.16326904296875, 157542.75, 119608.2734375, 157663.953125, 155607.71875, 143479.375, 153945.96875, 0.0, 0.0, 0.0, 0.0, -2.055222272872925, 289.0
716576, 0.0, 0.0, -26.92037582397461, 0.0, 0.0, -0.0774383544921875, 157537.0, 119606.0546875, 157662.03125, 155595.234375, 143486.40625, 153941.609375, 0.0, 0.0, 0.0, 0.0, -2.055222272872925, 289.0
716596, 0.0, 0.0, -26.921428680419922, 0.0, 0.0, -0.0354766845703125, 157537.0, 119612.7109375, 157663.953125, 155585.8125, 143469.578125, 153927.90625, 0.0, 0.0, 0.0, 0.0, -2.055222272872925, 289.0
716616, 0.0, 0.0, -26.92668342590332, 0.0, 0.0, -0.493621826171875, 157537.0, 119611.25, 157663.953125, 155596.390625, 143470.640625, 153938.515625, 0.0, 0.0, 0.0, 0.0, -2.054999351501465, 289.0
716636, 0.0, 0.0, -26.94086456298828, 0.0, 0.0, -0.9738922119140625, 157537.0, 119611.25, 157663.953125, 155592.734375, 143482.890625, 153926.09375, 0.0, 0.0, 0.0, 0.0, -2.054999351501465, 289.0
716656, 0.0, 0.0, -26.953689575195312, 0.0, 0.0, -0.40607452392578125, 157537.0, 119611.25, 157663.953125, 155583.328125, 143468.875, 153944.09375, 0.0, 0.0, 0.0, 0.0, -2.058110475540161, 288.0
