timeTick, yaw, laserFront
747535, -2.15372371673584, 0
747555, -2.154355525970459, 292.0
747575, -2.1551318168640137, 287.0
747595, -2.1531782150268555, 287.0
747615, -2.1537039279937744, 287.0
747635, -2.154090166091919, 287.0
747655, -2.1548521518707275, 287.0
747675, -2.157045602798462, 284.0
747695, -2.157426118850708, 284.0
747715, -2.1576547622680664, 284.0
747735, -2.1577091217041016, 284.0
747755, -2.1581227779388428, 284.0
747775, -2.158095598220825, 287.0
747795, -2.156195878982544, 287.0
747815, -2.1564266681671143, 287.0
747835, -2.1560871601104736, 287.0
747855, -2.1566243171691895, 287.0
747875, -2.155270576477051, 282.0
747895, -2.154695987701416, 282.0
747915, -2.154073476791382, 282.0
747935, -2.1529901027679443, 282.0
747955, -2.1538479328155518, 282.0
747975, -2.1552512645721436, 286.0
747995, -2.1553659439086914, 286.0
748015, -2.1549291610717773, 286.0
748035, -2.15596079826355, 286.0
748055, -2.1562681198120117, 286.0
748075, -2.1577675342559814, 291.0
748095, -2.156548261642456, 291.0
748115, -2.157325506210327, 291.0
748135, -2.159557580947876, 291.0
748155, -2.158621311187744, 291.0
748175, -2.1594924926757812, 289.0
748195, -2.159764289855957, 289.0
748215, -2.1593306064605713, 289.0
748235, -2.1604626178741455, 289.0
748255, -2.157412528991699, 289.0
748275, -2.1582980155944824, 282.0
748295, -2.15897274017334, 282.0
748315, -2.15952730178833, 282.0
748335, -2.1600871086120605, 282.0
748355, -2.159770965576172, 282.0
748375, -2.16009521484375, 286.0
748395, -2.1609303951263428, 286.0
748415, -2.1619834899902344, 286.0
748435, -2.161416530609131, 286.0
748455, -2.1601333618164062, 286.0
748475, -2.15982723236084, 284.0
748495, -2.1619675159454346, 284.0
748515, -2.163418769836426, 284.0
748535, -2.165174722671509, 284.0
748555, -2.166306734085083, 284.0
748575, -2.1661880016326904, 285.0
748595, -2.166774034500122, 285.0
748615, -2.1649630069732666, 285.0
748635, -2.1654276847839355, 285.0
748655, -2.1637141704559326, 285.0
748675, -2.163559675216675, 285.0
748695, -2.1645326614379883, 285.0
748715, -2.164689779281616, 285.0
748735, -2.1662089824676514, 285.0
748755, -2.168379545211792, 285.0
748775, -2.1696619987487793, 286.0
748795, -2.1711575984954834, 286.0
748815, -2.17010498046875, 286.0
748835, -2.1700198650360107, 286.0
748855, -2.1719229221343994, 286.0
748875, -2.171401262283325, 289.0
748895, -2.1710054874420166, 289.0
748915, -2.1700377464294434, 289.0
748935, -2.1706860065460205, 289.0
748955, -2.169264316558838, 289.0
748975, -2.168983221054077, 286.0
748995, -2.1691677570343018, 286.0
749015, -2.1699180603027344, 286.0
749035, -2.1700403690338135, 286.0
