timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, motor1, motor2, motor3, motor4, otX, otY, otZ, yaw, laserFront
141046, 0.0, 0.0, -21.046903610229492, 0.0, 0.0, 0.0957489013671875, 0, 0, 0, 0, 0, 0, 0, 0, 0
141066, 0.0, 0.0, -21.053739547729492, 0.0, 0.0, -0.769805908203125, 0.0, 0.0, 0.0, 0.0, -1.4732437133789062, -0.9875907897949219, 0.021682918071746826, -1.3775016069412231, 301.0
141086, 0.0, 0.0, -21.061710357666016, 0.0, 0.0, -0.1041412353515625, 0.0, 0.0, 0.0, 0.0, -1.4732913970947266, -0.987457275390625, 0.021716773509979248, -1.3775715827941895, 301.0
141106, 0.0, 0.0, -21.06403923034668, 0.0, 0.0, -0.13904571533203125, 0.0, 0.0, 0.0, 0.0, -1.4732837677001953, -0.98760986328125, 0.021671921014785767, -1.3771365880966187, 301.0
141126, 0.0, 0.0, -21.063682556152344, 0.0, 0.0, 0.16078948974609375, 0.0, 0.0, 0.0, 0.0, -1.4731979370117188, -0.9874954223632812, 0.021481841802597046, -1.3789441585540771, 301.0
141146, 0.0, 0.0, -21.05655860900879, 0.0, 0.0, 0.567626953125, 0.0, 0.0, 0.0, 0.0, -1.473297119140625, -0.9875888824462891, 0.021743863821029663, -1.3782209157943726, 301.0
141166, 0.0, 0.0, -21.04001808166504, 0.0, 0.0, 1.1432647705078125, 0.0, 0.0, 0.0, 0.0, -1.4732131958007812, -0.9874153137207031, 0.02169013023376465, -1.3777028322219849, 32766.0
141186, 0.0, 0.0, -21.024568557739258, 0.0, 0.0, 0.5159378051757812, 0.0, 0.0, 0.0, 0.0, -1.4733009338378906, -0.9876823425292969, 0.02155900001525879, -1.3779538869857788, 32766.0
141206, 0.0, 0.0, -21.022031784057617, 0.0, 0.0, -0.21076202392578125, 0.0, 0.0, 0.0, 0.0, -1.4732341766357422, -0.9875392913818359, 0.021774262189865112, -1.3788046836853027, 32766.0
141226, 0.0, 0.0, -21.02345085144043, 0.0, 0.0, 0.04787445068359375, 0.0, 0.0, 0.0, 0.0, -1.4732627868652344, -0.9875602722167969, 0.021690577268600464, -1.379488468170166, 32766.0
141246, 0.0, 0.0, -21.028099060058594, 0.0, 0.0, -0.5079269409179688, 0.0, 0.0, 0.0, 0.0, -1.4732379913330078, -0.9876441955566406, 0.02183118462562561, -1.3817552328109741, 32766.0
141266, 0.0, 0.0, -21.029678344726562, 0.0, 0.0, 0.29926300048828125, 0.0, 0.0, 0.0, 0.0, -1.4732799530029297, -0.9875659942626953, 0.02179989218711853, -1.382882833480835, 299.0
141286, 0.0, 0.0, -21.024559020996094, 0.0, 0.0, 0.24242401123046875, 0.0, 0.0, 0.0, 0.0, -1.473388671875, -0.9875125885009766, 0.021777987480163574, -1.3828318119049072, 299.0
141306, 0.0, 0.0, -21.026153564453125, 0.0, 0.0, -0.377655029296875, 0.0, 0.0, 0.0, 0.0, -1.473184585571289, -0.987518310546875, 0.02178281545639038, -1.3836430311203003, 299.0
141326, 0.0, 0.0, -21.027143478393555, 0.0, 0.0, 0.24089813232421875, 0.0, 0.0, 0.0, 0.0, -1.4732170104980469, -0.9874935150146484, 0.021696537733078003, -1.3850256204605103, 299.0
141346, 0.0, 0.0, -21.02548599243164, 0.0, 0.0, -0.05092620849609375, 0.0, 0.0, 0.0, 0.0, -1.4732990264892578, -0.9874324798583984, 0.02182704210281372, -1.3851431608200073, 299.0
141366, 0.0, 0.0, -21.033466339111328, 0.0, 0.0, -0.7520675659179688, 0.0, 0.0, 0.0, 0.0, -1.4731006622314453, -0.9874095916748047, 0.021667957305908203, -1.3839679956436157, 300.0
141386, 0.0, 0.0, -21.050975799560547, 0.0, 0.0, -1.0740280151367188, 0.0, 0.0, 0.0, 0.0, -1.4732379913330078, -0.987518310546875, 0.021673202514648438, -1.3835736513137817, 300.0
141406, 0.0, 0.0, -21.071256637573242, 0.0, 0.0, -1.0614395141601562, 0.0, 0.0, 0.0, 0.0, -1.4732227325439453, -0.9874153137207031, 0.02170628309249878, -1.3844398260116577, 300.0
141426, 0.0, 0.0, -21.08229637145996, 0.0, 0.0, -0.148773193359375, 0.0, 0.0, 0.0, 0.0, -1.4733619689941406, -0.9874897003173828, 0.02178063988685608, -1.3838704824447632, 300.0
141446, 0.0, 0.0, -21.084840774536133, 0.0, 0.0, -0.12054443359375, 0.0, 0.0, 0.0, 0.0, -1.4734821319580078, -0.9877147674560547, 0.02173447608947754, -1.384655237197876, 300.0
141466, 0.0, 0.0, -21.084989547729492, 0.0, 0.0, 0.09365081787109375, 0.0, 0.0, 0.0, 0.0, -1.4731788635253906, -0.9874629974365234, 0.021583586931228638, -1.3859057426452637, 32766.0
141486, 0.0, 0.0, -21.07737159729004, 0.0, 0.0, 0.677490234375, 0.0, 0.0, 0.0, 0.0, -1.473257064819336, -0.9876079559326172, 0.021887004375457764, -1.3852978944778442, 32766.0
141506, 0.0, 0.0, -21.07016372680664, 0.0, 0.0, 0.11119842529296875, 0.0, 0.0, 0.0, 0.0, -1.473257064819336, -0.9874076843261719, 0.02183598279953003, -1.386021375656128, 32766.0
141526, 0.0, 0.0, -21.06689453125, 0.0, 0.0, 0.22678375244140625, 0.0, 0.0, 0.0, 0.0, -1.473226547241211, -0.9875259399414062, 0.021580994129180908, -1.3852580785751343, 32766.0
141546, 0.0, 0.0, -21.060009002685547, 0.0, 0.0, 0.484466552734375, 0.0, 0.0, 0.0, 0.0, -1.47320556640625, -0.9875469207763672, 0.02169075608253479, -1.385802984237671, 32766.0
141566, 0.0, 0.0, -21.065120697021484, 0.0, 0.0, -0.9471893310546875, 0.0, 0.0, 0.0, 0.0, -1.4732532501220703, -0.9876346588134766, 0.02177456021308899, -1.385922908782959, 298.0
141586, 0.0, 0.0, -21.078857421875, 0.0, 0.0, -0.521087646484375, 0.0, 0.0, 0.0, 0.0, -1.4733600616455078, -0.9874687194824219, 0.02172103524208069, -1.3863588571548462, 298.0
141606, 0.0, 0.0, -21.088315963745117, 0.0, 0.0, -0.476837158203125, 0.0, 0.0, 0.0, 0.0, -1.473154067993164, -0.9875068664550781, 0.021605193614959717, -1.3880382776260376, 298.0
141626, 0.0, 0.0, -21.095922470092773, 0.0, 0.0, -0.3314971923828125, 0.0, 0.0, 0.0, 0.0, -1.47320556640625, -0.9873123168945312, 0.021723806858062744, -1.3876720666885376, 298.0
141646, 0.0, 0.0, -21.093116760253906, 0.0, 0.0, 0.579071044921875, 0.0, 0.0, 0.0, 0.0, -1.4735050201416016, -0.9878082275390625, 0.021727383136749268, -1.3868787288665771, 298.0
141666, 0.0, 0.0, -21.0834903717041, 0.0, 0.0, 0.44155120849609375, 0.0, 0.0, 0.0, 0.0, -1.473154067993164, -0.9874916076660156, 0.021708756685256958, -1.3870179653167725, 302.0
141686, 0.0, 0.0, -21.078672409057617, 0.0, 0.0, 0.0843048095703125, 0.0, 0.0, 0.0, 0.0, -1.4733963012695312, -0.9875202178955078, 0.02196374535560608, -1.3870898485183716, 302.0
141706, 0.0, 0.0, -21.079143524169922, 0.0, 0.0, -0.12302398681640625, 0.0, 0.0, 0.0, 0.0, -1.4731502532958984, -0.9876651763916016, 0.021751493215560913, -1.3857052326202393, 302.0
141726, 0.0, 0.0, -21.079334259033203, 0.0, 0.0, 0.09174346923828125, 0.0, 0.0, 0.0, 0.0, -1.4732666015625, -0.9875736236572266, 0.021860390901565552, -1.3868637084960938, 302.0
141746, 0.0, 0.0, -21.082962036132812, 0.0, 0.0, -0.4451751708984375, 0.0, 0.0, 0.0, 0.0, -1.4731578826904297, -0.9875659942626953, 0.021756410598754883, -1.3871270418167114, 302.0
141766, 0.0, 0.0, -21.0848331451416, 0.0, 0.0, 0.213623046875, 0.0, 0.0, 0.0, 0.0, -1.473419189453125, -0.9877300262451172, 0.02176263928413391, -1.3883298635482788, 32766.0
141786, 0.0, 0.0, -21.078447341918945, 0.0, 0.0, 0.446319580078125, 0.0, 0.0, 0.0, 0.0, -1.4731616973876953, -0.9873676300048828, 0.021606743335723877, -1.3878155946731567, 32766.0
141806, 0.0, 0.0, -21.0683536529541, 0.0, 0.0, 0.6076812744140625, 0.0, 0.0, 0.0, 0.0, -1.473154067993164, -0.9875354766845703, 0.021627306938171387, -1.3883813619613647, 32766.0
141826, 0.0, 0.0, -21.0524959564209, 0.0, 0.0, 1.0389328002929688, 0.0, 0.0, 0.0, 0.0, -1.4731407165527344, -0.9875431060791016, 0.021596908569335938, -1.3885258436203003, 32766.0
141846, 0.0, 0.0, -21.036096572875977, 0.0, 0.0, 0.7049560546875, 0.0, 0.0, 0.0, 0.0, -1.4732608795166016, -0.9873504638671875, 0.021586835384368896, -1.3880956172943115, 32766.0
141866, 0.0, 0.0, -21.020763397216797, 0.0, 0.0, 0.8989334106445312, 0.0, 0.0, 0.0, 0.0, -1.473318099975586, -0.987579345703125, 0.02183467149734497, -1.387267827987671, 297.0
141886, 0.0, 0.0, -21.001562118530273, 0.0, 0.0, 1.1110305786132812, 0.0, 0.0, 0.0, 0.0, -1.4735050201416016, -0.9877185821533203, 0.022057771682739258, -1.3872238397598267, 297.0
141906, 0.0, 0.0, -20.984477996826172, 0.0, 0.0, 0.7085800170898438, 0.0, 0.0, 0.0, 0.0, -1.4731826782226562, -0.9875164031982422, 0.02176162600517273, -1.3873575925827026, 297.0
141926, 0.0, 0.0, -20.970176696777344, 0.0, 0.0, 0.7925033569335938, 0.0, 0.0, 0.0, 0.0, -1.4731483459472656, -0.9875373840332031, 0.021777182817459106, -1.3891642093658447, 297.0
141946, 0.0, 0.0, -20.960723876953125, 0.0, 0.0, 0.23193359375, 0.0, 0.0, 0.0, 0.0, -1.4735641479492188, -0.9877567291259766, 0.021788358688354492, -1.3889347314834595, 297.0
