timeTick, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, yaw, laserFront
192689, 157573.515625, 119162.484375, 157689.0, 156388.3125, 144986.65625, 155102.078125, 1.7064307928085327, 301.0
192709, 157571.59375, 119160.2578125, 157690.921875, 156381.96875, 144995.09375, 155108.328125, 1.7076267004013062, 301.0
192729, 157573.515625, 119161.0, 157690.921875, 156376.40625, 144988.421875, 155117.671875, 1.7071150541305542, 301.0
192749, 157573.515625, 119161.734375, 157689.0, 156380.828125, 144985.96875, 155103.359375, 1.7081174850463867, 301.0
192770, 157571.59375, 119158.0390625, 157689.0, 156376.96875, 144994.421875, 155109.625, 1.7084020376205444, 313.0
192789, 157571.59375, 119165.4375, 157692.859375, 156385.03125, 144995.09375, 155112.703125, 1.7092877626419067, 313.0
192809, 157575.4375, 119160.2578125, 157690.921875, 156383.3125, 144986.65625, 155108.921875, 1.7115495204925537, 313.0
192829, 157569.671875, 119151.3828125, 157689.0, 156387.734375, 144993.328125, 155108.328125, 1.7123899459838867, 313.0
192849, 157571.59375, 119163.21875, 157689.0, 156379.46875, 144992.65625, 155095.90625, 1.7133606672286987, 313.0
192871, 157573.515625, 119162.46875, 157687.078125, 156367.5625, 144995.09375, 155105.25, 1.7131142616271973, 299.0
192889, 157571.59375, 119163.21875, 157690.921875, 156378.890625, 144994.421875, 155108.328125, 1.715219259262085, 299.0
192910, 157573.515625, 119165.4375, 157692.859375, 156378.890625, 144989.109375, 155106.4375, 1.716169834136963, 299.0
192929, 157573.515625, 119163.21875, 157689.0, 156376.40625, 145001.09375, 155109.625, 1.717761754989624, 299.0
192949, 157571.59375, 119159.5234375, 157689.0, 156381.390625, 144990.203125, 155108.328125, 1.719156265258789, 299.0
192970, 157571.59375, 119165.4375, 157690.921875, 156376.96875, 144994.421875, 155110.21875, 1.720449447631836, 299.0
192989, 157571.59375, 119161.0, 157692.859375, 156380.828125, 144987.75, 155110.21875, 1.720111608505249, 299.0
193009, 157575.4375, 119161.0, 157692.859375, 156378.890625, 144994.0, 155100.28125, 1.7215410470962524, 299.0
193029, 157573.515625, 119161.0, 157687.078125, 156386.390625, 144991.96875, 155107.734375, 1.72097909450531, 299.0
193049, 157573.515625, 119159.5234375, 157690.921875, 156386.390625, 144991.5625, 155107.734375, 1.7220147848129272, 299.0
193069, 157575.4375, 119162.46875, 157689.0, 156383.3125, 144989.515625, 155108.921875, 1.7256641387939453, 306.0
193089, 157571.59375, 119159.5234375, 157690.921875, 156383.3125, 144993.75, 155108.328125, 1.727016806602478, 306.0
193111, 157571.59375, 119165.4375, 157690.921875, 156379.46875, 144990.203125, 155114.59375, 1.7278141975402832, 306.0
193129, 157569.671875, 119163.953125, 157689.0, 156380.828125, 144994.421875, 155103.359375, 1.7277060747146606, 306.0
193149, 157571.59375, 119159.5234375, 157690.921875, 156373.328125, 144994.421875, 155105.25, 1.7299482822418213, 306.0
193172, 157569.671875, 119167.65625, 157690.921875, 156379.671875, 144995.09375, 155102.765625, 1.7311862707138062, 32766.0
193189, 157571.59375, 119166.171875, 157689.0, 156378.890625, 144987.75, 155101.484375, 1.732558012008667, 32766.0
193209, 157575.4375, 119160.2578125, 157689.0, 156376.40625, 144985.296875, 155112.109375, 1.734014868736267, 32766.0
193229, 157569.671875, 119163.21875, 157692.859375, 156373.90625, 144991.96875, 155108.328125, 1.735702395439148, 32766.0
193249, 157575.4375, 119165.4375, 157687.078125, 156378.328125, 144992.65625, 155116.484375, 1.736591100692749, 32766.0
193269, 157573.515625, 119172.09375, 157690.921875, 156373.90625, 144987.75, 155102.765625, 1.7383300065994263, 304.0
193289, 157569.671875, 119160.2578125, 157690.921875, 156387.734375, 144998.640625, 155103.359375, 1.7388705015182495, 304.0
193309, 157571.59375, 119166.171875, 157689.0, 156385.234375, 144987.75, 155107.140625, 1.7402055263519287, 304.0
193329, 157571.59375, 119167.65625, 157689.0, 156381.390625, 144987.75, 155102.765625, 1.7406986951828003, 304.0
193349, 157571.59375, 119167.65625, 157689.0, 156371.984375, 144991.96875, 155109.625, 1.7401756048202515, 304.0
193370, 157575.4375, 119159.5234375, 157690.921875, 156378.328125, 144983.515625, 155105.25, 1.7400593757629395, 296.0
193389, 157573.515625, 119168.390625, 157689.0, 156375.828125, 144984.609375, 155107.734375, 1.740500569343567, 296.0
193409, 157571.59375, 119160.2578125, 157690.921875, 156373.90625, 144988.84375, 155102.765625, 1.7417018413543701, 296.0
193429, 157573.515625, 119166.921875, 157687.078125, 156381.390625, 144990.875, 155102.171875, 1.7420397996902466, 296.0
193449, 157573.515625, 119161.734375, 157689.0, 156378.328125, 144989.515625, 155107.734375, 1.743387222290039, 296.0
193470, 157569.671875, 119169.875, 157692.859375, 156368.90625, 144987.75, 155105.84375, 1.74326753616333, 311.0
193489, 157575.4375, 119165.4375, 157690.921875, 156383.3125, 144985.296875, 155101.484375, 1.7453629970550537, 311.0
193510, 157573.515625, 119163.2109375, 157690.921875, 156370.828125, 144989.515625, 155107.140625, 1.748253345489502, 311.0
193529, 157567.75, 119166.171875, 157689.0, 156378.328125, 144995.78125, 155103.953125, 1.749786615371704, 311.0
193549, 157573.515625, 119170.609375, 157692.859375, 156373.328125, 144985.296875, 155109.03125, 1.7504194974899292, 311.0
193571, 157573.515625, 119167.65625, 157690.921875, 156371.40625, 144995.09375, 155101.484375, 1.7521328926086426, 308.0
193589, 157573.515625, 119167.65625, 157690.921875, 156370.828125, 144990.875, 155100.28125, 1.7526509761810303, 308.0
193611, 157571.59375, 119158.7890625, 157689.0, 156376.96875, 144982.84375, 155103.359375, 1.7541258335113525, 308.0
193629, 157573.515625, 119158.7890625, 157689.0, 156375.828125, 144990.203125, 155109.625, 1.7573723793029785, 308.0
193650, 157571.59375, 119167.65625, 157687.078125, 156370.265625, 144986.65625, 155107.140625, 1.7590031623840332, 308.0
193669, 157571.59375, 119163.953125, 157689.0, 156370.265625, 144988.421875, 155102.171875, 1.759639859199524, 300.0
193689, 157571.59375, 119160.2578125, 157692.859375, 156368.90625, 144988.84375, 155109.625, 1.7591148614883423, 300.0
193709, 157569.671875, 119170.609375, 157689.0, 156366.40625, 144990.203125, 155105.25, 1.7607223987579346, 300.0
193729, 157573.515625, 119162.46875, 157690.921875, 156373.328125, 144992.65625, 155098.390625, 1.7621437311172485, 300.0
193749, 157575.4375, 119161.734375, 157689.0, 156368.90625, 144998.234375, 155101.484375, 1.7625223398208618, 300.0
193789, 157573.515625, 119165.4375, 157694.78125, 156373.328125, 144985.296875, 155100.28125, 1.7631921768188477, 304.0
193809, 157573.515625, 119167.65625, 157690.921875, 156371.40625, 144991.96875, 155105.25, 1.762993335723877, 304.0
193829, 157575.4375, 119165.4375, 157687.078125, 156368.328125, 144990.203125, 155100.875, 1.7654368877410889, 304.0
193849, 157571.59375, 119172.09375, 157690.921875, 156363.921875, 144995.09375, 155115.1875, 1.7686476707458496, 304.0
193869, 157573.515625, 119161.734375, 157687.078125, 156370.828125, 144991.96875, 155105.25, 1.770287275314331, 303.0
193889, 157573.515625, 119166.171875, 157690.921875, 156363.921875, 144981.75, 155107.140625, 1.7724988460540771, 303.0
193909, 157569.671875, 119167.65625, 157690.921875, 156377.171875, 144995.09375, 155109.03125, 1.7726837396621704, 303.0
193929, 157571.59375, 119168.390625, 157692.859375, 156371.40625, 144989.515625, 155102.765625, 1.770847201347351, 303.0
193949, 157573.515625, 119168.390625, 157690.921875, 156362.5625, 144990.203125, 155109.03125, 1.7723581790924072, 303.0
193969, 157573.515625, 119162.46875, 157692.859375, 156368.328125, 144994.421875, 155109.03125, 1.7752056121826172, 298.0
193989, 157575.4375, 119163.953125, 157689.0, 156371.40625, 144996.875, 155100.28125, 1.7754976749420166, 298.0
194009, 157569.671875, 119163.21875, 157692.859375, 156378.328125, 144983.515625, 155102.765625, 1.7760741710662842, 298.0
194029, 157571.59375, 119156.5546875, 157690.921875, 156375.828125, 144985.96875, 155095.3125, 1.7774256467819214, 298.0
194050, 157575.4375, 119172.09375, 157690.921875, 156366.984375, 144992.65625, 155112.109375, 1.776542067527771, 298.0
194069, 157569.671875, 119166.171875, 157692.859375, 156363.921875, 144996.1875, 155100.875, 1.7771812677383423, 310.0
194089, 157573.515625, 119167.65625, 157687.078125, 156366.40625, 144991.5625, 155102.765625, 1.778885841369629, 310.0
194110, 157571.59375, 119168.390625, 157694.78125, 156359.5, 144990.875, 155095.90625, 1.7791305780410767, 310.0
194149, 157571.59375, 119163.953125, 157692.859375, 156363.921875, 144985.96875, 155110.21875, 1.7810859680175781, 310.0
194169, 157573.515625, 119166.171875, 157687.078125, 156372.75, 144992.65625, 155105.25, 1.7826696634292603, 302.0
194189, 157575.4375, 119169.140625, 157689.0, 156373.90625, 144987.0625, 155107.734375, 1.7837473154067993, 302.0
194209, 157575.4375, 119161.734375, 157690.921875, 156367.5625, 144989.515625, 155093.421875, 1.786336898803711, 302.0
194229, 157575.4375, 119163.953125, 157690.921875, 156368.90625, 145000.0, 155097.796875, 1.7855784893035889, 302.0
194249, 157571.59375, 119167.65625, 157689.0, 156365.84375, 144990.875, 155112.109375, 1.785947561264038, 302.0
194269, 157571.59375, 119169.875, 157692.859375, 156366.40625, 144987.0625, 155111.515625, 1.7868075370788574, 301.0
194289, 157573.515625, 119166.171875, 157689.0, 156360.84375, 144996.875, 155106.546875, 1.7879313230514526, 301.0
194309, 157571.59375, 119165.4375, 157689.0, 156368.328125, 144989.515625, 155103.359375, 1.789742350578308, 301.0
194329, 157575.4375, 119167.65625, 157687.078125, 156372.75, 145001.78125, 155105.25, 1.7911632061004639, 301.0
194350, 157571.59375, 119169.140625, 157690.921875, 156363.34375, 144993.75, 155104.0625, 1.7899080514907837, 301.0
194369, 157573.515625, 119171.359375, 157690.921875, 156366.40625, 144992.65625, 155097.796875, 1.792920708656311, 305.0
194389, 157575.4375, 119164.6875, 157690.921875, 156363.921875, 144996.1875, 155110.8125, 1.793322205543518, 305.0
194410, 157567.75, 119163.21875, 157689.0, 156363.34375, 144990.203125, 155100.28125, 1.7929017543792725, 305.0
194429, 157571.59375, 119170.609375, 157689.0, 156364.6875, 144997.546875, 155098.390625, 1.7934714555740356, 305.0
194449, 157569.671875, 119168.390625, 157689.0, 156367.765625, 144987.75, 155107.734375, 1.7958869934082031, 305.0
194469, 157571.59375, 119168.390625, 157692.859375, 156373.90625, 144997.546875, 155103.359375, 1.7966628074645996, 300.0
194489, 157573.515625, 119162.46875, 157689.0, 156361.421875, 144998.640625, 155100.28125, 1.7972606420516968, 300.0
194509, 157567.75, 119172.8359375, 157689.0, 156363.34375, 144988.421875, 155102.171875, 1.7978856563568115, 300.0
194529, 157573.515625, 119166.90625, 157690.921875, 156361.421875, 144989.515625, 155111.515625, 1.7990121841430664, 300.0
194549, 157573.515625, 119173.5703125, 157692.859375, 156368.328125, 144989.515625, 155108.328125, 1.799912691116333, 300.0
194569, 157571.59375, 119172.828125, 157692.859375, 156361.984375, 144994.421875, 155104.65625, 1.800373911857605, 302.0
194589, 157571.59375, 119165.4375, 157689.0, 156372.75, 145001.09375, 155114.59375, 1.8025856018066406, 302.0
194610, 157573.515625, 119162.46875, 157689.0, 156365.265625, 144987.75, 155109.625, 1.806120753288269, 302.0
194629, 157575.4375, 119165.4375, 157692.859375, 156365.84375, 144988.421875, 155100.28125, 1.8057557344436646, 302.0
194649, 157573.515625, 119170.609375, 157690.921875, 156365.84375, 144994.421875, 155108.328125, 1.808802843093872, 302.0
194669, 157571.59375, 119163.2109375, 157694.78125, 156370.265625, 144996.875, 155102.171875, 1.8090720176696777, 306.0
194689, 157573.515625, 119176.5234375, 157687.078125, 156361.984375, 145001.78125, 155100.28125, 1.8092875480651855, 306.0
194709, 157573.515625, 119166.171875, 157690.921875, 156370.828125, 144984.203125, 155099.0, 1.8112303018569946, 306.0
194729, 157575.4375, 119165.4375, 157692.859375, 156368.328125, 144995.09375, 155102.171875, 1.8097093105316162, 306.0
194749, 157571.59375, 119169.875, 157687.078125, 156370.828125, 144989.515625, 155107.734375, 1.8098384141921997, 306.0
194769, 157573.515625, 119172.09375, 157687.078125, 156368.90625, 144999.328125, 155099.6875, 1.8097851276397705, 304.0
194789, 157573.515625, 119169.875, 157689.0, 156364.6875, 144996.875, 155106.546875, 1.810638427734375, 304.0
194809, 157573.515625, 119168.390625, 157690.921875, 156366.40625, 144991.296875, 155095.3125, 1.8091319799423218, 304.0
194829, 157573.515625, 119169.875, 157692.859375, 156364.484375, 144996.875, 155105.25, 1.8087797164916992, 304.0
194849, 157577.359375, 119172.09375, 157689.0, 156363.921875, 145000.0, 155109.625, 1.811563491821289, 304.0
194869, 157573.515625, 119165.4375, 157692.859375, 156374.671875, 144992.65625, 155108.328125, 1.8108855485916138, 301.0
194889, 157571.59375, 119170.609375, 157690.921875, 156358.921875, 144994.421875, 155100.28125, 1.812672734260559, 301.0
194909, 157571.59375, 119172.828125, 157689.0, 156361.984375, 144992.65625, 155107.140625, 1.813198447227478, 301.0
194929, 157573.515625, 119170.609375, 157689.0, 156358.34375, 144996.453125, 155112.109375, 1.814064860343933, 301.0
194949, 157577.359375, 119168.390625, 157689.0, 156363.921875, 144994.421875, 155100.28125, 1.814941644668579, 301.0
194969, 157573.515625, 119161.734375, 157690.921875, 156370.828125, 144993.75, 155112.109375, 1.8155783414840698, 301.0
194989, 157569.671875, 119163.953125, 157692.859375, 156365.265625, 144988.84375, 155110.21875, 1.8177940845489502, 301.0
195010, 157573.515625, 119167.65625, 157692.859375, 156367.765625, 144991.96875, 155099.6875, 1.820024847984314, 301.0
195029, 157577.359375, 119169.125, 157692.859375, 156368.90625, 144988.421875, 155105.25, 1.8200021982192993, 301.0
195049, 157575.4375, 119172.09375, 157689.0, 156363.921875, 144990.203125, 155104.65625, 1.821655511856079, 301.0
195069, 157573.515625, 119166.171875, 157689.0, 156372.75, 144994.421875, 155102.765625, 1.8217065334320068, 300.0
195089, 157573.515625, 119173.5703125, 157689.0, 156367.765625, 144989.515625, 155102.171875, 1.8235752582550049, 300.0
195109, 157573.515625, 119168.390625, 157690.921875, 156370.828125, 144995.09375, 155092.234375, 1.8230973482131958, 300.0
195129, 157571.59375, 119170.609375, 157690.921875, 156373.90625, 144987.0625, 155102.171875, 1.8249363899230957, 300.0
195149, 157571.59375, 119172.09375, 157690.921875, 156361.421875, 144992.65625, 155100.875, 1.825730323791504, 300.0
195169, 157573.515625, 119172.09375, 157692.859375, 156363.34375, 144996.875, 155114.59375, 1.8290576934814453, 305.0
195189, 157573.515625, 119175.7890625, 157690.921875, 156365.84375, 144998.640625, 155111.515625, 1.8292412757873535, 305.0
195209, 157569.671875, 119168.390625, 157689.0, 156360.84375, 144993.75, 155105.25, 1.8305870294570923, 305.0
195229, 157571.59375, 119172.828125, 157690.921875, 156361.421875, 144991.96875, 155105.25, 1.8289436101913452, 305.0
195249, 157569.671875, 119169.140625, 157690.921875, 156366.40625, 144992.65625, 155110.8125, 1.8295482397079468, 305.0
195269, 157571.59375, 119168.390625, 157690.921875, 156363.921875, 144999.328125, 155097.796875, 1.8306314945220947, 303.0
195289, 157571.59375, 119169.125, 157689.0, 156358.34375, 144990.203125, 155098.390625, 1.831750750541687, 303.0
195310, 157569.671875, 119169.859375, 157690.921875, 156368.90625, 144996.875, 155096.515625, 1.831506371498108, 303.0
195329, 157571.59375, 119172.09375, 157692.859375, 156366.40625, 144996.875, 155110.21875, 1.8315660953521729, 303.0
195349, 157569.671875, 119170.609375, 157690.921875, 156365.265625, 145001.09375, 155104.65625, 1.8335285186767578, 303.0
195369, 157571.59375, 119172.09375, 157696.703125, 156368.328125, 145000.0, 155105.25, 1.8348453044891357, 304.0
195389, 157567.75, 119181.6953125, 157689.0, 156356.421875, 144989.515625, 155105.84375, 1.836632490158081, 304.0
195409, 157569.671875, 119166.171875, 157689.0, 156363.34375, 145001.09375, 155103.359375, 1.83647620677948, 304.0
195429, 157569.671875, 119174.3046875, 157687.078125, 156361.984375, 145006.0, 155102.765625, 1.8368866443634033, 304.0
195449, 157575.4375, 119175.7890625, 157692.859375, 156368.328125, 144999.328125, 155107.140625, 1.8374987840652466, 304.0
195469, 157575.4375, 119172.828125, 157690.921875, 156365.84375, 144987.75, 155107.734375, 1.8384513854980469, 307.0
195489, 157575.4375, 119179.4765625, 157690.921875, 156360.84375, 144997.546875, 155102.765625, 1.8388334512710571, 307.0
195510, 157577.359375, 119175.0546875, 157692.859375, 156360.84375, 144993.75, 155114.59375, 1.839794397354126, 307.0
195529, 157573.515625, 119175.0390625, 157692.859375, 156363.34375, 144992.65625, 155102.765625, 1.8418622016906738, 307.0
195551, 157573.515625, 119182.4453125, 157692.859375, 156359.5, 145000.0, 155101.578125, 1.8447062969207764, 307.0
195569, 157571.59375, 119171.359375, 157692.859375, 156363.34375, 145003.546875, 155104.0625, 1.8465701341629028, 32766.0
195589, 157571.59375, 119182.4453125, 157690.921875, 156359.5, 144996.1875, 155107.734375, 1.8499841690063477, 32766.0
195611, 157575.4375, 119174.3046875, 157696.703125, 156358.921875, 145000.0, 155111.515625, 1.8505924940109253, 32766.0
195629, 157573.515625, 119169.125, 157692.859375, 156362.765625, 144997.546875, 155100.875, 1.8511784076690674, 32766.0
195649, 157571.59375, 119178.0078125, 157692.859375, 156363.921875, 144999.328125, 155098.390625, 1.8496742248535156, 32766.0
195669, 157573.515625, 119172.828125, 157689.0, 156372.75, 144980.390625, 155109.625, 1.8513774871826172, 303.0
195689, 157573.515625, 119172.828125, 157690.921875, 156361.421875, 145006.0, 155105.84375, 1.8524428606033325, 303.0
195709, 157573.515625, 119169.125, 157692.859375, 156365.84375, 144996.875, 155112.109375, 1.8531973361968994, 303.0
195729, 157575.4375, 119172.09375, 157689.0, 156372.75, 144994.421875, 155114.59375, 1.8527566194534302, 303.0
195749, 157575.4375, 119172.828125, 157690.921875, 156365.84375, 145003.546875, 155111.515625, 1.8525652885437012, 303.0
195769, 157575.4375, 119172.09375, 157690.921875, 156371.40625, 144996.1875, 155112.109375, 1.8522870540618896, 306.0
195789, 157569.671875, 119175.0390625, 157685.140625, 156367.765625, 145000.421875, 155103.359375, 1.8537400960922241, 306.0
195809, 157571.59375, 119170.609375, 157689.0, 156365.265625, 144999.328125, 155102.765625, 1.8531206846237183, 306.0
195829, 157571.59375, 119175.0390625, 157690.921875, 156365.265625, 144996.875, 155107.734375, 1.8541290760040283, 306.0
195849, 157575.4375, 119176.5234375, 157687.078125, 156363.34375, 144998.640625, 155105.25, 1.8547371625900269, 306.0
195869, 157571.59375, 119173.5625, 157692.859375, 156363.921875, 144995.09375, 155102.765625, 1.8561415672302246, 307.0
195889, 157573.515625, 119180.2265625, 157689.0, 156369.6875, 144990.875, 155110.21875, 1.8566265106201172, 307.0
195909, 157575.4375, 119171.34375, 157692.859375, 156361.421875, 145000.0, 155114.0, 1.857867956161499, 307.0
195929, 157571.59375, 119174.3046875, 157692.859375, 156363.34375, 144985.296875, 155096.515625, 1.8578397035598755, 307.0
195950, 157573.515625, 119172.09375, 157694.78125, 156364.6875, 144996.1875, 155107.140625, 1.8576160669326782, 307.0
195969, 157573.515625, 119172.828125, 157692.859375, 156363.34375, 144997.546875, 155102.171875, 1.856569766998291, 304.0
195989, 157575.4375, 119170.609375, 157690.921875, 156372.75, 145001.78125, 155110.21875, 1.857020378112793, 304.0
196011, 157573.515625, 119178.0078125, 157689.0, 156368.328125, 144997.546875, 155101.578125, 1.8569234609603882, 304.0
196029, 157571.59375, 119180.9609375, 157694.78125, 156377.75, 145004.234375, 155104.65625, 1.8583970069885254, 304.0
196052, 157573.515625, 119180.2265625, 157689.0, 156377.75, 145004.234375, 155104.65625, 1.8613590002059937, 304.0
196069, 157573.515625, 119175.0546875, 157690.921875, 156360.265625, 144999.328125, 155099.6875, 1.862227439880371, 303.0
196089, 157569.671875, 119172.09375, 157692.859375, 156367.765625, 144990.203125, 155104.65625, 1.862973690032959, 303.0
196109, 157575.4375, 119177.9921875, 157690.921875, 156375.25, 144997.546875, 155115.1875, 1.8640466928482056, 303.0
196129, 157571.59375, 119179.4765625, 157690.921875, 156360.84375, 145001.78125, 155104.65625, 1.8640389442443848, 303.0
196149, 157571.59375, 119174.3046875, 157689.0, 156367.765625, 144996.875, 155107.140625, 1.86447274684906, 303.0
196169, 157573.515625, 119178.7421875, 157689.0, 156373.90625, 145004.234375, 155105.25, 1.8665074110031128, 304.0
196189, 157571.59375, 119175.0390625, 157689.0, 156356.421875, 145004.234375, 155102.765625, 1.8677958250045776, 304.0
196209, 157575.4375, 119175.0390625, 157690.921875, 156359.703125, 145001.09375, 155105.25, 1.8682124614715576, 304.0
196229, 157571.59375, 119177.2578125, 157689.0, 156368.328125, 144999.328125, 155097.203125, 1.8708674907684326, 304.0
196250, 157573.515625, 119184.6640625, 157692.859375, 156365.265625, 145000.0, 155116.484375, 1.8707025051116943, 304.0
196269, 157571.59375, 119173.5625, 157690.921875, 156363.921875, 145010.90625, 155110.21875, 1.869560718536377, 309.0
196290, 157571.59375, 119171.359375, 157690.921875, 156370.828125, 144998.234375, 155105.25, 1.8703417778015137, 309.0
196309, 157573.515625, 119171.34375, 157690.921875, 156365.84375, 145002.453125, 155106.546875, 1.8700331449508667, 309.0
196329, 157573.515625, 119169.875, 157690.921875, 156367.765625, 144999.328125, 155104.65625, 1.870261311531067, 309.0
196350, 157573.515625, 119178.7421875, 157690.921875, 156360.265625, 145001.09375, 155106.546875, 1.871045470237732, 309.0
196369, 157573.515625, 119166.90625, 157689.0, 156357.78125, 145009.140625, 155106.546875, 1.8714572191238403, 309.0
196389, 157571.59375, 119173.5625, 157690.921875, 156361.421875, 145001.09375, 155106.546875, 1.8744924068450928, 301.0
196410, 157575.4375, 119174.3046875, 157689.0, 156362.765625, 144994.421875, 155100.28125, 1.87334406375885, 301.0
196429, 157571.59375, 119170.609375, 157696.703125, 156365.265625, 145009.546875, 155100.875, 1.8736945390701294, 301.0
196450, 157575.4375, 119171.359375, 157690.921875, 156358.34375, 144997.546875, 155104.65625, 1.8740798234939575, 301.0
196469, 157571.59375, 119180.9609375, 157690.921875, 156370.265625, 144996.875, 155100.28125, 1.876201868057251, 304.0
196490, 157573.515625, 119175.7890625, 157690.921875, 156353.921875, 144991.5625, 155102.171875, 1.87758469581604, 304.0
196529, 157575.4375, 119181.6953125, 157689.0, 156366.609375, 145010.234375, 155105.953125, 1.8807399272918701, 304.0
196550, 157573.515625, 119170.609375, 157689.0, 156365.265625, 144991.96875, 155111.515625, 1.882372260093689, 304.0
196569, 157575.4375, 119178.7421875, 157690.921875, 156363.34375, 144997.546875, 155109.625, 1.8834563493728638, 302.0
196589, 157571.59375, 119173.5625, 157692.859375, 156367.1875, 145005.328125, 155106.546875, 1.8854846954345703, 302.0
196610, 157573.515625, 119175.7890625, 157689.0, 156363.34375, 145004.234375, 155100.875, 1.8861610889434814, 302.0
196629, 157569.671875, 119177.2578125, 157690.921875, 156370.265625, 144996.875, 155109.625, 1.8876023292541504, 302.0
196650, 157575.4375, 119175.0390625, 157690.921875, 156360.84375, 145002.453125, 155109.03125, 1.8878726959228516, 302.0
196669, 157573.515625, 119168.390625, 157689.0, 156360.84375, 144998.640625, 155107.734375, 1.8895727396011353, 301.0
196689, 157571.59375, 119169.875, 157689.0, 156369.6875, 145007.78125, 155106.546875, 1.8883124589920044, 301.0
196709, 157569.671875, 119170.609375, 157690.921875, 156364.484375, 144999.328125, 155105.25, 1.8903286457061768, 301.0
196729, 157573.515625, 119174.3046875, 157690.921875, 156367.1875, 144997.96875, 155099.09375, 1.8915858268737793, 301.0
196751, 157573.515625, 119170.609375, 157689.0, 156365.84375, 144997.546875, 155110.21875, 1.8935612440109253, 301.0
196769, 157571.59375, 119173.5625, 157689.0, 156363.34375, 145004.234375, 155103.953125, 1.895658254623413, 309.0
196790, 157571.59375, 119170.609375, 157692.859375, 156372.1875, 145004.234375, 155105.25, 1.8949759006500244, 309.0
196809, 157575.4375, 119174.3046875, 157689.0, 156367.765625, 145006.0, 155102.765625, 1.894616723060608, 309.0
196829, 157573.515625, 119179.4765625, 157690.921875, 156361.421875, 145009.140625, 155105.25, 1.8958631753921509, 309.0
196849, 157573.515625, 119172.09375, 157692.859375, 156360.265625, 145001.78125, 155105.84375, 1.8949421644210815, 309.0
196869, 157571.59375, 119171.34375, 157687.078125, 156366.40625, 144996.875, 155105.84375, 1.8954691886901855, 299.0
196889, 157573.515625, 119169.140625, 157690.921875, 156372.1875, 145006.6875, 155109.03125, 1.8955413103103638, 299.0
196909, 157575.4375, 119177.2578125, 157689.0, 156368.328125, 145006.6875, 155107.140625, 1.8965603113174438, 299.0
196929, 157575.4375, 119180.9609375, 157689.0, 156363.34375, 144996.875, 155107.734375, 1.8966116905212402, 299.0
196950, 157573.515625, 119172.828125, 157694.78125, 156365.84375, 145010.90625, 155112.703125, 1.896971583366394, 299.0
196969, 157577.359375, 119169.125, 157689.0, 156365.84375, 145006.0, 155102.765625, 1.8992242813110352, 300.0
196989, 157571.59375, 119172.828125, 157689.0, 156360.84375, 144997.546875, 155105.84375, 1.8992472887039185, 300.0
197009, 157571.59375, 119177.2578125, 157690.921875, 156367.765625, 144996.875, 155117.078125, 1.8981530666351318, 300.0
197029, 157573.515625, 119176.5234375, 157690.921875, 156360.84375, 145002.453125, 155112.109375, 1.8981833457946777, 300.0
197051, 157575.4375, 119177.2578125, 157689.0, 156360.84375, 145002.453125, 155112.109375, 1.9002549648284912, 300.0
197069, 157571.59375, 119175.0546875, 157690.921875, 156363.921875, 145000.6875, 155109.625, 1.898950457572937, 303.0
197089, 157571.59375, 119172.828125, 157689.0, 156360.84375, 145001.78125, 155103.359375, 1.9001704454421997, 303.0
197109, 157571.59375, 119179.4921875, 157692.859375, 156358.34375, 144999.328125, 155104.65625, 1.900261640548706, 303.0
197129, 157571.59375, 119168.390625, 157690.921875, 156363.34375, 145010.90625, 155110.921875, 1.901370882987976, 303.0
197150, 157573.515625, 119172.09375, 157690.921875, 156360.265625, 144995.78125, 155107.140625, 1.9008976221084595, 303.0
197169, 157571.59375, 119173.5703125, 157689.0, 156362.765625, 145004.234375, 155116.484375, 1.9026213884353638, 304.0
197190, 157571.59375, 119177.9921875, 157692.859375, 156365.265625, 144995.09375, 155112.109375, 1.9027824401855469, 304.0
197209, 157571.59375, 119178.7421875, 157692.859375, 156365.265625, 145001.78125, 155105.25, 1.9029823541641235, 304.0
197229, 157575.4375, 119178.0078125, 157689.0, 156361.421875, 145000.0, 155107.140625, 1.902855396270752, 304.0
197250, 157575.4375, 119178.0078125, 157692.859375, 156356.421875, 144996.875, 155109.03125, 1.9048060178756714, 304.0
197269, 157571.59375, 119166.171875, 157694.78125, 156368.328125, 145006.6875, 155114.0, 1.90651273727417, 300.0
197289, 157575.4375, 119172.828125, 157690.921875, 156369.109375, 144994.0, 155107.140625, 1.9082024097442627, 300.0
197309, 157573.515625, 119171.359375, 157692.859375, 156353.921875, 145005.328125, 155106.546875, 1.9083771705627441, 300.0
197329, 157569.671875, 119174.3046875, 157692.859375, 156355.84375, 145001.78125, 155109.03125, 1.9101859331130981, 300.0
197350, 157575.4375, 119176.5234375, 157687.078125, 156358.34375, 145003.140625, 155095.90625, 1.9109914302825928, 300.0
197389, 157575.4375, 119176.5234375, 157687.078125, 156362.765625, 144995.09375, 155109.03125, 1.9104865789413452, 301.0
197410, 157573.515625, 119174.3046875, 157690.921875, 156355.84375, 145003.546875, 155109.625, 1.912886142730713, 301.0
197429, 157571.59375, 119173.5625, 157689.0, 156362.1875, 145004.234375, 155105.84375, 1.914440393447876, 301.0
197450, 157571.59375, 119170.609375, 157692.859375, 156360.265625, 144998.640625, 155105.25, 1.916794776916504, 301.0
