timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker2_1, whisker2_2, whisker2_3, motor1, motor2, motor3, motor4, yaw, laserFront
313085, 0.0, 0.0, -26.60932731628418, 0.0, 0.0, 0.9319305419921875, 155782.53125, 143718.921875, 154077.359375, 0.0, 0.0, 0.0, 0.0, -0.862422525882721, 292.0
313105, 0.0, 0.0, -26.59494972229004, 0.0, 0.0, 0.6811141967773438, 155803.28125, 143714.71875, 154084.8125, 0.0, 0.0, 0.0, 0.0, -0.8619163632392883, 292.0
313125, 0.0, 0.0, -26.584861755371094, 0.0, 0.0, 0.47779083251953125, 155786.375, 143705.609375, 154077.96875, 0.0, 0.0, 0.0, 0.0, -0.8633713126182556, 292.0
313145, 0.0, 0.0, -26.57357406616211, 0.0, 0.0, 0.5346298217773438, 155803.859375, 143718.921875, 154068.03125, 0.0, 0.0, 0.0, 0.0, -0.8633713126182556, 292.0
313165, 0.0, 0.0, -26.578977584838867, 0.0, 0.0, -0.2559661865234375, 155803.859375, 143718.921875, 154068.03125, 0.0, 0.0, 0.0, 0.0, -0.865902841091156, 292.0
313185, 0.0, 0.0, -26.575040817260742, 0.0, 0.0, 0.1865386962890625, 155791.953125, 143709.125, 154101.59375, 0.0, 0.0, 0.0, 0.0, -0.865902841091156, 291.0
313205, 0.0, 0.0, -26.572372436523438, 0.0, 0.0, 0.12645721435546875, 155791.953125, 143709.125, 154101.59375, 0.0, 0.0, 0.0, 0.0, -0.865902841091156, 291.0
313225, 0.0, 0.0, -26.574886322021484, 0.0, 0.0, -0.1190185546875, 155796.9375, 143716.484375, 154079.84375, 0.0, 0.0, 0.0, 0.0, -0.8668861985206604, 291.0
313245, 0.0, 0.0, -26.577960968017578, 0.0, 0.0, -0.145721435546875, 155796.9375, 143716.484375, 154079.84375, 0.0, 0.0, 0.0, 0.0, -0.8681818246841431, 291.0
313265, 0.0, 0.0, -26.56902313232422, 0.0, 0.0, 0.423431396484375, 155796.9375, 143716.484375, 154079.84375, 0.0, 0.0, 0.0, 0.0, -0.8684688210487366, 285.0
313285, 0.0, 0.0, -26.562822341918945, 0.0, 0.0, 0.293731689453125, 155813.84375, 143714.71875, 154088.578125, 0.0, 0.0, 0.0, 0.0, -0.8671172857284546, 285.0
313305, 0.0, 0.0, -26.569747924804688, 0.0, 0.0, -0.32806396484375, 155794.453125, 143718.921875, 154064.34375, 0.0, 0.0, 0.0, 0.0, -0.8671172857284546, 285.0
313325, 0.0, 0.0, -26.582109451293945, 0.0, 0.0, -0.5855560302734375, 155803.28125, 143717.171875, 154077.359375, 0.0, 0.0, 0.0, 0.0, -0.8675857782363892, 285.0
313345, 0.0, 0.0, -26.587448120117188, 0.0, 0.0, -0.2529144287109375, 155796.359375, 143716.484375, 154077.96875, 0.0, 0.0, 0.0, 0.0, -0.8676563501358032, 285.0
313365, 0.0, 0.0, -26.60008430480957, 0.0, 0.0, -0.5985260009765625, 155791.375, 143714.71875, 154071.125, 0.0, 0.0, 0.0, 0.0, -0.8682899475097656, 284.0
313385, 0.0, 0.0, -26.599929809570312, 0.0, 0.0, 0.0072479248046875, 155806.9375, 143723.140625, 154077.359375, 0.0, 0.0, 0.0, 0.0, -0.8694512844085693, 284.0
313405, 0.0, 0.0, -26.587337493896484, 0.0, 0.0, 0.5964279174804688, 155794.453125, 143718.921875, 154077.96875, 0.0, 0.0, 0.0, 0.0, -0.8694982528686523, 284.0
313445, 0.0, 0.0, -26.57367515563965, 0.0, 0.0, 0.262451171875, 155816.921875, 143722.0625, 154101.59375, 0.0, 0.0, 0.0, 0.0, -0.8708636164665222, 284.0
313465, 0.0, 0.0, -26.567630767822266, 0.0, 0.0, 0.28629302978515625, 155816.921875, 143722.0625, 154101.59375, 0.0, 0.0, 0.0, 0.0, -0.8721674084663391, 285.0
313485, 0.0, 0.0, -26.545072555541992, 0.0, 0.0, 1.0684967041015625, 155794.453125, 143709.8125, 154077.359375, 0.0, 0.0, 0.0, 0.0, -0.8726910352706909, 285.0
313505, 0.0, 0.0, -26.544981002807617, 0.0, 0.0, 0.00438690185546875, 155826.328125, 143720.296875, 154085.484375, 0.0, 0.0, 0.0, 0.0, -0.8707213997840881, 285.0
313525, 0.0, 0.0, -26.539710998535156, 0.0, 0.0, 0.24967193603515625, 155809.4375, 143720.6875, 154079.25, 0.0, 0.0, 0.0, 0.0, -0.869921863079071, 285.0
313545, 0.0, 0.0, -26.53180694580078, 0.0, 0.0, 0.37441253662109375, 155809.4375, 143720.6875, 154079.25, 0.0, 0.0, 0.0, 0.0, -0.8704971671104431, 285.0
313565, 0.0, 0.0, -26.528522491455078, 0.0, 0.0, 0.1556396484375, 155798.859375, 143718.921875, 154084.8125, 0.0, 0.0, 0.0, 0.0, -0.8718501925468445, 287.0
313585, 0.0, 0.0, -26.52222442626953, 0.0, 0.0, 0.298309326171875, 155796.359375, 143714.71875, 154079.84375, 0.0, 0.0, 0.0, 0.0, -0.8718501925468445, 287.0
313605, 0.0, 0.0, -26.52491569519043, 0.0, 0.0, -0.127410888671875, 155796.359375, 143714.71875, 154079.84375, 0.0, 0.0, 0.0, 0.0, -0.8718501925468445, 287.0
313645, 0.0, 0.0, -26.552440643310547, 0.0, 0.0, -0.7329940795898438, 155808.28125, 143717.859375, 154079.25, 0.0, 0.0, 0.0, 0.0, -0.8706187009811401, 287.0
313665, 0.0, 0.0, -26.547832489013672, 0.0, 0.0, 0.21820068359375, 155808.28125, 143717.859375, 154079.25, 0.0, 0.0, 0.0, 0.0, -0.8707520365715027, 286.0
313685, 0.0, 0.0, -26.55033302307129, 0.0, 0.0, -0.11844635009765625, 155808.28125, 143717.859375, 154079.25, 0.0, 0.0, 0.0, 0.0, -0.8710169196128845, 286.0
313705, 0.0, 0.0, -26.548202514648438, 0.0, 0.0, 0.10089874267578125, 155808.28125, 143717.859375, 154079.25, 0.0, 0.0, 0.0, 0.0, -0.8708579540252686, 286.0
313725, 0.0, 0.0, -26.550113677978516, 0.0, 0.0, -0.09059906005859375, 155787.53125, 143714.03125, 154084.21875, 0.0, 0.0, 0.0, 0.0, -0.8713966012001038, 286.0
313745, 0.0, 0.0, -26.55217933654785, 0.0, 0.0, -0.09784698486328125, 155794.453125, 143723.828125, 154080.453125, 0.0, 0.0, 0.0, 0.0, -0.8714950084686279, 286.0
313765, 0.0, 0.0, -26.556970596313477, 0.0, 0.0, -0.2269744873046875, 155791.375, 143712.265625, 154087.296875, 0.0, 0.0, 0.0, 0.0, -0.8691339492797852, 285.0
313785, 0.0, 0.0, -26.55825424194336, 0.0, 0.0, -0.06084442138671875, 155791.375, 143712.265625, 154087.296875, 0.0, 0.0, 0.0, 0.0, -0.8688292503356934, 285.0
313805, 0.0, 0.0, -26.557735443115234, 0.0, 0.0, 0.02460479736328125, 155790.796875, 143712.953125, 154075.484375, 0.0, 0.0, 0.0, 0.0, -0.867557942867279, 285.0
313825, 0.0, 0.0, -26.55419921875, 0.0, 0.0, 0.1674652099609375, 155791.953125, 143712.953125, 154086.703125, 0.0, 0.0, 0.0, 0.0, -0.8663612008094788, 285.0
313845, 0.0, 0.0, -26.536270141601562, 0.0, 0.0, 0.8493423461914062, 155801.359375, 143716.484375, 154081.046875, 0.0, 0.0, 0.0, 0.0, -0.8680269122123718, 285.0
313865, 0.0, 0.0, -26.53473472595215, 0.0, 0.0, 0.07266998291015625, 155796.359375, 143709.8125, 154076.765625, 0.0, 0.0, 0.0, 0.0, -0.8680047988891602, 285.0
313885, 0.0, 0.0, -26.527257919311523, 0.0, 0.0, 0.35419464111328125, 155798.28125, 143725.59375, 154084.8125, 0.0, 0.0, 0.0, 0.0, -0.865925669670105, 284.0
313905, 0.0, 0.0, -26.514448165893555, 0.0, 0.0, 0.6067276000976562, 155798.28125, 143725.59375, 154084.8125, 0.0, 0.0, 0.0, 0.0, -0.865925669670105, 284.0
313925, 0.0, 0.0, -26.503032684326172, 0.0, 0.0, 0.5407333374023438, 155786.375, 143718.921875, 154095.34375, 0.0, 0.0, 0.0, 0.0, -0.8661092519760132, 284.0
313945, 0.0, 0.0, -26.502098083496094, 0.0, 0.0, 0.04425048828125, 155797.515625, 143719.609375, 154074.875, 0.0, 0.0, 0.0, 0.0, -0.8668416738510132, 284.0
313965, 0.0, 0.0, -26.502899169921875, 0.0, 0.0, -0.03795623779296875, 155789.453125, 143718.921875, 154089.1875, 0.0, 0.0, 0.0, 0.0, -0.8663901090621948, 284.0
313985, 0.0, 0.0, -26.50874137878418, 0.0, 0.0, -0.27675628662109375, 155791.375, 143714.71875, 154082.328125, 0.0, 0.0, 0.0, 0.0, -0.8663901090621948, 287.0
314005, 0.0, 0.0, -26.51763153076172, 0.0, 0.0, -0.421142578125, 155791.375, 143714.71875, 154082.328125, 0.0, 0.0, 0.0, 0.0, -0.868651807308197, 287.0
314025, 0.0, 0.0, -26.536258697509766, 0.0, 0.0, -0.8823394775390625, 155791.375, 143712.953125, 154082.328125, 0.0, 0.0, 0.0, 0.0, -0.8719069957733154, 287.0
314045, 0.0, 0.0, -26.560178756713867, 0.0, 0.0, -1.132965087890625, 155798.859375, 143723.140625, 154068.03125, 0.0, 0.0, 0.0, 0.0, -0.8719069957733154, 287.0
314065, 0.0, 0.0, -26.581632614135742, 0.0, 0.0, -1.0162353515625, 155811.34375, 143715.40625, 154084.21875, 0.0, 0.0, 0.0, 0.0, -0.8712536692619324, 287.0
314085, 0.0, 0.0, -26.596412658691406, 0.0, 0.0, -0.7001876831054688, 155795.015625, 143712.265625, 154077.359375, 0.0, 0.0, 0.0, 0.0, -0.8710447549819946, 287.0
314105, 0.0, 0.0, -26.59799575805664, 0.0, 0.0, -0.07495880126953125, 155786.375, 143716.484375, 154091.65625, 0.0, 0.0, 0.0, 0.0, -0.871076762676239, 287.0
314125, 0.0, 0.0, -26.592004776000977, 0.0, 0.0, 0.2838134765625, 155803.28125, 143714.71875, 154081.734375, 0.0, 0.0, 0.0, 0.0, -0.8708103895187378, 287.0
314145, 0.0, 0.0, -26.572607040405273, 0.0, 0.0, 0.9187698364257812, 155803.28125, 143714.71875, 154081.734375, 0.0, 0.0, 0.0, 0.0, -0.8721726536750793, 287.0
314165, 0.0, 0.0, -26.5527400970459, 0.0, 0.0, 0.9410858154296875, 155793.875, 143724.515625, 154092.9375, 0.0, 0.0, 0.0, 0.0, -0.871772825717926, 290.0
314185, 0.0, 0.0, -26.55430793762207, 0.0, 0.0, -0.07419586181640625, 155787.53125, 143711.578125, 154070.515625, 0.0, 0.0, 0.0, 0.0, -0.8717449307441711, 290.0
314205, 0.0, 0.0, -26.560773849487305, 0.0, 0.0, -0.3063201904296875, 155803.859375, 143718.921875, 154084.21875, 0.0, 0.0, 0.0, 0.0, -0.8700738549232483, 290.0
314225, 0.0, 0.0, -26.56549072265625, 0.0, 0.0, -0.22335052490234375, 155796.9375, 143716.484375, 154087.90625, 0.0, 0.0, 0.0, 0.0, -0.8720674514770508, 290.0
314245, 0.0, 0.0, -26.56879234313965, 0.0, 0.0, -0.156402587890625, 155798.28125, 143711.578125, 154063.0625, 0.0, 0.0, 0.0, 0.0, -0.8725818395614624, 290.0
314265, 0.0, 0.0, -26.581335067749023, 0.0, 0.0, -0.5941390991210938, 155794.453125, 143721.375, 154091.0625, 0.0, 0.0, 0.0, 0.0, -0.8717307448387146, 287.0
314285, 0.0, 0.0, -26.584741592407227, 0.0, 0.0, -0.1613616943359375, 155798.28125, 143714.03125, 154075.484375, 0.0, 0.0, 0.0, 0.0, -0.8724596500396729, 287.0
314305, 0.0, 0.0, -26.603605270385742, 0.0, 0.0, -0.8935928344726562, 155804.4375, 143721.375, 154079.84375, 0.0, 0.0, 0.0, 0.0, -0.8716409206390381, 287.0
314325, 0.0, 0.0, -26.632911682128906, 0.0, 0.0, -1.3881683349609375, 155796.9375, 143717.171875, 154077.96875, 0.0, 0.0, 0.0, 0.0, -0.8710208535194397, 287.0
314345, 0.0, 0.0, -26.65872573852539, 0.0, 0.0, -1.2228012084960938, 155803.28125, 143717.171875, 154063.0625, 0.0, 0.0, 0.0, 0.0, -0.8714874982833862, 287.0
314365, 0.0, 0.0, -26.670286178588867, 0.0, 0.0, -0.5475997924804688, 155790.03125, 143712.265625, 154090.390625, 0.0, 0.0, 0.0, 0.0, -0.870331346988678, 291.0
314405, 0.0, 0.0, -26.671249389648438, 0.0, 0.0, -0.02040863037109375, 155813.84375, 143719.609375, 154074.203125, 0.0, 0.0, 0.0, 0.0, -0.871749997138977, 291.0
314425, 0.0, 0.0, -26.679391860961914, 0.0, 0.0, -0.3856658935546875, 155796.9375, 143719.609375, 154082.9375, 0.0, 0.0, 0.0, 0.0, -0.8721954822540283, 291.0
314465, 0.0, 0.0, -26.678611755371094, 0.0, 0.0, 0.152587890625, 155803.859375, 143716.484375, 154089.1875, 0.0, 0.0, 0.0, 0.0, -0.8716748356819153, 288.0
314485, 0.0, 0.0, -26.663536071777344, 0.0, 0.0, 0.714111328125, 155796.359375, 143712.953125, 154081.734375, 0.0, 0.0, 0.0, 0.0, -0.8713808059692383, 288.0
314505, 0.0, 0.0, -26.65911865234375, 0.0, 0.0, 0.20923614501953125, 155793.875, 143714.03125, 154074.875, 0.0, 0.0, 0.0, 0.0, -0.8712178468704224, 288.0
314525, 0.0, 0.0, -26.652421951293945, 0.0, 0.0, 0.31719207763671875, 155786.953125, 143718.921875, 154065.546875, 0.0, 0.0, 0.0, 0.0, -0.8702553510665894, 288.0
314545, 0.0, 0.0, -26.62985610961914, 0.0, 0.0, 1.068878173828125, 155791.375, 143715.40625, 154086.703125, 0.0, 0.0, 0.0, 0.0, -0.8687093257904053, 288.0
314565, 0.0, 0.0, -26.618331909179688, 0.0, 0.0, 0.5458831787109375, 155808.859375, 143723.828125, 154077.96875, 0.0, 0.0, 0.0, 0.0, -0.870173454284668, 284.0
314585, 0.0, 0.0, -26.61834716796875, 0.0, 0.0, -0.000762939453125, 155784.453125, 143717.171875, 154077.359375, 0.0, 0.0, 0.0, 0.0, -0.870703399181366, 284.0
314605, 0.0, 0.0, -26.618358612060547, 0.0, 0.0, -0.00057220458984375, 155793.296875, 143723.828125, 154084.8125, 0.0, 0.0, 0.0, 0.0, -0.870703399181366, 284.0
314645, 0.0, 0.0, -26.632553100585938, 0.0, 0.0, -0.45032501220703125, 155796.359375, 143715.40625, 154098.515625, 0.0, 0.0, 0.0, 0.0, -0.8714584708213806, 284.0
314665, 0.0, 0.0, -26.634021759033203, 0.0, 0.0, -0.06961822509765625, 155796.359375, 143715.40625, 154098.515625, 0.0, 0.0, 0.0, 0.0, -0.8737600445747375, 284.0
314685, 0.0, 0.0, -26.643001556396484, 0.0, 0.0, -0.4253387451171875, 155781.953125, 143723.140625, 154074.28125, 0.0, 0.0, 0.0, 0.0, -0.8736729025840759, 287.0
314705, 0.0, 0.0, -26.649757385253906, 0.0, 0.0, -0.3200531005859375, 155781.953125, 143714.03125, 154086.703125, 0.0, 0.0, 0.0, 0.0, -0.8732064962387085, 287.0
314725, 0.0, 0.0, -26.6458797454834, 0.0, 0.0, 0.18367767333984375, 155798.28125, 143714.71875, 154081.734375, 0.0, 0.0, 0.0, 0.0, -0.8745874762535095, 287.0
