timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, yaw, laserFront
443759, 0.0, 0.0, -19.464033126831055, 0.0, 0.0, -0.17604827880859375, 0, 0
443779, 0.0, 0.0, -19.477434158325195, 0.0, 0.0, -0.634765625, -7.553310871124268, 324.0
443799, 0.0, 0.0, -19.494003295898438, 0.0, 0.0, -0.7848739624023438, -7.553051948547363, 324.0
443819, 0.0, 0.0, -19.501190185546875, 0.0, 0.0, -0.34046173095703125, -7.5539140701293945, 324.0
443839, 0.0, 0.0, -19.518959045410156, 0.0, 0.0, -0.8417129516601562, -7.554748058319092, 324.0
443859, 0.0, 0.0, -19.542184829711914, 0.0, 0.0, -1.10015869140625, -7.556761264801025, 325.0
443879, 0.0, 0.0, -19.542814254760742, 0.0, 0.0, -0.029754638671875, -7.558176040649414, 325.0
443899, 0.0, 0.0, -19.548519134521484, 0.0, 0.0, -0.27027130126953125, -7.55798864364624, 325.0
443919, 0.0, 0.0, -19.542232513427734, 0.0, 0.0, 0.29773712158203125, -7.559864044189453, 325.0
443939, 0.0, 0.0, -19.535581588745117, 0.0, 0.0, 0.315093994140625, -7.5608696937561035, 325.0
443959, 0.0, 0.0, -19.53694725036621, 0.0, 0.0, -0.06465911865234375, -7.562440395355225, 322.0
443979, 0.0, 0.0, -19.526105880737305, 0.0, 0.0, 0.513458251953125, -7.562901973724365, 322.0
443999, 0.0, 0.0, -19.513168334960938, 0.0, 0.0, 0.6128311157226562, -7.562885284423828, 322.0
444019, 0.0, 0.0, -19.506324768066406, 0.0, 0.0, 0.324249267578125, -7.561624050140381, 322.0
444039, 0.0, 0.0, -19.507017135620117, 0.0, 0.0, -0.032806396484375, -7.562308311462402, 322.0
444059, 0.0, 0.0, -19.512250900268555, 0.0, 0.0, -0.247955322265625, -7.561087131500244, 330.0
444079, 0.0, 0.0, -19.501426696777344, 0.0, 0.0, 0.5126953125, -7.562175273895264, 330.0
444099, 0.0, 0.0, -19.49993133544922, 0.0, 0.0, 0.07076263427734375, -7.5637006759643555, 330.0
444119, 0.0, 0.0, -19.49404525756836, 0.0, 0.0, 0.2788543701171875, -7.564995288848877, 330.0
444139, 0.0, 0.0, -19.483564376831055, 0.0, 0.0, 0.49648284912109375, -7.566090106964111, 330.0
444159, 0.0, 0.0, -19.466760635375977, 0.0, 0.0, 0.7959365844726562, -7.566300392150879, 327.0
444179, 0.0, 0.0, -19.47600746154785, 0.0, 0.0, -0.43792724609375, -7.566995620727539, 327.0
444199, 0.0, 0.0, -19.48817253112793, 0.0, 0.0, -0.5762100219726562, -7.567322254180908, 327.0
444219, 0.0, 0.0, -19.503740310668945, 0.0, 0.0, -0.7373809814453125, -7.566418170928955, 327.0
444239, 0.0, 0.0, -19.514272689819336, 0.0, 0.0, -0.49896240234375, -7.564554691314697, 327.0
444259, 0.0, 0.0, -19.539945602416992, 0.0, 0.0, -1.21612548828125, -7.5643391609191895, 318.0
444279, 0.0, 0.0, -19.561262130737305, 0.0, 0.0, -1.0097503662109375, -7.562772750854492, 318.0
444299, 0.0, 0.0, -19.587358474731445, 0.0, 0.0, -1.2361526489257812, -7.563316345214844, 318.0
444319, 0.0, 0.0, -19.602262496948242, 0.0, 0.0, -0.7059097290039062, -7.563070774078369, 318.0
444339, 0.0, 0.0, -19.597192764282227, 0.0, 0.0, 0.24013519287109375, -7.563151836395264, 318.0
444359, 0.0, 0.0, -19.575942993164062, 0.0, 0.0, 1.0065078735351562, -7.561332702636719, 321.0
444379, 0.0, 0.0, -19.573795318603516, 0.0, 0.0, 0.10166168212890625, -7.560256481170654, 321.0
444399, 0.0, 0.0, -19.569978713989258, 0.0, 0.0, 0.180816650390625, -7.559514045715332, 321.0
444419, 0.0, 0.0, -19.563249588012695, 0.0, 0.0, 0.31871795654296875, -7.559957981109619, 321.0
444439, 0.0, 0.0, -19.583253860473633, 0.0, 0.0, -0.94757080078125, -7.560451984405518, 321.0
444459, 0.0, 0.0, -19.607248306274414, 0.0, 0.0, -1.1365890502929688, -7.561580181121826, 323.0
444479, 0.0, 0.0, -19.613698959350586, 0.0, 0.0, -0.3055572509765625, -7.561880588531494, 323.0
444499, 0.0, 0.0, -19.615285873413086, 0.0, 0.0, -0.0751495361328125, -7.562997341156006, 323.0
444519, 0.0, 0.0, -19.605663299560547, 0.0, 0.0, 0.4558563232421875, -7.5650715827941895, 323.0
444539, 0.0, 0.0, -19.589557647705078, 0.0, 0.0, 0.762939453125, -7.564435005187988, 323.0
444559, 0.0, 0.0, -19.57027816772461, 0.0, 0.0, 0.913238525390625, -7.563772678375244, 319.0
444579, 0.0, 0.0, -19.556739807128906, 0.0, 0.0, 0.6412506103515625, -7.563165187835693, 319.0
444599, 0.0, 0.0, -19.536943435668945, 0.0, 0.0, 0.937652587890625, -7.56355094909668, 319.0
444619, 0.0, 0.0, -19.532337188720703, 0.0, 0.0, 0.21820068359375, -7.562195777893066, 319.0
444639, 0.0, 0.0, -19.522890090942383, 0.0, 0.0, 0.4474639892578125, -7.562727451324463, 319.0
444659, 0.0, 0.0, -19.526147842407227, 0.0, 0.0, -0.15430450439453125, -7.562738418579102, 323.0
444679, 0.0, 0.0, -19.53086280822754, 0.0, 0.0, -0.22335052490234375, -7.562191963195801, 323.0
444699, 0.0, 0.0, -19.537799835205078, 0.0, 0.0, -0.32863616943359375, -7.563045978546143, 323.0
444719, 0.0, 0.0, -19.548095703125, 0.0, 0.0, -0.48770904541015625, -7.563939094543457, 323.0
444739, 0.0, 0.0, -19.56370735168457, 0.0, 0.0, -0.7394790649414062, -7.565158367156982, 323.0
444759, 0.0, 0.0, -19.5592098236084, 0.0, 0.0, 0.21305084228515625, -7.565354824066162, 330.0
444779, 0.0, 0.0, -19.559720993041992, 0.0, 0.0, -0.02422332763671875, -7.566199779510498, 330.0
444799, 0.0, 0.0, -19.57468032836914, 0.0, 0.0, -0.7085800170898438, -7.567178726196289, 330.0
444819, 0.0, 0.0, -19.57744789123535, 0.0, 0.0, -0.13103485107421875, -7.567513465881348, 330.0
444839, 0.0, 0.0, -19.594234466552734, 0.0, 0.0, -0.7951736450195312, -7.567563056945801, 330.0
444859, 0.0, 0.0, -19.59952163696289, 0.0, 0.0, -0.25043487548828125, -7.566803455352783, 327.0
444879, 0.0, 0.0, -19.61211395263672, 0.0, 0.0, -0.5964279174804688, -7.566328048706055, 327.0
444899, 0.0, 0.0, -19.620756149291992, 0.0, 0.0, -0.4093170166015625, -7.568648338317871, 327.0
444919, 0.0, 0.0, -19.62152099609375, 0.0, 0.0, -0.0362396240234375, -7.570318698883057, 327.0
444939, 0.0, 0.0, -19.604999542236328, 0.0, 0.0, 0.7825851440429688, -7.570480823516846, 327.0
444959, 0.0, 0.0, -19.587461471557617, 0.0, 0.0, 0.830841064453125, -7.570398807525635, 325.0
444979, 0.0, 0.0, -19.577930450439453, 0.0, 0.0, 0.45146942138671875, -7.570767879486084, 325.0
444999, 0.0, 0.0, -19.5738468170166, 0.0, 0.0, 0.1934051513671875, -7.570432186126709, 325.0
445019, 0.0, 0.0, -19.57261848449707, 0.0, 0.0, 0.05817413330078125, -7.571674823760986, 325.0
445039, 0.0, 0.0, -19.565906524658203, 0.0, 0.0, 0.31795501708984375, -7.56997013092041, 325.0
445059, 0.0, 0.0, -19.554237365722656, 0.0, 0.0, 0.5527496337890625, -7.571010589599609, 327.0
445079, 0.0, 0.0, -19.545825958251953, 0.0, 0.0, 0.39844512939453125, -7.570321559906006, 327.0
445099, 0.0, 0.0, -19.535375595092773, 0.0, 0.0, 0.49495697021484375, -7.569584369659424, 327.0
445119, 0.0, 0.0, -19.52483367919922, 0.0, 0.0, 0.4993438720703125, -7.5697832107543945, 327.0
445139, 0.0, 0.0, -19.527721405029297, 0.0, 0.0, -0.13675689697265625, -7.570239067077637, 327.0
445159, 0.0, 0.0, -19.53629493713379, 0.0, 0.0, -0.40607452392578125, -7.570059776306152, 328.0
445179, 0.0, 0.0, -19.547395706176758, 0.0, 0.0, -0.5258560180664062, -7.569088935852051, 328.0
445199, 0.0, 0.0, -19.55327033996582, 0.0, 0.0, -0.27828216552734375, -7.569866180419922, 328.0
445219, 0.0, 0.0, -19.555952072143555, 0.0, 0.0, -0.1270294189453125, -7.5692830085754395, 328.0
445239, 0.0, 0.0, -19.55760383605957, 0.0, 0.0, -0.0782012939453125, -7.568121910095215, 328.0
445259, 0.0, 0.0, -19.56673240661621, 0.0, 0.0, -0.43239593505859375, -7.569059371948242, 321.0
445279, 0.0, 0.0, -19.553348541259766, 0.0, 0.0, 0.634002685546875, -7.568845748901367, 321.0
445299, 0.0, 0.0, -19.544586181640625, 0.0, 0.0, 0.4150390625, -7.570878505706787, 321.0
445319, 0.0, 0.0, -19.533851623535156, 0.0, 0.0, 0.5084991455078125, -7.570799827575684, 321.0
445339, 0.0, 0.0, -19.54022216796875, 0.0, 0.0, -0.3017425537109375, -7.571713924407959, 321.0
445359, 0.0, 0.0, -19.5396671295166, 0.0, 0.0, 0.0263214111328125, -7.571296691894531, 318.0
445379, 0.0, 0.0, -19.5428524017334, 0.0, 0.0, -0.15087127685546875, -7.571728229522705, 318.0
445399, 0.0, 0.0, -19.531408309936523, 0.0, 0.0, 0.5420684814453125, -7.571091651916504, 318.0
445439, 0.0, 0.0, -19.550851821899414, 0.0, 0.0, -0.5481719970703125, -7.574566841125488, 318.0
445479, 0.0, 0.0, -19.55982208251953, 0.0, 0.0, -0.44841766357421875, -7.573991775512695, 319.0
445499, 0.0, 0.0, -19.560216903686523, 0.0, 0.0, -0.0186920166015625, -7.574174404144287, 319.0
445519, 0.0, 0.0, -19.563655853271484, 0.0, 0.0, -0.1628875732421875, -7.575080871582031, 319.0
