timeTick, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, yaw
40799, 157689.0, 118384.234375, 157810.546875, 155322.4375, 143320.40625, 153912.078125, -0.30985015630722046
40819, 157687.078125, 118386.4453125, 157806.671875, 155318.609375, 143329.515625, 153919.53125, -0.30822598934173584
40839, 157681.296875, 118385.7109375, 157810.546875, 155323.03125, 143323.546875, 153914.5625, -0.3100246787071228
40859, 157689.0, 118392.3515625, 157810.546875, 155316.109375, 143325.3125, 153918.265625, -0.3094727694988251
40879, 157685.140625, 118390.875, 157806.671875, 155324.9375, 143328.453125, 153922.015625, -0.3091360330581665
40899, 157685.140625, 118390.875, 157810.546875, 155317.453125, 143334.40625, 153911.484375, -0.30969858169555664
40919, 157689.0, 118384.234375, 157808.609375, 155311.703125, 143327.75, 153912.078125, -0.3119114935398102
40939, 157687.078125, 118390.875, 157812.46875, 155323.03125, 143318.65625, 153915.78125, -0.3117498457431793
40959, 157685.140625, 118390.1328125, 157810.546875, 155314.203125, 143335.109375, 153917.046875, -0.31021568179130554
40979, 157683.21875, 118388.6640625, 157808.609375, 155319.953125, 143322.859375, 153920.75, -0.3097763955593109
40999, 157687.078125, 118389.3984375, 157810.546875, 155320.53125, 143325.3125, 153912.6875, -0.31076353788375854
41019, 157685.140625, 118382.7578125, 157806.671875, 155316.109375, 143330.203125, 153920.140625, -0.31153950095176697
41039, 157683.21875, 118387.1875, 157802.8125, 155318.609375, 143326.6875, 153914.5625, -0.3128277063369751
41059, 157687.078125, 118379.8046875, 157810.546875, 155314.953125, 143325.3125, 153922.625, -0.3134901821613312
41079, 157687.078125, 118387.921875, 157808.609375, 155313.625, 143326.0, 153903.96875, -0.31360527873039246
41099, 157689.0, 118394.5625, 157808.609375, 155318.03125, 143318.65625, 153912.078125, -0.3144657015800476
41119, 157689.0, 118396.78125, 157812.46875, 155329.359375, 143327.0625, 153923.296875, -0.31454840302467346
41139, 157687.078125, 118383.4921875, 157806.671875, 155323.03125, 143324.234375, 153917.046875, -0.3150222599506378
41159, 157687.078125, 118387.921875, 157808.609375, 155318.03125, 143338.625, 153912.078125, -0.31532666087150574
41179, 157685.140625, 118389.3984375, 157808.609375, 155316.109375, 143326.0, 153912.078125, -0.3169075548648834
41199, 157687.078125, 118388.65625, 157808.609375, 155316.703125, 143321.09375, 153915.171875, -0.3172729015350342
41219, 157687.078125, 118398.9921875, 157812.46875, 155320.53125, 143322.859375, 153913.296875, -0.3175833225250244
41239, 157687.078125, 118388.65625, 157810.546875, 155318.609375, 143332.65625, 153922.015625, -0.31908485293388367
41259, 157687.078125, 118392.3515625, 157810.546875, 155318.609375, 143319.34375, 153923.90625, -0.32013824582099915
41279, 157685.140625, 118382.015625, 157810.546875, 155330.515625, 143327.75, 153926.984375, -0.31979870796203613
41299, 157689.0, 118382.7578125, 157810.546875, 155323.03125, 143327.75, 153920.140625, -0.32093843817710876
41319, 157685.140625, 118383.4921875, 157810.546875, 155321.109375, 143330.203125, 153915.78125, -0.3200628161430359
41339, 157685.140625, 118387.1796875, 157810.546875, 155320.53125, 143326.6875, 153912.6875, -0.3188073933124542
41359, 157685.140625, 118381.28125, 157806.671875, 155315.53125, 143328.453125, 153922.015625, -0.31891563534736633
41379, 157687.078125, 118386.4453125, 157810.546875, 155320.53125, 143337.546875, 153915.171875, -0.31655409932136536
41399, 157687.078125, 118387.921875, 157806.671875, 155327.4375, 143328.453125, 153918.9375, -0.31636908650398254
41419, 157687.078125, 118384.234375, 157810.546875, 155318.609375, 143324.234375, 153912.078125, -0.31539496779441833
41439, 157683.21875, 118390.1328125, 157808.609375, 155320.53125, 143328.453125, 153920.8125, -0.315219908952713
41459, 157687.078125, 118379.0625, 157808.609375, 155320.53125, 143330.890625, 153926.390625, -0.314643532037735
41479, 157687.078125, 118384.234375, 157806.671875, 155318.609375, 143336.859375, 153915.171875, -0.31542912125587463
41499, 157689.0, 118386.4453125, 157808.609375, 155325.515625, 143321.78125, 153919.53125, -0.3167021572589874
41519, 157683.21875, 118390.1328125, 157810.546875, 155323.609375, 143333.34375, 153922.015625, -0.31827858090400696
41539, 157685.140625, 118390.875, 157808.609375, 155319.375, 143332.65625, 153923.90625, -0.31849750876426697
41559, 157687.078125, 118390.1328125, 157810.546875, 155330.515625, 143340.0, 153915.171875, -0.31996428966522217
41579, 157685.140625, 118393.0859375, 157808.609375, 155332.4375, 143329.140625, 153923.90625, -0.3199957609176636
41599, 157689.0, 118386.4453125, 157810.546875, 155325.515625, 143322.484375, 153923.90625, -0.32081151008605957
41619, 157687.078125, 118386.4453125, 157808.609375, 155326.109375, 143331.96875, 153915.171875, -0.32052284479141235
41639, 157685.140625, 118387.1796875, 157808.609375, 155328.015625, 143332.65625, 153928.265625, -0.3201257288455963
41659, 157685.140625, 118380.5390625, 157808.609375, 155318.03125, 143333.34375, 153926.390625, -0.31997600197792053
41679, 157683.21875, 118386.4453125, 157808.609375, 155323.03125, 143332.65625, 153921.421875, -0.32096508145332336
41699, 157687.078125, 118386.4453125, 157808.609375, 155325.515625, 143332.265625, 153914.5625, -0.322338730096817
41719, 157685.140625, 118390.1328125, 157806.671875, 155325.515625, 143332.265625, 153914.5625, -0.32303664088249207
41739, 157687.078125, 118388.65625, 157810.546875, 155323.609375, 143336.859375, 153917.046875, -0.3245213031768799
41759, 157681.296875, 118394.5625, 157808.609375, 155327.4375, 143335.109375, 153918.9375, -0.3245213031768799
