timeTick, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, yaw
48259, 157681.296875, 118407.84375, 157808.609375, 155337.25, 143349.796875, 153924.5, -0.3830055892467499
48279, 157679.359375, 118403.4140625, 157806.671875, 155334.75, 143341.375, 153916.375, -0.3822990655899048
48299, 157683.21875, 118409.3203125, 157806.671875, 155337.828125, 143345.59375, 153929.46875, -0.3822467029094696
48319, 157677.4375, 118403.4140625, 157808.609375, 155334.171875, 143349.421875, 153928.1875, -0.38265419006347656
48339, 157677.4375, 118405.6328125, 157806.671875, 155339.171875, 143337.171875, 153913.296875, -0.3826010823249817
48359, 157687.078125, 118407.84375, 157808.609375, 155336.671875, 143348.71875, 153922.625, -0.3821737766265869
48379, 157683.21875, 118395.296875, 157802.8125, 155329.171875, 143346.96875, 153910.8125, -0.38194024562835693
48399, 157685.140625, 118401.9453125, 157806.671875, 155334.75, 143339.625, 153920.75, -0.38429033756256104
48419, 157681.296875, 118402.6796875, 157808.609375, 155328.59375, 143348.03125, 153920.140625, -0.38381603360176086
48439, 157681.296875, 118396.0390625, 157808.609375, 155341.078125, 143343.140625, 153924.5, -0.3854590654373169
48459, 157681.296875, 118410.796875, 157810.546875, 155332.84375, 143351.171875, 153922.015625, -0.3854551613330841
48479, 157679.359375, 118410.0625, 157806.671875, 155337.25, 143346.65625, 153920.75, -0.38455304503440857
48499, 157681.296875, 118400.46875, 157806.671875, 155327.84375, 143340.3125, 153922.625, -0.38578736782073975
48519, 157683.21875, 118404.15625, 157806.671875, 155332.25, 143350.484375, 153910.8125, -0.38535425066947937
48539, 157681.296875, 118407.109375, 157808.609375, 155326.6875, 143349.421875, 153912.078125, -0.3866375982761383
48559, 157683.21875, 118403.4140625, 157808.609375, 155327.84375, 143346.96875, 153919.53125, -0.3865678906440735
48579, 157681.296875, 118405.6328125, 157808.609375, 155331.671875, 143343.140625, 153909.53125, -0.3878103196620941
48599, 157681.296875, 118407.109375, 157802.8125, 155330.34375, 143343.828125, 153920.75, -0.38942936062812805
48619, 157681.296875, 118403.4140625, 157808.609375, 155330.921875, 143344.515625, 153923.21875, -0.38814568519592285
48639, 157679.359375, 118401.9453125, 157806.671875, 155339.171875, 143352.9375, 153918.265625, -0.3891628682613373
48659, 157679.359375, 118401.9375, 157806.671875, 155325.34375, 143339.625, 153917.65625, -0.387936532497406
48679, 157679.359375, 118400.46875, 157808.609375, 155330.921875, 143346.96875, 153908.921875, -0.3869503438472748
48699, 157683.21875, 118401.203125, 157808.609375, 155327.84375, 143343.828125, 153918.859375, -0.386771559715271
48719, 157681.296875, 118404.15625, 157810.546875, 155332.25, 143345.59375, 153918.265625, -0.3867018222808838
48739, 157683.21875, 118402.6796875, 157806.671875, 155329.765625, 143355.375, 153927.59375, -0.3858698308467865
48759, 157681.296875, 118409.3203125, 157808.609375, 155336.671875, 143346.28125, 153922.625, -0.38437771797180176
48779, 157679.359375, 118405.6328125, 157804.75, 155317.859375, 143350.484375, 153918.265625, -0.38491901755332947
48799, 157683.21875, 118407.84375, 157808.609375, 155327.265625, 143354.3125, 153910.203125, -0.3848089277744293
48819, 157681.296875, 118403.4140625, 157808.609375, 155334.171875, 143343.828125, 153911.40625, -0.38619497418403625
48839, 157681.296875, 118405.6328125, 157810.546875, 155334.171875, 143345.59375, 153941.28125, -0.38714998960494995
48859, 157681.296875, 118407.84375, 157806.671875, 155338.59375, 143346.96875, 153922.015625, -0.38657552003860474
48879, 157681.296875, 118401.9453125, 157810.546875, 155334.171875, 143351.859375, 153913.296875, -0.387066125869751
48899, 157683.21875, 118407.109375, 157806.671875, 155336.09375, 143350.484375, 153922.625, -0.38865330815315247
48919, 157679.359375, 118410.796875, 157804.75, 155319.765625, 143344.515625, 153911.40625, -0.3890238404273987
48939, 157683.21875, 118401.203125, 157808.609375, 155332.25, 143356.453125, 153923.90625, -0.3896757662296295
48959, 157679.359375, 118403.4140625, 157806.671875, 155324.1875, 143348.71875, 153917.65625, -0.3905320167541504
48979, 157679.359375, 118404.890625, 157808.609375, 155323.4375, 143349.421875, 153915.78125, -0.3901596665382385
48999, 157683.21875, 118407.109375, 157808.609375, 155325.34375, 143352.9375, 153922.625, -0.3884972929954529
49019, 157683.21875, 118411.5390625, 157808.609375, 155325.34375, 143344.515625, 153914.5625, -0.3885149657726288
49039, 157681.296875, 118401.203125, 157808.609375, 155324.765625, 143348.03125, 153924.5, -0.3870928883552551
49059, 157681.296875, 118409.3203125, 157806.671875, 155329.171875, 143351.171875, 153918.265625, -0.38687142729759216
49079, 157679.359375, 118404.890625, 157806.671875, 155331.671875, 143339.625, 153915.78125, -0.38799503445625305
49099, 157685.140625, 118402.6796875, 157810.546875, 155324.765625, 143345.59375, 153915.171875, -0.3869657516479492
49119, 157681.296875, 118404.15625, 157806.671875, 155324.1875, 143349.421875, 153918.265625, -0.3870735764503479
49139, 157683.21875, 118407.109375, 157812.46875, 155329.765625, 143337.171875, 153926.984375, -0.38812705874443054
49159, 157681.296875, 118400.46875, 157808.609375, 155329.765625, 143346.28125, 153920.140625, -0.38817378878593445
49179, 157683.21875, 118411.5390625, 157808.609375, 155332.25, 143348.71875, 153920.75, -0.3883662223815918
49199, 157681.296875, 118398.25, 157804.75, 155332.25, 143350.484375, 153920.75, -0.38712912797927856
49219, 157681.296875, 118403.4140625, 157812.46875, 155327.265625, 143348.71875, 153915.78125, -0.38752663135528564
49239, 157683.21875, 118407.84375, 157810.546875, 155329.765625, 143345.203125, 153920.140625, -0.38734370470046997
49259, 157679.359375, 118401.9375, 157806.671875, 155324.765625, 143351.171875, 153911.40625, -0.3889450430870056
49279, 157681.296875, 118410.0625, 157806.671875, 155332.25, 143346.96875, 153922.625, -0.3883325159549713
49299, 157683.21875, 118403.4140625, 157808.609375, 155317.28125, 143352.9375, 153925.109375, -0.3890593647956848
49319, 157681.296875, 118405.6328125, 157806.671875, 155319.765625, 143351.859375, 153913.890625, -0.39013969898223877
49339, 157681.296875, 118404.890625, 157808.609375, 155319.765625, 143350.109375, 153922.625, -0.39122825860977173
49359, 157683.21875, 118411.5390625, 157808.609375, 155324.765625, 143343.828125, 153910.203125, -0.392614483833313
49379, 157683.21875, 118407.84375, 157806.671875, 155324.1875, 143343.828125, 153923.90625, -0.39320147037506104
49399, 157681.296875, 118404.890625, 157808.609375, 155322.265625, 143345.203125, 153923.21875, -0.3917991816997528
49419, 157681.296875, 118403.4140625, 157810.546875, 155324.1875, 143343.828125, 153915.171875, -0.3946056365966797
49439, 157681.296875, 118402.6796875, 157808.609375, 155328.59375, 143348.71875, 153915.171875, -0.39397624135017395
49459, 157681.296875, 118412.2734375, 157808.609375, 155322.265625, 143348.71875, 153915.78125, -0.39401471614837646
49479, 157683.21875, 118412.2734375, 157806.671875, 155326.6875, 143354.3125, 153910.203125, -0.3945501148700714
49499, 157683.21875, 118402.6796875, 157810.546875, 155317.859375, 143342.0625, 153924.5, -0.39435455203056335
49519, 157681.296875, 118399.7265625, 157806.671875, 155321.6875, 143350.484375, 153919.53125, -0.39421987533569336
49539, 157681.296875, 118401.203125, 157808.609375, 155322.265625, 143347.65625, 153916.375, -0.3923082947731018
49559, 157679.359375, 118410.0625, 157812.46875, 155307.875, 143351.171875, 153918.265625, -0.3936874568462372
49579, 157679.359375, 118406.3671875, 157808.609375, 155319.1875, 143348.71875, 153920.140625, -0.39487987756729126
49599, 157681.296875, 118401.9375, 157808.609375, 155325.34375, 143352.546875, 153911.40625, -0.39466607570648193
49619, 157683.21875, 118411.5390625, 157806.671875, 155319.765625, 143351.171875, 153913.296875, -0.3931877613067627
49639, 157683.21875, 118407.109375, 157808.609375, 155329.171875, 143347.65625, 153918.265625, -0.3916875123977661
49659, 157683.21875, 118400.4609375, 157808.609375, 155315.359375, 143351.859375, 153905.84375, -0.39148008823394775
49679, 157679.359375, 118403.4140625, 157808.609375, 155327.265625, 143346.96875, 153920.75, -0.3919590711593628
49699, 157687.078125, 118409.3203125, 157806.671875, 155319.765625, 143349.421875, 153915.78125, -0.39235568046569824
49719, 157677.4375, 118410.0625, 157808.609375, 155321.6875, 143346.96875, 153921.421875, -0.39227908849716187
49739, 157685.140625, 118409.3203125, 157810.546875, 155316.703125, 143346.28125, 153906.4375, -0.3928353190422058
49759, 157681.296875, 118401.9375, 157808.609375, 155329.171875, 143349.421875, 153912.6875, -0.3917815387248993
49779, 157683.21875, 118408.5859375, 157810.546875, 155320.359375, 143348.71875, 153925.109375, -0.3919360041618347
49799, 157683.21875, 118405.6328125, 157808.609375, 155310.359375, 143356.765625, 153915.78125, -0.39453020691871643
49819, 157679.359375, 118408.5859375, 157806.671875, 155319.1875, 143353.625, 153913.296875, -0.39450159668922424
49839, 157681.296875, 118402.6796875, 157808.609375, 155314.78125, 143342.765625, 153917.65625, -0.3937424421310425
49859, 157681.296875, 118404.15625, 157808.609375, 155321.109375, 143351.171875, 153914.5625, -0.3935849368572235
49879, 157679.359375, 118407.109375, 157806.671875, 155328.59375, 143351.171875, 153920.140625, -0.3929666578769684
49899, 157683.21875, 118404.15625, 157806.671875, 155307.296875, 143351.859375, 153915.171875, -0.3921961188316345
49919, 157681.296875, 118404.890625, 157808.609375, 155323.609375, 143356.078125, 153915.171875, -0.3920237421989441
49939, 157679.359375, 118406.3671875, 157806.671875, 155317.28125, 143352.9375, 153910.8125, -0.3933142423629761
49959, 157683.21875, 118413.015625, 157810.546875, 155317.28125, 143350.796875, 153920.140625, -0.39345332980155945
49979, 157681.296875, 118406.3671875, 157808.609375, 155324.765625, 143353.625, 153915.78125, -0.39342671632766724
49999, 157681.296875, 118407.109375, 157806.671875, 155317.859375, 143350.109375, 153910.203125, -0.39375871419906616
50019, 157679.359375, 118413.0078125, 157808.609375, 155321.109375, 143349.421875, 153925.109375, -0.39435887336730957
50039, 157679.359375, 118403.4140625, 157808.609375, 155319.1875, 143352.9375, 153910.203125, -0.39414697885513306
50059, 157677.4375, 118406.3671875, 157806.671875, 155319.765625, 143350.796875, 153908.921875, -0.39517977833747864
50079, 157683.21875, 118410.796875, 157806.671875, 155321.109375, 143346.96875, 153911.40625, -0.3970940113067627
50099, 157681.296875, 118404.15625, 157804.75, 155320.359375, 143349.421875, 153920.140625, -0.3970174491405487
50119, 157681.296875, 118404.15625, 157808.609375, 155321.6875, 143350.796875, 153920.140625, -0.39895251393318176
50139, 157683.21875, 118408.578125, 157804.75, 155307.296875, 143356.078125, 153913.296875, -0.3998119831085205
50159, 157681.296875, 118414.4921875, 157808.609375, 155305.953125, 143354.3125, 153918.265625, -0.40084925293922424
50179, 157679.359375, 118408.578125, 157810.546875, 155314.78125, 143354.3125, 153917.046875, -0.4015848636627197
50199, 157681.296875, 118407.109375, 157802.8125, 155307.296875, 143355.0, 153922.625, -0.40014809370040894
50219, 157679.359375, 118410.796875, 157806.671875, 155315.359375, 143345.203125, 153915.171875, -0.4003946781158447
50239, 157683.21875, 118410.796875, 157808.609375, 155311.125, 143355.375, 153915.78125, -0.3988000154495239
50259, 157679.359375, 118407.84375, 157806.671875, 155309.203125, 143358.515625, 153924.5, -0.39998263120651245
50279, 157683.21875, 118407.84375, 157806.671875, 155312.859375, 143351.171875, 153910.8125, -0.40157371759414673
50299, 157679.359375, 118405.6328125, 157804.75, 155317.28125, 143356.765625, 153918.265625, -0.4001506567001343
50319, 157685.140625, 118410.0625, 157808.609375, 155312.859375, 143349.421875, 153915.78125, -0.3999597430229187
50339, 157683.21875, 118405.6328125, 157806.671875, 155316.703125, 143358.515625, 153912.078125, -0.40031272172927856
50359, 157679.359375, 118407.84375, 157808.609375, 155314.203125, 143349.421875, 153918.9375, -0.4005144238471985
50379, 157683.21875, 118398.984375, 157812.46875, 155319.1875, 143348.71875, 153906.4375, -0.4008919596672058
50399, 157683.21875, 118410.0625, 157810.546875, 155314.78125, 143357.453125, 153919.53125, -0.4029601216316223
50419, 157681.296875, 118407.84375, 157806.671875, 155307.296875, 143353.25, 153917.65625, -0.40206378698349
50439, 157683.21875, 118410.0625, 157808.609375, 155314.203125, 143360.96875, 153917.65625, -0.4006027281284332
50459, 157683.21875, 118405.6328125, 157810.546875, 155317.28125, 143349.421875, 153920.140625, -0.39922210574150085
50479, 157679.359375, 118403.4140625, 157808.609375, 155319.765625, 143356.765625, 153912.6875, -0.3991273045539856
50499, 157681.296875, 118413.75, 157806.671875, 155314.203125, 143351.859375, 153922.015625, -0.39746353030204773
50519, 157679.359375, 118413.0078125, 157804.75, 155319.1875, 143356.765625, 153915.171875, -0.3976326584815979
50539, 157681.296875, 118406.3671875, 157804.75, 155307.875, 143352.546875, 153903.96875, -0.39570334553718567
50559, 157677.4375, 118407.109375, 157804.75, 155316.703125, 143362.734375, 153914.5625, -0.3984704315662384
50579, 157681.296875, 118404.890625, 157808.609375, 155314.78125, 143356.078125, 153910.203125, -0.3982129693031311
50599, 157679.359375, 118401.9375, 157808.609375, 155307.296875, 143363.421875, 153915.171875, -0.39828231930732727
50619, 157681.296875, 118407.109375, 157806.671875, 155317.28125, 143357.453125, 153912.6875, -0.39855778217315674
50639, 157683.21875, 118410.796875, 157804.75, 155317.28125, 143351.859375, 153914.5625, -0.3974052369594574
50659, 157681.296875, 118406.3671875, 157804.75, 155317.28125, 143356.078125, 153920.140625, -0.3960685133934021
50679, 157681.296875, 118410.0625, 157808.609375, 155307.296875, 143351.859375, 153909.53125, -0.39612242579460144
50699, 157681.296875, 118407.109375, 157806.671875, 155304.21875, 143356.078125, 153912.015625, -0.3945099711418152
50719, 157681.296875, 118411.5390625, 157806.671875, 155316.703125, 143357.453125, 153915.78125, -0.3944743871688843
50739, 157681.296875, 118409.3203125, 157808.609375, 155314.203125, 143345.890625, 153913.890625, -0.39471545815467834
50759, 157679.359375, 118403.4140625, 157808.609375, 155319.1875, 143352.546875, 153920.75, -0.3942520022392273
50779, 157681.296875, 118407.1015625, 157806.671875, 155307.296875, 143359.203125, 153915.78125, -0.3958132863044739
50799, 157683.21875, 118416.703125, 157806.671875, 155309.203125, 143356.765625, 153925.703125, -0.3965834975242615
50819, 157679.359375, 118407.84375, 157804.75, 155311.703125, 143358.515625, 153915.84375, -0.39618024230003357
50839, 157683.21875, 118410.0625, 157808.609375, 155312.28125, 143363.03125, 153927.59375, -0.39552041888237
50859, 157679.359375, 118410.0625, 157808.609375, 155309.78125, 143360.96875, 153913.296875, -0.3948262333869934
50879, 157681.296875, 118404.15625, 157808.609375, 155311.125, 143358.515625, 153919.53125, -0.39460262656211853
50899, 157681.296875, 118400.4609375, 157810.546875, 155307.296875, 143359.203125, 153920.75, -0.39460381865501404
50919, 157679.359375, 118407.109375, 157806.671875, 155321.109375, 143351.171875, 153918.859375, -0.3950682282447815
50939, 157681.296875, 118415.2265625, 157808.609375, 155310.359375, 143356.078125, 153910.8125, -0.39510536193847656
50959, 157681.296875, 118409.3203125, 157804.75, 155310.359375, 143359.203125, 153915.171875, -0.39632168412208557
50979, 157677.4375, 118412.2734375, 157806.671875, 155320.53125, 143361.65625, 153913.296875, -0.39551475644111633
50999, 157681.296875, 118410.796875, 157806.671875, 155314.78125, 143356.765625, 153920.140625, -0.3958643078804016
51019, 157681.296875, 118409.3203125, 157806.671875, 155309.78125, 143361.65625, 153913.296875, -0.39581525325775146
51039, 157685.140625, 118402.6796875, 157806.671875, 155309.78125, 143361.65625, 153922.625, -0.3978503942489624
51059, 157683.21875, 118408.578125, 157806.671875, 155311.703125, 143356.765625, 153915.78125, -0.39723891019821167
51079, 157681.296875, 118406.3671875, 157806.671875, 155314.203125, 143358.515625, 153915.171875, -0.39644837379455566
51099, 157681.296875, 118412.2734375, 157804.75, 155312.28125, 143357.453125, 153922.625, -0.39576223492622375
51119, 157681.296875, 118405.6328125, 157806.671875, 155304.796875, 143362.734375, 153922.015625, -0.3960697650909424
51139, 157677.4375, 118416.703125, 157804.75, 155314.78125, 143356.765625, 153922.625, -0.39618822932243347
51159, 157679.359375, 118410.0625, 157800.890625, 155314.203125, 143356.765625, 153908.921875, -0.39455145597457886
51179, 157685.140625, 118412.2734375, 157806.671875, 155306.703125, 143356.765625, 153915.78125, -0.39403367042541504
51199, 157681.296875, 118410.0625, 157806.671875, 155306.703125, 143354.3125, 153920.140625, -0.3934079706668854
51219, 157679.359375, 118404.890625, 157806.671875, 155312.859375, 143353.25, 153920.140625, -0.3947715163230896
51239, 157679.359375, 118414.4921875, 157806.671875, 155297.890625, 143356.078125, 153923.828125, -0.3964919447898865
51259, 157679.359375, 118410.0625, 157810.546875, 155323.03125, 143357.453125, 153912.6875, -0.3963305652141571
51279, 157681.296875, 118404.15625, 157804.75, 155309.78125, 143360.96875, 153917.65625, -0.39586538076400757
51299, 157679.359375, 118412.2734375, 157806.671875, 155313.625, 143351.859375, 153920.140625, -0.3946915864944458
51319, 157679.359375, 118415.2265625, 157806.671875, 155309.78125, 143359.203125, 153923.21875, -0.39415982365608215
51339, 157681.296875, 118407.109375, 157804.75, 155316.703125, 143365.875, 153908.328125, -0.39397990703582764
51359, 157679.359375, 118411.5390625, 157808.609375, 155300.375, 143365.875, 153917.65625, -0.394053190946579
51379, 157683.21875, 118407.84375, 157808.609375, 155302.296875, 143360.96875, 153929.46875, -0.39406266808509827
51399, 157679.359375, 118414.484375, 157806.671875, 155309.203125, 143355.0, 153910.203125, -0.3948736786842346
51419, 157681.296875, 118412.2734375, 157808.609375, 155316.109375, 143360.96875, 153915.171875, -0.3936155438423157
51439, 157685.140625, 118412.2734375, 157806.671875, 155319.1875, 143359.90625, 153906.4375, -0.39527779817581177
51459, 157679.359375, 118410.796875, 157804.75, 155314.203125, 143357.453125, 153907.046875, -0.3958037495613098
51479, 157683.21875, 118418.9140625, 157802.8125, 155318.609375, 143358.515625, 153921.34375, -0.39581120014190674
51499, 157679.359375, 118413.75, 157806.671875, 155317.28125, 143360.96875, 153920.140625, -0.3957887291908264
51519, 157681.296875, 118413.75, 157804.75, 155309.78125, 143364.796875, 153918.859375, -0.39559078216552734
51539, 157681.296875, 118413.75, 157802.8125, 155311.703125, 143359.203125, 153912.6875, -0.39564627408981323
51559, 157681.296875, 118414.484375, 157806.671875, 155309.78125, 143360.96875, 153910.203125, -0.3973122835159302
51579, 157683.21875, 118410.0625, 157810.546875, 155309.78125, 143364.484375, 153917.046875, -0.39697444438934326
51599, 157681.296875, 118410.0625, 157806.671875, 155312.28125, 143359.90625, 153915.78125, -0.3984724283218384
51619, 157679.359375, 118416.703125, 157808.609375, 155316.703125, 143364.109375, 153917.65625, -0.3997475504875183
51639, 157679.359375, 118410.0625, 157810.546875, 155314.78125, 143365.875, 153905.84375, -0.4013347029685974
51659, 157681.296875, 118410.0625, 157812.46875, 155317.28125, 143359.203125, 153925.109375, -0.4021719992160797
51679, 157681.296875, 118410.0625, 157806.671875, 155311.703125, 143365.875, 153913.296875, -0.4016232192516327
51699, 157679.359375, 118415.2265625, 157806.671875, 155315.9375, 143361.65625, 153905.84375, -0.4025789201259613
51719, 157679.359375, 118413.0078125, 157804.75, 155309.78125, 143356.078125, 153918.265625, -0.4013381898403168
51739, 157679.359375, 118409.3203125, 157806.671875, 155309.203125, 143361.65625, 153905.84375, -0.40154650807380676
51759, 157677.4375, 118418.9140625, 157808.609375, 155317.859375, 143359.90625, 153917.65625, -0.4000418186187744
51779, 157683.21875, 118410.796875, 157804.75, 155316.703125, 143366.5625, 153918.9375, -0.4011494517326355
51799, 157677.4375, 118417.4375, 157808.609375, 155314.203125, 143368.3125, 153923.21875, -0.4011840224266052
51819, 157681.296875, 118412.2734375, 157804.75, 155311.703125, 143359.90625, 153915.78125, -0.4012880325317383
51839, 157683.21875, 118418.9140625, 157806.671875, 155316.703125, 143357.453125, 153914.5, -0.4005121886730194
51859, 157683.21875, 118410.796875, 157808.609375, 155313.4375, 143366.5625, 153915.78125, -0.39995309710502625
51879, 157685.140625, 118414.484375, 157806.671875, 155316.109375, 143353.25, 153917.046875, -0.39952781796455383
51899, 157681.296875, 118418.9140625, 157806.671875, 155324.765625, 143362.34375, 153924.5, -0.3997686207294464
51919, 157683.21875, 118411.5390625, 157808.609375, 155319.765625, 143364.109375, 153910.8125, -0.3996480703353882
51939, 157681.296875, 118417.4375, 157806.671875, 155319.1875, 143356.765625, 153905.84375, -0.39879459142684937
51959, 157683.21875, 118414.484375, 157806.671875, 155326.6875, 143359.90625, 153910.8125, -0.3991725742816925
51979, 157679.359375, 118415.2265625, 157808.609375, 155314.78125, 143362.34375, 153923.21875, -0.3981581926345825
51999, 157683.21875, 118410.0625, 157804.75, 155318.609375, 143368.3125, 153912.6875, -0.3988342881202698
52019, 157683.21875, 118415.2265625, 157806.671875, 155319.1875, 143365.484375, 153914.5625, -0.4002994894981384
52039, 157683.21875, 118415.2265625, 157804.75, 155324.765625, 143361.65625, 153924.5, -0.401714563369751
52059, 157681.296875, 118414.484375, 157804.75, 155322.265625, 143364.109375, 153918.265625, -0.40176093578338623
52079, 157683.21875, 118409.3203125, 157808.609375, 155319.765625, 143367.9375, 153910.8125, -0.4019170105457306
52099, 157681.296875, 118412.2734375, 157804.75, 155332.25, 143361.65625, 153921.421875, -0.4019646644592285
52119, 157679.359375, 118407.1015625, 157804.75, 155321.6875, 143358.140625, 153923.21875, -0.40153998136520386
52139, 157683.21875, 118413.75, 157808.609375, 155324.765625, 143359.90625, 153924.5, -0.40042024850845337
52159, 157683.21875, 118410.0625, 157808.609375, 155324.1875, 143364.109375, 153915.78125, -0.4020390510559082
52179, 157683.21875, 118419.65625, 157804.75, 155324.1875, 143356.765625, 153919.53125, -0.40197116136550903
52199, 157677.4375, 118421.125, 157806.671875, 155317.28125, 143363.421875, 153918.265625, -0.4017448425292969
52219, 157681.296875, 118411.5390625, 157806.671875, 155324.1875, 143369.6875, 153915.78125, -0.4043183922767639
52239, 157683.21875, 118409.3203125, 157804.75, 155321.6875, 143365.875, 153926.984375, -0.40618517994880676
52259, 157681.296875, 118414.484375, 157808.609375, 155324.1875, 143373.21875, 153910.8125, -0.40641549229621887
52279, 157683.21875, 118415.2265625, 157808.609375, 155321.6875, 143365.875, 153912.6875, -0.40664881467819214
52299, 157681.296875, 118413.75, 157810.546875, 155320.359375, 143366.5625, 153918.265625, -0.40614575147628784
52319, 157681.296875, 118413.75, 157806.671875, 155324.1875, 143369.0, 153913.890625, -0.40530067682266235
52339, 157681.296875, 118413.0078125, 157806.671875, 155322.265625, 143363.421875, 153928.1875, -0.40562114119529724
52359, 157681.296875, 118415.2265625, 157808.609375, 155314.78125, 143363.421875, 153915.171875, -0.40535467863082886
52379, 157683.21875, 118413.0078125, 157806.671875, 155322.84375, 143369.0, 153929.46875, -0.40585392713546753
52399, 157681.296875, 118410.796875, 157806.671875, 155324.765625, 143361.65625, 153911.40625, -0.40532875061035156
52419, 157681.296875, 118418.9140625, 157802.8125, 155323.609375, 143364.796875, 153912.015625, -0.4066216051578522
52439, 157683.21875, 118413.0078125, 157806.671875, 155329.171875, 143366.5625, 153920.140625, -0.40819522738456726
52459, 157681.296875, 118416.703125, 157804.75, 155319.1875, 143365.875, 153918.859375, -0.4083588123321533
52479, 157685.140625, 118409.3203125, 157808.609375, 155328.59375, 143362.34375, 153923.21875, -0.40813326835632324
52499, 157679.359375, 118422.609375, 157808.609375, 155329.171875, 143361.65625, 153913.890625, -0.40875276923179626
52519, 157681.296875, 118413.0078125, 157806.671875, 155322.265625, 143360.96875, 153917.65625, -0.41148507595062256
52539, 157681.296875, 118415.9609375, 157806.671875, 155324.765625, 143359.203125, 153916.375, -0.41223809123039246
52559, 157681.296875, 118413.75, 157804.75, 155329.765625, 143370.078125, 153903.96875, -0.41580820083618164
52579, 157681.296875, 118410.0625, 157806.671875, 155322.265625, 143365.875, 153929.46875, -0.4153289198875427
52599, 157681.296875, 118418.1796875, 157806.671875, 155329.171875, 143366.5625, 153918.265625, -0.41409751772880554
52619, 157681.296875, 118412.2734375, 157806.671875, 155319.765625, 143368.3125, 153915.78125, -0.4143359363079071
52639, 157683.21875, 118415.2265625, 157808.609375, 155322.84375, 143371.453125, 153923.21875, -0.4155069887638092
52659, 157681.296875, 118417.4375, 157802.8125, 155320.359375, 143369.6875, 153919.53125, -0.4176618456840515
52679, 157681.296875, 118414.484375, 157804.75, 155319.765625, 143373.21875, 153920.75, -0.4181305468082428
52699, 157679.359375, 118408.578125, 157808.609375, 155331.671875, 143364.796875, 153920.75, -0.4178852438926697
52719, 157683.21875, 118410.796875, 157806.671875, 155322.84375, 143372.53125, 153913.296875, -0.4169212579727173
52739, 157681.296875, 118418.171875, 157810.546875, 155333.59375, 143365.875, 153926.3125, -0.41604653000831604
52759, 157683.21875, 118417.4375, 157806.671875, 155312.859375, 143369.0, 153915.78125, -0.4153542220592499
52779, 157681.296875, 118416.703125, 157806.671875, 155322.265625, 143370.078125, 153923.21875, -0.41544726490974426
52799, 157681.296875, 118418.9140625, 157806.671875, 155326.109375, 143363.03125, 153918.859375, -0.4164113402366638
52819, 157681.296875, 118409.3203125, 157804.75, 155321.6875, 143373.21875, 153932.5625, -0.41475069522857666
52839, 157681.296875, 118421.125, 157804.75, 155334.171875, 143376.359375, 153928.796875, -0.4145980775356293
52859, 157681.296875, 118413.0078125, 157806.671875, 155317.28125, 143363.421875, 153931.34375, -0.41606593132019043
52879, 157681.296875, 118417.4375, 157808.609375, 155325.34375, 143370.078125, 153923.828125, -0.4176422953605652
52899, 157681.296875, 118414.484375, 157808.609375, 155329.171875, 143374.59375, 153915.78125, -0.4165419340133667
52919, 157685.140625, 118418.1796875, 157808.609375, 155328.59375, 143359.90625, 153921.34375, -0.41819220781326294
52939, 157677.4375, 118415.9609375, 157804.75, 155331.09375, 143365.875, 153918.265625, -0.41764670610427856
52959, 157677.4375, 118423.34375, 157808.609375, 155319.1875, 143372.140625, 153932.5625, -0.4184792935848236
52979, 157681.296875, 118416.703125, 157806.671875, 155324.765625, 143363.421875, 153929.46875, -0.41894975304603577
52999, 157679.359375, 118410.796875, 157806.671875, 155326.6875, 143374.59375, 153922.625, -0.4186098873615265
53019, 157681.296875, 118413.75, 157804.75, 155327.84375, 143362.34375, 153930.078125, -0.4190179705619812
53039, 157679.359375, 118416.703125, 157806.671875, 155331.671875, 143369.0, 153918.859375, -0.42049747705459595
53059, 157679.359375, 118418.171875, 157804.75, 155328.59375, 143372.140625, 153925.109375, -0.42128050327301025
53079, 157681.296875, 118413.0078125, 157808.609375, 155327.265625, 143371.453125, 153922.015625, -0.4221346378326416
53099, 157679.359375, 118410.796875, 157806.671875, 155324.1875, 143367.25, 153933.15625, -0.42100271582603455
53119, 157683.21875, 118413.75, 157806.671875, 155322.84375, 143380.5625, 153923.828125, -0.42184871435165405
53139, 157679.359375, 118422.609375, 157806.671875, 155338.0, 143370.765625, 153923.21875, -0.4226738512516022
53159, 157681.296875, 118424.078125, 157808.609375, 155327.265625, 143373.90625, 153921.34375, -0.42234864830970764
53179, 157679.359375, 118411.53125, 157806.671875, 155327.265625, 143370.390625, 153925.703125, -0.4229399859905243
53199, 157681.296875, 118419.65625, 157802.8125, 155322.265625, 143372.140625, 153938.125, -0.4252990186214447
53219, 157685.140625, 118413.75, 157808.609375, 155331.671875, 143367.25, 153923.21875, -0.42587023973464966
53239, 157681.296875, 118413.0078125, 157802.8125, 155325.34375, 143373.21875, 153921.34375, -0.42579925060272217
53259, 157681.296875, 118424.0859375, 157808.609375, 155322.84375, 143369.6875, 153920.140625, -0.4263905882835388
53279, 157683.21875, 118417.4375, 157808.609375, 155331.671875, 143371.453125, 153923.828125, -0.4254719316959381
53299, 157681.296875, 118413.75, 157804.75, 155324.1875, 143364.109375, 153925.109375, -0.4260404706001282
53319, 157683.21875, 118410.796875, 157804.75, 155324.765625, 143368.3125, 153918.859375, -0.4278767704963684
