timeTick, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3
207356, 157658.171875, 118620.40625, 157785.4375, 0, 0, 0
207376, 157656.25, 118615.9765625, 157779.640625, 154448.96875, 142898.171875, 153291.859375
207396, 157652.40625, 118611.546875, 157781.578125, 154443.390625, 142898.484375, 153283.140625
207416, 157654.328125, 118619.671875, 157781.578125, 154443.96875, 142897.796875, 153292.46875
207436, 157656.25, 118615.234375, 157779.640625, 154447.046875, 142900.609375, 153292.46875
207456, 157652.40625, 118620.40625, 157783.5, 154448.96875, 142899.546875, 153286.234375
207476, 157654.328125, 118616.71875, 157783.5, 154448.96875, 142902.0, 153283.140625
207496, 157654.328125, 118613.7578125, 157783.5, 154438.984375, 142895.34375, 153293.734375
207516, 157656.25, 118618.9296875, 157785.4375, 154448.375, 142895.34375, 153280.671875
207536, 157654.328125, 118610.0703125, 157779.640625, 154434.578125, 142894.65625, 153287.5
207556, 157654.328125, 118607.8515625, 157783.5, 154443.96875, 142897.796875, 153279.390625
207576, 157656.25, 118611.546875, 157781.578125, 154448.96875, 142900.609375, 153299.921875
207596, 157652.40625, 118618.9296875, 157783.5, 154453.953125, 142901.3125, 153288.109375
207616, 157652.40625, 118615.9765625, 157777.71875, 154463.34375, 142904.453125, 153299.921875
207636, 157652.40625, 118615.2421875, 157781.578125, 154448.375, 142903.75, 153288.71875
207656, 157656.25, 118615.9765625, 157783.5, 154451.453125, 142902.0, 153291.203125
207676, 157656.25, 118615.234375, 157781.578125, 154455.859375, 142902.0, 153287.5
207696, 157656.25, 118621.140625, 157781.578125, 154451.453125, 142910.40625, 153283.140625
207716, 157656.25, 118619.671875, 157779.640625, 154443.96875, 142890.453125, 153304.890625
207736, 157654.328125, 118615.234375, 157781.578125, 154452.046875, 142906.203125, 153288.109375
207756, 157654.328125, 118616.7109375, 157781.578125, 154445.875, 142892.203125, 153294.34375
207776, 157658.171875, 118616.7109375, 157785.4375, 154449.546875, 142893.59375, 153301.796875
207796, 157656.25, 118617.453125, 157781.578125, 154446.46875, 142896.40625, 153288.109375
207816, 157658.171875, 118614.5, 157781.578125, 154450.28125, 142895.34375, 153290.59375
207836, 157654.328125, 118610.0703125, 157785.4375, 154450.875, 142900.25, 153287.5
207856, 157654.328125, 118619.671875, 157781.578125, 154451.453125, 142895.34375, 153280.0625
207876, 157654.328125, 118615.9765625, 157783.5, 154440.890625, 142897.796875, 153285.625
207896, 157652.40625, 118613.7578125, 157781.578125, 154445.875, 142903.75, 153291.203125
207916, 157656.25, 118616.7109375, 157777.71875, 154450.875, 142898.859375, 153294.953125
207936, 157650.46875, 118607.8515625, 157783.5, 154449.703125, 142892.203125, 153278.796875
207956, 157656.25, 118616.7109375, 157781.578125, 154444.5625, 142898.484375, 153296.828125
207976, 157652.40625, 118610.8125, 157779.640625, 154443.96875, 142894.65625, 153277.515625
207996, 157654.328125, 118615.2421875, 157781.578125, 154452.78125, 142897.796875, 153289.375
208016, 157654.328125, 118619.671875, 157779.640625, 154452.046875, 142893.59375, 153286.234375
208036, 157652.40625, 118613.7578125, 157781.578125, 154450.875, 142891.140625, 153288.109375
208056, 157652.40625, 118608.5859375, 157783.5, 154449.703125, 142897.796875, 153289.984375
208076, 157658.171875, 118613.015625, 157781.578125, 154451.453125, 142900.25, 153280.671875
208096, 157652.40625, 118615.2421875, 157783.5, 154446.46875, 142908.65625, 153276.921875
208116, 157658.171875, 118615.9765625, 157785.4375, 154451.453125, 142897.109375, 153293.078125
208136, 157654.328125, 118618.9296875, 157781.578125, 154447.78125, 142899.546875, 153285.625
208156, 157656.25, 118610.0703125, 157783.5, 154447.78125, 142907.953125, 153283.75
208176, 157654.328125, 118618.1875, 157779.640625, 154448.96875, 142894.28125, 153286.234375
208196, 157656.25, 118611.546875, 157785.4375, 154450.875, 142906.890625, 153285.625
208216, 157654.328125, 118610.0703125, 157781.578125, 154446.46875, 142900.25, 153285.625
208236, 157652.40625, 118609.328125, 157785.4375, 154446.46875, 142900.25, 153285.625
208256, 157654.328125, 118619.671875, 157783.5, 154455.859375, 142902.6875, 153286.890625
208276, 157658.171875, 118616.7109375, 157781.578125, 154448.375, 142896.734375, 153274.4375
208296, 157654.328125, 118620.40625, 157785.4375, 154452.78125, 142905.140625, 153287.5
208316, 157654.328125, 118612.28125, 157777.71875, 154443.96875, 142905.515625, 153290.59375
208336, 157654.328125, 118618.9296875, 157779.640625, 154453.359375, 142900.25, 153279.390625
208396, 157656.25, 118612.28125, 157787.375, 154453.953125, 142898.484375, 153293.734375
208416, 157656.25, 118619.671875, 157781.578125, 154450.875, 142904.453125, 153285.625
208436, 157652.40625, 118620.40625, 157779.640625, 154450.875, 142904.453125, 153285.625
208456, 157656.25, 118616.7109375, 157781.578125, 154450.875, 142904.453125, 153285.625
208476, 157656.25, 118615.2421875, 157781.578125, 154451.453125, 142897.109375, 153278.1875
208496, 157654.328125, 118629.265625, 157781.578125, 154446.46875, 142902.6875, 153283.75
208536, 157654.328125, 118619.6640625, 157781.578125, 154455.28125, 142898.484375, 153294.953125
208556, 157652.40625, 118610.8125, 157783.5, 154451.453125, 142904.453125, 153283.75
208576, 157652.40625, 118620.40625, 157783.5, 154458.9375, 142909.34375, 153288.71875
208596, 157652.40625, 118614.5, 157783.5, 154463.34375, 142902.0, 153289.984375
208616, 157654.328125, 118609.328125, 157781.578125, 154449.546875, 142902.0, 153288.109375
208636, 157654.328125, 118613.7578125, 157781.578125, 154462.765625, 142904.453125, 153288.71875
208656, 157650.46875, 118613.7578125, 157781.578125, 154462.765625, 142904.453125, 153288.71875
208676, 157652.40625, 118624.1015625, 157781.578125, 154449.546875, 142899.546875, 153290.59375
208696, 157652.40625, 118613.0234375, 157779.640625, 154458.359375, 142893.59375, 153294.953125
208716, 157654.328125, 118618.1875, 157785.4375, 154456.453125, 142898.484375, 153292.46875
208736, 157652.40625, 118618.1875, 157781.578125, 154456.453125, 142905.140625, 153299.921875
208756, 157650.46875, 118622.6171875, 157785.4375, 154462.765625, 142903.390625, 153294.34375
208776, 157652.40625, 118624.84375, 157777.71875, 154457.03125, 142900.9375, 153290.59375
208836, 157652.40625, 118615.9765625, 157781.578125, 154465.84375, 142902.0, 153293.6875
208856, 157650.46875, 153288.71875, 157781.578125, 154458.359375, 142900.25, 153278.796875
208876, 157656.25, 118618.1875, 157783.5, 154457.03125, 142902.6875, 153306.765625
208896, 157656.25, 118621.8828125, 157783.5, 154475.234375, 142899.546875, 153295.5625
208916, 157652.40625, 118614.5, 157779.640625, 154452.78125, 142906.890625, 153285.625
208936, 157650.46875, 118618.9296875, 157781.578125, 154470.828125, 142899.546875, 153297.4375
208956, 157652.40625, 118616.7109375, 157781.578125, 154463.34375, 142905.140625, 153293.078125
208976, 157654.328125, 118621.875, 157781.578125, 154458.9375, 142900.25, 153295.5625
208996, 157654.328125, 118623.359375, 157781.578125, 154458.359375, 142911.796875, 153298.046875
209016, 157654.328125, 118618.9296875, 157781.578125, 154465.84375, 142898.484375, 153298.046875
209036, 157654.328125, 118614.5, 157781.578125, 154463.9375, 142902.0, 153302.40625
209076, 157652.40625, 118618.9296875, 157783.5, 154473.921875, 142904.453125, 153300.53125
209096, 157652.40625, 118620.40625, 157779.640625, 154454.53125, 142910.71875, 153303.015625
209116, 157656.25, 118621.8828125, 157781.578125, 154465.84375, 142907.59375, 153302.40625
209136, 157654.328125, 118621.8828125, 157781.578125, 154467.015625, 142911.796875, 153298.65625
209156, 157656.25, 118616.7109375, 157781.578125, 154457.03125, 142905.140625, 153291.203125
209176, 157652.40625, 118628.53125, 157783.5, 154458.9375, 142897.796875, 153302.40625
209216, 157654.328125, 118615.9765625, 157779.640625, 154458.359375, 142899.546875, 153294.953125
209236, 157654.328125, 118619.671875, 157781.578125, 154458.359375, 142899.546875, 153294.953125
209256, 157654.328125, 118617.4453125, 157777.71875, 154465.84375, 142907.59375, 153289.328125
209276, 157652.40625, 118621.140625, 157783.5, 154470.828125, 142895.34375, 153295.5625
209296, 157652.40625, 118620.40625, 157785.4375, 154470.828125, 142895.34375, 153295.5625
209316, 157654.328125, 118624.1015625, 157781.578125, 154455.125, 142904.453125, 153293.6875
209336, 157652.40625, 118618.9296875, 157783.5, 154455.125, 142904.453125, 153293.6875
209356, 157648.546875, 118617.453125, 157781.578125, 154461.4375, 142905.828125, 153295.5625
209376, 157656.25, 118624.1015625, 157779.640625, 154465.84375, 142896.046875, 153305.484375
209396, 157656.25, 118623.359375, 157783.5, 154468.34375, 142907.59375, 153294.296875
209416, 157658.171875, 118635.171875, 157779.640625, 154464.515625, 142905.140625, 153305.484375
209436, 157654.328125, 118617.4453125, 157783.5, 154470.25, 142900.25, 153300.53125
209456, 157656.25, 118625.578125, 157781.578125, 154470.25, 142900.25, 153300.53125
209476, 157656.25, 118624.8359375, 157779.640625, 154468.921875, 142907.59375, 153309.84375
209496, 157654.328125, 118627.046875, 157781.578125, 154473.328125, 142909.34375, 153293.078125
209516, 157656.25, 118624.8359375, 157777.71875, 154473.921875, 142899.546875, 153312.9375
209536, 157652.40625, 118622.6171875, 157781.578125, 154462.609375, 142906.890625, 153301.796875
209576, 157650.46875, 118624.1015625, 157779.640625, 154466.421875, 142908.28125, 153305.484375
209596, 157656.25, 118618.9296875, 157779.640625, 154463.34375, 142918.4375, 153295.5625
209616, 157656.25, 118624.8359375, 157779.640625, 154462.03125, 142911.09375, 153304.890625
209636, 157650.46875, 118626.3125, 157781.578125, 154462.03125, 142911.09375, 153304.890625
209656, 157652.40625, 118623.359375, 157781.578125, 154466.421875, 142911.796875, 153299.921875
209676, 157652.40625, 118621.875, 157781.578125, 154466.421875, 142911.796875, 153299.921875
209696, 157654.328125, 118624.1015625, 157781.578125, 154478.3125, 142903.390625, 153307.96875
209716, 157656.25, 118626.3125, 157783.5, 154453.21875, 142905.140625, 153312.9375
209736, 157652.40625, 118624.1015625, 157779.640625, 154463.34375, 142907.59375, 153298.046875
209756, 157654.328125, 118621.140625, 157785.4375, 154460.265625, 142906.890625, 153323.53125
209776, 157656.25, 118622.6171875, 157779.640625, 154459.53125, 142900.9375, 153290.59375
209796, 157658.171875, 118620.40625, 157779.640625, 154467.75, 142905.828125, 153302.40625
209816, 157656.25, 118628.53125, 157783.5, 154466.421875, 142906.890625, 153310.453125
209836, 157654.328125, 118626.3125, 157781.578125, 154463.9375, 142907.59375, 153298.046875
209876, 157654.328125, 118624.8359375, 157781.578125, 154457.03125, 142910.03125, 153298.65625
209896, 157650.46875, 118618.9296875, 157777.71875, 154466.421875, 142909.34375, 153309.84375
209916, 157650.46875, 118626.3125, 157783.5, 154477.734375, 142917.375, 153300.53125
209936, 157654.328125, 118621.140625, 157785.4375, 154459.53125, 142910.03125, 153305.484375
209956, 157658.171875, 118628.53125, 157781.578125, 154475.828125, 142912.484375, 153302.40625
209976, 157654.328125, 118622.6171875, 157783.5, 154481.40625, 142901.625, 153300.53125
209996, 157652.40625, 118621.140625, 157781.578125, 154468.34375, 142905.828125, 153303.015625
210016, 157656.25, 118624.8359375, 157779.640625, 154473.328125, 142906.890625, 153309.84375
210056, 157654.328125, 118623.359375, 157779.640625, 154476.40625, 142909.34375, 153301.140625
210076, 157652.40625, 118625.5703125, 157785.4375, 154476.40625, 142917.375, 153299.265625
210096, 157656.25, 118618.1875, 157781.578125, 154476.40625, 142917.375, 153299.265625
210116, 157656.25, 118620.40625, 157781.578125, 154476.40625, 142910.03125, 153306.703125
210136, 157652.40625, 118624.8359375, 157779.640625, 154480.8125, 142902.6875, 153313.546875
210156, 157654.328125, 118627.046875, 157783.5, 154467.015625, 142910.03125, 153297.390625
210176, 157654.328125, 118617.4453125, 157781.578125, 154467.015625, 142910.03125, 153297.390625
210196, 157654.328125, 118628.5234375, 157781.578125, 154486.390625, 142912.484375, 153303.015625
210216, 157652.40625, 118624.1015625, 157783.5, 154461.4375, 142914.234375, 153301.734375
210236, 157656.25, 118626.3046875, 157783.5, 154478.3125, 142914.234375, 153303.015625
210256, 157652.40625, 118621.140625, 157783.5, 154468.921875, 142902.6875, 153305.484375
210296, 157654.328125, 118635.90625, 157783.5, 154469.515625, 142911.796875, 153298.65625
