timeTick, motor1, motor2, motor3, motor4, otX, otY, otZ
165695, 0.0, 0.0, 0.0, 0.0, -1.147623062133789, -0.3808455467224121, 0.026506930589675903
165715, 0.0, 0.0, 0.0, 0.0, -1.1476249694824219, -0.3807802200317383, 0.026532083749771118
165735, 0.0, 0.0, 0.0, 0.0, -1.1475887298583984, -0.3809046745300293, 0.026483386754989624
165755, 0.0, 0.0, 0.0, 0.0, -1.1476764678955078, -0.3808760643005371, 0.026603281497955322
165775, 0.0, 0.0, 0.0, 0.0, -1.1476707458496094, -0.3809814453125, 0.026461660861968994
165795, 0.0, 0.0, 0.0, 0.0, -1.1475582122802734, -0.3809022903442383, 0.02621278166770935
165815, 0.0, 0.0, 0.0, 0.0, -1.1476268768310547, -0.38086748123168945, 0.02628350257873535
165835, 0.0, 0.0, 0.0, 0.0, -1.1476001739501953, -0.38092947006225586, 0.026637613773345947
165855, 0.0, 0.0, 0.0, 0.0, -1.1476058959960938, -0.38094663619995117, 0.02648785710334778
165875, 0.0, 0.0, 0.0, 0.0, -1.1475753784179688, -0.38080358505249023, 0.026446044445037842
165895, 0.0, 0.0, 0.0, 0.0, -1.1476020812988281, -0.3807821273803711, 0.026306360960006714
165915, 0.0, 0.0, 0.0, 0.0, -1.1476688385009766, -0.38090085983276367, 0.02641230821609497
165935, 0.0, 0.0, 0.0, 0.0, -1.1476688385009766, -0.38090085983276367, 0.02641230821609497
165955, 0.0, 0.0, 0.0, 0.0, -1.1476688385009766, -0.38090085983276367, 0.02641230821609497
165995, 0.0, 0.0, 0.0, 0.0, -1.1476879119873047, -0.3808455467224121, 0.0263250470161438
166015, 0.0, 0.0, 0.0, 0.0, -1.147653579711914, -0.3809542655944824, 0.02631700038909912
166035, 0.0, 0.0, 0.0, 0.0, -1.1475868225097656, -0.3808708190917969, 0.026496976613998413
166055, 0.0, 0.0, 0.0, 0.0, -1.1476211547851562, -0.3809375762939453, 0.026536613702774048
166075, 0.0, 0.0, 0.0, 0.0, -1.1476211547851562, -0.3809375762939453, 0.026536613702774048
166095, 0.0, 0.0, 0.0, 0.0, -1.147665023803711, -0.3807649612426758, 0.026469051837921143
166115, 0.0, 0.0, 0.0, 0.0, -1.1476325988769531, -0.3809370994567871, 0.026464909315109253
166175, 0.0, 0.0, 0.0, 0.0, -1.1476459503173828, -0.3808417320251465, 0.026645690202713013
166195, 0.0, 0.0, 0.0, 0.0, -1.1477127075195312, -0.38095951080322266, 0.026420950889587402
166215, 0.0, 0.0, 0.0, 0.0, -1.1476268768310547, -0.3807969093322754, 0.026641130447387695
166255, 0.0, 0.0, 0.0, 0.0, -1.1475601196289062, -0.3809380531311035, 0.026439905166625977
166275, 0.0, 0.0, 0.0, 0.0, -1.147726058959961, -0.38103246688842773, 0.026491254568099976
166295, 0.0, 0.0, 0.0, 0.0, -1.147726058959961, -0.38103246688842773, 0.026491254568099976
166315, 0.0, 0.0, 0.0, 0.0, -1.1476612091064453, -0.38085412979125977, 0.02650877833366394
166335, 0.0, 0.0, 0.0, 0.0, -1.1476001739501953, -0.38096046447753906, 0.026421695947647095
166415, 0.0, 0.0, 0.0, 0.0, -1.1475811004638672, -0.3808870315551758, 0.026311516761779785
166435, 0.0, 0.0, 0.0, 0.0, -1.1475601196289062, -0.3809671401977539, 0.026498019695281982
166455, 0.0, 0.0, 0.0, 0.0, -1.1475601196289062, -0.3809671401977539, 0.026498019695281982
166475, 0.0, 0.0, 0.0, 0.0, -1.1477031707763672, -0.3808736801147461, 0.02642655372619629
166515, 0.0, 0.0, 0.0, 0.0, -1.147552490234375, -0.3808908462524414, 0.02649673819541931
166535, 0.0, 0.0, 0.0, 0.0, -1.1476097106933594, -0.3809776306152344, 0.026439636945724487
166575, 0.0, 0.0, 0.0, 0.0, -1.1476669311523438, -0.3809523582458496, 0.026517242193222046
166615, 0.0, 0.0, 0.0, 0.0, -1.1476974487304688, -0.380826473236084, 0.02655470371246338
166655, 0.0, 0.0, 0.0, 0.0, -1.147705078125, -0.3809208869934082, 0.02619779109954834
166675, 0.0, 0.0, 0.0, 0.0, -1.1475868225097656, -0.38085126876831055, 0.026726514101028442
166715, 0.0, 0.0, 0.0, 0.0, -1.1475639343261719, -0.3809647560119629, 0.026391446590423584
166735, 0.0, 0.0, 0.0, 0.0, -1.1475639343261719, -0.3809647560119629, 0.026391446590423584
166775, 0.0, 0.0, 0.0, 0.0, -1.1476879119873047, -0.38089656829833984, 0.02640649676322937
166795, 0.0, 0.0, 0.0, 0.0, -1.1476879119873047, -0.38089656829833984, 0.02640649676322937
166815, 0.0, 0.0, 0.0, 0.0, -1.1476783752441406, -0.38091468811035156, 0.026319891214370728
166875, 0.0, 0.0, 0.0, 0.0, -1.1476421356201172, -0.3808751106262207, 0.026456743478775024
166895, 0.0, 0.0, 0.0, 0.0, -1.1477298736572266, -0.38092899322509766, 0.02644488215446472
166915, 0.0, 0.0, 0.0, 0.0, -1.1476020812988281, -0.380828857421875, 0.02643609046936035
166955, 0.0, 0.0, 0.0, 0.0, -1.1476001739501953, -0.38085365295410156, 0.026473134756088257
166975, 0.0, 0.0, 0.0, 0.0, -1.1477336883544922, -0.38089513778686523, 0.026441752910614014
166995, 0.0, 0.0, 0.0, 0.0, -1.1476097106933594, -0.3808474540710449, 0.02647852897644043
167015, 0.0, 0.0, 0.0, 0.0, -1.1476097106933594, -0.3808588981628418, 0.026491612195968628
167035, 0.0, 0.0, 0.0, 0.0, -1.1476688385009766, -0.3809514045715332, 0.02639278769493103
167075, 0.0, 0.0, 0.0, 0.0, -1.1475811004638672, -0.38092660903930664, 0.026447683572769165
167095, 0.0, 0.0, 0.0, 0.0, -1.1476154327392578, -0.38089418411254883, 0.02654162049293518
167135, 0.0, 0.0, 0.0, 0.0, -1.1475963592529297, -0.3808746337890625, 0.02622401714324951
167215, 0.0, 0.0, 0.0, 0.0, -1.1475486755371094, -0.38091468811035156, 0.02657926082611084
167235, 0.0, 0.0, 0.0, 0.0, -1.1475486755371094, -0.38091468811035156, 0.02657926082611084
167255, 0.0, 0.0, 0.0, 0.0, -1.1477890014648438, -0.38089656829833984, 0.026441246271133423
167275, 0.0, 0.0, 0.0, 0.0, -1.1477127075195312, -0.38088178634643555, 0.026425689458847046
167355, 0.0, 0.0, 0.0, 0.0, -1.1476631164550781, -0.38088512420654297, 0.026438117027282715
167375, 0.0, 0.0, 0.0, 0.0, -1.1476192474365234, -0.3808164596557617, 0.026353269815444946
167395, 0.0, 0.0, 0.0, 0.0, -1.1476192474365234, -0.3808164596557617, 0.026353269815444946
167415, 0.0, 0.0, 0.0, 0.0, -1.1476192474365234, -0.3808164596557617, 0.026353269815444946
167435, 0.0, 0.0, 0.0, 0.0, -1.1476306915283203, -0.38083982467651367, 0.026395440101623535
167455, 0.0, 0.0, 0.0, 0.0, -1.1477203369140625, -0.3810157775878906, 0.02636989951133728
167475, 0.0, 0.0, 0.0, 0.0, -1.1476860046386719, -0.38100481033325195, 0.026476353406906128
167495, 0.0, 0.0, 0.0, 0.0, -1.1476516723632812, -0.3808732032775879, 0.026480436325073242
167515, 0.0, 0.0, 0.0, 0.0, -1.1476173400878906, -0.3809075355529785, 0.026317954063415527
167535, 0.0, 0.0, 0.0, 0.0, -1.1476173400878906, -0.3809075355529785, 0.026317954063415527
167555, 0.0, 0.0, 0.0, 0.0, -1.1476573944091797, -0.3809041976928711, 0.026462078094482422
167595, 0.0, 0.0, 0.0, 0.0, -1.1476192474365234, -0.38082027435302734, 0.026630818843841553
167635, 0.0, 0.0, 0.0, 0.0, -1.1476402282714844, -0.3809037208557129, 0.026443570852279663
167655, 0.0, 0.0, 0.0, 0.0, -1.1477470397949219, -0.3808712959289551, 0.02639317512512207
167675, 0.0, 0.0, 0.0, 0.0, -1.1476860046386719, -0.38091230392456055, 0.026493936777114868
167695, 0.0, 0.0, 0.0, 0.0, -1.1476860046386719, -0.38091230392456055, 0.026493936777114868
167715, 0.0, 0.0, 0.0, 0.0, -1.1476860046386719, -0.38091230392456055, 0.026493936777114868
167735, 0.0, 0.0, 0.0, 0.0, -1.1476211547851562, -0.38092470169067383, 0.02648603916168213
167755, 0.0, 0.0, 0.0, 0.0, -1.1476192474365234, -0.3808131217956543, 0.02639615535736084
167775, 0.0, 0.0, 0.0, 0.0, -1.147573471069336, -0.38090085983276367, 0.02644026279449463
167795, 0.0, 0.0, 0.0, 0.0, -1.1476097106933594, -0.38080787658691406, 0.02634197473526001
167815, 0.0, 0.0, 0.0, 0.0, -1.1477432250976562, -0.3810138702392578, 0.026322662830352783
167835, 0.0, 0.0, 0.0, 0.0, -1.1477432250976562, -0.3810138702392578, 0.026322662830352783
167855, 0.0, 0.0, 0.0, 0.0, -1.1475944519042969, -0.38072967529296875, 0.02634623646736145
167875, 0.0, 0.0, 0.0, 0.0, -1.1475811004638672, -0.38093996047973633, 0.02650776505470276
167895, 0.0, 0.0, 0.0, 0.0, -1.1476669311523438, -0.3809986114501953, 0.02669510245323181
167915, 0.0, 0.0, 0.0, 0.0, -1.1477546691894531, -0.38085079193115234, 0.02643570303916931
167955, 0.0, 0.0, 0.0, 0.0, -1.1476364135742188, -0.3809361457824707, 0.026503711938858032
168015, 0.0, 0.0, 0.0, 0.0, -1.1475543975830078, -0.3809237480163574, 0.026490330696105957
168035, 0.0, 0.0, 0.0, 0.0, -1.1475543975830078, -0.3809237480163574, 0.026490330696105957
168095, 0.0, 0.0, 0.0, 0.0, -1.1475868225097656, -0.38068199157714844, 0.026655256748199463
168115, 0.0, 0.0, 0.0, 0.0, -1.1476726531982422, -0.38082218170166016, 0.026509732007980347
168135, 0.0, 0.0, 0.0, 0.0, -1.1476726531982422, -0.38082218170166016, 0.026509732007980347
168155, 0.0, 0.0, 0.0, 0.0, -1.1476936340332031, -0.38088035583496094, 0.02643609046936035
168175, 0.0, 0.0, 0.0, 0.0, -1.1476764678955078, -0.38083505630493164, 0.026454538106918335
168195, 0.0, 0.0, 0.0, 0.0, -1.1476612091064453, -0.380856990814209, 0.026423990726470947
168215, 0.0, 0.0, 0.0, 0.0, -1.1475982666015625, -0.3808784484863281, 0.02653297781944275
168235, 0.0, 0.0, 0.0, 0.0, -1.1475982666015625, -0.3808784484863281, 0.02653297781944275
168255, 0.0, 0.0, 0.0, 0.0, -1.147512435913086, -0.3807992935180664, 0.026607275009155273
168275, 0.0, 0.0, 0.0, 0.0, -1.147512435913086, -0.3807992935180664, 0.026607275009155273
168315, 0.0, 0.0, 0.0, 0.0, -1.147665023803711, -0.38101673126220703, 0.026413023471832275
168335, 0.0, 0.0, 0.0, 0.0, -1.147665023803711, -0.38101673126220703, 0.026413023471832275
168355, 0.0, 0.0, 0.0, 0.0, -1.1476287841796875, -0.3809061050415039, 0.026372849941253662
168375, 0.0, 0.0, 0.0, 0.0, -1.1476287841796875, -0.3809061050415039, 0.026372849941253662
168435, 0.0, 0.0, 0.0, 0.0, -1.1476383209228516, -0.38098573684692383, 0.02653101086616516
168455, 0.0, 0.0, 0.0, 0.0, -1.1475887298583984, -0.3808021545410156, 0.02648267149925232
168475, 0.0, 0.0, 0.0, 0.0, -1.1475887298583984, -0.3808021545410156, 0.02648267149925232
168495, 0.0, 0.0, 0.0, 0.0, -1.1476631164550781, -0.3809499740600586, 0.02657020092010498
168515, 0.0, 0.0, 0.0, 0.0, -1.147726058959961, -0.3808598518371582, 0.02646505832672119
168535, 0.0, 0.0, 0.0, 0.0, -1.147726058959961, -0.3808598518371582, 0.02646505832672119
168575, 0.0, 0.0, 0.0, 0.0, -1.147623062133789, -0.38077735900878906, 0.026482224464416504
168595, 0.0, 0.0, 0.0, 0.0, -1.1476879119873047, -0.3808913230895996, 0.026400655508041382
168615, 0.0, 0.0, 0.0, 0.0, -1.147573471069336, -0.38092041015625, 0.02652248740196228
168655, 0.0, 0.0, 0.0, 0.0, -1.1475486755371094, -0.38088369369506836, 0.026376813650131226
168675, 0.0, 0.0, 0.0, 0.0, -1.147695541381836, -0.3807516098022461, 0.026578068733215332
168695, 0.0, 0.0, 0.0, 0.0, -1.1476593017578125, -0.3809933662414551, 0.026392072439193726
168715, 0.0, 0.0, 0.0, 0.0, -1.1475543975830078, -0.38086986541748047, 0.026564359664916992
168755, 0.0, 0.0, 0.0, 0.0, -1.1476726531982422, -0.38092660903930664, 0.0264512300491333
168775, 0.0, 0.0, 0.0, 0.0, -1.1476726531982422, -0.38092660903930664, 0.0264512300491333
168815, 0.0, 0.0, 0.0, 0.0, -1.1476898193359375, -0.38089704513549805, 0.026416242122650146
168855, 0.0, 0.0, 0.0, 0.0, -1.1476478576660156, -0.38094234466552734, 0.026448458433151245
168875, 0.0, 0.0, 0.0, 0.0, -1.1476478576660156, -0.38094234466552734, 0.026448458433151245
168915, 0.0, 0.0, 0.0, 0.0, -1.147665023803711, -0.3808579444885254, 0.02642616629600525
168935, 0.0, 0.0, 0.0, 0.0, -1.1476020812988281, -0.3809189796447754, 0.026491254568099976
168955, 0.0, 0.0, 0.0, 0.0, -1.1476020812988281, -0.3809189796447754, 0.026491254568099976
168975, 0.0, 0.0, 0.0, 0.0, -1.1476020812988281, -0.3809189796447754, 0.026491254568099976
169055, 0.0, 0.0, 0.0, 0.0, -1.147623062133789, -0.38079833984375, 0.02663514018058777
169075, 0.0, 0.0, 0.0, 0.0, -1.1476421356201172, -0.3809490203857422, 0.02641618251800537
169095, 0.0, 0.0, 0.0, 0.0, -1.1477394104003906, -0.380859375, 0.026429176330566406
169115, 0.0, 0.0, 0.0, 0.0, -1.147735595703125, -0.38097429275512695, 0.026491671800613403
169135, 0.0, 0.0, 0.0, 0.0, -1.1475753784179688, -0.3809690475463867, 0.026543378829956055
169155, 0.0, 0.0, 0.0, 0.0, -1.1475296020507812, -0.38072967529296875, 0.026452451944351196
169175, 0.0, 0.0, 0.0, 0.0, -1.1477031707763672, -0.38083934783935547, 0.0265561044216156
169195, 0.0, 0.0, 0.0, 0.0, -1.1477031707763672, -0.38083934783935547, 0.0265561044216156
169215, 0.0, 0.0, 0.0, 0.0, -1.1475658416748047, -0.3809208869934082, 0.026506900787353516
169235, 0.0, 0.0, 0.0, 0.0, -1.147470474243164, -0.3806777000427246, 0.026352256536483765
169255, 0.0, 0.0, 0.0, 0.0, -1.1476612091064453, -0.38089656829833984, 0.026463568210601807
169275, 0.0, 0.0, 0.0, 0.0, -1.1476612091064453, -0.38089656829833984, 0.026463568210601807
169335, 0.0, 0.0, 0.0, 0.0, -1.147512435913086, -0.3808403015136719, 0.0262925922870636
169355, 0.0, 0.0, 0.0, 0.0, -1.1476631164550781, -0.3808884620666504, 0.02639743685722351
169375, 0.0, 0.0, 0.0, 0.0, -1.1476631164550781, -0.3808884620666504, 0.02639743685722351
169395, 0.0, 0.0, 0.0, 0.0, -1.1476669311523438, -0.3808012008666992, 0.02663421630859375
169415, 0.0, 0.0, 0.0, 0.0, -1.1476669311523438, -0.3808012008666992, 0.02663421630859375
169455, 0.0, 0.0, 0.0, 0.0, -1.1476268768310547, -0.38094663619995117, 0.026321053504943848
169475, 0.0, 0.0, 0.0, 0.0, -1.1476612091064453, -0.38081836700439453, 0.02655044198036194
169515, 0.0, 0.0, 0.0, 0.0, -1.1476688385009766, -0.3808174133300781, 0.02634146809577942
169535, 0.0, 0.0, 0.0, 0.0, -1.14764404296875, -0.3808612823486328, 0.02645227313041687
169555, 0.0, 0.0, 0.0, 0.0, -1.147665023803711, -0.38082408905029297, 0.02652806043624878
169575, 0.0, 0.0, 0.0, 0.0, -1.147665023803711, -0.38082408905029297, 0.02652806043624878
169595, 0.0, 0.0, 0.0, 0.0, -1.147705078125, -0.38092994689941406, 0.02646040916442871
169615, 0.0, 0.0, 0.0, 0.0, -1.1473236083984375, -0.38078737258911133, 0.026253223419189453
169655, 0.0, 0.0, 0.0, 0.0, -1.1477012634277344, -0.38091468811035156, 0.026316672563552856
169675, 0.0, 0.0, 0.0, 0.0, -1.147695541381836, -0.38086462020874023, 0.026471436023712158
169755, 0.0, 0.0, 0.0, 0.0, -1.1476478576660156, -0.3809628486633301, 0.026440203189849854
169775, 0.0, 0.0, 0.0, 0.0, -1.1476478576660156, -0.3809628486633301, 0.026440203189849854
169795, 0.0, 0.0, 0.0, 0.0, -1.1476612091064453, -0.38088464736938477, 0.02648589015007019
169815, 0.0, 0.0, 0.0, 0.0, -1.1476612091064453, -0.38088464736938477, 0.02648589015007019
169835, 0.0, 0.0, 0.0, 0.0, -1.1476421356201172, -0.38097333908081055, 0.026416867971420288
169855, 0.0, 0.0, 0.0, 0.0, -1.1477603912353516, -0.3808894157409668, 0.02665504813194275
169875, 0.0, 0.0, 0.0, 0.0, -1.1476554870605469, -0.3809075355529785, 0.026593834161758423
169895, 0.0, 0.0, 0.0, 0.0, -1.147623062133789, -0.38092851638793945, 0.026295334100723267
169915, 0.0, 0.0, 0.0, 0.0, -1.1477165222167969, -0.3808555603027344, 0.02638891339302063
169955, 0.0, 0.0, 0.0, 0.0, -1.1475677490234375, -0.380765438079834, 0.026400893926620483
170015, 0.0, 0.0, 0.0, 0.0, -1.1476325988769531, -0.38092899322509766, 0.02656269073486328
170055, 0.0, 0.0, 0.0, 0.0, -1.1474075317382812, -0.38088035583496094, 0.026356995105743408
170075, 0.0, 0.0, 0.0, 0.0, -1.1478385925292969, -0.3808879852294922, 0.026545554399490356
170095, 0.0, 0.0, 0.0, 0.0, -1.147684097290039, -0.3809328079223633, 0.02638566493988037
170115, 0.0, 0.0, 0.0, 0.0, -1.147726058959961, -0.3809199333190918, 0.02630820870399475
170155, 0.0, 0.0, 0.0, 0.0, -1.1478748321533203, -0.381075382232666, 0.026561319828033447
170175, 0.0, 0.0, 0.0, 0.0, -1.1475162506103516, -0.3806281089782715, 0.026496708393096924
170255, 0.0, 0.0, 0.0, 0.0, -1.1476287841796875, -0.38084888458251953, 0.02647864818572998
170275, 0.0, 0.0, 0.0, 0.0, -1.1476287841796875, -0.38084888458251953, 0.02647864818572998
170295, 0.0, 0.0, 0.0, 0.0, -1.1476688385009766, -0.38086748123168945, 0.026408135890960693
170315, 0.0, 0.0, 0.0, 0.0, -1.1476821899414062, -0.38094377517700195, 0.02645772695541382
170335, 0.0, 0.0, 0.0, 0.0, -1.1476001739501953, -0.3808751106262207, 0.026395559310913086
170355, 0.0, 0.0, 0.0, 0.0, -1.1475791931152344, -0.380800724029541, 0.026544511318206787
170375, 0.0, 0.0, 0.0, 0.0, -1.1474647521972656, -0.3806915283203125, 0.026169657707214355
170395, 0.0, 0.0, 0.0, 0.0, -1.1476478576660156, -0.3809194564819336, 0.026323318481445312
170415, 0.0, 0.0, 0.0, 0.0, -1.1476478576660156, -0.3809194564819336, 0.026323318481445312
170455, 0.0, 0.0, 0.0, 0.0, -1.1476821899414062, -0.3809943199157715, 0.026366889476776123
170495, 0.0, 0.0, 0.0, 0.0, -1.1476688385009766, -0.38090944290161133, 0.02641427516937256
170515, 0.0, 0.0, 0.0, 0.0, -1.1476459503173828, -0.3809356689453125, 0.026318877935409546
170555, 0.0, 0.0, 0.0, 0.0, -1.1476325988769531, -0.38086366653442383, 0.02663642168045044
170575, 0.0, 0.0, 0.0, 0.0, -1.1476325988769531, -0.38086366653442383, 0.02663642168045044
170595, 0.0, 0.0, 0.0, 0.0, -1.147714614868164, -0.38095855712890625, 0.02665114402770996
170615, 0.0, 0.0, 0.0, 0.0, -1.1477069854736328, -0.38095808029174805, 0.02626374363899231
170635, 0.0, 0.0, 0.0, 0.0, -1.1475543975830078, -0.3807954788208008, 0.026481598615646362
