timeTick, whisker1_1, whisker1_2, whisker1_3
343192, 157535.078125, 119328.7421875, 157642.765625
343213, 157535.078125, 119336.125, 157642.765625
343232, 157533.15625, 119333.171875, 157644.703125
343252, 157535.078125, 119340.578125, 157640.84375
343273, 157535.078125, 119347.953125, 157642.765625
343292, 157537.0, 119340.5625, 157640.84375
343312, 157537.0, 119342.78125, 157638.921875
343332, 157531.234375, 119349.4375, 157640.84375
343372, 157531.234375, 119347.953125, 157638.921875
343392, 157531.234375, 119349.4375, 157640.84375
343413, 157533.15625, 119354.609375, 157640.84375
343432, 157533.15625, 119353.875, 157642.765625
343452, 157533.15625, 119350.90625, 157638.921875
343473, 157531.234375, 119354.609375, 157638.921875
343492, 157531.234375, 119363.4765625, 157637.0
343512, 157535.078125, 119364.9453125, 157638.921875
343532, 157533.15625, 119362.7421875, 157640.84375
343552, 157531.234375, 119368.6484375, 157638.921875
343573, 157531.234375, 119369.3984375, 157638.921875
343592, 157527.390625, 119367.1640625, 157633.140625
343612, 157529.3125, 119370.8671875, 157637.0
343632, 157531.234375, 119370.1171875, 157638.921875
343652, 157529.3125, 119369.3828125, 157633.140625
343672, 157527.390625, 119373.0859375, 157635.078125
343692, 157531.234375, 119371.6015625, 157637.0
343712, 157527.390625, 119382.6953125, 157637.0
343732, 157531.234375, 119379.7421875, 157637.0
343752, 157527.390625, 119376.7734375, 157637.0
343772, 157527.390625, 119381.2109375, 157635.078125
343792, 157529.3125, 119381.2109375, 157635.078125
343812, 157527.390625, 119379.7421875, 157633.140625
343832, 157531.234375, 119384.1796875, 157633.140625
343852, 157523.546875, 119390.078125, 157631.21875
343873, 157527.390625, 119385.6484375, 157633.140625
343892, 157527.390625, 119393.78125, 157635.078125
343912, 157523.546875, 119385.625, 157631.21875
343932, 157525.46875, 119388.59375, 157629.296875
343952, 157527.390625, 119389.328125, 157633.140625
343972, 157527.390625, 119388.59375, 157627.375
343992, 157523.546875, 119387.109375, 157629.296875
344012, 157525.46875, 119391.546875, 157631.21875
344032, 157523.546875, 119401.90625, 157627.375
344052, 157521.625, 119395.984375, 157633.140625
344072, 157523.546875, 119394.5, 157631.21875
344092, 157527.390625, 119395.25, 157631.21875
344113, 157525.46875, 119400.421875, 157629.296875
344132, 157525.46875, 119396.71875, 157631.21875
344152, 157523.546875, 119396.71875, 157629.296875
344172, 157525.46875, 119409.296875, 157627.375
344192, 157523.546875, 119398.9375, 157627.375
344212, 157521.625, 119405.59375, 157625.453125
344232, 157523.546875, 119403.375, 157629.296875
344252, 157521.625, 119402.640625, 157627.375
344272, 157523.546875, 119406.328125, 157627.375
344292, 157519.703125, 119402.625, 157625.453125
344312, 157519.703125, 119409.296875, 157627.375
344332, 157521.625, 119401.890625, 157627.375
344352, 157519.703125, 119398.9375, 157625.453125
344372, 157517.78125, 119404.84375, 157627.375
344392, 157517.78125, 119404.84375, 157625.453125
344413, 157521.625, 119404.109375, 157625.453125
344432, 157517.78125, 119411.5, 157627.375
344453, 157519.703125, 119411.5, 157621.59375
344473, 157521.625, 119404.84375, 157623.53125
344492, 157521.625, 119407.796875, 157623.53125
344513, 157517.78125, 119407.796875, 157625.453125
344532, 157519.703125, 119409.28125, 157623.53125
344552, 157519.703125, 119409.28125, 157623.53125
344573, 157517.78125, 119412.2265625, 157621.59375
344592, 157517.78125, 119418.8828125, 157621.59375
344613, 157513.9375, 119418.8828125, 157621.59375
344632, 157517.78125, 119412.9609375, 157619.671875
344652, 157515.859375, 119418.1484375, 157623.53125
344672, 157519.703125, 119412.9609375, 157623.53125
344692, 157513.9375, 119419.6171875, 157621.59375
344712, 157515.859375, 119415.9296875, 157623.53125
344732, 157513.9375, 119419.6171875, 157617.75
344752, 157513.9375, 119423.3203125, 157619.671875
344773, 157515.859375, 119415.1796875, 157621.59375
344792, 157515.859375, 119412.9609375, 157621.59375
344813, 157513.9375, 119419.6171875, 157623.53125
344832, 157515.859375, 119420.3515625, 157621.59375
344852, 157517.78125, 119422.5703125, 157619.671875
344872, 157515.859375, 119418.8671875, 157619.671875
344892, 157517.78125, 119421.8359375, 157619.671875
344912, 157515.859375, 119423.3046875, 157617.75
344932, 157517.78125, 119423.3046875, 157621.59375
344952, 157513.9375, 119424.0546875, 157617.75
344973, 157515.859375, 119422.5703125, 157619.671875
344992, 157513.9375, 119423.3046875, 157617.75
345012, 157513.9375, 119432.1796875, 157623.53125
345032, 157512.015625, 119425.5234375, 157617.75
345052, 157513.9375, 119424.0390625, 157617.75
345073, 157512.015625, 119431.4453125, 157615.828125
345092, 157512.015625, 119422.5546875, 157617.75
345113, 157512.015625, 119423.3046875, 157617.75
345132, 157510.109375, 119427.7421875, 157619.671875
345152, 157515.859375, 119429.2109375, 157617.75
345172, 157512.015625, 119425.5234375, 157617.75
345192, 157506.265625, 119430.6953125, 157617.75
345212, 157512.015625, 119437.3515625, 157617.75
345232, 157512.015625, 119424.7734375, 157619.671875
345252, 157510.109375, 119420.3359375, 157611.984375
345273, 157512.015625, 119424.7734375, 157615.828125
345292, 157508.1875, 119430.6953125, 157617.75
345314, 157512.015625, 119427.7421875, 157611.984375
345332, 157510.109375, 119428.4765625, 157615.828125
345352, 157510.109375, 119434.3984375, 157615.828125
345372, 157512.015625, 119426.9921875, 157613.90625
345392, 157512.015625, 119429.2109375, 157615.828125
345413, 157510.109375, 119426.9921875, 157611.984375
345432, 157506.265625, 119429.9453125, 157613.90625
345452, 157508.1875, 119438.0859375, 157615.828125
345472, 157512.015625, 119427.7265625, 157613.90625
345492, 157506.265625, 119431.4296875, 157613.90625
345512, 157508.1875, 119429.2109375, 157611.984375
345532, 157506.265625, 119427.7265625, 157615.828125
345552, 157506.265625, 119434.3828125, 157613.90625
345574, 157504.34375, 119439.5703125, 157613.90625
345592, 157508.1875, 119427.7265625, 157611.984375
345613, 157508.1875, 119437.328125, 157611.984375
345632, 157506.265625, 119441.03125, 157610.046875
345653, 157506.265625, 119443.984375, 157613.90625
345673, 157508.1875, 119441.765625, 157611.984375
345692, 157504.34375, 119447.6875, 157615.828125
345713, 157508.1875, 119453.609375, 157611.984375
345732, 157502.421875, 119444.71875, 157613.90625
345752, 157506.265625, 119449.15625, 157611.984375
345772, 157506.265625, 119456.5625, 157613.90625
345792, 157502.421875, 119457.296875, 157606.203125
345814, 157506.265625, 119455.8125, 157611.984375
345832, 157502.421875, 119457.296875, 157611.984375
345852, 157504.34375, 119455.8125, 157610.046875
345872, 157500.5, 119463.203125, 157610.046875
345892, 157502.421875, 119461.71875, 157608.125
345912, 157504.34375, 119458.765625, 157606.203125
345932, 157504.34375, 119464.6875, 157610.046875
345952, 157502.421875, 119465.421875, 157608.125
345972, 157500.5, 119463.203125, 157606.203125
345992, 157500.5, 119467.640625, 157610.046875
346013, 157504.34375, 119455.8125, 157606.203125
346032, 157504.34375, 119467.640625, 157606.203125
346053, 157502.421875, 119462.46875, 157608.125
346072, 157500.5, 119463.9375, 157606.203125
346092, 157498.578125, 119461.71875, 157604.28125
346113, 157500.5, 119460.234375, 157608.125
346132, 157500.5, 119462.453125, 157604.28125
346152, 157500.5, 119462.453125, 157608.125
346173, 157500.5, 119466.15625, 157604.28125
346192, 157496.65625, 119466.890625, 157604.28125
346213, 157504.34375, 119466.15625, 157608.125
346232, 157498.578125, 119467.640625, 157604.28125
346253, 157498.578125, 119468.375, 157608.125
346272, 157500.5, 119469.125, 157608.125
346292, 157496.65625, 119464.671875, 157602.359375
346314, 157498.578125, 119462.453125, 157608.125
346332, 157500.5, 119472.8125, 157602.359375
346352, 157500.5, 119471.328125, 157604.28125
346372, 157498.578125, 119467.6171875, 157604.28125
346392, 157494.75, 119467.6171875, 157606.203125
346414, 157496.65625, 119469.8359375, 157604.28125
346432, 157498.578125, 119472.0546875, 157604.28125
346452, 157496.65625, 119474.2734375, 157604.28125
346472, 157500.5, 119472.0546875, 157604.28125
346492, 157498.578125, 119474.2734375, 157598.515625
346513, 157498.578125, 119481.6640625, 157602.359375
346532, 157496.65625, 119479.4453125, 157602.359375
346552, 157496.65625, 119473.5234375, 157604.28125
346572, 157492.828125, 119482.4140625, 157600.4375
346592, 157494.75, 119480.9296875, 157602.359375
346612, 157494.75, 119481.6640625, 157604.28125
346632, 157496.65625, 119483.8828125, 157602.359375
346652, 157494.75, 119485.3671875, 157602.359375
346672, 157494.75, 119488.3203125, 157598.515625
346692, 157492.828125, 119479.4453125, 157600.4375
346713, 157494.75, 119486.1015625, 157602.359375
346732, 157492.828125, 119486.8359375, 157600.4375
346752, 157494.75, 119486.8359375, 157600.4375
346772, 157492.828125, 119489.0546875, 157598.515625
346792, 157490.90625, 119486.8359375, 157596.59375
346812, 157494.75, 119501.6328125, 157598.515625
346832, 157492.828125, 119493.4921875, 157600.4375
346853, 157494.75, 119493.4921875, 157598.515625
346872, 157492.828125, 119501.6328125, 157600.4375
346892, 157492.828125, 119500.1484375, 157598.515625
346912, 157492.828125, 119494.9609375, 157596.59375
346932, 157492.828125, 119500.1484375, 157600.4375
346952, 157494.75, 119487.5703125, 157600.4375
346972, 157492.828125, 119497.1796875, 157598.515625
346992, 157487.0625, 119497.9296875, 157598.515625
347013, 157488.984375, 119494.2265625, 157596.59375
347032, 157490.90625, 119501.6328125, 157598.515625
347053, 157492.828125, 119507.5390625, 157596.59375
347072, 157487.0625, 119503.1015625, 157596.59375
347092, 157487.0625, 119497.1796875, 157594.671875
347112, 157488.984375, 119498.6640625, 157596.59375
347132, 157488.984375, 119511.2421875, 157596.59375
347152, 157490.90625, 119511.9765625, 157594.671875
347172, 157492.828125, 119509.0078125, 157598.515625
347192, 157490.90625, 119509.0078125, 157592.734375
347213, 157487.0625, 119506.8046875, 157598.515625
347232, 157488.984375, 119506.0546875, 157596.59375
347253, 157492.828125, 119508.2734375, 157590.8125
347272, 157487.0625, 119512.7109375, 157590.8125
347292, 157488.984375, 119513.4453125, 157592.734375
347312, 157487.0625, 119511.9765625, 157592.734375
347332, 157485.140625, 119511.2265625, 157596.59375
347353, 157487.0625, 119519.3671875, 157594.671875
347372, 157485.140625, 119511.2265625, 157592.734375
347392, 157487.0625, 119519.3671875, 157590.8125
347412, 157488.984375, 119517.1484375, 157590.8125
347432, 157483.21875, 119514.9296875, 157596.59375
347452, 157487.0625, 119518.609375, 157594.671875
347472, 157483.21875, 119513.4453125, 157590.8125
347493, 157487.0625, 119516.390625, 157594.671875
347513, 157488.984375, 119521.5859375, 157588.890625
347532, 157487.0625, 119520.828125, 157592.734375
347554, 157483.21875, 119523.78125, 157590.8125
347572, 157485.140625, 119517.125, 157588.890625
347592, 157485.140625, 119525.265625, 157590.8125
347612, 157485.140625, 119521.5625, 157592.734375
347632, 157485.140625, 119536.359375, 157588.890625
347652, 157485.140625, 119528.21875, 157588.890625
347672, 157485.140625, 119527.484375, 157590.8125
347692, 157481.3125, 119534.875, 157590.8125
347712, 157485.140625, 119530.4375, 157588.890625
347732, 157483.21875, 119540.0703125, 157585.046875
347752, 157483.21875, 119532.65625, 157590.8125
347772, 157483.21875, 119531.921875, 157586.96875
347793, 157481.3125, 119523.046875, 157586.96875
347812, 157481.3125, 119536.359375, 157586.96875
347832, 157479.390625, 119526.0, 157585.046875
347853, 157481.3125, 119530.4375, 157586.96875
347872, 157481.3125, 119537.828125, 157583.125
347892, 157483.21875, 119537.09375, 157586.96875
347913, 157481.3125, 119535.609375, 157588.890625
347932, 157483.21875, 119534.125, 157586.96875
347953, 157481.3125, 119540.796875, 157586.96875
347972, 157479.390625, 119542.265625, 157586.96875
347992, 157481.3125, 119526.734375, 157585.046875
348014, 157481.3125, 119537.828125, 157585.046875
348032, 157479.390625, 119540.78125, 157583.125
348052, 157481.3125, 119542.265625, 157585.046875
348072, 157481.3125, 119538.5625, 157581.203125
348092, 157479.390625, 119538.5625, 157586.96875
348112, 157479.390625, 119539.296875, 157588.890625
348132, 157477.46875, 119547.4375, 157583.125
348152, 157475.546875, 119540.78125, 157585.046875
348172, 157477.46875, 119544.484375, 157583.125
348192, 157477.46875, 119549.65625, 157583.125
348213, 157475.546875, 119545.21875, 157586.96875
348232, 157479.390625, 119543.0, 157583.125
348252, 157475.546875, 119545.953125, 157583.125
348272, 157477.46875, 119547.4375, 157579.28125
348292, 157473.625, 119554.828125, 157581.203125
348312, 157475.546875, 119548.171875, 157585.046875
348332, 157471.71875, 119555.578125, 157581.203125
348353, 157475.546875, 119546.6875, 157581.203125
348373, 157475.546875, 119550.390625, 157581.203125
348392, 157473.625, 119555.5625, 157581.203125
348412, 157477.46875, 119547.421875, 157583.125
348432, 157473.625, 119552.609375, 157579.28125
348452, 157473.625, 119551.1015625, 157581.203125
348472, 157477.46875, 119546.6875, 157581.203125
348492, 157475.546875, 119553.34375, 157577.359375
348512, 157473.625, 119548.15625, 157579.28125
348532, 157475.546875, 119554.828125, 157579.28125
348553, 157471.71875, 119554.828125, 157579.28125
348572, 157471.71875, 119562.21875, 157579.28125
348592, 157471.71875, 119557.78125, 157579.28125
348612, 157469.796875, 119558.515625, 157579.28125
348632, 157471.71875, 119558.515625, 157577.359375
348653, 157473.625, 119564.4375, 157575.4375
348672, 157473.625, 119568.875, 157579.28125
348692, 157473.625, 119562.21875, 157577.359375
348712, 157473.625, 119565.921875, 157579.28125
348732, 157471.71875, 119554.8125, 157575.4375
348754, 157473.625, 119563.6875, 157577.359375
348772, 157471.71875, 119562.953125, 157577.359375
348792, 157469.796875, 119567.390625, 157573.515625
348812, 157471.71875, 119562.953125, 157575.4375
348832, 157473.625, 119568.125, 157575.4375
348852, 157471.71875, 119561.46875, 157577.359375
348872, 157471.71875, 119574.046875, 157579.28125
348892, 157467.875, 119572.5625, 157575.4375
348912, 157471.71875, 119570.34375, 157575.4375
348932, 157469.796875, 119573.2890625, 157575.4375
348953, 157469.796875, 119568.125, 157573.515625
348972, 157471.71875, 119577.0, 157577.359375
348992, 157467.875, 119571.0703125, 157573.515625
349013, 157471.71875, 119578.484375, 157575.4375
349032, 157467.875, 119576.265625, 157577.359375
349053, 157467.875, 119572.5625, 157573.515625
349072, 157469.796875, 119585.140625, 157575.4375
349092, 157467.875, 119573.2890625, 157573.515625
349112, 157475.546875, 119590.3125, 157575.4375
349132, 157469.796875, 119588.828125, 157573.515625
349153, 157467.875, 119581.4140625, 157573.515625
349172, 157471.71875, 119589.5546875, 157575.4375
349193, 157467.875, 119586.609375, 157571.59375
349212, 157469.796875, 119591.796875, 157571.59375
349232, 157467.875, 119595.484375, 157573.515625
349252, 157469.796875, 119589.5546875, 157573.515625
349272, 157469.796875, 119582.8984375, 157571.59375
349292, 157467.875, 119597.703125, 157571.59375
349312, 157465.953125, 119596.9453125, 157571.59375
349332, 157467.875, 119596.9453125, 157573.515625
349352, 157467.875, 119606.578125, 157569.671875
349372, 157465.953125, 119602.875, 157569.671875
349392, 157465.953125, 119601.40625, 157571.59375
349413, 157469.796875, 119606.578125, 157573.515625
349432, 157467.875, 119602.1171875, 157573.515625
349454, 157467.875, 119602.1171875, 157571.59375
349472, 157464.03125, 119605.828125, 157569.671875
349492, 157464.03125, 119607.3125, 157573.515625
349512, 157467.875, 119602.875, 157569.671875
349532, 157465.953125, 119612.484375, 157571.59375
349553, 157462.125, 119608.7734375, 157569.671875
349572, 157464.03125, 119615.4375, 157569.671875
349593, 157464.03125, 119616.1875, 157567.75
349612, 157465.953125, 119613.96875, 157569.671875
349632, 157462.125, 119618.40625, 157569.671875
349654, 157462.125, 119611.7265625, 157567.75
349672, 157464.03125, 119607.2890625, 157567.75
349693, 157464.03125, 119628.765625, 157567.75
349712, 157465.953125, 119616.921875, 157569.671875
349732, 157460.203125, 119622.8203125, 157567.75
349753, 157464.03125, 119621.359375, 157569.671875
349772, 157464.03125, 119619.875, 157567.75
349792, 157462.125, 119620.6015625, 157565.828125
349812, 157462.125, 119615.4375, 157563.90625
349832, 157464.03125, 119622.09375, 157569.671875
349853, 157462.125, 119625.046875, 157565.828125
349872, 157460.203125, 119628.015625, 157563.90625
349893, 157462.125, 119622.09375, 157563.90625
349914, 157460.203125, 119628.015625, 157565.828125
349932, 157460.203125, 119624.3125, 157565.828125
349954, 157465.953125, 119622.09375, 157567.75
349972, 157460.203125, 119633.1875, 157563.90625
349993, 157464.03125, 119626.53125, 157567.75
350012, 157460.203125, 119626.53125, 157563.90625
350032, 157458.28125, 119632.4375, 157569.671875
350054, 157460.203125, 119630.2109375, 157569.671875
350072, 157460.203125, 119631.703125, 157563.90625
350092, 157462.125, 119628.75, 157561.96875
350114, 157458.28125, 119627.265625, 157561.96875
350133, 157458.28125, 119633.921875, 157563.90625
350154, 157458.28125, 119643.546875, 157563.90625
350172, 157458.28125, 119637.6015625, 157563.90625
350193, 157462.125, 119640.578125, 157565.828125
350214, 157460.203125, 119638.359375, 157563.90625
350232, 157458.28125, 119644.28125, 157561.96875
350253, 157458.28125, 119639.09375, 157563.90625
350272, 157456.359375, 119640.578125, 157561.96875
350292, 157458.28125, 119642.796875, 157565.828125
350312, 157458.28125, 119637.6015625, 157561.96875
350332, 157460.203125, 119638.359375, 157563.90625
350354, 157458.28125, 119643.53125, 157561.96875
350372, 157460.203125, 119647.234375, 157561.96875
350394, 157460.203125, 119647.96875, 157561.96875
350412, 157454.4375, 119650.921875, 157558.125
350433, 157458.28125, 119647.234375, 157560.046875
350452, 157458.28125, 119654.625, 157561.96875
350472, 157458.28125, 119654.625, 157561.96875
350493, 157456.359375, 119650.1875, 157561.96875
350512, 157460.203125, 119654.625, 157560.046875
350532, 157458.28125, 119652.40625, 157563.90625
350553, 157454.4375, 119659.0625, 157560.046875
350572, 157456.359375, 119657.578125, 157560.046875
350592, 157456.359375, 119656.84375, 157560.046875
350612, 157454.4375, 119654.625, 157561.96875
350632, 157456.359375, 119656.09375, 157561.96875
350652, 157456.359375, 119657.578125, 157561.96875
350672, 157454.4375, 119656.828125, 157558.125
350692, 157454.4375, 119659.796875, 157560.046875
350712, 157458.28125, 119653.875, 157560.046875
350732, 157456.359375, 119659.796875, 157558.125
350752, 157454.4375, 119661.28125, 157560.046875
350772, 157456.359375, 119662.75, 157561.96875
350793, 157456.359375, 119667.1875, 157558.125
350812, 157454.4375, 119664.9921875, 157560.046875
350833, 157454.4375, 119674.6015625, 157556.203125
350852, 157456.359375, 119667.9375, 157558.125
350872, 157456.359375, 119664.234375, 157556.203125
350892, 157454.4375, 119666.453125, 157556.203125
350912, 157454.4375, 119670.890625, 157554.28125
350932, 157454.4375, 119674.578125, 157563.90625
350952, 157452.53125, 119675.3125, 157556.203125
350972, 157454.4375, 119671.625, 157554.28125
350992, 157454.4375, 119670.890625, 157556.203125
351012, 157454.4375, 119677.5546875, 157558.125
351032, 157456.359375, 119679.015625, 157558.125
351052, 157452.53125, 119675.328125, 157556.203125
351072, 157450.609375, 119672.359375, 157558.125
351093, 157452.53125, 119681.234375, 157556.203125
351112, 157454.4375, 119676.796875, 157558.125
351132, 157450.609375, 119674.578125, 157558.125
351154, 157454.4375, 119680.484375, 157560.046875
351172, 157450.609375, 119681.96875, 157552.359375
351193, 157452.53125, 119681.234375, 157560.046875
351212, 157450.609375, 119681.234375, 157552.359375
351232, 157452.53125, 119681.96875, 157554.28125
351252, 157450.609375, 119684.9453125, 157554.28125
351272, 157452.53125, 119694.5546875, 157556.203125
351292, 157450.609375, 119679.75, 157556.203125
351312, 157450.609375, 119686.40625, 157554.28125
351332, 157450.609375, 119688.625, 157558.125
351352, 157450.609375, 119679.75, 157552.359375
351372, 157452.53125, 119692.3359375, 157556.203125
351392, 157454.4375, 119688.625, 157554.28125
351412, 157448.6875, 119689.359375, 157560.046875
351432, 157448.6875, 119696.015625, 157556.203125
351452, 157450.609375, 119699.7265625, 157552.359375
351472, 157452.53125, 119700.4609375, 157552.359375
351492, 157450.609375, 119698.234375, 157554.28125
351512, 157446.765625, 119697.5078125, 157550.4375
351532, 157448.6875, 119691.578125, 157552.359375
351552, 157448.6875, 119699.7265625, 157556.203125
351572, 157446.765625, 119700.4609375, 157550.4375
351593, 157448.6875, 119704.1640625, 157554.28125
351612, 157450.609375, 119702.6796875, 157554.28125
351632, 157448.6875, 119704.8984375, 157552.359375
351652, 157450.609375, 119701.1875, 157554.28125
351672, 157450.609375, 119707.1171875, 157554.28125
351693, 157444.859375, 119706.3828125, 157550.4375
351712, 157448.6875, 119707.1171875, 157552.359375
351732, 157446.765625, 119709.3359375, 157552.359375
351752, 157444.859375, 119707.8515625, 157554.28125
351772, 157444.859375, 119704.8984375, 157554.28125
351792, 157444.859375, 119709.3359375, 157552.359375
351812, 157444.859375, 119705.6328125, 157550.4375
351832, 157444.859375, 119713.7734375, 157548.515625
351852, 157444.859375, 119704.140625, 157554.28125
351872, 157446.765625, 119715.9921875, 157550.4375
351892, 157444.859375, 119709.3125, 157550.4375
351912, 157448.6875, 119710.796875, 157552.359375
351932, 157446.765625, 119715.9921875, 157552.359375
351952, 157444.859375, 119711.53125, 157552.359375
351972, 157446.765625, 119712.2890625, 157548.515625
351992, 157444.859375, 119715.2421875, 157548.515625
352012, 157448.6875, 119709.3359375, 157552.359375
352033, 157446.765625, 119713.0234375, 157550.4375
352052, 157442.9375, 119718.9453125, 157550.4375
352072, 157444.859375, 119716.7265625, 157550.4375
352092, 157444.859375, 119719.6796875, 157548.515625
352112, 157446.765625, 119715.2421875, 157550.4375
352132, 157444.859375, 119709.3125, 157552.359375
352152, 157441.015625, 119721.1640625, 157548.515625
352172, 157441.015625, 119718.9453125, 157548.515625
352192, 157442.9375, 119715.2421875, 157548.515625
352212, 157446.765625, 119725.6015625, 157550.4375
352232, 157442.9375, 119723.3671875, 157544.671875
352252, 157444.859375, 119723.3671875, 157548.515625
352272, 157442.9375, 119715.96875, 157550.4375
352293, 157444.859375, 119719.6796875, 157550.4375
352312, 157446.765625, 119728.5546875, 157554.28125
352332, 157442.9375, 119715.96875, 157548.515625
352352, 157444.859375, 119723.3828125, 157548.515625
352372, 157441.015625, 119727.0703125, 157552.359375
352393, 157441.015625, 119719.65625, 157544.671875
352412, 157442.9375, 119723.3671875, 157550.4375
352432, 157441.015625, 119729.2890625, 157548.515625
352452, 157441.015625, 119722.6328125, 157548.515625
352472, 157439.09375, 119726.3359375, 157552.359375
352492, 157442.9375, 119723.3671875, 157548.515625
352512, 157442.9375, 119734.4609375, 157548.515625
352534, 157439.09375, 119728.5390625, 157546.59375
352552, 157442.9375, 119731.5078125, 157550.4375
352572, 157442.9375, 119733.7265625, 157546.59375
352592, 157442.9375, 119724.8515625, 157550.4375
352612, 157444.859375, 119725.5859375, 157544.671875
352632, 157439.09375, 119737.4140625, 157548.515625
352652, 157439.09375, 119730.0234375, 157544.671875
352672, 157441.015625, 119734.4609375, 157550.4375
352692, 157437.1875, 119727.8046875, 157544.671875
352712, 157441.015625, 119729.265625, 157546.59375
352732, 157435.265625, 119734.4609375, 157548.515625
352752, 157439.09375, 119732.2421875, 157546.59375
352772, 157435.265625, 119730.7578125, 157546.59375
352793, 157441.015625, 119736.6796875, 157542.75
352812, 157439.09375, 119738.1640625, 157546.59375
352832, 157437.1875, 119728.5390625, 157548.515625
352852, 157441.015625, 119732.2421875, 157544.671875
352872, 157437.1875, 119737.4140625, 157544.671875
352893, 157439.09375, 119738.8984375, 157548.515625
352912, 157437.1875, 119740.3671875, 157544.671875
352932, 157439.09375, 119736.6796875, 157544.671875
352952, 157439.09375, 119733.7109375, 157542.75
352972, 157437.1875, 119738.1484375, 157544.671875
352993, 157439.09375, 119738.8984375, 157544.671875
353012, 157435.265625, 119735.9296875, 157546.59375
353032, 157437.1875, 119735.1953125, 157542.75
353052, 157437.1875, 119730.734375, 157544.671875
353072, 157437.1875, 119732.953125, 157544.671875
353092, 157439.09375, 119745.5390625, 157544.671875
353112, 157435.265625, 119736.65625, 157544.671875
353132, 157437.1875, 119739.6328125, 157546.59375
353152, 157435.265625, 119747.78125, 157546.59375
353172, 157437.1875, 119738.8828125, 157542.75
353193, 157437.1875, 119736.65625, 157542.75
353212, 157437.1875, 119741.1015625, 157542.75
353233, 157433.34375, 119744.8046875, 157544.671875
353252, 157435.265625, 119747.7578125, 157542.75
353272, 157433.34375, 119744.8046875, 157542.75
353292, 157437.1875, 119751.4609375, 157546.59375
353312, 157435.265625, 119747.0234375, 157542.75
353333, 157433.34375, 119754.4140625, 157542.75
353352, 157433.34375, 119749.2421875, 157542.75
353372, 157437.1875, 119755.90625, 157544.671875
353392, 157435.265625, 119741.828125, 157544.671875
353412, 157435.265625, 119750.734375, 157542.75
353433, 157431.4375, 119752.9296875, 157540.84375
353452, 157437.1875, 119750.7109375, 157542.75
353473, 157435.265625, 119748.4921875, 157542.75
353492, 157435.265625, 119747.0, 157544.671875
353512, 157435.265625, 119755.171875, 157540.84375
353533, 157435.265625, 119754.4140625, 157540.84375
353552, 157431.4375, 119744.78125, 157542.75
353572, 157433.34375, 119759.5859375, 157540.84375
353593, 157435.265625, 119761.078125, 157540.84375
353612, 157429.515625, 119758.8515625, 157540.84375
353632, 157431.4375, 119763.296875, 157538.921875
353652, 157431.4375, 119757.3671875, 157540.84375
353673, 157429.515625, 119761.078125, 157538.921875
353693, 157433.34375, 119759.5859375, 157538.921875
353712, 157429.515625, 119756.6328125, 157538.921875
353734, 157431.4375, 119759.5859375, 157538.921875
353752, 157429.515625, 119758.8515625, 157537.0
353773, 157431.4375, 119764.03125, 157537.0
353792, 157435.265625, 119769.953125, 157537.0
353812, 157431.4375, 119766.25, 157542.75
353833, 157431.4375, 119764.03125, 157540.84375
353852, 157433.34375, 119761.7890625, 157540.84375
353872, 157431.4375, 119760.3203125, 157538.921875
353893, 157429.515625, 119766.9765625, 157540.84375
353912, 157433.34375, 119771.421875, 157538.921875
353933, 157431.4375, 119761.0546875, 157538.921875
353952, 157429.515625, 119765.4921875, 157538.921875
353972, 157431.4375, 119776.609375, 157537.0
353992, 157427.59375, 119768.46875, 157537.0
354012, 157429.515625, 119770.6875, 157537.0
354032, 157431.4375, 119769.9296875, 157540.84375
354052, 157429.515625, 119777.34375, 157537.0
354072, 157425.671875, 119771.421875, 157537.0
354092, 157427.59375, 119775.859375, 157537.0
354112, 157427.59375, 119779.5625, 157538.921875
354133, 157431.4375, 119772.1484375, 157537.0
354152, 157427.59375, 119778.078125, 157538.921875
354172, 157427.59375, 119769.9296875, 157538.921875
354194, 157427.59375, 119776.59375, 157537.0
354212, 157431.4375, 119778.078125, 157538.921875
354233, 157427.59375, 119785.46875, 157537.0
354252, 157429.515625, 119785.46875, 157537.0
354273, 157425.671875, 119772.1484375, 157537.0
354292, 157425.671875, 119780.296875, 157535.078125
354312, 157429.515625, 119776.59375, 157535.078125
354332, 157429.515625, 119785.46875, 157537.0
354352, 157425.671875, 119788.421875, 157537.0
354372, 157429.515625, 119781.03125, 157537.0
354393, 157425.671875, 119789.90625, 157537.0
354412, 157425.671875, 119787.6875, 157535.078125
354433, 157429.515625, 119789.1796875, 157535.078125
354452, 157423.765625, 119783.984375, 157535.078125
354472, 157425.671875, 119788.421875, 157535.078125
354494, 157425.671875, 119790.640625, 157533.15625
354512, 157425.671875
