timeTick, yaw, laserFront
308599, -3.7536585330963135, 0
308619, -3.755664348602295, 287.0
308659, -3.756052255630493, 287.0
308759, -3.758962631225586, 32766.0
308979, -3.7583627700805664, 32766.0
308999, -3.758929491043091, 32766.0
309019, -3.758492946624756, 32766.0
309199, -3.7599706649780273, 294.0
309279, -3.763300657272339, 32766.0
309379, -3.764492988586426, 32766.0
309399, -3.765108823776245, 32766.0
309679, -3.7646379470825195, 32766.0
310419, -3.7826623916625977, 32766.0
310539, -3.779557943344116, 32766.0
310559, -3.7796823978424072, 32766.0
310599, -3.7799136638641357, 292.0
310679, -3.7839033603668213, 299.0
310699, -3.7827742099761963, 299.0
310719, -3.7829673290252686, 299.0
310739, -3.783083200454712, 299.0
310759, -3.783531665802002, 299.0
310779, -3.7833757400512695, 298.0
310799, -3.7829535007476807, 298.0
310819, -3.7834789752960205, 298.0
310839, -3.783508539199829, 298.0
310859, -3.78613018989563, 298.0
310879, -3.786033868789673, 296.0
310899, -3.78344464302063, 296.0
310919, -3.7841484546661377, 296.0
310939, -3.783722162246704, 296.0
310959, -3.783209800720215, 296.0
310979, -3.782287359237671, 32766.0
310999, -3.782080888748169, 32766.0
311019, -3.7819647789001465, 32766.0
311039, -3.782855272293091, 32766.0
311059, -3.7831807136535645, 32766.0
311079, -3.7859601974487305, 298.0
311099, -3.7884035110473633, 298.0
311119, -3.7896523475646973, 298.0
311139, -3.789097785949707, 298.0
311159, -3.7906699180603027, 298.0
311179, -3.7906789779663086, 298.0
311199, -3.7917332649230957, 298.0
311219, -3.7920944690704346, 298.0
311239, -3.7924678325653076, 298.0
311259, -3.79201078414917, 298.0
311279, -3.793583393096924, 299.0
311299, -3.7945683002471924, 299.0
311319, -3.7944483757019043, 299.0
311339, -3.796330213546753, 299.0
311359, -3.7949748039245605, 299.0
311379, -3.7956326007843018, 32766.0
311399, -3.79470157623291, 32766.0
311419, -3.796945571899414, 32766.0
311439, -3.79801607131958, 32766.0
311459, -3.7954795360565186, 32766.0
311479, -3.7943055629730225, 292.0
311499, -3.7934839725494385, 292.0
311519, -3.7940564155578613, 292.0
311539, -3.7948498725891113, 292.0
311559, -3.7928919792175293, 292.0
311579, -3.792147397994995, 300.0
311599, -3.792537212371826, 300.0
311619, -3.7939748764038086, 300.0
311639, -3.793527126312256, 300.0
311659, -3.7932987213134766, 300.0
311679, -3.7930378913879395, 297.0
311699, -3.7948813438415527, 297.0
311719, -3.794475555419922, 297.0
311739, -3.79488468170166, 297.0
311759, -3.7953250408172607, 297.0
311779, -3.796635150909424, 294.0
311799, -3.7959461212158203, 294.0
311819, -3.7948832511901855, 294.0
311839, -3.7954373359680176, 294.0
311859, -3.7934060096740723, 294.0
311879, -3.795292615890503, 290.0
311899, -3.7950570583343506, 290.0
311919, -3.7938106060028076, 290.0
311939, -3.7934515476226807, 290.0
311959, -3.7945938110351562, 290.0
311979, -3.7947943210601807, 300.0
311999, -3.7961971759796143, 300.0
312019, -3.7958498001098633, 300.0
312039, -3.7935478687286377, 300.0
312059, -3.7946627140045166, 300.0
312099, -3.793898820877075, 293.0
312119, -3.793379783630371, 293.0
312139, -3.791876792907715, 293.0
312159, -3.793705463409424, 293.0
312179, -3.7936110496520996, 295.0
312199, -3.793245315551758, 295.0
312219, -3.7941133975982666, 295.0
312239, -3.795048713684082, 295.0
312259, -3.7942395210266113, 295.0
312279, -3.793022394180298, 299.0
312299, -3.7947542667388916, 299.0
312319, -3.796233654022217, 299.0
312339, -3.79580020904541, 299.0
312359, -3.7955305576324463, 299.0
312379, -3.794734239578247, 293.0
312399, -3.7935385704040527, 293.0
312419, -3.7950339317321777, 293.0
312439, -3.7951343059539795, 293.0
312459, -3.796149730682373, 293.0
312479, -3.797330141067505, 296.0
312499, -3.797043800354004, 296.0
312519, -3.7979304790496826, 296.0
312539, -3.798736572265625, 296.0
312559, -3.799421548843384, 296.0
312579, -3.798433303833008, 297.0
312599, -3.7992043495178223, 297.0
312619, -3.7992560863494873, 297.0
312639, -3.8010873794555664, 297.0
312659, -3.801706314086914, 297.0
312679, -3.8036062717437744, 32766.0
312699, -3.802556276321411, 32766.0
312719, -3.801652431488037, 32766.0
312739, -3.8015098571777344, 32766.0
312759, -3.800139904022217, 32766.0
312779, -3.7990710735321045, 304.0
312799, -3.8015453815460205, 304.0
312819, -3.8018178939819336, 304.0
312839, -3.8043158054351807, 304.0
312859, -3.80519700050354, 304.0
312879, -3.806047201156616, 298.0
312899, -3.805877923965454, 298.0
312919, -3.806225061416626, 298.0
312939, -3.8067383766174316, 298.0
312959, -3.809361219406128, 298.0
312979, -3.8082282543182373, 32766.0
312999, -3.8089308738708496, 32766.0
313019, -3.8084568977355957, 32766.0
313039, -3.809945821762085, 32766.0
313059, -3.8084704875946045, 32766.0
313079, -3.8090622425079346, 297.0
313099, -3.8077828884124756, 297.0
313119, -3.806507110595703, 297.0
313139, -3.8068580627441406, 297.0
313159, -3.8087148666381836, 297.0
313179, -3.8082821369171143, 299.0
313199, -3.8067734241485596, 299.0
313219, -3.807934284210205, 299.0
313239, -3.8075950145721436, 299.0
313259, -3.807021141052246, 299.0
313279, -3.807697057723999, 32766.0
313299, -3.8065249919891357, 32766.0
313319, -3.8076324462890625, 32766.0
313339, -3.8087375164031982, 32766.0
313359, -3.8092122077941895, 32766.0
313379, -3.809800863265991, 32766.0
313399, -3.810053586959839, 32766.0
313419, -3.810159921646118, 32766.0
313439, -3.8085110187530518, 32766.0
313459, -3.810344696044922, 32766.0
313479, -3.8119194507598877, 32766.0
313499, -3.8109142780303955, 32766.0
313519, -3.8116607666015625, 32766.0
313539, -3.811544179916382, 32766.0
313559, -3.809793472290039, 32766.0
313579, -3.8107481002807617, 293.0
313599, -3.8098204135894775, 293.0
313619, -3.8098700046539307, 293.0
313639, -3.8107011318206787, 293.0
313659, -3.811195135116577, 293.0
313679, -3.8112735748291016, 32766.0
313699, -3.813258171081543, 32766.0
313719, -3.8140649795532227, 32766.0
313739, -3.8145837783813477, 32766.0
313759, -3.816648244857788, 32766.0
313779, -3.817141532897949, 291.0
313799, -3.8171277046203613, 291.0
313819, -3.8186821937561035, 291.0
313839, -3.819934368133545, 291.0
313859, -3.821990966796875, 291.0
313879, -3.823732852935791, 295.0
313899, -3.8222527503967285, 295.0
313919, -3.8239035606384277, 295.0
313939, -3.8240153789520264, 295.0
313959, -3.822920560836792, 295.0
313979, -3.822036027908325, 32766.0
313999, -3.8242504596710205, 32766.0
314019, -3.8246560096740723, 32766.0
314039, -3.825650215148926, 32766.0
314059, -3.826024055480957, 32766.0
314079, -3.822833299636841, 300.0
314099, -3.822859287261963, 300.0
314119, -3.824336528778076, 300.0
314139, -3.8279638290405273, 300.0
314159, -3.828406810760498, 300.0
314179, -3.8288843631744385, 302.0
314199, -3.82942533493042, 302.0
314219, -3.828474521636963, 302.0
314239, -3.829775094985962, 302.0
314259, -3.829859972000122, 302.0
314279, -3.8304622173309326, 296.0
314299, -3.8309733867645264, 296.0
314319, -3.829117774963379, 296.0
314339, -3.828284502029419, 296.0
314359, -3.8295369148254395, 296.0
314379, -3.8289690017700195, 296.0
314399, -3.8303120136260986, 296.0
314419, -3.8324263095855713, 296.0
314439, -3.832051992416382, 296.0
314459, -3.832105875015259, 296.0
314479, -3.8319220542907715, 300.0
314499, -3.8309450149536133, 300.0
314519, -3.8318734169006348, 300.0
314539, -3.8312432765960693, 300.0
314559, -3.834104537963867, 300.0
314579, -3.833848237991333, 300.0
314599, -3.8329684734344482, 300.0
314619, -3.8336565494537354, 300.0
314639, -3.830934524536133, 300.0
314659, -3.832850694656372, 300.0
314679, -3.832832098007202, 32766.0
314699, -3.8334529399871826, 32766.0
314719, -3.834235668182373, 32766.0
314739, -3.834428071975708, 32766.0
314759, -3.8350934982299805, 32766.0
314779, -3.834043502807617, 32766.0
314799, -3.836125612258911, 32766.0
314819, -3.836832284927368, 32766.0
314839, -3.8362882137298584, 32766.0
314859, -3.837270975112915, 32766.0
314879, -3.8373091220855713, 297.0
314899, -3.8373379707336426, 297.0
314919, -3.838003635406494, 297.0
314939, -3.8398709297180176, 297.0
314959, -3.8387858867645264, 297.0
314979, -3.838700294494629, 32766.0
314999, -3.8385889530181885, 32766.0
315019, -3.8394575119018555
