timeTick, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3
114403, 157725.625, 118118.6484375, 157856.921875, 0, 0, 0
114423, 157723.703125, 118117.9140625, 157854.984375, 154125.0, 142147.1875, 152756.0
114443, 157725.625, 118123.8125, 157854.984375, 154126.90625, 142151.03125, 152742.328125
114463, 157721.765625, 118108.3203125, 157853.046875, 154123.09375, 142147.890625, 152748.546875
114483, 157729.484375, 118121.59375, 157853.046875, 154116.203125, 142148.578125, 152764.046875
114503, 157725.625, 118119.3828125, 157853.046875, 154126.90625, 142156.265625, 152754.125
114523, 157725.625, 118123.0703125, 157849.1875, 154128.09375, 142149.28125, 152741.71875
114543, 157727.546875, 118111.2734375, 157854.984375, 154111.21875, 142146.828125, 152759.09375
114563, 157719.84375, 118120.859375, 157854.984375, 154120.609375, 142146.828125, 152742.9375
114583, 157723.703125, 118124.546875, 157851.125, 154115.03125, 142159.40625, 152753.515625
114603, 157725.625, 118121.59375, 157853.046875, 154130.0, 142148.578125, 152749.15625
114623, 157725.625, 118117.171875, 157853.046875, 154120.609375, 142154.515625, 152752.25
114643, 157727.546875, 118119.3828125, 157853.046875, 154121.1875, 142152.78125, 152764.671875
114663, 157723.703125, 118118.6484375, 157851.125, 154124.421875, 142157.671875, 152745.421875
114683, 157725.625, 118126.7578125, 157856.921875, 154126.90625, 142150.328125, 152756.609375
114703, 157723.703125, 118123.0703125, 157851.125, 154120.015625, 142152.078125, 152746.6875
114723, 157727.546875, 118120.125, 157851.125, 154135.578125, 142152.078125, 152760.34375
114743, 157725.625, 118119.3828125, 157853.046875, 154121.1875, 142154.515625, 152762.1875
114763, 157725.625, 118130.4453125, 157853.046875, 154123.09375, 142149.96875, 152752.859375
114783, 157725.625, 118126.0234375, 157851.125, 154115.609375, 142161.859375, 152756.609375
114803, 157725.625, 118129.7109375, 157854.984375, 154118.703125, 142158.359375, 152741.71875
114823, 157723.703125, 118127.5, 157849.1875, 154125.0, 142150.328125, 152759.09375
114843, 157725.625, 118125.28125, 157853.046875, 154120.609375, 142154.515625, 152751.640625
114863, 157727.546875, 118130.4453125, 157854.984375, 154124.421875, 142152.78125, 152745.421875
114883, 157723.703125, 118124.546875, 157853.046875, 154131.171875, 142157.671875, 152761.578125
114903, 157723.703125, 118117.171875, 157851.125, 154118.109375, 142161.859375, 152752.859375
114923, 157725.625, 118122.3359375, 157851.125, 154125.59375, 142152.78125, 152756.609375
114943, 157725.625, 118128.234375, 157853.046875, 154118.109375, 142154.515625, 152744.203125
114963, 157723.703125, 118123.078125, 157853.046875, 154130.0, 142157.671875, 152745.421875
115003, 157721.765625, 118128.96875, 157854.984375, 154120.609375, 142153.46875, 152759.703125
115023, 157725.625, 118121.59375, 157853.046875, 154123.09375, 142150.328125, 152747.296875
115043, 157725.625, 118119.3828125, 157853.046875, 154135.578125, 142161.859375, 152764.046875
