whisker1_1,whisker1_2,whisker1_3,whisker2_1,whisker2_2,whisker2_3,WhiskerGT1,WhiskerGT2,laser,yaw,pitch,positionX,positionY,positionZ,velocityX,velocityY,velocityZ
1.8540724511240114e-14,-1.5987211554602254e-14,-4.0245584642661925e-15,-1.0148132334464322e-16,1.9317880628477724e-14,-1.2989609388114332e-14,226.06813162001723,225.93186837998277,0.0,2.13469672203064,0.2048157602548599,0.228489488363266,-0.3657210767269134,1.2518528699874878,0.0036651007831096,-0.0006253183819353,-0.0089171957224607
-1.1840259796776005,1.1762570159274963,0.033272387736545006,-0.10890715703347731,0.0879102233860567,0.9164847873599677,0.0,0.0,894.0,2.140861988067627,0.094554603099823,0.2287950813770294,-0.3658128082752228,1.2515537738800049,0.0037097930908203,-0.0007149427547119,-0.0084802210330963
-2.8400224531410947,2.9335408237080998,0.4284446715702418,-1.289198955465269,-1.1738731439077956,1.0061785410189832,0.0,0.0,894.0,2.1501753330230717,-0.1901316344738006,0.2291866391897201,-0.3659505546092987,1.2512807846069336,0.0046413112431764,-0.0008013246115297,-0.006628050468862
-3.295821694323188,3.800654703755794,0.764502626635657,-1.6334970959816961,-1.9157437902506842,1.0086313255686135,0.0,0.0,894.0,2.161386013031006,-0.7029895782470703,0.2295576333999633,-0.3660757541656494,1.251126408576965,0.0066626211628317,-0.0006164697115309,-0.0019690031185746
-3.536449275384827,4.749005835677446,1.0594364774349705,-1.2077384139028378,-1.249376345063159,2.3626124266300392,0.0,0.0,888.0,2.1741528511047363,-1.3476803302764893,0.2301050424575805,-0.366256445646286,1.251003623008728,0.0110870124772191,-0.0005675128777511,-0.0032858555205166
-3.932833023407371,5.990342285410311,1.0221756964223725,-0.7469321773769342,-0.5632949488443348,4.159948090995912,0.0,0.0,888.0,2.1846845149993896,-2.0002737045288086,0.2307737916707992,-0.366432636976242,1.250895857810974,0.0177989192306995,-0.0007845039363019,-0.0012845138553529
-4.434985719831005,6.260194845300287,0.45177234791999615,1.2122942160126,0.1965699873002127,3.8293021779655456,0.0,0.0,888.0,2.200446128845215,-2.5578830242156982,0.2315055727958679,-0.3665771186351776,1.2508188486099243,0.0261875912547111,-0.0009786549489945,-0.0026692308019846
-4.705030205940139,6.569190323271962,0.4305971934960045,0.6597960170022894,0.7265940634196442,1.95947080330421,0.0,0.0,891.0,2.2032487392425537,-3.04597806930542,0.2325921654701233,-0.3667557835578918,1.250670075416565,0.037402119487524,-0.0011906644795089,-0.0034466537181288
-4.815721060051253,6.790854052339322,0.4817851837526399,-1.0253934603918695,1.4856376971182972,1.6357657570185327,0.0,0.0,891.0,2.212567090988159,-3.375473022460937,0.2339405417442321,-0.3669860959053039,1.2504502534866333,0.049788199365139,-0.001657897955738,-0.0064636245369911
-5.426550621188878,5.542327958719806,0.888310500609287,0.14950808736525834,-0.30911178420681584,1.748848104923388,0.0,0.0,891.0,2.2163445949554443,-3.6132051944732666,0.2354272305965423,-0.3671754896640777,1.250253677368164,0.0629178956151008,-0.0018454192904755,-0.006339447107166
-6.07488117836047,4.108282610478252,0.9252788536042197,0.3355795442622129,-4.1263407125821026,2.555300872946261,0.0,0.0,890.0,2.215660095214844,-3.766827344894409,0.2372881174087524,-0.3673487603664398,1.2499885559082031,0.0773664414882659,-0.0017998765688389,-0.0085686612874269
-6.135702785941397,2.310881885826948,0.09992907914770394,-0.054129466136602744,-7.385387801633925,2.9611521851857505,0.0,0.0,890.0,2.1966874599456787,-3.8263890743255615,0.2394490540027618,-0.3676014840602875,1.249585747718811,0.0918670892715454,-0.0020440705120563,-0.0116206463426351
-6.100356680593838,0.04151893213136959,-0.09250385078511483,0.5372138412326415,-9.977160270803955,3.4054236505492383,0.0,0.0,888.0,2.176955223083496,-3.8046529293060303,0.2419779747724533,-0.3678671419620514,1.2491360902786257,0.1067604646086692,-0.0022606237325817,-0.0145150469616055
-5.9992837722702035,-1.3742752701307597,0.757886265149175,0.5206055264385889,-11.22390515205237,3.250890862997677,0.0,0.0,888.0,2.1569247245788574,-3.6645097732543945,0.2448149472475052,-0.3680830895900726,1.2486789226531982,0.1218118369579315,-0.0021212834399193,-0.0161636509001255
-5.244052338478507,-1.2718417043705432,1.4047403994495404,0.9713175782822193,-10.496848393748985,2.292219070499692,0.0,0.0,888.0,2.135889768600464,-3.5838356018066406,0.2478627860546112,-0.3683836460113525,1.2480816841125488,0.1358151882886886,-0.0023692941758781,-0.0171125642955303
-4.348697786057701,0.700596945901038,0.6922457835881228,0.8576133373547776,-8.916682041718946,1.0961520408649923,0.0,0.0,880.0,2.0811879634857178,-3.123690605163574,0.2510725259780884,-0.3686643838882446,1.2474945783615112,0.1484960466623306,-0.0026062508113682,-0.0186229795217514
-4.272131573180164,2.7655068795551347,0.2699039646201271,-1.0162521635916077,-6.3686582085437085,-0.5732593379938904,0.0,0.0,880.0,2.068847179412842,-2.96911883354187,0.2547199726104736,-0.3690301775932312,1.2467774152755735,0.1606737524271011,-0.0027870472986251,-0.0192680675536394
-4.450006587399715,5.127602284671169,0.6563292796795607,-3.012487390276067,-3.938257882520981,0.12111984157355282,0.0,0.0,880.0,2.006154537200928,-2.4345409870147705,0.2583235204219818,-0.3692676126956939,1.246246576309204,0.1709390580654144,-0.0023351402487605,-0.0156754851341247
-4.498149430425543,6.994991110514421,0.9859427978906249,-4.400079261966555,-3.20183659806842,1.6419118805049144,0.0,0.0,874.0,1.979483962059021,-2.2753326892852783,0.2623844444751739,-0.3695278167724609,1.245762825012207,0.1806585788726806,-0.0019471627892926,-0.0142913162708282
-4.763361786179645,6.620409302340602,1.5794830448771153,-3.8955338806641855,-3.068342950340927,3.3278538159426185,0.0,0.0,874.0,1.9257689714431765,-1.9493309259414675,0.2668628096580505,-0.3698420822620392,1.2451496124267578,0.1894871741533279,-0.0018747085705399,-0.0158125050365924
-5.174091242892561,6.02269262926313,1.7430129230252287,-1.7075893477141428,-3.952100426074297,4.955622434573039,0.0,0.0,874.0,1.8820269107818604,-1.6934380531311035,0.2690337598323822,-0.3700810670852661,1.2448384761810305,0.193392738699913,-0.0022009143140167,-0.0150650376453995
-5.074163074730377,5.045298947694382,1.9179286749759763,0.941851216691336,-5.312968569574335,5.296848994888299,0.0,0.0,858.0,1.8475985527038572,-1.5023432970046997,0.275199294090271,-0.3704715371131897,1.2441725730895996,0.202188640832901,-0.0021290574222803,-0.0121041210368275
-4.321581259702766,4.150571507401827,1.796819341642166,3.0209218157413704,-4.843688015516992,6.338591601174407,0.0,0.0,858.0,1.7915406227111816,-1.3238807916641235,0.2797246277332306,-0.3707842826843261,1.2437098026275637,0.2076121866703033,-0.0021012825891375,-0.0100575136020779
