whisker1_1,whisker1_2,whisker1_3,whisker2_1,whisker2_2,whisker2_3,WhiskerGT1,WhiskerGT2,laser,yaw,pitch,positionX,positionY,positionZ,velocityX,velocityY,velocityZ
9.922618282587337e-16,-1.8984813721090177e-14,-1.1796119636642288e-15,1.509903313490213e-14,8.271161533457416e-15,1.6653345369377348e-14,227.0,225.0,0.0,0.0,0.0,0.0955390557646751,-0.0105767603963613,1.2525687217712402,0.0019556831102818,0.0149193396791815,-0.0061830501072108
0.31241120892149116,1.1708489669616664,-0.29103961713144477,-0.16541369398721972,-0.3265312773508675,-1.9865600484747719,0.0,0.0,1014.0,3.802499771118164,0.0600452087819576,0.0957796350121498,-0.0098486403003335,1.252305269241333,0.0024480680003762,0.0149201452732086,-0.0055124750360846
0.24490267271129795,3.939971888233864,-0.4696709696678307,-0.4018410585865547,-0.35364037444508445,-3.1354868897547075,0.0,0.0,1014.0,3.804188966751098,-0.1018807366490364,0.0960741117596626,-0.0090934094041585,1.252131104469299,0.0038218763656914,0.0153258675709366,-0.0057120490819215
-0.07994422695437445,5.8997929703156435,-0.2700367560495765,-0.0942572909382593,0.42616090483835256,-1.8166631021711797,0.0,0.0,1014.0,3.823188304901123,-0.4650273323059082,0.0964443236589431,-0.0083310855552554,1.2519495487213137,0.0068304450251162,0.0159251578152179,-0.0065982108935713
-0.27921184673390054,6.595089091917625,0.1904718204413775,-1.383885789826769,-0.07909923940952401,-1.8886271356322855,0.0,0.0,1013.0,3.8374083042144775,-1.0011236667633057,0.0968519449234008,-0.0076720765791833,1.2518293857574463,0.0117902206256985,0.016080355271697,-0.0026102985721081
-0.6956183334176222,8.078032718171983,0.5250795887822941,-2.387044619764995,-1.3935003682949942,-3.2253564997429205,0.0,0.0,1013.0,3.842489957809448,-1.6280001401901243,0.0975284501910209,-0.0068645244464278,1.2517393827438354,0.0193720757961273,0.0168328285217285,-0.0032155055087059
-0.3518313886911,9.631831984438852,0.7728707562640338,-2.9997370002346964,-0.7176758888048886,-3.532420991920427,0.0,0.0,1010.0,3.8556103706359854,-2.23636245727539,0.0983218625187873,-0.006152072455734,1.251659631729126,0.0290886331349611,0.0169492717832326,-0.0036522787995636
0.2103923544498258,9.92954165725273,0.3563042552492469,-5.697719753657483,0.7189775308681613,-4.318611198409123,0.0,0.0,1010.0,3.866665124893189,-2.775711297988892,0.0993872061371803,-0.005335159599781,1.2515438795089722,0.04040352627635,0.0176967605948448,-0.0033190506510436
0.31647896943127696,9.607781580335736,-0.21298122374529257,-5.88681004768152,0.3442805089560296,-6.38336319875437,0.0,0.0,1010.0,3.873353958129883,-3.170621633529663,0.1006151437759399,-0.0046368697658181,1.2514454126358032,0.0527892038226127,0.017980283126235,-0.0019313886296004
0.411257025671076,8.734535324801291,0.022311351615222824,-4.654991305284735,-1.7254168594936408,-6.706006253247226,0.0,0.0,1010.0,3.8669373989105225,-3.4669084548950195,0.1021752953529357,-0.003859263844788,1.2512757778167725,0.0661455392837524,0.0186116900295019,-0.0035111350007355
0.4981065367952929,6.183055007876893,-0.09783005504815373,-3.6278442817277408,-4.385677913771313,-6.544123516881895,0.0,0.0,1010.0,3.857500314712525,-3.657278299331665,0.104015477001667,-0.0031671575270593,1.2510898113250732,0.0799830555915832,0.018829558044672,-0.0073207383975386
0.579356109300491,3.454370318488107,-0.4609176146337143,-2.1605530852331114,-5.929791692601752,-5.9819731248850285,0.0,0.0,1010.0,3.8604137897491455,-3.756900548934937,0.1062275245785713,-0.0023984864819794,1.25074303150177,0.0945699289441108,0.019315717741847,-0.0090444348752498
0.9576055385009996,2.9735000375817724,-0.38750630966237815,-0.49129448497278805,-6.285233641440559,-4.902842783072295,0.0,0.0,1003.0,3.843858242034912,-3.788980722427368,0.1086732223629951,-0.0015709628351032,1.2504010200500488,0.1089983657002449,0.0201890226453542,-0.0093808034434914
