whisker1_1,whisker1_2,whisker1_3,whisker2_1,whisker2_2,whisker2_3,WhiskerGT1,WhiskerGT2,laser,yaw,pitch,positionX,positionY,positionZ,velocityX,velocityY,velocityZ,laser1GT,laser2GT
5.169475958410885e-16,-1.4876988529977098e-14,5.079270337660091e-15,2.0206059048177852e-14,-2.009503674571533e-14,3.0420110874729296e-14,0.0,0.0,1197.0,0.7219516038894653,-0.2090559005737304,-0.0653626099228859,-0.2565182149410248,1.253760814666748,-0.0138706536963582,-8.702305058250204e-05,-0.010430758818984,0.0,0.0
-0.2751893733431144,1.683835914714828,0.3281531575964068,-1.535722612258716,1.1347012515701296,-0.609947555451962,0.0,0.0,1197.0,0.7038431167602539,-0.3050719201564789,-0.0659039244055748,-0.2565954625606537,1.2534499168395996,-0.0140432612970471,4.510831058723852e-05,-0.0089622437953948,0.0,0.0
-0.1004434934700966,3.609661085938612,0.295465905252413,-4.47550430123083,2.7990286500581614,-1.0567612781040896,0.0,0.0,1196.0,0.6871219873428345,-0.5969905257225037,-0.0662019848823547,-0.2566647231578827,1.2532955408096311,-0.0140474010258913,8.962505671661347e-05,-0.0086333630606532,0.0,0.0
0.3793291329594773,4.5264962662932815,0.0184241526639492,-4.4447404555369845,4.435023095436824,-4.070408390924367,0.0,0.0,1196.0,0.6741513609886169,-1.0692510604858398,-0.0667706206440925,-0.2567668855190277,1.253019094467163,-0.0106366295367479,0.0004260090063326,-0.0058807516470551,0.0,0.0
0.1539791774242171,5.102701450303745,-0.1217840091116284,-4.051863372186949,6.327122240569306,-6.860467952512192,0.0,0.0,1196.0,0.6659594774246216,-1.6689653396606443,-0.0671351253986358,-0.2568534612655639,1.2529056072235107,-0.0058901039883494,0.0007008296670392,-0.0023524737916886,0.0,0.0
0.0560298351128973,6.149062803083321,-0.474017143030247,-5.864391635254147,7.722027209980752,-8.22379214884827,0.0,0.0,1196.0,0.6556707620620728,-2.3192200660705566,-0.0672951191663742,-0.2569602429866791,1.2528388500213623,0.0010431165574118,0.0006023075548,-0.002713852096349,0.0,0.0
0.0454458160711341,7.878903025048092,-0.6646778990757232,-7.807989214051769,8.882492598183964,-10.441301637114888,0.0,0.0,1196.0,0.64505535364151,-2.912369966506958,-0.0673220828175544,-0.2570558786392212,1.2527893781661987,0.0052830451168119,0.0002966153842862,-0.0020350646227598,0.0,0.0
-0.5147333933443983,7.482357793054641,-1.050335521637728,-8.070846749010194,10.44026140578301,-10.638370748996584,0.0,0.0,1197.0,0.6343086957931519,-3.426000595092773,-0.0669775828719139,-0.2572167813777923,1.2527521848678589,0.0214885808527469,-0.0005101496353745,0.0005873083136975,0.0,0.0
-1.1463539930325102,7.040492553073944,-1.2627026753599682,-6.793395263026361,9.883432816626648,-10.925556597617502,0.0,0.0,1197.0,0.6187720894813538,-3.830790758132935,-0.0667644962668418,-0.2573396563529968,1.2527064085006714,0.0275019165128469,-0.0010199217358604,-0.0001247160835191,0.0,0.0
-1.2137214298539425,5.38550066483937,-1.050146146836632,-5.542794089520735,6.827433068394834,-11.046841053709954,0.0,0.0,1197.0,0.6011549234390259,-4.131615161895752,-0.066091813147068,-0.257529616355896,1.2526040077209473,0.0406620129942894,-0.0018383322749286,-0.0021777753718197,0.0,0.0
-0.8948899867651071,1.9736996341649773,-1.465073767054495,-4.998961419423672,5.393412429976302,-8.22945626909608,0.0,0.0,1200.0,0.5776125192642212,-4.3448920249938965,-0.0651340410113334,-0.2576911747455597,1.2524778842926023,0.0548089407384395,-0.0024509308859705,-0.0046405978500843,0.0,0.0
-0.618393452682179,0.0831288284348277,-2.3084900081648074,-6.119107413845136,5.074512885308848,-7.105407183809156,0.0,0.0,1200.0,0.5645251274108887,-4.444945812225342,-0.0638878345489502,-0.2578975260257721,1.2522412538528442,0.0696443244814872,-0.0031008622609078,-0.005476742517203,0.0,0.0
-0.6773499629546962,-2.309717816500779,-2.5255885090811687,-6.507839664342248,3.523280459089576,-7.142208964972881,0.0,0.0,1200.0,0.558129072189331,-4.438233852386475,-0.0622989907860755,-0.2580548226833343,1.2519938945770264,0.0849790796637535,-0.0034621679224073,-0.0055982242338359,0.0,0.0
-0.6597754625418519,-2.8135366226416885,-2.3137213661250544,-5.904385464442725,2.2891180576939463,-7.015929011094664,0.0,0.0,1194.0,0.5414761304855347,-4.313700199127197,-0.060377363115549,-0.2583009600639343,1.251657009124756,0.1000237539410591,-0.004075726494193,-0.0081259878352284,0.0,0.0
-0.2839441609854733,-1.7857806360627655,-1.8087826348847769,-5.018040938020972,2.715215141141835,-8.357314555753739,0.0,0.0,1194.0,0.5253891348838806,-4.08859920501709,-0.0582039840519428,-0.2585434317588806,1.2512824535369873,0.1143201142549514,-0.0044823358766734,-0.0106824627146124,0.0,0.0
-0.2756103901954019,-1.1209485397503456,-1.716201735317504,-4.529585178838126,3.7829700908326034,-9.061969423306609,0.0,0.0,1186.0,0.5099260210990906,-3.7521274089813232,-0.0556690134108066,-0.2587532103061676,1.2507721185684204,0.1283902525901794,-0.0044441316276788,-0.0126042505726218,0.0,0.0
-0.5187358651637239,1.7725057065871543,-1.9059435397928608,-4.018290110759006,5.117359271051487,-10.035162318708922,0.0,0.0,1186.0,0.5054413080215454,-3.376928806304932,-0.0530389510095119,-0.2589962780475616,1.2502917051315308,0.1403922289609909,-0.0044875345192849,-0.0133065497502684,0.0,0.0
-0.3215604686332511,4.411051297786604,-1.3706793923841092,-4.767928960265412,8.348641271974696,-10.627610284495308,0.0,0.0,1186.0,0.4924589991569519,-2.999296188354492,-0.0501927733421325,-0.2592118680477142,1.2497804164886477,0.1510410606861114,-0.0043278425000607,-0.0157896652817726,0.0,0.0
0.1764717379885671,5.461108309900519,-0.9523040337800104,-7.558097873650271,9.000265166733023,-11.1853367231091,0.0,0.0,1182.0,0.4843822121620178,-2.6563470363616943,-0.0453313887119293,-0.2595844864845276,1.248948574066162,0.1656256020069122,-0.004152619279921,-0.0147091476246714,0.0,0.0
0.2674867084494181,4.968240242064469,-1.2266074536326077,-9.972275103991306,7.609244479753895,-11.264221382249143,0.0,0.0,1182.0,0.4799098670482635,-2.375861883163452,-0.0437931045889854,-0.2597303986549377,1.2485861778259275,0.1691494584083557,-0.004160557873547,-0.0154848312959074,0.0,0.0
0.079836178544618,3.1690427834815487,-1.6683598630925307,-9.17852162315354,7.145060217465884,-9.517747756003242,0.0,0.0,1182.0,0.4785836040973663,-2.1601710319519043,-0.0405164994299411,-0.2599796056747436,1.2480510473251345,0.1760786026716232,-0.0041629439219832,-0.0173841062933206,0.0,0.0
0.0078304269427659,2.5940506877157925,-1.917860331208532,-6.976059295400603,5.317544314778415,-8.645187024855474,0.0,0.0,1175.0,0.4657615125179291,-2.005976676940918,-0.0369198359549045,-0.2602866888046264,1.2474747896194458,0.1827210485935211,-0.0043863216415047,-0.0174302589148283,0.0,0.0
0.6244863417497017,1.801871403831772,-2.0353183405921853,-5.385789360422373,3.5058492652598265,-8.456203249921058,0.0,0.0,1175.0,0.4581483602523803,-1.915699124336243,-0.0332323275506496,-0.260501891374588,1.2469823360443115,0.1888027936220169,-0.0041901869699358,-0.014476272277534,0.0,0.0
1.4076192262135128,1.5670687156276737,-2.062195710371575,-4.21759078867623,1.878868900898428,-8.111110160482955,0.0,0.0,1175.0,0.4588686823844909,-1.745363473892212,-0.0297788493335247,-0.2607945799827575,1.2464685440063477,0.1932071149349212,-0.0043987589888274,-0.0124533763155341,0.0,0.0
1.0842919125915913,2.076772358826187,-1.4151842099011085,-5.891589138969898,1.481912715289141,-8.513545320269834,0.0,0.0,1163.0,0.4555977582931518,-1.5725408792495728,-0.0262009520083665,-0.2610750794410705,1.24609375,0.1971710473299026,-0.0046937488950788,-0.0116752469912171,0.0,0.0
0.6114998259519069,3.2083302089751538,-0.6143317270950374,-6.467287522846517,3.257148927723603,-8.864112946633428,0.0,0.0,1163.0,0.4618551731109619,-1.1998074054718018,-0.0225158724933862,-0.2613327205181122,1.2457115650177002,0.20058074593544,-0.0049395142123103,-0.0096484571695327,0.0,0.0
