whisker1_1,whisker1_2,whisker1_3,whisker2_1,whisker2_2,whisker2_3,WhiskerGT1,WhiskerGT2,laser,yaw,pitch,positionX,positionY,positionZ,velocityX,velocityY,velocityZ
3.4139358007223564e-15,6.38378239159465e-15,3.58046925441613e-15,1.2545520178264269e-14,-5.467848396278896e-15,-3.969047313034935e-15,0.0,0.0,32766.0,4.446225166320801,-0.1513922065496444,-0.1106194928288459,-0.1160137876868248,1.2522008419036863,-0.009883290156722,0.0029514962807297,-0.0025653650518506
-0.28326469455921544,-0.29359273907862743,-0.2811658272830859,-0.8055638002547765,0.5502168888080626,-0.27277189786788586,0.0,0.0,32766.0,4.462111473083496,-0.3273804187774658,-0.1109588965773582,-0.1159492135047912,1.2520703077316284,-0.009781046770513,0.0028322038706392,-0.001115815481171
-0.7395703592117208,-0.7270230494200577,-1.035304378683047,-2.376579680372627,0.6887915022810835,-1.6310586491781032,0.0,0.0,32766.0,4.475916385650635,-0.7290812730789185,-0.1112399697303772,-0.1158801764249801,1.252030611038208,-0.0086176143959164,0.0029643035959452,0.0030288470443338
-1.6168128097766417,0.043711215873073916,-1.201142924808337,-2.6004987981216345,0.2641823394851578,-2.7103732499102895,0.0,0.0,32766.0,4.496028423309326,-1.2952879667282104,-0.1115301176905632,-0.1158274561166763,1.2518293857574463,-0.0061589535325765,0.003264301456511,0.0026018542703241
-2.173366257439457,0.4648742248445804,-0.6606686046336531,-2.686841702907072,1.3942974894502695,-1.1442659421264167,0.0,0.0,32766.0,4.526376247406006,-1.943852543830872,-0.1116817519068718,-0.1157540678977966,1.251908302307129,-0.001403164351359,0.003681216854602,0.003962124697864
-1.9024560561230404,0.5189508376389429,-0.5484115122672418,-3.663283071852916,3.4773220267843756,0.9778266139883127,0.0,0.0,32766.0,4.547369956970215,-2.5927250385284424,-0.1116791144013404,-0.1156773045659065,1.2519736289978027,0.0060132704675197,0.0040465770289301,0.0037692498881369
-1.6728652441233987,2.8062017117599893,-0.7293678453851794,-4.067452092437269,4.764829431414457,0.7794225213496363,0.0,0.0,32766.0,4.561388969421387,-3.1248693466186523,-0.1114592477679252,-0.115578144788742,1.252001404762268,0.0154996141791343,0.0045383446849882,0.004976391326636
-1.4720084164510379,4.386454238214251,-0.8071137946840804,-4.7651304598098285,5.293268196492168,0.012673937559677745,0.0,0.0,32766.0,4.574007511138916,-3.550067186355591,-0.1110299751162529,-0.1154770478606224,1.2519898414611816,0.0265000145882368,0.0051029450260102,0.0019677707459777
-1.5946790837771376,3.460407074462941,-0.8140861759796795,-5.07503341057854,3.751899370980893,-0.02376008645980565,0.0,0.0,32766.0,4.592287063598633,-3.871912002563477,-0.1104052737355232,-0.115345150232315,1.2518959045410156,0.0386713556945323,0.0059528774581849,-0.001020539435558
-1.6349978934383171,1.4147690862468636,-1.0760835312563402,-4.235746161318692,1.8928997002521402,-0.660797873653255,0.0,0.0,32766.0,4.6056413650512695,-4.104979991912842,-0.1094875335693359,-0.1152263507246971,1.2517257928848269,0.0520462058484554,0.0067833913490176,-0.0033399413805454
-1.618890081429892,-1.6185143113697567,-1.5120408387237125,-3.102841932421989,1.0465125212818842,-1.0832894892085045,0.0,0.0,32766.0,4.607673645019531,-4.245883941650391,-0.1082868203520774,-0.1150933876633644,1.251431584358215,0.0660735070705413,0.0076471315696835,-0.0065488494001328
-1.8676700115285576,-4.502325011599203,-1.7626798820768736,-1.7713300476003393,-0.7608098683121594,1.0942353317338824,0.0,0.0,32766.0,4.6120476722717285,-4.298361301422119,-0.1067735329270362,-0.1149315163493156,1.2511045932769775,0.080603651702404,0.0085578244179487,-0.0094869397580623
-1.6902598110300202,-7.630854213543838,-1.5825557679056061,-2.075580681330118,-2.511413381435366,3.696758424464467,0.0,0.0,32766.0,4.62171745300293,-4.265721797943115,-0.1049228608608245,-0.1148227453231811,1.2506023645401,0.0955258682370185,0.009130266495049,-0.0113448286429047
-1.2216075179392185,-9.156478970001787,-1.411528599036075,-2.121725745291381,-2.9515504106820876,3.8191132326578656,0.0,0.0,32766.0,4.625945568084717,-4.129048824310303,-0.1028694286942482,-0.1146942973136901,1.25014066696167,0.1098463237285614,0.0097250146791338,-0.0131405917927622
-0.858094810450702,-8.410408138531837,-1.5505330499375989,-1.3028398240731078,-0.9867326176945213,2.4934704578979847,0.0,0.0,32766.0,4.627140522003174,-3.8805439472198486,-0.1005357578396797,-0.1145013943314552,1.249540090560913,0.1234020963311195,0.0108392890542745,-0.0163585729897022
-0.5672521544982176,-6.817156342561119,-1.5979187898906542,-2.447275671974951,0.12281504977715174,0.574527587969778,0.0,0.0,32766.0,4.623309135437012,-3.5455873012542725,-0.0976302698254585,-0.1142974570393562,1.2489442825317385,0.1377549022436142,0.0118433479219675,-0.0156826078891754
-0.3267172316345861,-4.647476203570804,-1.5825232542821184,-3.852088424182885,0.08489843151250445,1.8703966443932463,0.0,0.0,32766.0,4.59325122833252,-3.143925666809082,-0.0944839119911193,-0.1141503900289535,1.248218297958374,0.1503941416740417,0.012443290092051,-0.0165021512657403
-0.12108821233703926,-3.019138327233366,-1.220741287895303,-4.551436139238571,0.3154447152181414,1.4971690273678258,0.0,0.0,32766.0,4.583465576171875,-2.9604299068450928,-0.091524988412857,-0.1139451265335083,1.2476025819778442,0.1599466055631637,0.0133132794871926,-0.0173890125006437
-0.5466815887573031,-2.5983777393234355,-0.9261534519204426,-4.9591321749367,0.795822360543107,-1.741859207512249,0.0,0.0,32766.0,4.554872989654541,-2.636305332183838,-0.0883231088519096,-0.1137765944004058,1.246976613998413,0.1687973290681839,0.0138788893818855,-0.0156157063320279
-0.7963749123954577,-2.6518865197068378,-0.6781342702465978,-4.478115509132802,0.4987709876637687,-2.279580645373442,0.0,0.0,32766.0,4.5275044441223145,-2.376307964324951,-0.0867949649691581,-0.1137186139822006,1.2465803623199463,0.1721064448356628,0.0141382329165935,-0.0150613328441977
-1.2286758135380298,-2.902723778539965,-0.46247780722158377,-3.8859125644397956,-1.2769942697211956,-2.2361061482182434,0.0,0.0,32766.0,4.51425838470459,-2.162883996963501,-0.0830344632267952,-0.1134767308831214,1.2460495233535769,0.1801798194646835,0.0148123251274228,-0.0146075589582324
-1.7850449825410757,-3.2880674645806875,-0.2693990474224746,-3.018989403809697,-1.6702236816310254,-0.7761211415306967,0.0,0.0,32766.0,4.491889953613281,-1.9858671426773071,-0.0791586190462112,-0.1132802814245224,1.2454359531402588,0.1873557567596435,0.0151314456015825,-0.0115771479904651
-1.5147921165690386,-3.0578178349153484,0.5147673536247315,-1.5785048204955616,-1.7853306339116146,-0.15834143541232848,0.0,0.0,32766.0,4.464680671691895,-1.8341293334960935,-0.0754554495215416,-0.113090269267559,1.2449955940246582,0.1928741037845611,0.0154429031535983,-0.0112468795850873
-0.6795082765529001,-3.2395140505143636,0.7913875959736076,-1.808585164840732,-1.7099135057742594,-1.21840608755469,0.0,0.0,32766.0,4.431891441345215,-1.6741890907287598,-0.0718391165137291,-0.1128867343068122,1.2445799112319946,0.1975736767053604,0.0156363099813461,-0.0111900968477129
