whisker1_1,whisker1_2,whisker1_3,whisker2_1,whisker2_2,whisker2_3,WhiskerGT1,WhiskerGT2,laser,yaw,pitch
-3.8909108990088206,-1.41652402116141,0.6405386474093024,-3.318625160773017,-4.523243852969098,0.08776071363111693,0.0,0.0,544.0,1.5235093832015991,0.0176157765090465
-2.8134989057312856,-0.36520720916399646,0.10461667033241454,-3.882129478530579,-4.490395106811136,-1.738567528840198,0.0,0.0,529.0,1.565757393836975,0.0384527370333671
-2.312003436495,0.13902793584148035,0.11020127243100272,-3.3057546159396782,-4.944243045468327,-2.0225798732912246,0.0,0.0,529.0,1.599243402481079,0.0483295395970344
-2.50902520610624,-0.43644664636660035,0.1803447164565662,-1.6595087320323259,-6.07064411354561,-2.8322227963919078,0.0,0.0,517.0,1.6491349935531616,0.0282250717282295
-2.8776465617464937,-0.5788252682050375,0.29451791848136977,-0.1653577193054213,-7.376144019892434,-3.521237827725691,0.0,0.0,517.0,1.6951308250427246,0.0122706200927495
-2.450078488504098,-0.18650934150910026,0.74451562639187,0.43715393015035714,-7.084396579225846,-2.066238480027039,0.0,0.0,517.0,1.735639214515686,-0.0036593750119209
-1.7845484672889953,-0.247014248721866,1.1174475717988968,-0.16126577116335988,-5.589375543220445,-1.123442845783432,0.0,0.0,512.0,1.7766032218933103,0.0131957819685339
-1.8704016332142746,-1.5732479019680632,1.1309690103725076,-0.2059413840897148,-4.823474250421011,-1.0116317122467,0.0,0.0,512.0,1.821936845779419,0.0258410368114709
-1.8607871982309214,-3.6382273942880943,0.5950914573172617,-0.06656099079810573,-3.445287491982341,-0.9899753457689411,0.0,0.0,512.0,1.8513764142990112,0.0282825343310832
-2.0893355011823553,-3.4844324107032714,0.2937873358487803,-0.09512409790244836,-4.0317775780109555,-1.197814564721869,0.0,0.0,496.0,1.915310859680176,0.0065636490471661
-2.1769116322243773,-1.938684335658472,0.4570490551999725,0.24996369821139341,-4.693192096703778,-0.3780120957549062,0.0,0.0,496.0,1.9627089500427248,-0.0143093522638082
-2.1678576840100097,-1.3322999748338438,0.6343757014476389,0.26035322622592005,-3.687382374349383,0.2106587699378013,0.0,0.0,496.0,1.990103363990784,-0.0192092210054397
-2.699632408794928,-1.721425542249528,0.8209678466809641,-0.44924700801116263,-3.6473838292703693,0.5561174614951555,0.0,0.0,492.0,2.061277389526367,-0.0686329752206802
-2.993445327002581,-3.497741075362422,0.7100605860393759,-1.7462536696028148,-3.98948492930797,0.9614530587900311,0.0,0.0,492.0,2.0727453231811523,-0.0650582313537597
-3.123851621101973,-4.809600605804127,0.6992899136106285,-2.5592997666525514,-3.98787138463823,0.9307741571737687,0.0,0.0,492.0,2.1289587020874023,-0.0535371825098991
-3.44565417348602,-5.094186511625898,1.366446638905924,-0.7796473121430822,-4.355548650018972,-0.3332237588040965,0.0,0.0,473.0,2.169438123703003,-0.0571177676320076
-3.8977611489924437,-5.028141846953991,1.8867044363972423,0.8040056248289198,-5.0837092100417935,-1.9623459443393774,0.0,0.0,473.0,2.212455034255981,-0.0488759391009807
-3.8311856568444393,-4.484246076885325,1.3900824892228933,1.265957883376049,-7.172206793422612,-1.4053662669340532,0.0,0.0,463.0,2.248363971710205,-0.0470564439892768
-3.4098610549043578,-3.7267574838296307,0.8105708288985157,0.37478837001552234,-8.018589644871197,-0.2863675474992422,0.0,0.0,463.0,2.292513370513916,-0.0341583639383316
-2.7466665131033334,-3.4167783410116583,0.7849070680440712,-2.030046111025928,-7.796296621814358,-0.2826667561053188,0.0,0.0,463.0,2.328326463699341,-0.0056288382038474
-2.526246982306592,-3.652927193860161,0.8323091433967367,-2.914622892907047,-8.392647664141895,-0.02558636150658311,0.0,0.0,453.0,2.355612277984619,0.0081650549545884
-2.609219549317168,-4.262261327307552,1.2330697917069968,-3.0508459311104064,-8.109550652483392,0.40433813953414216,0.0,0.0,453.0,2.3914167881011963,-0.0043169539421796
-2.596143674790475,-5.7054861138485835,0.9619359783028134,-1.9888947998488062,-7.504095620319927,0.3891397852265887,0.0,0.0,453.0,2.4138457775115967,-0.0225669294595718
-2.8208401093460016,-4.769308993903079,0.23163783572720792,-0.8938547259630634,-6.506601961486532,-1.2579214768485085,0.0,0.0,442.0,2.44482159614563,-0.0614708326756954
-2.904305010856398,-4.107987528892265,-0.5078855421772882,-0.8565394880477144,-5.30456656180287,-3.5395514293717056,0.0,0.0,442.0,2.468363046646118,-0.0998502597212791
-2.8909706719906225,-5.285362952889337,-1.2497617153184026,-0.857122207814697,-4.460910432835275,-4.05003182712448,0.0,0.0,442.0,2.496365785598755,-0.1197794079780578
-3.1173626400815193,-4.999576556534081,-0.7729668857363353,-0.9823205696724296,-4.251506403255614,-3.3476588315060427,0.0,0.0,430.0,2.506567001342773,-0.1249488443136215
-2.897926973380738,-3.713268925347045,-0.07517642233836284,-1.4861223216723976,-4.367925528350793,-1.5035353610689421,0.0,0.0,430.0,2.534160614013672,-0.1238594576716423
-2.6773604202568038,-2.914438638750686,0.4689494344098539,-2.149261788049958,-4.70703853767108,-0.06618836181052096,0.0,0.0,430.0,2.574951648712158,-0.0971207320690155
-3.0658571401465298,-1.8722004107883818,0.6033775244224482,-3.3148304206063273,-5.306390603755552,-0.41010024736596096,0.0,0.0,417.0,2.61020827293396,-0.0729539319872856
-3.260900164392795,-2.3160643097505274,0.151288896928421,-3.3489074213762424,-4.752782577048478,-1.493426843732482,0.0,0.0,417.0,2.653837203979492,-0.0425323694944381
-3.3231883527961354,-4.366714564718049,-0.0917913499163111,-3.39330860173702,-5.128587473133248,-1.8937658540504354,0.0,0.0,404.0,2.651644468307495,-0.0069623072631657
-2.988590184631382,-4.806103502232279,0.1120851291069896,-4.621526153856777,-6.8648893327112885,-1.117916921172107,0.0,0.0,404.0,2.702502965927124,0.0284899938851594
-2.3831167346966784,-5.312852464719455,0.6213588459546522,-5.088112166215902,-7.03916377387956,0.15025259849079434,0.0,0.0,404.0,2.708595037460327,0.0249372217804193
-2.2053906907999097,-5.864666929181524,0.42570395458805155,-4.4454597983553805,-5.137737717439506,-0.6207114223544609,0.0,0.0,390.0,2.7436954975128174,0.0323027111589908
-2.6241511354018487,-5.3890178521877985,0.05406004980182412,-3.237600765464312,-3.3199918572458866,-0.5821120571122227,0.0,0.0,390.0,2.7691047191619877,0.0423996858298778
-2.840791771525774,-5.041540221707882,0.1721459826126804,-4.100301572470413,-3.112552784973883,0.01278124955906379,0.0,0.0,390.0,2.8148977756500244,0.0861789062619209
-2.9187046306147266,-4.064511017821312,0.0132084474371848,-5.10241337249573,-3.0623790954397325,-1.1322110549634337,0.0,0.0,386.0,2.834644317626953,0.0742745399475097
-3.2050049598657195,-3.71713043269264,-0.029018755159000736,-3.841737268721604,-4.341159134715504,-2.4488502746712593,0.0,0.0,386.0,2.8738386631011963,0.0868902951478958
-3.3298443166992033,-4.279889130695572,0.6180846859324001,-3.687613544615441,-5.692726785422335,-1.282339840803139,0.0,0.0,386.0,2.901735305786133,0.0879066735506057
-3.3439599455529456,-5.4642313291806754,0.5167397307146029,-5.4677478971146645,-5.435895185100193,-0.8493742451819513,0.0,0.0,372.0,2.9446029663085938,0.0904043540358543
-3.282289734660752,-6.365860817044465,0.20943918371301384,-6.7987496138291075,-4.636693624593676,-2.58451739043689,0.0,0.0,372.0,2.982719659805298,0.1046636402606964
-3.1688911405157874,-6.354291083182612,-0.24062373840334933,-6.741613633109677,-4.565906520035208,-3.512513090757699,0.0,0.0,372.0,3.0181825160980225,0.1099549084901809
-3.0203286750632135,-6.435879950179943,-0.4815273296899893,-5.345013223497325,-5.378523815521703,-4.675880723919035,0.0,0.0,364.0,3.056467294692993,0.1208250895142555
-2.8480067468116927,-6.581043488082916,0.030554303714253054,-5.38845081211234,-5.9131472666019445,-5.687079236651725,0.0,0.0,364.0,3.0813567638397217,0.1387625485658645
-2.9632386403908844,-6.531329745889225,0.14147494825328027,-7.396545390173607,-5.484262734899141,-5.63485971857501,0.0,0.0,349.0,3.1018142700195312,0.1356989294290542
-2.668058000102491,-7.292075092821332,0.28362639776181703,-6.822003281942586,-5.339470235448509,-4.065657366505977,0.0,0.0,349.0,3.097819328308105,0.1333546787500381
-2.3961303571785284,-6.8294376784303115,0.4468592333360814,-5.658418018429283,-5.110555404485846,-2.7298261555353442,0.0,0.0,349.0,3.145925045013428,0.1112218275666236
-2.4441234905702256,-5.657752530646206,0.9301162844606138,-5.6632787439695695,-5.211892117032624,-3.4462183408101783,0.0,0.0,337.0,3.152512311935425,0.0833674445748329
-2.4074477015274005,-6.118901478784222,1.3254298885889046,-6.075301678053449,-5.260192360228002,-5.422203854686288,0.0,0.0,337.0,3.1559975147247314,0.0677246823906898
-2.616377719473695,-5.579472409146327,1.353845301837997,-5.978045855754873,-5.383130360169414,-6.593143343468605,0.0,0.0,337.0,3.185681104660034,0.0454274080693721
-2.689467704887145,-6.119330454716366,1.1336381992382119,-5.142723319896762,-6.499348190220606,-6.562039832277517,0.0,0.0,329.0,3.1810872554779053,0.0474992170929908
-2.3660058191102697,-6.692171180115661,0.4378377976132542,-4.492441133096045,-6.294506686700387,-5.792443140310422,0.0,0.0,329.0,3.18975043296814,0.0245392713695764
-2.378799911058561,-6.115748840718699,0.027431443918669744,-4.754637197363639,-6.13113515428658,-4.605471886747713,0.0,0.0,329.0,3.1812081336975098,0.0351987853646278
-2.6216351008511136,-5.220457607712715,-0.1868798442842597,-5.640623458301835,-5.609120679638493,-3.9248226747898887,0.0,0.0,321.0,3.1916565895080566,0.0277949906885623
