Timestamp,range.back,range.front,range.left,range.right,range.up,range.zrange
1031943,0,245,0,0,0,0
1031963,0,245,0,0,0,0
1031983,0,245,0,0,0,0
1032003,0,245,0,0,0,0
1032023,0,245,0,0,0,0
1032043,0,245,0,0,0,0
1032063,0,245,0,0,0,0
1032083,0,245,0,0,0,0
1032103,0,245,0,0,0,0
1032123,0,245,0,0,0,0
1032143,0,245,0,0,0,0
1032163,0,245,0,0,0,0
1032183,0,245,0,0,0,0
1032203,0,245,0,0,0,0
1032223,0,245,0,0,0,0
1032243,0,245,0,0,0,0
1032263,0,245,0,0,0,0
1032283,0,245,0,0,0,0
1032303,0,245,0,0,0,0
1032323,0,245,0,0,0,0
1032343,0,245,0,0,0,0
1032363,0,245,0,0,0,0
1032383,0,245,0,0,0,0
1032403,0,245,0,0,0,0
1032423,0,245,0,0,0,0
1032443,0,245,0,0,0,0
1032463,0,244,0,0,0,0
1032483,0,244,0,0,0,0
1032503,0,244,0,0,0,0
1032523,0,245,0,0,0,0
1032543,0,245,0,0,0,0
1032563,0,243,0,0,0,0
1032583,0,243,0,0,0,0
1032603,0,243,0,0,0,0
1032623,0,244,0,0,0,0
1032643,0,244,0,0,0,0
1032663,0,244,0,0,0,0
1032683,0,244,0,0,0,0
1032703,0,244,0,0,0,0
1032723,0,244,0,0,0,0
1032743,0,245,0,0,0,0
1032763,0,245,0,0,0,0
1032783,0,245,0,0,0,0
1032803,0,245,0,0,0,0
1032823,0,245,0,0,0,0
1032843,0,244,0,0,0,0
1032863,0,244,0,0,0,0
1032883,0,244,0,0,0,0
1032903,0,245,0,0,0,0
1032923,0,245,0,0,0,0
1032943,0,245,0,0,0,0
1032963,0,245,0,0,0,0
1032983,0,245,0,0,0,0
1033003,0,245,0,0,0,0
1033023,0,245,0,0,0,0
1033043,0,245,0,0,0,0
1033063,0,245,0,0,0,0
1033083,0,245,0,0,0,0
1033103,0,245,0,0,0,0
1033123,0,245,0,0,0,0
1033143,0,245,0,0,0,0
1033163,0,245,0,0,0,0
1033183,0,245,0,0,0,0
1033203,0,245,0,0,0,0
1033223,0,245,0,0,0,0
1033243,0,245,0,0,0,0
1033263,0,245,0,0,0,0
1033283,0,245,0,0,0,0
1033303,0,243,0,0,0,0
1033323,0,243,0,0,0,0
1033343,0,243,0,0,0,0
1033363,0,244,0,0,0,0
1033383,0,244,0,0,0,0
1033403,0,244,0,0,0,0
1033423,0,244,0,0,0,0
1033443,0,244,0,0,0,0
1033463,0,245,0,0,0,0
1033483,0,245,0,0,0,0
1033503,0,245,0,0,0,0
1033523,0,245,0,0,0,0
1033543,0,245,0,0,0,0
1033563,0,245,0,0,0,0
1033583,0,245,0,0,0,0
1033603,0,245,0,0,0,0
1033623,0,245,0,0,0,0
1033643,0,245,0,0,0,0
1033663,0,245,0,0,0,0
1033683,0,245,0,0,0,0
1033703,0,245,0,0,0,0
1033723,0,245,0,0,0,0
1033743,0,245,0,0,0,0
1033763,0,245,0,0,0,0
1033783,0,245,0,0,0,0
1033803,0,244,0,0,0,0
1033823,0,244,0,0,0,0
1033843,0,244,0,0,0,0
1033863,0,245,0,0,0,0
1033883,0,245,0,0,0,0
1033903,0,245,0,0,0,0
1033923,0,245,0,0,0,0
1033943,0,245,0,0,0,0
1033963,0,244,0,0,0,0
1033983,0,244,0,0,0,0
1034003,0,244,0,0,0,0
1034023,0,245,0,0,0,0
1034043,0,245,0,0,0,0
1034063,0,245,0,0,0,0
1034083,0,245,0,0,0,0
1034103,0,245,0,0,0,0
1034123,0,245,0,0,0,0
1034143,0,244,0,0,0,0
1034163,0,244,0,0,0,0
1034183,0,244,0,0,0,0
1034203,0,245,0,0,0,0
1034223,0,245,0,0,0,0
1034243,0,244,0,0,0,0
1034263,0,244,0,0,0,0
1034283,0,244,0,0,0,0
1034303,0,245,0,0,0,0
1034323,0,245,0,0,0,0
1034343,0,245,0,0,0,0
1034363,0,245,0,0,0,0
1034383,0,245,0,0,0,0
1034403,0,245,0,0,0,0
1034423,0,245,0,0,0,0
1034443,0,245,0,0,0,0
1034463,0,245,0,0,0,0
1034483,0,245,0,0,0,0
1034503,0,245,0,0,0,0
1034523,0,244,0,0,0,0
1034543,0,244,0,0,0,0
1034563,0,244,0,0,0,0
1034583,0,245,0,0,0,0
1034603,0,245,0,0,0,0
1034623,0,245,0,0,0,0
1034643,0,245,0,0,0,0
1034663,0,245,0,0,0,0
1034683,0,245,0,0,0,0
1034703,0,245,0,0,0,0
1034723,0,245,0,0,0,0
1034743,0,245,0,0,0,0
1034763,0,245,0,0,0,0
