timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, motor1, motor2, motor3, motor4, otX, otY, otZ, yaw, laserFront
116198, -0.19158069789409637, -0.23663495481014252, 0.019882826134562492, -0.11510607600212097, -1.1199475526809692, -0.007262369617819786, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
116218, -0.19280259311199188, -0.2509661316871643, 0.019902056083083153, -0.060978636145591736, -0.7203409075737, -0.0005267729866318405, 157341.390625, 125098.21875, 157452.53125, 151759.921875, 145140.3125, 162566.546875, 0.0, 0.0, 0.0, 0.0, -0.19157932698726654, -0.23660627007484436, 0.019864516332745552, -0.7452659606933594, 292.0
116238, -0.19216792285442352, -0.2460295706987381, 0.019884981215000153, -0.02075234055519104, -0.32810837030410767, -0.004166275728493929, 157341.390625, 125094.4296875, 157454.4375, 151766.734375, 145147.0, 162564.046875, 0.0, 0.0, 0.0, 0.0, -0.1915901154279709, -0.23665176331996918, 0.019917044788599014, -0.7316842675209045, 293.0
116258, -0.1917586326599121, -0.24092677235603333, 0.019790254533290863, -0.006374025251716375, -0.14899347722530365, -0.008820842020213604, 157343.3125, 125097.5234375, 157452.53125, 151763.625, 145142.078125, 162565.5, 0.0, 0.0, 0.0, 0.0, -0.19158242642879486, -0.2366514950990677, 0.019911155104637146, -0.7258065342903137, 293.0
116278, -0.19167636334896088, -0.2401719093322754, 0.019625432789325714, -0.002689438173547387, -0.086893729865551, -0.010162360966205597, 157341.390625, 125105.109375, 157454.4375, 151763.015625, 145142.765625, 162566.03125, 0.0, 0.0, 0.0, 0.0, -0.1915968358516693, -0.23662713170051575, 0.0198657363653183, -0.7159754633903503, 293.0
116298, -0.1916208118200302, -0.23927976191043854, 0.019517473876476288, -0.0010884942021220922, -0.05312154442071915, -0.009715487249195576, 157343.3125, 125095.9765625, 157454.4375, 151772.96875, 145144.546875, 162564.578125, 0.0, 0.0, 0.0, 0.0, -0.1915845423936844, -0.23664645850658417, 0.019865814596414566, -0.7108535766601562, 292.0
116319, -0.1915697455406189, -0.23820872604846954, 0.019512224942445755, -0.00011611279478529468, -0.030483843758702278, -0.008304505608975887, 157343.3125, 125101.171875, 157454.4375, 151763.015625, 145140.3125, 162566.03125, 0.0, 0.0, 0.0, 0.0, -0.1915884166955948, -0.23663315176963806, 0.01982320100069046, -0.7067752480506897, 292.0
116338, -0.19156083464622498, -0.23805759847164154, 0.019484378397464752, -0.00020963841234333813, -0.024359412491321564, -0.007149918936192989, 157345.21875, 125104.9609375, 157450.609375, 151770.484375, 145137.84375, 162578.53125, 0.0, 0.0, 0.0, 0.0, -0.19158725440502167, -0.2366497814655304, 0.01988634094595909, -0.7025660872459412, 292.0
116359, -0.19156160950660706, -0.23788852989673615, 0.019481679424643517, -0.0005091751227155328, -0.02037639729678631, -0.0062229447066783905, 157339.484375, 125095.9765625, 157452.53125, 151772.359375, 145142.765625, 162566.03125, 0.0, 0.0, 0.0, 0.0, -0.19158805906772614, -0.23663775622844696, 0.019862165674567223, -0.7057367563247681, 292.0
116378, -0.19156520068645477, -0.23768861591815948, 0.01951158605515957, -0.0007029527914710343, -0.01724300906062126, -0.005118046887218952, 157341.390625, 125100.46875, 157450.609375, 151772.96875, 145150.125, 162570.5, 0.0, 0.0, 0.0, 0.0, -0.1915917992591858, -0.23662914335727692, 0.019893620163202286, -0.7097445726394653, 292.0
116398, -0.19156919419765472, -0.23757405579090118, 0.01954738050699234, -0.0009250312577933073, -0.01591188833117485, -0.004322387278079987, 157341.390625, 125098.921875, 157450.609375, 151767.984375, 145152.578125, 162563.53125, 0.0, 0.0, 0.0, 0.0, -0.19158020615577698, -0.23663446307182312, 0.019860100001096725, -0.7151103615760803, 294.0
116420, -0.19157841801643372, -0.2374834567308426, 0.019591977819800377, -0.0010158452205359936, -0.015020698308944702, -0.003287105355411768, 157341.390625, 125093.0234375, 157454.4375, 151777.328125, 145153.6875, 162576.03125, 0.0, 0.0, 0.0, 0.0, -0.19159235060214996, -0.23663513362407684, 0.019897498190402985, -0.7221147418022156, 294.0
116438, -0.19158796966075897, -0.23752537369728088, 0.01960197649896145, -0.0010270897764712572, -0.015620420686900616, -0.002696509240195155, 157345.21875, 125099.765625, 157450.609375, 151767.375, 145154.359375, 162576.03125, 0.0, 0.0, 0.0, 0.0, -0.19160060584545135, -0.23662172257900238, 0.01982916332781315, -0.7244747281074524, 294.0
116458, -0.1915975660085678, -0.23757492005825043, 0.01961626298725605, -0.001158070983365178, -0.016180958598852158, -0.0024521274026483297, 157341.390625, 125103.5625, 157456.359375, 151764.234375, 145150.125, 162574.0625, 0.0, 0.0, 0.0, 0.0, -0.1915794163942337, -0.2366405874490738, 0.01985657960176468, -0.7275943160057068, 293.0
116478, -0.19160319864749908, -0.23758065700531006, 0.0196477472782135, -0.0010931348660960793, -0.016480445861816406, -0.0016558639472350478, 157345.21875, 125097.5234375, 157454.4375, 151777.328125, 145154.359375, 162564.046875, 0.0, 0.0, 0.0, 0.0, -0.19158650934696198, -0.23662516474723816, 0.019860299304127693, -0.7308389544487, 293.0
116498, -0.19161419570446014, -0.2376917153596878, 0.019664641469717026, -0.0014138581464067101, -0.01724560745060444, -0.001334761269390583, 157341.390625, 125102.015625, 157454.4375, 151774.84375, 145147.671875, 162561.03125, 0.0, 0.0, 0.0, 0.0, -0.1915883719921112, -0.23664842545986176, 0.019855815917253494, -0.7347019910812378, 293.0
116518, -0.19162185490131378, -0.23771308362483978, 0.019692502915859222, -0.0016713294899091125, -0.01784531958401203, -0.001019154442474246, 157345.21875, 125097.5234375, 157452.53125, 151768.609375, 145148.34375, 162571.5625, 0.0, 0.0, 0.0, 0.0, -0.19156916439533234, -0.2366301566362381, 0.019850827753543854, -0.7379926443099976, 294.0
116538, -0.191632479429245, -0.2377643883228302, 0.019718889147043228, -0.0015799086540937424, -0.01859251968562603, -0.0007686328026466072, 157339.484375, 125093.7265625, 157452.53125, 151771.09375, 145148.34375, 162559.578125, 0.0, 0.0, 0.0, 0.0, -0.19158685207366943, -0.23664428293704987, 0.019864864647388458, -0.740740954875946, 294.0
116558, -0.1916474997997284, -0.2379361093044281, 0.01972668431699276, -0.0018959096632897854, -0.01975892297923565, -0.0011164899915456772, 157341.390625, 125093.7265625, 157454.4375, 151766.109375, 145145.890625, 162566.03125, 0.0, 0.0, 0.0, 0.0, -0.19156771898269653, -0.23663142323493958, 0.019831039011478424, -0.7429912090301514, 294.0
116578, -0.1916559785604477, -0.23799929022789001, 0.019737280905246735, -0.0019195451168343425, -0.020383961498737335, -0.0011986857280135155, 157345.21875, 125091.4765625, 157456.359375, 151774.84375, 145148.34375, 162578.015625, 0.0, 0.0, 0.0, 0.0, -0.19156807661056519, -0.23663772642612457, 0.01986776664853096, -0.7462786436080933, 292.0
116598, -0.19166184961795807, -0.23806841671466827, 0.01974809728562832, -0.0018615989247336984, -0.021469229832291603, -0.0011020622914656997, 157343.3125, 125093.0234375, 157450.609375, 151767.984375, 145152.578125, 162571.03125, 0.0, 0.0, 0.0, 0.0, -0.1915912926197052, -0.23665866255760193, 0.019884496927261353, -0.7506166696548462, 292.0
116618, -0.19167229533195496, -0.23823244869709015, 0.019749905914068222, -0.0017092954367399216, -0.023042753338813782, -0.0010583673138171434, 157339.484375, 125093.0234375, 157448.6875, 151769.828125, 145147.671875, 162578.53125, 0.0, 0.0, 0.0, 0.0, -0.19158735871315002, -0.23663558065891266, 0.019886763766407967, -0.7545177340507507, 293.0
116638, -0.19167229533195496, -0.23831357061862946, 0.019758477807044983, -0.0017907042056322098, -0.0238499715924263, -0.0009772881167009473, 157341.390625, 125091.4765625, 157450.609375, 151766.109375, 145150.125, 162569.046875, 0.0, 0.0, 0.0, 0.0, -0.19158990681171417, -0.2366497963666916, 0.019863586872816086, -0.7591140866279602, 293.0
116658, -0.19168353080749512, -0.23851051926612854, 0.019761113449931145, -0.0018497847486287355, -0.025051724165678024, -0.000708101550117135, 157343.3125, 125091.4765625, 157450.609375, 151770.484375, 145156.8125, 162569.046875, 0.0, 0.0, 0.0, 0.0, -0.19159170985221863, -0.23663625121116638, 0.019889259710907936, -0.7650468945503235, 293.0
116678, -0.19167733192443848, -0.2385832965373993, 0.019772298634052277, -0.0016105158720165491, -0.025913823395967484, -0.000563628098461777, 157343.3125, 125104.265625, 157452.53125, 151773.578125, 145150.125, 162574.0625, 0.0, 0.0, 0.0, 0.0, -0.19157694280147552, -0.2366277128458023, 0.019841931760311127, -0.7675718069076538, 293.0
116698, -0.1916838437318802, -0.23878931999206543, 0.01977318525314331, -0.0017224933253601193, -0.02726459689438343, -0.0009469958022236824, 157341.390625, 125093.0234375, 157452.53125, 151775.453125, 145156.8125, 162573.53125, 0.0, 0.0, 0.0, 0.0, -0.19158406555652618, -0.2366444617509842, 0.01987694948911667, -0.7713502049446106, 293.0
116718, -0.19168493151664734, -0.23893101513385773, 0.01977330446243286, -0.001780587830580771, -0.028336673974990845, -0.0010298748966306448, 157345.21875, 125095.2734375, 157452.53125, 151782.296875, 145147.671875, 162574.984375, 0.0, 0.0, 0.0, 0.0, -0.1915798932313919, -0.23662689328193665, 0.01985281892120838, -0.7769181728363037, 293.0
116738, -0.19168291985988617, -0.23899582028388977, 0.01977885328233242, -0.001846454804763198, -0.02861391380429268, -0.0007789472583681345, 157347.140625, 125099.765625, 157452.53125, 151771.09375, 145157.484375, 162574.0625, 0.0, 0.0, 0.0, 0.0, -0.19158482551574707, -0.2366342693567276, 0.019821275025606155, -0.7781551480293274, 293.0
116758, -0.191705122590065, -0.23933200538158417, 0.019776029512286186, -0.0022241498809307814, -0.030443524941802025, -0.000859167892485857, 157343.3125, 125098.21875, 157452.53125, 151782.90625, 145147.671875, 162575.515625, 0.0, 0.0, 0.0, 0.0, -0.1915913075208664, -0.23665496706962585, 0.019919641315937042, -0.7817001938819885, 293.0
116778, -0.19173891842365265, -0.23981289565563202, 0.01976723223924637, -0.002218192908912897, -0.032686498016119, -0.0008633248507976532, 157345.21875, 125099.0703125, 157454.4375, 151782.296875, 145151.90625, 162579.578125, 0.0, 0.0, 0.0, 0.0, -0.1916021853685379, -0.23665326833724976, 0.01992831565439701, -0.7830551862716675, 293.0
116800, -0.19172684848308563, -0.2397039234638214, 0.019782215356826782, -0.00215730769559741, -0.031999845057725906, -0.000670327921397984, 157343.3125, 125095.2734375, 157452.53125, 151766.734375, 145155.03125, 162576.5625, 0.0, 0.0, 0.0, 0.0, -0.19158627092838287, -0.23663859069347382, 0.019924042746424675, -0.7844738960266113, 292.0
116819, -0.19172050058841705, -0.2397027164697647, 0.019790399819612503, -0.002123831072822213, -0.03165046498179436, -0.000513694656547159, 157347.140625, 125100.46875, 157454.4375, 151786.65625, 145157.484375, 162576.03125, 0.0, 0.0, 0.0, 0.0, -0.19157801568508148, -0.23663175106048584, 0.019893338903784752, -0.7789823412895203, 292.0
116838, -0.19171573221683502, -0.23969411849975586, 0.019800912588834763, -0.001940178219228983, -0.03128457069396973, -0.00024098827270790935, 157345.21875, 125093.7265625, 157454.4375, 151775.453125, 145159.953125, 162579.0625, 0.0, 0.0, 0.0, 0.0, -0.1915828138589859, -0.23664458096027374, 0.01988038420677185, -0.776897668838501, 292.0
116858, -0.19171853363513947, -0.23983082175254822, 0.019808825105428696, -0.002019490348175168, -0.031637001782655716, -0.0002361838851356879, 157345.21875, 125099.0703125, 157452.53125, 151782.90625, 145155.71875, 162571.03125, 0.0, 0.0, 0.0, 0.0, -0.1915820986032486, -0.2366477996110916, 0.01989113911986351, -0.779468297958374, 291.0
