Timestamp,range.back,range.front,range.left,range.right,range.up,range.zrange
364620,0,252,0,0,0,0
364640,0,252,0,0,0,0
364660,0,252,0,0,0,0
364680,0,252,0,0,0,0
364700,0,252,0,0,0,0
364720,0,252,0,0,0,0
364740,0,250,0,0,0,0
364760,0,250,0,0,0,0
364780,0,250,0,0,0,0
364800,0,250,0,0,0,0
364820,0,250,0,0,0,0
364840,0,252,0,0,0,0
364860,0,252,0,0,0,0
364880,0,252,0,0,0,0
364900,0,252,0,0,0,0
364920,0,252,0,0,0,0
364940,0,252,0,0,0,0
364960,0,250,0,0,0,0
364980,0,250,0,0,0,0
365000,0,250,0,0,0,0
365020,0,252,0,0,0,0
365040,0,252,0,0,0,0
365060,0,252,0,0,0,0
365080,0,252,0,0,0,0
365100,0,252,0,0,0,0
365120,0,252,0,0,0,0
365140,0,252,0,0,0,0
365160,0,252,0,0,0,0
365180,0,250,0,0,0,0
365200,0,250,0,0,0,0
365220,0,250,0,0,0,0
365240,0,250,0,0,0,0
365260,0,250,0,0,0,0
365280,0,250,0,0,0,0
365300,0,252,0,0,0,0
365320,0,252,0,0,0,0
365340,0,252,0,0,0,0
365360,0,252,0,0,0,0
365380,0,252,0,0,0,0
365400,0,252,0,0,0,0
365420,0,252,0,0,0,0
365440,0,252,0,0,0,0
365460,0,250,0,0,0,0
365480,0,250,0,0,0,0
365500,0,250,0,0,0,0
365520,0,250,0,0,0,0
365540,0,250,0,0,0,0
365560,0,250,0,0,0,0
365580,0,252,0,0,0,0
365600,0,252,0,0,0,0
365620,0,252,0,0,0,0
365640,0,250,0,0,0,0
365660,0,250,0,0,0,0
365680,0,252,0,0,0,0
365700,0,252,0,0,0,0
365720,0,252,0,0,0,0
365740,0,250,0,0,0,0
365760,0,250,0,0,0,0
365780,0,250,0,0,0,0
365800,0,250,0,0,0,0
365820,0,250,0,0,0,0
365840,0,250,0,0,0,0
365860,0,252,0,0,0,0
365880,0,252,0,0,0,0
365900,0,252,0,0,0,0
365920,0,252,0,0,0,0
365940,0,252,0,0,0,0
365960,0,252,0,0,0,0
365980,0,252,0,0,0,0
366000,0,252,0,0,0,0
366020,0,250,0,0,0,0
366040,0,250,0,0,0,0
366060,0,250,0,0,0,0
366080,0,249,0,0,0,0
366100,0,249,0,0,0,0
366120,0,249,0,0,0,0
366140,0,250,0,0,0,0
366160,0,250,0,0,0,0
366180,0,250,0,0,0,0
366200,0,250,0,0,0,0
366220,0,250,0,0,0,0
366240,0,250,0,0,0,0
366260,0,250,0,0,0,0
366280,0,250,0,0,0,0
366300,0,250,0,0,0,0
366320,0,250,0,0,0,0
366340,0,250,0,0,0,0
366360,0,250,0,0,0,0
366380,0,250,0,0,0,0
366400,0,250,0,0,0,0
366420,0,250,0,0,0,0
366440,0,250,0,0,0,0
366460,0,250,0,0,0,0
366480,0,250,0,0,0,0
366500,0,250,0,0,0,0
366520,0,252,0,0,0,0
366540,0,252,0,0,0,0
366560,0,252,0,0,0,0
366580,0,250,0,0,0,0
366600,0,250,0,0,0,0
366620,0,250,0,0,0,0
366640,0,250,0,0,0,0
366660,0,250,0,0,0,0
366680,0,250,0,0,0,0
366700,0,250,0,0,0,0
366720,0,250,0,0,0,0
366740,0,250,0,0,0,0
366760,0,252,0,0,0,0
366780,0,252,0,0,0,0
366800,0,249,0,0,0,0
366820,0,249,0,0,0,0
366840,0,249,0,0,0,0
366860,0,249,0,0,0,0
366880,0,249,0,0,0,0
366900,0,249,0,0,0,0
366920,0,250,0,0,0,0
366940,0,250,0,0,0,0
366960,0,250,0,0,0,0
366980,0,252,0,0,0,0
367000,0,252,0,0,0,0
367020,0,252,0,0,0,0
367040,0,250,0,0,0,0
367060,0,250,0,0,0,0
367080,0,250,0,0,0,0
367100,0,250,0,0,0,0
367120,0,250,0,0,0,0
367140,0,250,0,0,0,0
367160,0,250,0,0,0,0
367180,0,250,0,0,0,0
367200,0,252,0,0,0,0
367220,0,252,0,0,0,0
367240,0,252,0,0,0,0
367260,0,250,0,0,0,0
367280,0,250,0,0,0,0
367300,0,250,0,0,0,0
367320,0,249,0,0,0,0
367340,0,249,0,0,0,0
367360,0,249,0,0,0,0
367380,0,252,0,0,0,0
367400,0,252,0,0,0,0
367420,0,250,0,0,0,0
367440,0,250,0,0,0,0
367460,0,250,0,0,0,0
367480,0,250,0,0,0,0
367500,0,250,0,0,0,0
367520,0,250,0,0,0,0
367540,0,250,0,0,0,0
367560,0,250,0,0,0,0
367580,0,250,0,0,0,0
367600,0,250,0,0,0,0
367620,0,250,0,0,0,0
367640,0,250,0,0,0,0
367660,0,252,0,0,0,0
367680,0,252,0,0,0,0
367700,0,250,0,0,0,0
367720,0,250,0,0,0,0
367740,0,250,0,0,0,0
367760,0,250,0,0,0,0
367780,0,250,0,0,0,0
367800,0,250,0,0,0,0
367820,0,250,0,0,0,0
367840,0,250,0,0,0,0
367860,0,250,0,0,0,0
367880,0,252,0,0,0,0
367900,0,252,0,0,0,0
367920,0,252,0,0,0,0
367940,0,250,0,0,0,0
367960,0,250,0,0,0,0
367980,0,250,0,0,0,0
368000,0,250,0,0,0,0
368020,0,250,0,0,0,0
368040,0,249,0,0,0,0
368060,0,249,0,0,0,0
368080,0,249,0,0,0,0
368100,0,252,0,0,0,0
368120,0,252,0,0,0,0
368140,0,252,0,0,0,0
368160,0,252,0,0,0,0
368180,0,252,0,0,0,0
368200,0,252,0,0,0,0
368220,0,250,0,0,0,0
368240,0,250,0,0,0,0
