timeTick, roll, pitch, yaw, gyroX, gyroY, gyroZ, stateX, stateY, stateZ, stateVX, stateVY, stateVZ
649699, 0.0936669334769249, -0.24539977312088013, -0.064095638692379, 0, 0, 0, 0, 0, 0, 0, 0, 0
649709, 0.08329355716705322, -0.24536669254302979, -0.06111882999539375, -0.10078918188810349, -0.34596896171569824, -0.03218726068735123, -0.03326835110783577, -0.018526948988437653, 0.013497074134647846, -0.001688584452494979, -7.734551036264747e-05, -0.0036894206423312426
649719, 0.10500013083219528, -0.24791818857192993, -0.06564486771821976, -0.09013593941926956, 0.2719937264919281, -0.07194100320339203, -0.03324956074357033, -0.01822604611515999, 0.014467260800302029, -0.0016034211730584502, 0.0012769342865794897, 0.0019446993246674538
649729, 0.12586671113967896, -0.2499353587627411, -0.0694274753332138, 0.11635078489780426, 0.09611493349075317, -0.04604952037334442, -0.03323953598737717, -0.018824420869350433, 0.014487487263977528, -0.0015803053975105286, -0.0016810123343020678, 0.0019284778973087668
649739, 0.10493170469999313, -0.24924951791763306, -0.0652591735124588, 0.2476106882095337, -0.18961995840072632, 0.04738134890794754, -0.033237945288419724, -0.019396204501390457, 0.014504440128803253, -0.0016922097420319915, -0.004439777694642544, 0.0016922460636124015
649749, 0.15395914018154144, -0.33140382170677185, -0.06554113328456879, -0.024049296975135803, 0.03809715807437897, 0.02011770009994507, -0.03322039917111397, -0.018819108605384827, 0.014525608159601688, -0.0016250815242528915, -0.0016842404147610068, 0.0017475818749517202
649759, 0.06081259995698929, -0.24883989989757538, -0.06005884334445, 0.1400417983531952, 0.10690328478813171, -0.15356102585792542, -0.030924269929528236, -0.020242031663656235, 0.01454306673258543, 0.009102231822907925, -0.008464544080197811, 0.001888158731162548
649769, 0.09185735136270523, -0.24902746081352234, -0.06437287479639053, -0.13765600323677063, 0.022498661652207375, -0.043224263936281204, -0.03319010138511658, -0.017732862383127213, 0.014393828809261322, -0.0019639020320028067, 0.003741325344890356, 0.0011754747247323394
649779, 0.08211962133646011, -0.2490788698196411, -0.062266603112220764, 0.014404650777578354, 0.007594960741698742, 0.012629932723939419, -0.03318999335169792, -0.01853492297232151, 0.014410286210477352, -0.0020219520665705204, -0.00035302151809446514, 0.001151649747043848
649789, 0.11158964782953262, -0.27787792682647705, -0.06170034408569336, 0.031917933374643326, 0.21285757422447205, 0.10417839884757996, -0.033190298825502396, -0.018276400864124298, 0.01442083902657032, -0.001988174393773079, 0.0008832556777633727, 0.0009572633425705135
649799, 0.11003531515598297, -0.2576752007007599, -0.063154436647892, -0.02115912362933159, -0.002502699615433812, 0.12324419617652893, -0.032395947724580765, -0.01906535029411316, 0.014433912932872772, 0.0018427027389407158, -0.003033125540241599, 0.0007555409683845937
649809, 0.10942509025335312, -0.2550446391105652, -0.06295448541641235, -0.08663999289274216, -0.1681404411792755, -0.073161780834198, -0.03292461857199669, -0.01904621161520481, 0.015875790268182755, -0.0006790957995690405, -0.0029342598281800747, 0.008803235366940498
649819, 0.10978248715400696, -0.253592848777771, -0.06343681365251541, 0.05046016350388527, -0.06634517759084702, -0.14006492495536804, -0.03293019160628319, -0.019075334072113037, 0.015963414683938026, -0.0004352613468654454, -0.002890073461458087, 0.008721932768821716
649829, 0.09736000001430511, -0.2535644769668579, -0.061317574232816696, -0.08557401597499847, -0.06222504377365112, -0.06997164338827133, -0.032934799790382385, -0.019104093313217163, 0.016048971563577652, -0.000486068514874205, -0.002861935645341873, 0.008389663882553577
649839, 0.09664598107337952, -0.2523539960384369, -0.06177946552634239, -0.17365989089012146, -0.005523705389350653, 0.058927830308675766, -0.032934125512838364, -0.018828805536031723, 0.016133802011609077, -0.00036181602627038956, -0.0012519466690719128, 0.008359624072909355
649849, 0.09535184502601624, -0.24062375724315643, -0.06297200918197632, 0.005961365066468716, -0.13874176144599915, -0.05488503351807594, -0.032939083874225616, -0.018841715529561043, 0.016217531636357307, -0.0006302170222625136, -0.001329880440607667, 0.008386644534766674
649859, 0.09606074541807175, -0.24102836847305298, -0.06310776621103287, 0.01823149062693119, -0.0027028354816138744, -0.010139785706996918, -0.03321921080350876, -0.01883055828511715, 0.015803156420588493, -0.0022116010077297688, -0.0011765524977818131, 0.005663054995238781
649869, 0.09697403013706207, -0.2400938868522644, -0.0637119710445404, -0.008979648351669312, -0.14929097890853882, -0.05597621947526932, -0.03324192389845848, -0.01884191669523716, 0.015860114246606827, -0.0023311106488108635, -0.0010952987940981984, 0.0057288482785224915
649879, 0.09672132134437561, -0.2368384301662445, -0.06447561830282211, 0.030743444338440895, -0.3191225230693817, -0.06223565340042114, -0.03326552361249924, -0.018851570785045624, 0.015918202698230743, -0.002389094792306423, -0.000835479935631156, 0.0058890716172754765
649889, 0.08434085547924042, -0.23782581090927124, -0.061976052820682526, -0.03869758918881416, -0.039995983242988586, 0.039306387305259705, -0.03329051285982132, -0.01885969005525112, 0.01597668044269085, -0.002609112998470664, -0.0007882543723098934, 0.005806867964565754
649899, 0.05158913880586624, -0.23937025666236877, -0.055199265480041504, 0.24979913234710693, 0.08572196215391159, 0.1962348222732544, -0.0332777239382267, -0.018552998080849648, 0.015206580981612206, -0.002562146633863449, 0.0007125150295905769, 0.0009892663219943643
649909, 0.08978866785764694, -0.2397584617137909, -0.06124771758913994, 0.12205679714679718, -0.07164572179317474, -0.012706446461379528, -0.033260080963373184, -0.017671750858426094, 0.015215086750686169, -0.00250574410893023, 0.0050076888874173164, 0.0008389105787500739
649919, 0.11189093440771103, -0.23900677263736725, -0.06504959613084793, -0.18281306326389313, -0.1929055154323578, 0.005518030840903521, -0.03325565159320831, -0.01856023631989956, 0.015229635871946812, -0.0026159894187003374, 0.00021223748626653105, 0.00083692412590608
649929, 0.10088920593261719, -0.23872637748718262, -0.06349515914916992, 0.0921836644411087, -0.266209214925766, -0.042524442076683044, -0.03324960917234421, -0.019125202670693398, 0.015237895771861076, -0.0024970064405351877, -0.0026938251685351133, 0.0007732267840765417
649939, 0.06884382665157318, -0.2415742725133896, -0.0583975613117218, -0.037129078060388565, 0.3101368248462677, -0.06738144904375076, -0.03324056416749954, -0.01885058917105198, 0.01524826418608427, -0.0022746019531041384, -0.0012783248675987124, 0.0009939140873029828
649949, 0.0909605622291565, -0.24445819854736328, -0.061509016901254654, -0.024975813925266266, 0.17304947972297668, 0.15914522111415863, -0.033218562602996826, -0.01804373413324356, 0.015569920651614666, -0.0020829751156270504, 0.0028314474038779736, 0.0027746979612857103
649959, 0.10090579837560654, -0.24377743899822235, -0.06221199408173561, -0.16202013194561005, -0.3162591755390167, 0.10838372260332108, -0.033219244331121445, -0.018576670438051224, 0.015599211677908897, -0.0020974825602024794, -9.384289114677813e-07, 0.002637163270264864
649969, 0.10957395285367966, -0.29555150866508484, -0.05571991205215454, -0.08695603162050247, 0.0038806332740932703, 0.1276514083147049, -0.033209990710020065, -0.01883019506931305, 0.015624425373971462, -0.0019644596613943577, -0.001277471543289721, 0.0023978864774107933
649979, 0.07734665274620056, -0.2515312135219574, -0.057670820504426956, -0.07096061110496521, -0.23982639610767365, -0.024950070306658745, -0.03189399093389511, -0.01912865974009037, 0.01565030962228775, 0.004617068916559219, -0.002610926516354084, 0.002453709254041314
649989, 0.08804848790168762, -0.24054190516471863, -0.06177651137113571, 0.2352382093667984, -0.31741368770599365, -0.0948510691523552, -0.03294401615858078, -0.018336666747927666, 0.015411091968417168, -0.0007373177795670927, 0.0013671069173142314, 0.0011984838638454676
649999, 0.07780231535434723, -0.24410398304462433, -0.05985003709793091, -0.04362185299396515, 0.3564876616001129, 0.07824119180440903, -0.033193737268447876, -0.018568191677331924, 0.015424736775457859, -0.0018676059553399682, 2.6909956432064064e-05, 0.0014306862140074372
650009, 0.09905530512332916, -0.24624527990818024, -0.06229179725050926, 0.25801175832748413, 0.06534967571496964, 0.14118246734142303, -0.033186282962560654, -0.018333399668335915, 0.015439357608556747, -0.0017252720426768064, 0.0013713224325329065, 0.0014992300420999527
650019, 0.09889433532953262, -0.24625547230243683, -0.06154930591583252, 0.029118085280060768, -0.08247297257184982, -0.021636322140693665, -0.033186208456754684, -0.018804917111992836, 0.01545560173690319, -0.001689682132564485, -0.001102327834814787, 0.0014979569241404533
650029, 0.07787784188985825, -0.248806431889534, -0.055895864963531494, -0.08085058629512787, 0.2380809187889099, 0.20805685222148895, -0.03320414200425148, -0.018816161900758743, 0.01547036599367857, -0.0018972816178575158, -0.0011467753211036325, 0.0014552358770743012
650039, 0.07800861448049545, -0.24803318083286285, -0.05577293783426285, -0.049885597079992294, 0.03798371180891991, -0.06821928173303604, -0.033197369426488876, -0.018337860703468323, 0.015701143071055412, -0.0019722641445696354, 0.0015576982405036688, 0.0024764942936599255
650049, 0.07757577300071716, -0.24836117029190063, -0.05582411587238312, -0.006287897936999798, 0.028103316202759743, 0.21023617684841156, -0.03321825712919235, -0.018321184441447258, 0.015725765377283096, -0.002204995136708021, 0.0017774429870769382, 0.0024483371526002884
650059, 0.10139700025320053, -0.249703511595726, -0.06073635444045067, 0.18236157298088074, 0.2187826931476593, -0.14188936352729797, -0.03324111923575401, -0.018303019925951958, 0.015750041231513023, -0.0023670904338359833, 0.001855335896834731, 0.002407143823802471
650069, 0.0906800851225853, -0.24997703731060028, -0.05931974947452545, 0.008380989544093609, -0.0636693462729454, -0.07404189556837082, -0.03323826566338539, -0.01882871799170971, 0.015775466337800026, -0.0021780969109386206, -0.001113608479499817, 0.002348674461245537
650079, 0.10048077255487442, -0.25141584873199463, -0.060865119099617004, -0.0950130969285965, 0.055581483989953995, 0.07081775367259979, -0.03323114663362503, -0.018575578927993774, 0.015077775344252586, -0.001907960046082735, 0.00036172993713989854, -0.0015821130946278572
650089, 0.11003784835338593, -0.2538185715675354, -0.06175926700234413, -0.0011532087810337543, 0.1894720494747162, 0.13974061608314514, -0.033223990350961685, -0.01882653683423996, 0.015060845762491226, -0.001854696893133223, -0.0010830011451616883, -0.0018256630282849073
650099, 0.11858152598142624, -0.28397026658058167, -0.058141667395830154, -0.16240113973617554, -0.2652333080768585, -0.14886251091957092, -0.033225059509277344, -0.01906842738389969, 0.015041692182421684, -0.0020503224804997444, -0.00230038957670331, -0.0019381748279556632
650109, 0.11701346188783646, -0.26231077313423157, -0.060080114752054214, 0.11375351995229721, -0.36454129219055176, 0.26236703991889954, -0.03245780989527702, -0.019339095801115036, 0.015023753978312016, 0.0018166123190894723, -0.003391279373317957, -0.0018143504858016968
650119, 0.08638148754835129, -0.25447049736976624, -0.058034058660268784, 0.14014403522014618, 0.3275690972805023, -0.09802158176898956, -0.03295105695724487, -0.019313087686896324, 0.015008274465799332, -0.0006691062008030713, -0.003248087828978896, -0.0018505733460187912
650129, 0.10712270438671112, -0.25484609603881836, -0.06027495488524437, 0.05708472058176994, 0.022779034450650215, 0.16968584060668945, -0.0331915020942688, -0.018601100891828537, 0.014989031478762627, -0.0017439683433622122, 0.0006722515681758523, -0.001936667482368648
650139, 0.09627179056406021, -0.2577165365219116, -0.05949416756629944, -0.08174557983875275, 0.4585195779800415, -0.1559746414422989, -0.03319200873374939, -0.019062351435422897, 0.014970225282013416, -0.0015232193982228637, -0.0018017737893387675, -0.001978077460080385
650149, 0.0969173014163971, -0.25636106729507446, -0.05818413570523262, 0.09309741109609604, -0.20074214041233063, 0.1773579865694046, -0.03318651393055916, -0.018836958333849907, 0.01495087705552578, -0.0015256572514772415, -0.00041906849946826696, -0.0020122502464801073
650159, 0.07599226385354996, -0.25623786449432373, -0.05504266172647476, -0.0032768133096396923, 0.06534290313720703, 0.07425568252801895, -0.0332028828561306, -0.018840771168470383, 0.014930960722267628, -0.0017479824600741267, -0.0003435660619288683, -0.0019705817103385925
650169, 0.07519230246543884, -0.2536681592464447, -0.055275753140449524, -0.08330854028463364, -0.34344282746315, -0.02650691568851471, -0.03319930657744408, -0.018371857702732086, 0.014548744075000286, -0.0017676015850156546, 0.0023837201297283173, -0.0039072404615581036
650179, 0.07531662285327911, -0.25241729617118835, -0.055955659598112106, -0.012233519926667213, 0.1106657013297081, 0.009254783391952515, -0.033217642456293106, -0.018347328528761864, 0.014509428292512894, -0.0018993914127349854, 0.002522139111533761, -0.0039554741233587265
650189, 0.07524906098842621, -0.2520379424095154, -0.05597914755344391, 0.02427898347377777, -0.16371072828769684, -0.05353587865829468, -0.03323637321591377, -0.0183215644210577, 0.014469635672867298, -0.0018470260547474027, 0.002630730392411351, -0.004002647940069437
650199, 0.10106586664915085, -0.2504667043685913, -0.060289476066827774, 0.18980398774147034, -0.09828216582536697, 0.004607560113072395, -0.03325408697128296, -0.018295658752322197, 0.014428635127842426, -0.0016955533064901829, 0.0025504515506327152, -0.0041971588507294655
650209, 0.07972414791584015, -0.24935530126094818, -0.057277094572782516, 0.07720821350812912, -0.1914566308259964, -0.05915970355272293, -0.03325704485177994, -0.018836695700883865, 0.014388130977749825, -0.001582220895215869, -0.0007182778790593147, -0.004384760279208422
650219, 0.10289682447910309, -0.25071901082992554, -0.06002041697502136, 0.05637325718998909, 0.049295488744974136, 0.06602829694747925, -0.033251211047172546, -0.018318967893719673, 0.013788090087473392, -0.001467513502575457, 0.0020081251859664917, -0.007188885007053614
650229, 0.10351689904928207, -0.25124111771583557, -0.059664059430360794, 0.2776601314544678, -0.11896534264087677, 0.0931832492351532, -0.03324479982256889, -0.018832895904779434, 0.013717133551836014, -0.0013598958030343056, -0.0008589276694692671, -0.007298484910279512
650239, 0.09135498106479645, -0.2529471218585968, -0.05789646878838539, -0.044402215629816055, -0.09315907955169678, -0.0018636488821357489, -0.03325952962040901, -0.018841495737433434, 0.013643371872603893, -0.001586186233907938, -0.0008608847856521606, -0.007453405763953924
