timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, motor1, motor2, motor3, motor4, otX, otY, otZ, yaw, pitch, laserFront
1472245, 0.1340387463569641, 0.10085907578468323, 1.2535438537597656, 0.0016082619549706578, 0.014267094433307648, -0.005057972390204668, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1472264, 0.13422738015651703, 0.10159334540367126, 1.2532179355621338, 0.0017081376863643527, 0.014456783421337605, -0.003935677465051413, 157375.859375, 123425.484375, 157487.0625, 152397.59375, 146296.265625, 163825.25, 37613.0, 46779.0, 42540.0, 46272.0, 0.13526499271392822, 0.10345673561096191, 1.2523765563964844, 2.588627576828003, 0.042531080543994904, 0
1472284, 0.13435763120651245, 0.10215259343385696, 1.2530080080032349, 0.0018784550484269857, 0.013970263302326202, -0.004867505747824907, 157373.9375, 123415.0, 157485.140625, 152397.59375, 146301.171875, 163818.265625, 37289.0, 45746.0, 42911.0, 47215.0, 0.1352447271347046, 0.10397839546203613, 1.252279281616211, 2.593693494796753, -0.11484730243682861, 967.0
1472304, 0.13454720377922058, 0.10280532389879227, 1.2527326345443726, 0.0029633473604917526, 0.014097101986408234, -0.005335585214197636, 157372.03125, 123426.3046875, 157485.140625, 152388.265625, 146296.9375, 163830.25, 39641.0, 45120.0, 40796.0, 47820.0, 0.1357346773147583, 0.10461258888244629, 1.2523269653320312, 2.603914737701416, -0.489000529050827, 967.0
1472325, 0.134767085313797, 0.10334112495183945, 1.2525725364685059, 0.0055440207943320274, 0.013967860490083694, -0.005932488478720188, 157373.9375, 123415.8203125, 157485.140625, 152394.5, 146289.5625, 163822.75, 41894.0, 43658.0, 38621.0, 48927.0, 0.13594532012939453, 0.10541808605194092, 1.2523174285888672, 2.6247670650482178, -1.0491646528244019, 967.0
1472344, 0.1351519227027893, 0.10392526537179947, 1.2523773908615112, 0.010528055019676685, 0.013963127508759499, -0.006820517126470804, 157373.9375, 123419.4765625, 157483.21875, 152388.875, 146308.546875, 163825.25, 42043.0, 44075.0, 38451.0, 48707.0, 0.13660204410552979, 0.1057506799697876, 1.252248764038086, 2.6343913078308105, -1.7025679349899292, 965.0
1472365, 0.13560374081134796, 0.1044483482837677, 1.2522245645523071, 0.017651857808232307, 0.013676353730261326, -0.0041810558177530766, 157373.9375, 123436.6796875, 157485.140625, 152389.53125, 146302.515625, 163828.265625, 41914.0, 43593.0, 38294.0, 49210.0, 0.13698267936706543, 0.10631048679351807, 1.2519111633300781, 2.6325671672821045, -2.3306291103363037, 965.0
1472384, 0.13629275560379028, 0.10506056994199753, 1.2520884275436401, 0.027075503021478653, 0.013593791984021664, -0.0037981392815709114, 157372.03125, 123427.015625, 157485.140625, 152387.65625, 146303.640625, 163825.765625, 41070.0, 44822.0, 39360.0, 47955.0, 0.13765442371368408, 0.10677802562713623, 1.2518539428710938, 2.642976999282837, -2.8833677768707275, 965.0
1472404, 0.13719917833805084, 0.105623260140419, 1.2519540786743164, 0.038613952696323395, 0.013270093128085136, -0.005463521461933851, 157370.109375, 123429.9609375, 157481.3125, 152395.71875, 146304.96875, 163830.25, 40245.0, 44346.0, 40126.0, 48449.0, 0.13863515853881836, 0.10753607749938965, 1.2517738342285156, 2.6670172214508057, -3.319700241088867, 962.0
1472425, 0.13835400342941284, 0.10624291747808456, 1.2517988681793213, 0.05114284157752991, 0.013437642715871334, -0.006040418054908514, 157372.03125, 123421.0078125, 157485.140625, 152393.234375, 146295.140625, 163823.78125, 40715.0, 44517.0, 39796.0, 48289.0, 0.1400223970413208, 0.10812807083129883, 1.2516517639160156, 2.6752588748931885, -3.6239187717437744, 962.0
1472444, 0.13985629379749298, 0.10691219568252563, 1.251615047454834, 0.06538993865251541, 0.013979221694171429, -0.00560905272141099, 157373.9375, 123417.2421875, 157487.0625, 152397.59375, 146293.8125, 163823.265625, 41317.0, 43972.0, 39221.0, 48671.0, 0.14111709594726562, 0.10878705978393555, 1.2516002655029297, 2.686889171600342, -3.837214469909668, 962.0
1472465, 0.14165827631950378, 0.10747691988945007, 1.251466989517212, 0.08035390079021454, 0.014060853980481625, -0.004704343620687723, 157373.9375, 123408.9921875, 157485.140625, 152397.59375, 146294.484375, 163834.734375, 41777.0, 43581.0, 38499.0, 49070.0, 0.1433250904083252, 0.10925412178039551, 1.2512283325195312, 2.7085773944854736, -3.955636501312256, 970.0
1472484, 0.14381660521030426, 0.10805439949035645, 1.251192569732666, 0.09559334814548492, 0.014161942526698112, -0.006594222504645586, 157372.03125, 123411.3359375, 157483.21875, 152393.234375, 146284.65625, 163833.265625, 41183.0, 44456.0, 39404.0, 48157.0, 0.1449490785598755, 0.10938370227813721, 1.2503242492675781, 2.702730178833008, -3.972836971282959, 970.0
1472504, 0.14614704251289368, 0.10861732810735703, 1.250866174697876, 0.10991039872169495, 0.01425989344716072, -0.009378395043313503, 157373.9375, 123418.0546875, 157481.3125, 152403.84375, 146295.140625, 163825.765625, 39875.0, 45232.0, 40491.0, 47774.0, 0.1471775770187378, 0.110268235206604, 1.2501850128173828, 2.7116358280181885, -3.92287540435791, 970.0
