timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, motor1, motor2, motor3, motor4, otX, otY, otZ, yaw, pitch, laserFront
1386768, 0.11117834597826004, 0.24767102301120758, 1.2543312311172485, -0.0013750926591455936, 0.01527891494333744, -0.011912263929843903, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1386786, 0.11116158962249756, 0.24855872988700867, 1.2539112567901611, -0.0015220844652503729, 0.015531254932284355, -0.011028900742530823, 157398.84375, 123164.109375, 157517.78125, 152292.578125, 146066.71875, 163736.265625, 37094.0, 45408.0, 43137.0, 45296.0, 0.11152470111846924, 0.2515842914581299, 1.2533626556396484, 4.164459705352783, -0.005715702194720507, 32766.0
1386805, 0.11118955165147781, 0.24942469596862793, 1.2535532712936401, -0.0011753555154427886, 0.015851600095629692, -0.013140236958861351, 157398.84375, 123153.625, 157513.9375, 152295.6875, 146076.984375, 163737.734375, 39388.0, 43740.0, 40974.0, 46891.0, 0.11187684535980225, 0.25203847885131836, 1.253244400024414, 4.151371002197266, -0.12389040738344193, 32766.0
1386825, 0.11125128716230392, 0.25015005469322205, 1.2531973123550415, 0.0003320678661111742, 0.015806548297405243, -0.012159905396401882, 157400.765625, 123159.6328125, 157512.015625, 152282.59375, 146066.046875, 163738.25, 40073.0, 42973.0, 40496.0, 47552.0, 0.11207318305969238, 0.25281500816345215, 1.2527542114257812, 4.143742084503174, -0.4591597020626068, 32766.0
1386845, 0.11142785102128983, 0.25100627541542053, 1.252854347229004, 0.00394730968400836, 0.01632300391793251, -0.012883396819233894, 157402.671875, 123161.15625, 157515.859375, 152288.21875, 146065.609375, 163736.265625, 41210.0, 43214.0, 39260.0, 47338.0, 0.1123652458190918, 0.2532627582550049, 1.2526054382324219, 4.153288841247559, -1.0036269426345825, 32766.0
1386865, 0.11176053434610367, 0.2518392503261566, 1.252610206604004, 0.00998950656503439, 0.016876770183444023, -0.01324942335486412, 157398.84375, 123168.578125, 157512.015625, 152288.828125, 146079.0, 163738.765625, 41538.0, 43395.0, 38848.0, 47296.0, 0.11306965351104736, 0.254213809967041, 1.2529144287109375, 4.162282943725586, -1.7048090696334839, 32766.0
1386885, 0.11220518499612808, 0.2525542974472046, 1.2523720264434814, 0.01832965947687626, 0.016712097451090813, -0.011980018578469753, 157396.921875, 123174.5859375, 157513.9375, 152288.828125, 146071.640625, 163727.8125, 40952.0, 42329.0, 39317.0, 48222.0, 0.11321258544921875, 0.2548484802246094, 1.2525310516357422, 4.158089637756348, -2.366307497024536, 32766.0
1386905, 0.11297457665205002, 0.2533738315105438, 1.2521556615829468, 0.02958330512046814, 0.016717901453375816, -0.011441272683441639, 157400.765625, 123169.3984375, 157515.859375, 152289.4375, 146079.0, 163732.296875, 42163.0, 42877.0, 38061.0, 47688.0, 0.11418700218200684, 0.255490779876709, 1.2522201538085938, 4.148704528808594, -2.96763014793396, 32766.0
1386925, 0.11355338990688324, 0.2539225220680237, 1.2520776987075806, 0.03642604500055313, 0.017282264307141304, -0.011961075477302074, 157398.84375, 123159.6328125, 157515.859375, 152291.921875, 146064.9375, 163746.265625, 41242.0, 41938.0, 39107.0, 48423.0, 0.11489641666412354, 0.25633764266967773, 1.252420425415039, 4.129169464111328, -3.428532361984253, 32766.0
1386946, 0.11520352959632874, 0.25489747524261475, 1.2516777515411377, 0.05604400113224983, 0.0169623252004385, -0.011745449155569077, 157398.84375, 123161.8671875, 157517.78125, 152293.203125, 146061.8125, 163734.28125, 41314.0, 42625.0, 38796.0, 48069.0, 0.11626100540161133, 0.25702548027038574, 1.2517280578613281, 4.104094982147217, -3.7351737022399902, 32766.0
