timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, otX, otY, otZ, laserFront
1612961, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 0, 0, 0, 0
1612971, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04932761192321777, -0.9951057434082031, 0.006565786898136139, 124.0
1612981, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04950183629989624, -0.9949607849121094, 0.00613035261631012, 124.0
1612991, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04943794012069702, -0.9949550628662109, 0.006408035755157471, 124.0
1613001, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.049378275871276855, -0.9951438903808594, 0.006200134754180908, 124.0
1613011, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04931938648223877, -0.9950389862060547, 0.0068929195404052734, 124.0
1613021, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04941415786743164, -0.9951171875, 0.005928844213485718, 124.0
1613031, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.049440741539001465, -0.9950885772705078, 0.006056703627109528, 124.0
1613041, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04948735237121582, -0.9949817657470703, 0.006336279213428497, 124.0
1613051, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04935884475708008, -0.9950389862060547, 0.006146661937236786, 124.0
1613061, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04939889907836914, -0.9951381683349609, 0.006521642208099365, 113.0
1613071, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04937148094177246, -0.9949760437011719, 0.0060778409242630005, 113.0
1613081, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04940861463546753, -0.9950923919677734, 0.006071634590625763, 113.0
1613091, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04946303367614746, -0.9950046539306641, 0.006157882511615753, 113.0
1613101, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.0493544340133667, -0.9950199127197266, 0.006436958909034729, 113.0
1613111, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04942589998245239, -0.9950656890869141, 0.006351776421070099, 113.0
1613121, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04943513870239258, -0.9950275421142578, 0.006115071475505829, 113.0
1613131, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.049349069595336914, -0.99493408203125, 0.006443776190280914, 113.0
1613141, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.0493321418762207, -0.9950447082519531, 0.006149806082248688, 113.0
1613151, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.049350619316101074, -0.9950618743896484, 0.006430089473724365, 113.0
1613161, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04948908090591431, -0.9949817657470703, 0.00604654848575592, 123.0
1613171, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.049362778663635254, -0.9950942993164062, 0.006261356174945831, 123.0
1613181, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04935580492019653, -0.9951057434082031, 0.006577871739864349, 123.0
1613191, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04944813251495361, -0.9950599670410156, 0.006239943206310272, 123.0
1613201, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04938173294067383, -0.9949913024902344, 0.006299018859863281, 123.0
1613211, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.049364447593688965, -0.9951057434082031, 0.006340578198432922, 123.0
1613221, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04946202039718628, -0.9947967529296875, 0.006409041583538055, 123.0
1613231, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04943639039993286, -0.9950714111328125, 0.00641651451587677, 123.0
1613241, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04940319061279297, -0.9950771331787109, 0.006182342767715454, 123.0
1613251, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.049397945404052734, -0.9950695037841797, 0.006258830428123474, 123.0
1613261, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.049359679222106934, -0.9950733184814453, 0.006352253258228302, 110.0
1613271, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04945176839828491, -0.9950237274169922, 0.006305411458015442, 110.0
1613281, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04940390586853027, -0.9950942993164062, 0.006130896508693695, 110.0
1613291, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.0493849515914917, -0.9950237274169922, 0.006199046969413757, 110.0
1613301, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04916095733642578, -0.9950408935546875, 0.007159627974033356, 110.0
1613311, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04948621988296509, -0.994964599609375, 0.0060185715556144714, 110.0
1613321, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04936635494232178, -0.9949893951416016, 0.006360791623592377, 110.0
1613331, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04944431781768799, -0.9950218200683594, 0.006161674857139587, 110.0
1613341, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04939556121826172, -0.9950523376464844, 0.006404004991054535, 110.0
1613351, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.049227774143218994, -0.9949913024902344, 0.007099933922290802, 110.0
1613361, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.049539148807525635, -0.9949684143066406, 0.005957886576652527, 120.0
1613371, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04937845468521118, -0.9949665069580078, 0.006338924169540405, 120.0
1613381, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04940605163574219, -0.9950828552246094, 0.00640251487493515, 120.0
1613391, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.049220383167266846, -0.9949111938476562, 0.0070284828543663025, 120.0
1613401, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04945659637451172, -0.9950714111328125, 0.006143778562545776, 120.0
1613411, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04941606521606445, -0.9950942993164062, 0.0060156285762786865, 120.0
1613421, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04937952756881714, -0.9949760437011719, 0.006300248205661774, 120.0
1613431, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04933089017868042, -0.9950904846191406, 0.006282791495323181, 120.0
1613441, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.049465954303741455, -0.9950084686279297, 0.006074674427509308, 120.0
1613451, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.049412310123443604, -0.9950695037841797, 0.006433352828025818, 120.0
1613461, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.049459874629974365, -0.9950237274169922, 0.005910307168960571, 109.0
1613471, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.04943579435348511, -0.9950199127197266, 0.005806967616081238, 109.0
1613481, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, -0.049433767795562744, -0.9950656890869141, 0.006036229431629181, 109.0
