timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, otX, otY, otZ, laserFront
510149, -0.03976089507341385, -0.48610684275627136, 0.012177344411611557, 0.0007030823617242277, 0.00012283264368306845, -4.625367000699043e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
510159, -0.03991372138261795, -0.48612773418426514, 0.012318468652665615, 0.0017284270143136382, 7.44756544008851e-05, -0.00012835903908126056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04029577970504761, -0.48618125915527344, 0.012580767273902893, 210.0
510168, -0.039836276322603226, -0.4861716628074646, 0.012171059846878052, 0.002686689142137766, -0.0003114091814495623, -0.0001695727842161432, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03982353210449219, -0.4860086441040039, 0.01228933036327362, 210.0
510178, -0.03980018571019173, -0.48617374897003174, 0.012182137928903103, 0.0036577614955604076, -0.000841778761241585, -6.667848356300965e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0397639274597168, -0.4859647750854492, 0.012390285730361938, 210.0
510188, -0.039775773882865906, -0.48620158433914185, 0.012196200899779797, 0.005084858741611242, -0.0013476323802024126, -6.99359952704981e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03990203142166138, -0.4861316680908203, 0.012558937072753906, 210.0
510198, -0.03978176414966583, -0.48618796467781067, 0.012205545790493488, 0.00512425322085619, -0.0015309324953705072, -6.779346585972235e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0398409366607666, -0.4860401153564453, 0.012288972735404968, 210.0
510209, -0.03969116508960724, -0.4861871600151062, 0.012258768081665039, 0.0071025509387254715, -0.0024895514361560345, -0.00018126908980775625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03982043266296387, -0.48599910736083984, 0.012438416481018066, 210.0
510218, -0.039641838520765305, -0.4861958622932434, 0.012302513234317303, 0.008139034733176231, -0.0028223772533237934, -0.00024417947861365974, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03972625732421875, -0.4862346649169922, 0.012338533997535706, 210.0
510228, -0.039565905928611755, -0.48626846075057983, 0.012224559672176838, 0.009190162643790245, -0.0039065005257725716, -0.0003559114702511579, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04006916284561157, -0.48589611053466797, 0.012804001569747925, 210.0
510238, -0.03958839178085327, -0.4862528145313263, 0.012250157073140144, 0.009258770383894444, -0.0038709999062120914, -0.0003225239343009889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03997313976287842, -0.48602294921875, 0.012636125087738037, 210.0
510248, -0.03952234983444214, -0.48630040884017944, 0.012209116481244564, 0.010361181572079659, -0.004859674256294966, -0.00031875958666205406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03978985548019409, -0.48619651794433594, 0.011951416730880737, 210.0
