timeTick, roll, pitch, yaw, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, stateROLL, statePITCH, stateYAW, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, kalX, kalY, kalZ, kalPX, kalPY, kalPZ
799835, 0.3684297204017639, -1.2438644170761108, -0.009606314823031425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46828.0, 46979.0, 52362.0, 52587.0, 0.5221577882766724, -1.39957857131958, 0.49987778067588806, 0.09868966788053513, -0.006949760485440493, 0.04744429513812065
799845, 0.362392395734787, -1.2431440353393555, -0.013237900100648403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51301.0, 48454.0, 47886.0, 52076.0, 0.5232225656509399, -1.3994871377944946, 0.5004501342773438, 0.10087187588214874, -0.0068387058563530445, 0.05165184289216995
799855, 0.3429478704929352, -1.2711952924728394, -0.02383206970989704, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48512.0, 48786.0, 50386.0, 51755.0, 0.5244876146316528, -1.3993054628372192, 0.5011672377586365, 0.104120172560215, -0.006551884114742279, 0.05498014762997627
799865, 0.3116171061992645, -1.2822362184524536, -0.026211533695459366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47564.0, 51176.0, 51176.0, 48791.0, 0.5256796479225159, -1.3991763591766357, 0.5018816590309143, 0.10679510980844498, -0.00652912026271224, 0.05396769568324089
799875, 0.3112383484840393, -1.2909126281738281, -0.027643077075481415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48374.0, 48594.0, 50764.0, 51317.0, 0.526968240737915, -1.3990074396133423, 0.5025896430015564, 0.11000224202871323, -0.00626558531075716, 0.05678187683224678
799885, 0.2500198483467102, -1.3034567832946777, -0.018452541902661324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49390.0, 48105.0, 49258.0, 51950.0, 0.5281290411949158, -1.3989390134811401, 0.5016698837280273, 0.11245710402727127, -0.006721253972500563, 0.05508977919816971
799895, 0.26113075017929077, -1.280836820602417, -0.04332943633198738, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46048.0, 50189.0, 52133.0, 50374.0, 0.5293133854866028, -1.398909568786621, 0.5023003816604614, 0.1147821694612503, -0.006879045628011227, 0.062096815556287766
799905, 0.2837779223918915, -1.281471848487854, -0.049318283796310425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45071.0, 47519.0, 52662.0, 52111.0, 0.5306711792945862, -1.398802638053894, 0.5030503273010254, 0.11799643933773041, -0.00675764586776495, 0.0657675564289093
799915, 0.30062225461006165, -1.306211233139038, -0.0663323625922203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49260.0, 48495.0, 48560.0, 51320.0, 0.5319550037384033, -1.398530125617981, 0.5037391781806946, 0.12046540528535843, -0.005602123215794563, 0.06353621929883957
799925, 0.33852407336235046, -1.297545313835144, -0.08545755594968796, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46226.0, 48827.0, 51296.0, 51149.0, 0.5333046913146973, -1.398409128189087, 0.5015980005264282, 0.12364249676465988, -0.0054820808582007885, 0.044232077896595
799935, 0.3963056802749634, -1.2930281162261963, -0.09343882650136948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46126.0, 48561.0, 52750.0, 51581.0, 0.5346713662147522, -1.3983129262924194, 0.5021912455558777, 0.12653842568397522, -0.005510153714567423, 0.04326958209276199
799945, 0.4410749673843384, -1.2815839052200317, -0.10043750703334808, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52282.0, 48272.0, 46329.0, 51834.0, 0.5360199809074402, -1.3982362747192383, 0.5027064681053162, 0.12908515334129333, -0.0056274691596627235, 0.0444265678524971
799955, 0.49038568139076233, -1.2574254274368286, -0.09215006232261658, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48475.0, 48276.0, 50900.0, 51840.0, 0.5373377799987793, -1.398218035697937, 0.5031712055206299, 0.1314292997121811, -0.005907340906560421, 0.04399099573493004
799965, 0.5137686133384705, -1.2358899116516113, -0.12309247255325317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49740.0, 49905.0, 48784.0, 51150.0, 0.5387220978736877, -1.3980811834335327, 0.5036653280258179, 0.13393042981624603, -0.005856539122760296, 0.04358391836285591
799975, 0.5528333187103271, -1.2152187824249268, -0.14432187378406525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48146.0, 50780.0, 51136.0, 50606.0, 0.5400537848472595, -1.3979774713516235, 0.5021289587020874, 0.1362496167421341, -0.006044788286089897, 0.032920632511377335
799985, 0.582071840763092, -1.1833802461624146, -0.1433117687702179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50581.0, 46098.0, 49288.0, 53961.0, 0.541533887386322, -1.3978787660598755, 0.5025263428688049, 0.1390591859817505, -0.006344938185065985, 0.029369445517659187
799995, 0.6141415238380432, -1.163586139678955, -0.1392613798379898, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50549.0, 49156.0, 49742.0, 51590.0, 0.5430442094802856, -1.3977640867233276, 0.5028854608535767, 0.14171497523784637, -0.0067734383046627045, 0.028796374797821045
800005, 0.6385394334793091, -1.1271164417266846, -0.16440068185329437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50508.0, 51114.0, 48944.0, 50471.0, 0.5444828867912292, -1.3977259397506714, 0.5032127499580383, 0.14386940002441406, -0.007193765603005886, 0.02948061004281044
800015, 0.6793527007102966, -1.116381049156189, -0.18055221438407898, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50450.0, 50521.0, 48963.0, 51007.0, 0.5461618304252625, -1.3975977897644043, 0.5002644062042236, 0.1469176560640335, -0.0075914291664958, 0.005790498573333025
800025, 0.6793527007102966, -1.116381049156189, -0.18055221438407898, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47659.0, 49054.0, 52162.0, 53740.0, 0.5478054285049438, -1.3975003957748413, 0.5004695653915405, 0.14909221231937408, -0.008038234896957874, 0.005848817061632872
800035, 0.6622198224067688, -1.0958251953125, -0.20190058648586273, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49939.0, 50097.0, 50001.0, 52909.0, 0.5492852330207825, -1.3973910808563232, 0.5006795525550842, 0.1508471816778183, -0.00830094888806343, 0.009318401105701923
800046, 0.658854067325592, -1.08881413936615, -0.19918380677700043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52006.0, 49960.0, 48521.0, 52454.0, 0.5509504079818726, -1.397265911102295, 0.5009220838546753, 0.15360726416110992, -0.008573268540203571, 0.010167896747589111
