timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, motor1, motor2, motor3, motor4, otX, otY, otZ, laserFront
20082, 0.0, 0.0, 57.45592498779297, 0.0, 0.0, -0.5222320556640625, 0, 0, 0, 0, 0, 0, 0, 0
20092, 0.0, 0.0, 57.45122528076172, 0.0, 0.0, -0.469970703125, 0.0, 0.0, 0.0, 0.0, -0.014780953526496887, -0.4436073303222656, 0.010806307196617126, 32766.0
20102, 0.0, 0.0, 57.45246505737305, 0.0, 0.0, 0.1239776611328125, 0.0, 0.0, 0.0, 0.0, -0.014781743288040161, -0.44351816177368164, 0.010991677641868591, 32766.0
20112, 0.0, 0.0, 57.45357894897461, 0.0, 0.0, 0.11138916015625, 0.0, 0.0, 0.0, 0.0, -0.01481764018535614, -0.4435458183288574, 0.011188849806785583, 32766.0
20122, 0.0, 0.0, 57.461143493652344, 0.0, 0.0, 0.7564544677734375, 0.0, 0.0, 0.0, 0.0, -0.01487809419631958, -0.443448543548584, 0.011002302169799805, 32766.0
20132, 0.0, 0.0, 57.467952728271484, 0.0, 0.0, 0.6809234619140625, 0.0, 0.0, 0.0, 0.0, -0.01478952169418335, -0.4434943199157715, 0.01109740138053894, 32766.0
20142, 0.0, 0.0, 57.473533630371094, 0.0, 0.0, 0.5580902099609375, 0.0, 0.0, 0.0, 0.0, -0.014850035309791565, -0.44352054595947266, 0.01100592315196991, 32766.0
20152, 0.0, 0.0, 57.47855758666992, 0.0, 0.0, 0.5023956298828125, 0.0, 0.0, 0.0, 0.0, -0.014881744980812073, -0.4434847831726074, 0.010836437344551086, 32766.0
20162, 0.0, 0.0, 57.47761154174805, 0.0, 0.0, -0.0946044921875, 0.0, 0.0, 0.0, 0.0, -0.014839306473731995, -0.4434046745300293, 0.011293664574623108, 227.0
20172, 0.0, 0.0, 57.47675704956055, 0.0, 0.0, -0.08544921875, 0.0, 0.0, 0.0, 0.0, -0.014923095703125, -0.4434785842895508, 0.01107683777809143, 227.0
20182, 0.0, 0.0, 57.475440979003906, 0.0, 0.0, -0.1316070556640625, 0.0, 0.0, 0.0, 0.0, -0.014804095029830933, -0.44356822967529297, 0.010976031422615051, 227.0
20192, 0.0, 0.0, 57.47425842285156, 0.0, 0.0, -0.118255615234375, 0.0, 0.0, 0.0, 0.0, -0.0148373544216156, -0.4434356689453125, 0.011059224605560303, 227.0
20202, 0.0, 0.0, 57.477020263671875, 0.0, 0.0, 0.27618408203125, 0.0, 0.0, 0.0, 0.0, -0.014746859669685364, -0.44348764419555664, 0.010967433452606201, 227.0
20212, 0.0, 0.0, 57.47950744628906, 0.0, 0.0, 0.24871826171875, 0.0, 0.0, 0.0, 0.0, -0.014816835522651672, -0.44349050521850586, 0.011159107089042664, 227.0
20222, 0.0, 0.0, 57.487213134765625, 0.0, 0.0, 0.77056884765625, 0.0, 0.0, 0.0, 0.0, -0.014846324920654297, -0.4435601234436035, 0.010947495698928833, 227.0
20232, 0.0, 0.0, 57.49414825439453, 0.0, 0.0, 0.693511962890625, 0.0, 0.0, 0.0, 0.0, -0.014856576919555664, -0.44351816177368164, 0.01096034049987793, 227.0
20242, 0.0, 0.0, 57.499298095703125, 0.0, 0.0, 0.514984130859375, 0.0, 0.0, 0.0, 0.0, -0.014864638447761536, -0.44345569610595703, 0.011100545525550842, 227.0
20252, 0.0, 0.0, 57.50393295288086, 0.0, 0.0, 0.4634857177734375, 0.0, 0.0, 0.0, 0.0, -0.014741569757461548, -0.44355201721191406, 0.011321142315864563, 227.0
20262, 0.0, 0.0, 57.509742736816406, 0.0, 0.0, 0.5809783935546875, 0.0, 0.0, 0.0, 0.0, -0.014874741435050964, -0.44351863861083984, 0.011100739240646362, 32766.0
20272, 0.0, 0.0, 57.51497268676758, 0.0, 0.0, 0.5229949951171875, 0.0, 0.0, 0.0, 0.0, -0.014926597476005554, -0.4435443878173828, 0.011216998100280762, 32766.0
20282, 0.0, 0.0, 57.505462646484375, 0.0, 0.0, -0.9510040283203125, 0.0, 0.0, 0.0, 0.0, -0.014793261885643005, -0.44353723526000977, 0.011217236518859863, 32766.0
20292, 0.0, 0.0, 57.49690246582031, 0.0, 0.0, -0.85601806640625, 0.0, 0.0, 0.0, 0.0, -0.014817103743553162, -0.4434971809387207, 0.010908350348472595, 32766.0
20302, 0.0, 0.0, 57.490291595458984, 0.0, 0.0, -0.6610870361328125, 0.0, 0.0, 0.0, 0.0, -0.014830857515335083, -0.44345712661743164, 0.01099349558353424, 32766.0
20312, 0.0, 0.0, 57.484344482421875, 0.0, 0.0, -0.5947113037109375, 0.0, 0.0, 0.0, 0.0, -0.0148095041513443, -0.44351863861083984, 0.011095106601715088, 32766.0
20322, 0.0, 0.0, 57.4735221862793, 0.0, 0.0, -1.0822296142578125, 0.0, 0.0, 0.0, 0.0, -0.014831751585006714, -0.44350385665893555, 0.01122194528579712, 32766.0
20332, 0.0, 0.0, 57.463783264160156, 0.0, 0.0, -0.9738922119140625, 0.0, 0.0, 0.0, 0.0, -0.014780431985855103, -0.44354248046875, 0.011209487915039062, 32766.0
20342, 0.0, 0.0, 57.4659538269043, 0.0, 0.0, 0.2170562744140625, 0.0, 0.0, 0.0, 0.0, -0.014879181981086731, -0.4435081481933594, 0.011004924774169922, 32766.0
