timeTick, roll, pitch, yaw, gyroX, gyroY, gyroZ, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, stateROLL, statePITCH, stateYAW, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, laserHeight, flowX, flowY, ext_pos_X,ext_pos_Y,ext_pos_Z, kalX, kalY, kalZ, kalPX, kalPY, kalPZ
177840, 1.1855528354644775, -2.127476215362549, -12.583564758300781, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
177851, 1.6222344636917114, -2.3326427936553955, -12.384149551391602, -0.15600959956645966, 0.2939702570438385, -0.0470927394926548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 12.0, 1.0, 9.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
177860, 2.054826498031616, -2.5254313945770264, -12.246444702148438, 0.029594602063298225, 0.05801820009946823, -0.052624352276325226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 12.0, -1.0, -9.0, 0.0, 0.0, 0.0, -0.034043777734041214, -0.40723565220832825, 0.01400420069694519, 0.016326136887073517, -0.03531675785779953, -0.005255790892988443
177870, 2.045133590698242, -2.6049468517303467, -12.28197956085205, 0.002634501550346613, -0.09954892843961716, -0.09734945744276047, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 12.0, 1.0, 8.0, 0.0, 0.0, 0.0, -0.03472813218832016, -0.40755656361579895, 0.014077378436923027, 0.030992433428764343, -0.04043995216488838, -0.004038569517433643
177880, 2.090087890625, -2.6925153732299805, -12.25586223602295, -0.014836804009974003, 0.017283594235777855, 0.07137694954872131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 13.0, -14.0, -25.0, 0.0, 0.0, 0.0, -0.03510361537337303, -0.40845564007759094, 0.014188345521688461, 0.025593040511012077, -0.05015072599053383, -0.002515062689781189
177890, 2.296194553375244, -2.7322261333465576, -12.195570945739746, -0.16472366452217102, 0.08263415843248367, -0.03709663823246956, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 13.0, 3.0, 11.0, 0.0, 0.0, 0.0, -0.034448154270648956, -0.4085454046726227, 0.013850943185389042, 0.05140245333313942, -0.040812715888023376, -0.003738077823072672
177900, 2.2280454635620117, -2.782572031021118, -12.205641746520996, -0.10214226692914963, -0.07671214640140533, 0.0897626206278801, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 13.0, 18.0, 1.0, 0.0, 0.0, 0.0, -0.03500201553106308, -0.4084516763687134, 0.014077105559408665, 0.03918749466538429, -0.043553754687309265, -0.002574973739683628
177910, 2.196528196334839, -2.8808066844940186, -12.19973087310791, 0.027338040992617607, -0.06946617364883423, 0.06388372927904129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 13.0, -1.0, -3.0, 0.0, 0.0, 0.0, -0.03518140688538551, -0.40915176272392273, 0.013958222232758999, 0.04055938497185707, -0.06055363267660141, -0.002626755042001605
177920, 2.2845513820648193, -2.845360279083252, -12.169118881225586, 0.10248317569494247, -0.3465045392513275, -0.00810525007545948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.035001251846551895, -0.40937289595603943, 0.014069725759327412, 0.0440618172287941, -0.05981796234846115, -0.0013938198098912835
177930, 2.3176848888397217, -2.876812219619751, -12.177501678466797, -0.17640192806720734, 0.21684090793132782, 0.023646973073482513, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 17.0, -9.0, -6.0, 0.0, 0.0, 0.0, -0.03486292436718941, -0.40993887186050415, 0.014994937926530838, 0.045328255742788315, -0.06358049809932709, 0.004666064400225878
177940, 2.3409934043884277, -2.894958019256592, -12.172176361083984, 0.18362446129322052, 0.22048033773899078, -0.20104101300239563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 17.0, 8.0, 9.0, 0.0, 0.0, 0.0, -0.03453115001320839, -0.40995219349861145, 0.015197533182799816, 0.05118132382631302, -0.056290581822395325, 0.0060000126250088215
177950, 2.3761637210845947, -2.943422794342041, -12.166051864624023, 0.009992869570851326, -0.15305009484291077, 0.10749458521604538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 17.0, 0.0, -7.0, 0.0, 0.0, 0.0, -0.0349271334707737, -0.41045328974723816, 0.015340861864387989, 0.042576294392347336, -0.06542108207941055, 0.006955309305340052
177960, 2.398857831954956, -2.9418678283691406, -12.15555191040039, 0.006710316985845566, -0.1396976262331009, 0.03520796820521355, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 17.0, 3.0, 7.0, 0.0, 0.0, 0.0, -0.03459066525101662, -0.4108099341392517, 0.015386476181447506, 0.049807701259851456, -0.06672417372465134, 0.007526138797402382
