timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, otX, otY, otZ
182300, -0.0231251772493124, -0.7902783751487732, 0.008916383609175682, -0.3498927652835846, 0.005612397100776434, -0.019965877756476402, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
182310, -0.025012215599417686, -0.7903831601142883, 0.008957923389971256, -0.2973397374153137, -0.0030289683490991592, -0.016754133626818657, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02284097671508789, -0.7904367446899414, 0.009540483355522156
182320, -0.025718431919813156, -0.790489673614502, 0.008878759108483791, -0.22901953756809235, -0.0063451118767261505, -0.013049825094640255, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.022853851318359375, -0.7903213500976562, 0.009674295783042908
182330, -0.02696877345442772, -0.7904942035675049, 0.008825181052088737, -0.19984321296215057, -0.0038009616546332836, -0.01148000918328762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02297276258468628, -0.790440559387207, 0.009158343076705933
182340, -0.02633425034582615, -0.7905978560447693, 0.008921321481466293, -0.13477149605751038, -0.006793077103793621, -0.008392959833145142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02291688323020935, -0.7904157638549805, 0.00929771363735199
182351, -0.025497380644083023, -0.790617823600769, 0.00892816111445427, -0.08369462192058563, -0.005759554915130138, -0.006303589325398207, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02302950620651245, -0.7904911041259766, 0.009219661355018616
182360, -0.024519847705960274, -0.7905644774436951, 0.009019880555570126, -0.04512652009725571, -0.0038045754190534353, -0.004154649563133717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02290332317352295, -0.7902946472167969, 0.009334206581115723
182370, -0.02409468963742256, -0.7906094193458557, 0.0089937224984169, -0.028051001951098442, -0.005077478941529989, -0.003696129657328129, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.023072242736816406, -0.79034423828125, 0.009097322821617126
182380, -0.02404196932911873, -0.7905972003936768, 0.008977756835520267, -0.022223489359021187, -0.00411976920440793, -0.0033456941600888968, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.022979050874710083, -0.7902898788452148, 0.009105175733566284
182390, -0.023691151291131973, -0.7905785441398621, 0.008982822299003601, -0.01279308833181858, -0.003017688635736704, -0.0027166057843714952, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.022929906845092773, -0.7905635833740234, 0.009093120694160461
182400, -0.0234525203704834, -0.7905958294868469, 0.008997677825391293, -0.006936809979379177, -0.0028602308593690395, -0.0021440719719976187, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.022913813591003418, -0.7906475067138672, 0.009050235152244568
182410, -0.023310447111725807, -0.7905537486076355, 0.008990389294922352, -0.003400800283998251, -0.002061945153400302, -0.0017962913261726499, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02314344048500061, -0.7903776168823242, 0.008872300386428833
182420, -0.023135749623179436, -0.7905253767967224, 0.009050008840858936, -2.0346080418676138e-05, -0.0013042817590758204, -0.0010010194964706898, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02295541763305664, -0.790308952331543, 0.009176909923553467
182430, -0.023001015186309814, -0.7905335426330566, 0.009075222536921501, 0.0022138110361993313, -0.0011590801877900958, -0.0007271359791047871, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.022914528846740723, -0.7904834747314453, 0.009362727403640747
182440, -0.02298731356859207, -0.7905373573303223, 0.009047982282936573, 0.0027596924919635057, -0.0011418643407523632, -0.0008639061124995351, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.023293614387512207, -0.7903528213500977, 0.008895352482795715
182450, -0.022883573547005653, -0.7905102968215942, 0.00909101776778698, 0.0042007421143352985, -0.000522008107509464, -0.0003004373866133392, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.022816359996795654, -0.7904338836669922, 0.009401962161064148
