timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, otX, otY, otZ
35481, 0.0, 0.0, 82.50508117675781, 0.0, 0.0, 1.117706298828125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
35491, 0.0, 0.0, 82.51787567138672, 0.0, 0.0, 1.279449462890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.020083963871002197, -0.9529542922973633, 0.01719857007265091
35501, 0.0, 0.0, 82.52938842773438, 0.0, 0.0, 1.151275634765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.020165294408798218, -0.9531946182250977, 0.017595350742340088
35511, 0.0, 0.0, 82.54138946533203, 0.0, 0.0, 1.200103759765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.020116060972213745, -0.9529857635498047, 0.01736459881067276
35521, 0.0, 0.0, 82.55219268798828, 0.0, 0.0, 1.080322265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.020147383213043213, -0.9530229568481445, 0.017179884016513824
35531, 0.0, 0.0, 82.55316162109375, 0.0, 0.0, 0.096893310546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.020226597785949707, -0.9531984329223633, 0.017164334654808044
35541, 0.0, 0.0, 82.55403900146484, 0.0, 0.0, 0.087738037109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.019938170909881592, -0.9506998062133789, -0.004882000386714935
35551, 0.0, 0.0, 82.55209350585938, 0.0, 0.0, -0.194549560546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.020198732614517212, -0.9508581161499023, -0.005777426064014435
35561, 0.0, 0.0, 82.55033874511719, 0.0, 0.0, -0.17547607421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.020088374614715576, -0.9506940841674805, -0.0055442750453948975
35571, 0.0, 0.0, 82.54875946044922, 0.0, 0.0, -0.157928466796875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.020044803619384766, -0.9507026672363281, -0.005496405065059662
35581, 0.0, 0.0, 82.5473403930664, 0.0, 0.0, -0.14190673828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.020216047763824463, -0.9507465362548828, -0.005602188408374786
35591, 0.0, 0.0, 82.55316925048828, 0.0, 0.0, 0.5828857421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.020118802785873413, -0.9529743194580078, 0.017303332686424255
35601, 0.0, 0.0, 82.55841827392578, 0.0, 0.0, 0.52490234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0200309157371521, -0.9530868530273438, 0.01762564480304718
35611, 0.0, 0.0, 82.56478118896484, 0.0, 0.0, 0.63629150390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.019925177097320557, -0.9530935287475586, 0.017635278403759003
35621, 0.0, 0.0, 82.57051086425781, 0.0, 0.0, 0.572967529296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02021053433418274, -0.9531097412109375, 0.017539702355861664
