timeTick, roll, pitch, yaw, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, ext_pos_X,ext_pos_Y,ext_pos_Z, kalX, kalY, kalZ, kalPX, kalPY, kalPZ
577849, 2.566995859146118, -3.1333179473876953, -12.037250518798828, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03161036595702171, -0.41047629714012146, 0.0150521919131279, 0.054243121296167374, -0.03451092541217804, 0.008059520274400711
577859, 2.6088509559631348, -3.102024555206299, -12.039369583129883, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03199009224772453, -0.4106229245662689, 0.015197865664958954, 0.05098869651556015, -0.037848323583602905, 0.008867772296071053
577869, 2.615434408187866, -3.106715202331543, -12.030144691467285, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.031087111681699753, -0.4108707904815674, 0.015192958526313305, 0.05692962557077408, -0.0391915962100029, 0.008887169882655144
577879, 2.6039507389068604, -3.099390983581543, -12.024640083312988, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.031452473253011703, -0.4108917713165283, 0.014591334387660027, 0.0542130246758461, -0.041699960827827454, 0.004803328774869442
577889, 2.515645980834961, -3.127838373184204, -12.023624420166016, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03268102928996086, -0.4101737439632416, 0.014926404692232609, 0.044512949883937836, -0.03840851038694382, 0.006272107362747192
577899, 2.6164536476135254, -3.107599973678589, -12.025769233703613, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03148483857512474, -0.41081520915031433, 0.014836041256785393, 0.054285451769828796, -0.04312289133667946, 0.00614694319665432
577909, 2.5384602546691895, -3.1395153999328613, -12.035942077636719, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.031867433339357376, -0.4108246862888336, 0.015003260225057602, 0.05131692439317703, -0.04400959238409996, 0.007030898705124855
577919, 2.595867395401001, -3.1056556701660156, -12.038963317871094, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.031199660152196884, -0.4111642837524414, 0.015001780353486538, 0.05568286031484604, -0.045974962413311005, 0.006948075722903013
577929, 2.5870158672332764, -3.097184658050537, -12.042677879333496, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.030350256711244583, -0.410498708486557, 0.01414420921355486, 0.06057668477296829, -0.041486259549856186, 0.001882320735603571
577940, 2.6298089027404785, -3.108142375946045, -12.028226852416992, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.030965039506554604, -0.4114256501197815, 0.014198540709912777, 0.05708634480834007, -0.050152942538261414, 0.0024870780762284994
