timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, otX, otY, otZ, laserFront
22059, 0.0, 0.0, 57.331966400146484, 0.0, 0.0, 0.7335662841796875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22069, 0.0, 0.0, 57.33310317993164, 0.0, 0.0, 0.113677978515625, 155521.359375, 152950.4375, 166602.671875, 0.0, 0.0, 0.0, 0.0, -0.03206747770309448, -0.9356975555419922, 0.007630199193954468, 119.0
22079, 0.0, 0.0, 57.33412551879883, 0.0, 0.0, 0.10223388671875, 155515.21875, 152951.046875, 166607.234375, 0.0, 0.0, 0.0, 0.0, -0.03190946578979492, -0.9357194900512695, 0.007256984710693359, 119.0
22089, 0.0, 0.0, 57.33121871948242, 0.0, 0.0, -0.290679931640625, 155512.140625, 152943.578125, 166602.671875, 0.0, 0.0, 0.0, 0.0, -0.032150089740753174, -0.9355897903442383, 0.007378086447715759, 119.0
22099, 0.0, 0.0, 57.3286018371582, 0.0, 0.0, -0.261688232421875, 155527.171875, 152943.578125, 166609.265625, 0.0, 0.0, 0.0, 0.0, -0.03203314542770386, -0.9356145858764648, 0.007527604699134827, 119.0
22109, 0.0, 0.0, 57.32624435424805, 0.0, 0.0, -0.235748291015625, 155523.296875, 152951.71875, 166597.640625, 0.0, 0.0, 0.0, 0.0, -0.032131195068359375, -0.9357709884643555, 0.007354319095611572, 119.0
22119, 0.0, 0.0, 57.32412338256836, 0.0, 0.0, -0.21209716796875, 155525.234375, 152954.203125, 166595.609375, 0.0, 0.0, 0.0, 0.0, -0.03211253881454468, -0.935633659362793, 0.007368877530097961, 119.0
22129, 0.0, 0.0, 57.3216667175293, 0.0, 0.0, -0.24566650390625, 155520.796875, 152948.546875, 166607.234375, 0.0, 0.0, 0.0, 0.0, -0.032067835330963135, -0.9356403350830078, 0.007453352212905884, 119.0
22139, 0.0, 0.0, 57.3194580078125, 0.0, 0.0, -0.2208709716796875, 155515.78125, 152942.96875, 166606.75, 0.0, 0.0, 0.0, 0.0, -0.03203839063644409, -0.9356870651245117, 0.007565915584564209, 119.0
22149, 0.0, 0.0, 57.31528091430664, 0.0, 0.0, -0.4177093505859375, 155520.21875, 152947.953125, 166606.75, 0.0, 0.0, 0.0, 0.0, -0.0321580171585083, -0.9357051849365234, 0.007278710603713989, 119.0
22159, 0.0, 0.0, 57.3115234375, 0.0, 0.0, -0.3757476806640625, 155520.21875, 152952.3125, 166597.171875, 0.0, 0.0, 0.0, 0.0, -0.03211706876754761, -0.9355936050415039, 0.007431700825691223, 135.0
22169, 0.0, 0.0, 57.303768157958984, 0.0, 0.0, -0.7755279541015625, 155515.21875, 152949.828125, 166600.640625, 0.0, 0.0, 0.0, 0.0, -0.03204554319381714, -0.935755729675293, 0.007774814963340759, 135.0
22179, 0.0, 0.0, 57.29678726196289, 0.0, 0.0, -0.698089599609375, 155515.21875, 152941.09375, 166611.78125, 0.0, 0.0, 0.0, 0.0, -0.031976938247680664, -0.9355983734130859, 0.007519766688346863, 135.0
22189, 0.0, 0.0, 57.289955139160156, 0.0, 0.0, -0.6832122802734375, 155518.28125, 152945.46875, 166602.203125, 0.0, 0.0, 0.0, 0.0, -0.031962811946868896, -0.9357509613037109, 0.007690265774726868, 135.0
22199, 0.0, 0.0, 57.283809661865234, 0.0, 0.0, -0.6145477294921875, 155520.21875, 152953.53125, 166598.125, 0.0, 0.0, 0.0, 0.0, -0.03191298246383667, -0.9357156753540039, 0.007402315735816956, 135.0
22209, 0.0, 0.0, 57.2799186706543, 0.0, 0.0, -0.38909912109375, 155516.359375, 152943.578125, 166601.71875, 0.0, 0.0, 0.0, 0.0, -0.032077133655548096, -0.9357290267944336, 0.007736802101135254, 135.0
22219, 0.0, 0.0, 57.27641677856445, 0.0, 0.0, -0.350189208984375, 155520.21875, 152947.34375, 166602.203125, 0.0, 0.0, 0.0, 0.0, -0.03212165832519531, -0.9357233047485352, 0.007389247417449951, 135.0
22229, 0.0, 0.0, 57.2781867980957, 0.0, 0.0, 0.177001953125, 155517.71875, 152945.46875, 166598.734375, 0.0, 0.0, 0.0, 0.0, -0.03212219476699829, -0.9356279373168945, 0.007504522800445557, 135.0
22239, 0.0, 0.0, 57.27977752685547, 0.0, 0.0, 0.1590728759765625, 155523.296875, 152943.578125, 166597.640625, 0.0, 0.0, 0.0, 0.0, -0.03195774555206299, -0.9356508255004883, 0.007640153169631958, 135.0
22249, 0.0, 0.0, 57.27847671508789, 0.0, 0.0, -0.1300811767578125, 155522.15625, 152942.96875, 166598.125, 0.0, 0.0, 0.0, 0.0, -0.032101571559906006, -0.9356307983398438, 0.00729881227016449, 135.0
22259, 0.0, 0.0, 57.277305603027344, 0.0, 0.0, -0.1171112060546875, 155517.71875, 152942.96875, 166604.71875, 0.0, 0.0, 0.0, 0.0, -0.03196299076080322, -0.9357395172119141, 0.0076954662799835205, 121.0
22269, 0.0, 0.0, 57.27187728881836, 0.0, 0.0, -0.5428314208984375, 155512.703125, 152947.953125, 166595.125, 0.0, 0.0, 0.0, 0.0, -0.03202331066131592, -0.9357280731201172, 0.007594391703605652, 121.0
22279, 0.0, 0.0, 57.266990661621094, 0.0, 0.0, -0.4886627197265625, 155520.21875, 152938.609375, 166602.203125, 0.0, 0.0, 0.0, 0.0, -0.03201174736022949, -0.9357318878173828, 0.007637053728103638, 121.0
22289, 0.0, 0.0, 57.26532745361328, 0.0, 0.0, -0.16632080078125, 155520.21875, 152938.609375, 166602.203125, 0.0, 0.0, 0.0, 0.0, -0.031974732875823975, -0.935694694519043, 0.007240355014801025, 121.0
22299, 0.0, 0.0, 57.263832092285156, 0.0, 0.0, -0.1495361328125, 155503.828125, 152947.34375, 166604.71875, 0.0, 0.0, 0.0, 0.0, -0.03219670057296753, -0.9355649948120117, 0.007212430238723755, 121.0
22309, 0.0, 0.0, 57.257564544677734, 0.0, 0.0, -0.6267547607421875, 155517.140625, 152941.09375, 166604.71875, 0.0, 0.0, 0.0, 0.0, -0.032067179679870605, -0.9357004165649414, 0.007536038756370544, 121.0
22319, 0.0, 0.0, 57.251922607421875, 0.0, 0.0, -0.5641937255859375, 155520.21875, 152949.828125, 166602.671875, 0.0, 0.0, 0.0, 0.0, -0.03198796510696411, -0.935704231262207, 0.007770746946334839, 121.0
22329, 0.0, 0.0, 57.24082946777344, 0.0, 0.0, -1.10931396484375, 155520.796875, 152945.46875, 166600.640625, 0.0, 0.0, 0.0, 0.0, -0.032031357288360596, -0.9356889724731445, 0.00764407217502594, 121.0
22339, 0.0, 0.0, 57.2308464050293, 0.0, 0.0, -0.9983062744140625, 155518.28125, 152945.46875, 166604.234375, 0.0, 0.0, 0.0, 0.0, -0.03198426961898804, -0.9357385635375977, 0.007723629474639893, 121.0
22349, 0.0, 0.0, 57.22295379638672, 0.0, 0.0, -0.7892608642578125, 155515.21875, 152944.1875, 166600.640625, 0.0, 0.0, 0.0, 0.0, -0.03196817636489868, -0.9357881546020508, 0.007837742567062378, 121.0
22359, 0.0, 0.0, 57.215850830078125, 0.0, 0.0, -0.710296630859375, 155517.140625, 152950.4375, 166602.203125, 0.0, 0.0, 0.0, 0.0, -0.03217881917953491, -0.9358196258544922, 0.007826149463653564, 131.0
22369, 0.0, 0.0, 57.21820831298828, 0.0, 0.0, 0.235748291015625, 155517.71875, 152949.828125, 166609.75, 0.0, 0.0, 0.0, 0.0, -0.03202718496322632, -0.935638427734375, 0.0076460689306259155, 131.0
22379, 0.0, 0.0, 57.22032928466797, 0.0, 0.0, 0.21209716796875, 155512.703125, 152948.546875, 166602.671875, 0.0, 0.0, 0.0, 0.0, -0.03224426507949829, -0.9355812072753906, 0.007156878709793091, 131.0
22389, 0.0, 0.0, 57.22114562988281, 0.0, 0.0, 0.081634521484375, 155522.734375, 152946.671875, 166598.125, 0.0, 0.0, 0.0, 0.0, -0.03190302848815918, -0.9357404708862305, 0.007618948817253113, 131.0
22399, 0.0, 0.0, 57.22187805175781, 0.0, 0.0, 0.0732421875, 155517.71875, 152946.0625, 166604.71875, 0.0, 0.0, 0.0, 0.0, -0.032025039196014404, -0.9356927871704102, 0.007748842239379883, 131.0
22409, 0.0, 0.0, 57.224178314208984, 0.0, 0.0, 0.2300262451171875, 155515.21875, 152947.953125, 166600.640625, 0.0, 0.0, 0.0, 0.0, -0.03195673227310181, -0.935725212097168, 0.007520124316215515, 131.0
22419, 0.0, 0.0, 57.22624969482422, 0.0, 0.0, 0.2071380615234375, 155520.21875, 152949.828125, 166608.796875, 0.0, 0.0, 0.0, 0.0, -0.03214001655578613, -0.9357166290283203, 0.007405862212181091, 131.0
22429, 0.0, 0.0, 57.23030090332031, 0.0, 0.0, 0.405120849609375, 155515.78125, 152952.3125, 166611.78125, 0.0, 0.0, 0.0, 0.0, -0.03198552131652832, -0.9356403350830078, 0.0075302571058273315, 131.0
22439, 0.0, 0.0, 57.23394775390625, 0.0, 0.0, 0.36468505859375, 155510.78125, 152946.671875, 166604.71875, 0.0, 0.0, 0.0, 0.0, -0.032210350036621094, -0.9356498718261719, 0.007333889603614807, 131.0
22449, 0.0, 0.0, 57.24761962890625, 0.0, 0.0, 1.3671875, 155520.21875, 152954.8125, 166603.15625, 0.0, 0.0, 0.0, 0.0, -0.03219330310821533, -0.9356613159179688, 0.00727447122335434, 131.0
22459, 0.0, 0.0, 57.25992202758789, 0.0, 0.0, 1.2302398681640625, 155519.65625, 152949.828125, 166604.71875, 0.0, 0.0, 0.0, 0.0, -0.03194469213485718, -0.9357204437255859, 0.007347032427787781, 117.0
22469, 0.0, 0.0, 57.26771545410156, 0.0, 0.0, 0.7793426513671875, 155514.640625, 152944.859375, 166604.71875, 0.0, 0.0, 0.0, 0.0, -0.03206545114517212, -0.9357681274414062, 0.0074205100536346436, 117.0
22479, 0.0, 0.0, 57.27472686767578, 0.0, 0.0, 0.701141357421875, 155518.28125, 152946.734375, 166606.28125, 0.0, 0.0, 0.0, 0.0, -0.032063066959381104, -0.9356889724731445, 0.0074953436851501465, 117.0
22489, 0.0, 0.0, 57.27666473388672, 0.0, 0.0, 0.19378662109375, 155520.796875, 152946.0625, 166605.1875, 0.0, 0.0, 0.0, 0.0, -0.032041966915130615, -0.9357357025146484, 0.007712945342063904, 117.0
22499, 0.0, 0.0, 57.27840805053711, 0.0, 0.0, 0.1743316650390625, 155510.78125, 152949.828125, 166604.234375, 0.0, 0.0, 0.0, 0.0, -0.03188735246658325, -0.935755729675293, 0.007352352142333984, 117.0
22509, 0.0, 0.0, 57.27997970581055, 0.0, 0.0, 0.15716552734375, 155514.640625, 152952.921875, 166599.6875, 0.0, 0.0, 0.0, 0.0, -0.03203612565994263, -0.9357891082763672, 0.007636010646820068, 117.0
22519, 0.0, 0.0, 57.28139114379883, 0.0, 0.0, 0.141143798828125, 155524.65625, 152950.4375, 166602.203125, 0.0, 0.0, 0.0, 0.0, -0.031884729862213135, -0.9357032775878906, 0.007288068532943726, 117.0
22529, 0.0, 0.0, 57.289772033691406, 0.0, 0.0, 0.8380889892578125, 155524.65625, 152950.4375, 166602.203125, 0.0, 0.0, 0.0, 0.0, -0.03218430280685425, -0.9356479644775391, 0.007739588618278503, 117.0
