timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, otX, otY, otZ, laserFront
1568333, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154599.78125, 151314.765625, 165087.28125, -0.04935938119888306, -0.9950904846191406, 0.006534509360790253, 115.0
1568343, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154608.078125, 151319.734375, 165088.328125, -0.04927647113800049, -0.9950408935546875, 0.0070809051394462585, 115.0
1568353, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154605.5625, 151307.3125, 165091.828125, -0.04940003156661987, -0.9950313568115234, 0.006118088960647583, 115.0
1568363, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154608.078125, 151316.0, 165087.28125, -0.049233973026275635, -0.9949741363525391, 0.007060550153255463, 114.0
1568373, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154608.078125, 151309.796875, 165088.828125, -0.04935908317565918, -0.9950141906738281, 0.0059946998953819275, 114.0
1568383, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154599.203125, 151320.34375, 165084.28125, -0.04941272735595703, -0.9950885772705078, 0.006354518234729767, 114.0
1568393, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154610.578125, 151314.15625, 165082.25, -0.049396634101867676, -0.9950809478759766, 0.006286211311817169, 114.0
1568403, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154610.578125, 151320.984375, 165099.375, -0.049403250217437744, -0.9951076507568359, 0.006326712667942047, 114.0
1568413, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154605.5625, 151307.921875, 165090.359375, -0.04937368631362915, -0.9949359893798828, 0.0063779354095458984, 114.0
1568423, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154606.140625, 151311.03125, 165098.40625, -0.049474239349365234, -0.9950428009033203, 0.006021708250045776, 114.0
1568433, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154608.640625, 151317.25, 165094.34375, -0.04933661222457886, -0.9950160980224609, 0.0064661577343940735, 114.0
1568443, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154608.078125, 151319.125, 165089.796875, -0.04934459924697876, -0.9950370788574219, 0.006294824182987213, 114.0
1568453, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154608.640625, 151319.125, 165083.796875, -0.04947930574417114, -0.9951362609863281, 0.006109252572059631, 114.0
1568463, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154608.640625, 151314.765625, 165079.734375, -0.049350202083587646, -0.9949893951416016, 0.006033517420291901, 108.0
1568473, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154601.703125, 151308.546875, 165094.34375, -0.0494004487991333, -0.9950790405273438, 0.006133317947387695, 108.0
1568483, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154608.640625, 151319.734375, 165099.375, -0.04948687553405762, -0.9950218200683594, 0.006345726549625397, 108.0
1568493, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154599.203125, 151312.28125, 165084.28125, -0.04943317174911499, -0.9950408935546875, 0.0062048956751823425, 108.0
1568503, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154604.78125, 151317.859375, 165089.3125, -0.04951190948486328, -0.9951534271240234, 0.005736827850341797, 108.0
1568513, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154611.71875, 151311.671875, 165093.859375, -0.04948002099990845, -0.9950199127197266, 0.006242625415325165, 108.0
1568523, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154609.21875, 151307.921875, 165087.28125, -0.049371421337127686, -0.9950847625732422, 0.006270498037338257, 108.0
1568533, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154606.71875, 151310.40625, 165079.734375, -0.04935067892074585, -0.9950180053710938, 0.006312951445579529, 108.0
1568543, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154609.21875, 151317.25, 165091.828125, -0.04931211471557617, -0.9950981140136719, 0.006352148950099945, 108.0
1568553, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154603.640625, 151309.796875, 165093.859375, -0.04947376251220703, -0.9950008392333984, 0.006314404308795929, 108.0
1568563, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154603.640625, 151309.796875, 165093.859375, -0.049347102642059326, -0.9949893951416016, 0.006452783942222595, 117.0
1568573, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154604.78125, 151317.25, 165084.28125, -0.04942744970321655, -0.9950656890869141, 0.006065309047698975, 117.0
1568583, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154604.203125, 151312.890625, 165086.796875, -0.0494343638420105, -0.9950714111328125, 0.006206527352333069, 117.0
1568593, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154612.5, 151314.765625, 165091.828125, -0.049475133419036865, -0.9950065612792969, 0.006244666874408722, 117.0
1568603, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154611.15625, 151311.671875, 165098.40625, -0.049165189266204834, -0.9950580596923828, 0.007375746965408325, 117.0
1568613, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154611.15625, 151312.890625, 165091.34375, -0.04939699172973633, -0.9950103759765625, 0.006172209978103638, 117.0
1568623, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154604.203125, 151312.890625, 165091.34375, -0.04937678575515747, -0.9950103759765625, 0.006052806973457336, 117.0
1568633, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154607.296875, 151314.765625, 165089.796875, -0.04942798614501953, -0.9950656890869141, 0.006292171776294708, 117.0
1568643, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154606.71875, 151319.734375, 165091.828125, -0.04946070909500122, -0.9950733184814453, 0.006029479205608368, 117.0
1568653, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154613.65625, 151319.734375, 165091.828125, -0.04947006702423096, -0.9949798583984375, 0.0061867982149124146, 117.0
1568663, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154604.203125, 151309.796875, 165095.890625, -0.0493389368057251, -0.9950160980224609, 0.006302721798419952, 112.0
1568673, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154609.796875, 151312.890625, 165098.890625, -0.04939901828765869, -0.9949913024902344, 0.00630941241979599, 112.0
1568683, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154611.15625, 151317.859375, 165103.921875, -0.049441516399383545, -0.9950180053710938, 0.006287209689617157, 112.0
1568693, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154615.015625, 151313.515625, 165091.828125, -0.049381911754608154, -0.9950847625732422, 0.006247133016586304, 112.0
1568703, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154604.203125, 151314.765625, 165098.890625, -0.04943668842315674, -0.9949817657470703, 0.0064822956919670105, 112.0
1568713, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154604.78125, 151319.125, 165081.765625, -0.049329400062561035, -0.9950580596923828, 0.006296083331108093, 112.0
1568723, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154613.078125, 151312.28125, 165086.796875, -0.04938310384750366, -0.995025634765625, 0.006196416914463043, 112.0
1568733, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154606.71875, 151314.765625, 165089.3125, -0.04944956302642822, -0.9950637817382812, 0.006504952907562256, 112.0
1568743, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154604.203125, 151313.515625, 165096.375, -0.049371302127838135, -0.9950103759765625, 0.006356246769428253, 112.0
1568753, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154602.28125, 151311.03125, 165096.375, -0.049408555030822754, -0.9950447082519531, 0.006272226572036743, 112.0
1568763, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154603.0625, 151317.25, 165086.796875, -0.04941660165786743, -0.9949703216552734, 0.006294287741184235, 118.0
1568773, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154609.21875, 151320.34375, 165098.890625, -0.04945403337478638, -0.9950180053710938, 0.006227768957614899, 118.0
1568783, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154609.21875, 151320.96875, 165095.328125, -0.0493733286857605, -0.9950599670410156, 0.006217740476131439, 118.0
1568793, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154608.078125, 151309.796875, 165093.359375, -0.049381375312805176, -0.9951171875, 0.0061517134308815, 118.0
1568803, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154611.71875, 151309.796875, 165093.359375, -0.04938453435897827, -0.9949703216552734, 0.006262496113777161, 118.0
1568813, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154611.71875, 151320.34375, 165088.828125, -0.049317002296447754, -0.9950389862060547, 0.006533510982990265, 118.0
1568823, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154604.203125, 151324.703125, 165094.34375, -0.049436748027801514, -0.9951000213623047, 0.0062383562326431274, 118.0
1568833, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154599.203125, 151320.96875, 165098.40625, -0.04941701889038086, -0.9950618743896484, 0.006141647696495056, 118.0
1568843, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154608.640625, 151317.25, 165096.375, -0.04934912919998169, -0.9950523376464844, 0.006402336061000824, 118.0
1568853, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154608.640625, 151330.3125, 165084.765625, -0.04939556121826172, -0.9950542449951172, 0.006059631705284119, 118.0
1568863, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154609.21875, 151314.15625, 165091.828125, -0.04938548803329468, -0.9951133728027344, 0.006079837679862976, 109.0
1568873, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154611.71875, 151317.25, 165088.828125, -0.04927527904510498, -0.9950447082519531, 0.006563372910022736, 109.0
1568883, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154608.640625, 151315.375, 165089.3125, -0.049419283866882324, -0.9950428009033203, 0.006339602172374725, 109.0
1568893, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154609.21875, 151320.34375, 165100.921875, -0.049504220485687256, -0.9951076507568359, 0.006338164210319519, 109.0
1568903, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154611.15625, 151321.609375, 165087.78125, -0.049385011196136475, -0.9950084686279297, 0.006208837032318115, 109.0
1568913, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154611.71875, 151320.34375, 165099.875, -0.049329161643981934, -0.9950523376464844, 0.006309688091278076, 109.0
1568923, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154609.21875, 151315.375, 165099.375, -0.04948824644088745, -0.9950981140136719, 0.0059737712144851685, 109.0
1568933, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154599.78125, 151321.609375, 165093.859375, -0.04945176839828491, -0.9950695037841797, 0.00612226128578186, 109.0
1568943, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154611.15625, 151316.0, 165096.859375, -0.04937255382537842, -0.9949302673339844, 0.0063171908259391785, 109.0
1568953, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154599.78125, 151310.40625, 165101.890625, -0.04939395189285278, -0.9950885772705078, 0.006365440785884857, 109.0
1568963, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154611.71875, 151319.125, 165094.84375, -0.049372971057891846, -0.9949722290039062, 0.006388619542121887, 118.0
1568973, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154608.078125, 151317.859375, 165094.84375, -0.04937541484832764, -0.9950675964355469, 0.0063925981521606445, 118.0
1568983, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154612.296875, 151318.484375, 165096.375, -0.049427688121795654, -0.9949531555175781, 0.006244078278541565, 118.0
1568993, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154613.078125, 151315.375, 165094.84375, -0.04940265417098999, -0.9949989318847656, 0.006214641034603119, 118.0
1569003, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154611.71875, 151311.03125, 165092.3125, -0.04944080114364624, -0.9950656890869141, 0.006232962012290955, 118.0
1569013, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154604.78125, 151317.25, 165101.40625, -0.049378395080566406, -0.9949779510498047, 0.006328895688056946, 118.0
1569023, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154613.65625, 151317.25, 165101.890625, -0.04937136173248291, -0.9950618743896484, 0.0066321417689323425, 118.0
1569033, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154612.296875, 151308.546875, 165092.3125, -0.049427032470703125, -0.9949913024902344, 0.006239369511604309, 118.0
1569043, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154610.578125, 151317.25, 165101.890625, -0.04933851957321167, -0.9950313568115234, 0.006235137581825256, 118.0
1569053, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154610.578125, 151317.25, 165101.890625, -0.04933655261993408, -0.9950389862060547, 0.006460696458816528, 118.0
1569063, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154609.21875, 151319.734375, 165101.40625, -0.049394845962524414, -0.9950447082519531, 0.006166614592075348, 113.0
1569073, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154606.71875, 151315.375, 165103.921875, -0.049429357051849365, -0.9951152801513672, 0.006663687527179718, 113.0
1569083, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154616.734375, 151321.609375, 165101.890625, -0.049380362033843994, -0.9950084686279297, 0.006010778248310089, 113.0
1569093, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154611.71875, 151315.375, 165104.40625, -0.04934185743331909, -0.9951324462890625, 0.006256766617298126, 113.0
1569103, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154615.578125, 151315.375, 165094.84375, -0.04942631721496582, -0.9949836730957031, 0.0065420567989349365, 113.0
1569113, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154609.796875, 151308.546875, 165095.8125, -0.04940521717071533, -0.9949817657470703, 0.0063288211822509766, 113.0
1569123, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154608.640625, 151311.03125, 165101.890625, -0.04944133758544922, -0.9949779510498047, 0.006175041198730469, 113.0
1569133, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154613.65625, 151316.609375, 165099.875, -0.049296796321868896, -0.9950847625732422, 0.006412915885448456, 113.0
1569143, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154616.734375, 151317.859375, 165089.796875, -0.04946291446685791, -0.9949722290039062, 0.006146788597106934, 113.0
1569153, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154614.234375, 151317.859375, 165094.84375, -0.04934817552566528, -0.9950733184814453, 0.00627569854259491, 113.0
1569163, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154616.734375, 151319.734375, 165089.796875, -0.049452781677246094, -0.99505615234375, 0.006262637674808502, 121.0
1569173, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154609.796875, 151323.46875, 165099.375, -0.04928731918334961, -0.9949932098388672, 0.006387650966644287, 121.0
1569183, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154619.8125, 151316.0, 165097.359375, -0.04939180612564087, -0.9950408935546875, 0.006449684500694275, 121.0
1569193, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154609.796875, 151323.453125, 165092.3125, -0.049446821212768555, -0.9950733184814453, 0.006284065544605255, 121.0
1569203, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154606.71875, 151317.859375, 165103.4375, -0.049162864685058594, -0.9949722290039062, 0.007110275328159332, 121.0
1569213, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154606.71875, 151317.859375, 165099.875, -0.04953354597091675, -0.9950237274169922, 0.0058448463678359985, 121.0
1569223, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154614.234375, 151322.21875, 165101.890625, -0.04941844940185547, -0.9950218200683594, 0.006022468209266663, 121.0
1569233, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154611.71875, 151322.21875, 165099.375, -0.04943394660949707, -0.9950046539306641, 0.006365589797496796, 121.0
1569243, 0.0, 0.0, 62.83808135986328, 0.0, 0.0, 0.49285888671875, 154621.171875, 151324.703125, 165097.359375, -0.04942917823791504, -0.9949951171875, 0.006317615509033203, 121.0
