timeTick, roll, pitch, yaw, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, kalX, kalY, kalZ, kalPX, kalPY, kalPZ
280727, -142.7777862548828, 1.1129745244979858, 4.684267044067383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
280737, -93.64339447021484, 1.6270644664764404, 2.0830938816070557, 2.042630910873413, -0.5133327841758728, -0.012193681672215462, 0.0, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 2.042376756668091, -0.5127154588699341, -0.0049596368335187435, -0.001511325128376484, 0.1189919039607048, 0.13168111443519592
280748, -97.32038879394531, 1.395973563194275, 2.348836898803711, 2.04236102104187, -0.5127089619636536, -0.004875579848885536, -0.001689664088189602, 0.11719099432229996, -0.1348254233598709, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 2.0423436164855957, -0.5110489726066589, -0.0067520407028496265, -0.0008313310099765658, 0.22640925645828247, 0.2295791357755661
280758, -94.56866455078125, 0.993790864944458, 2.3564045429229736, 2.042375087738037, -0.5115801095962524, -0.007879323326051235, -0.002295148093253374, 0.20961430668830872, -0.24978293478488922, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 2.0423052310943604, -0.5093858242034912, -0.00844659749418497, 0.0017541467677801847, 0.32901620864868164, 0.32505378127098083
280767, -92.99165344238281, 0.7212989330291748, 2.51188063621521, 2.042288303375244, -0.5069941878318787, -0.010871326550841331, -0.004659613594412804, 0.41723936796188354, -0.4325144290924072, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 2.042288303375244, -0.5069941878318787, -0.010871326550841331, 0.005158836022019386, 0.4300275146961212, 0.4197978377342224
280778, -91.96984100341797, 0.5390676856040955, 2.6995205879211426, 2.0423121452331543, -0.5077821612358093, -0.011160996742546558, -0.006209889892488718, 0.4117802679538727, -0.4477959871292114, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 2.0422446727752686, -0.5031745433807373, -0.016161777079105377, 0.00812824722379446, 0.5251560807228088, 0.5377199053764343
280787, -89.14971923828125, 0.47627466917037964, 2.6505603790283203, 2.0422451496124268, -0.5049067139625549, -0.013934534043073654, -0.00936899334192276, 0.5116268396377563, -0.5440821647644043, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 2.042133092880249, -0.4996468126773834, -0.018186025321483612, 0.012591301463544369, 0.6393834948539734, 0.6173846125602722
280798, -90.7607650756836, 0.3661264479160309, 3.140026569366455, 2.042133092880249, -0.4996468126773834, -0.018186025321483612, -0.01117634680122137, 0.6269574761390686, -0.6300236582756042, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 2.042006015777588, -0.4946949779987335, -0.024445317685604095, 0.015660669654607773, 0.7350032329559326, 0.7336474061012268
280807, -88.50362396240234, 0.35379859805107117, 3.102327585220337, 2.0420024394989014, -0.49711182713508606, -0.021680548787117004, -0.01807410642504692, 0.7165928483009338, -0.7438806891441345, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 2.041810989379883, -0.48945584893226624, -0.02962309494614601, 0.019002484157681465, 0.8338692784309387, 0.8256446719169617
280817, -88.28126525878906, 0.3674152195453644, 3.3162450790405273, 2.0418288707733154, -0.4907381534576416, -0.02697920985519886, -0.020364845171570778, 0.8229658603668213, -0.8141235709190369, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 2.0415947437286377, -0.4842081069946289, -0.03479188680648804, 0.021749896928668022, 0.931261420249939, 0.9155482053756714
280827, -88.0645751953125, 0.3973841071128845, 3.5087926387786865, 2.0416219234466553, -0.48565036058425903, -0.0319715179502964, -0.025647522881627083, 0.9185461401939392, -0.9045509099960327, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 2.0413358211517334, -0.4783780574798584, -0.0406038872897625, 0.024242252111434937, 1.027490496635437, 1.0043361186981201
280837, -89.70853424072266, 0.42780977487564087, 3.72835111618042, 2.041381597518921, -0.4799595773220062, -0.03758351504802704, -0.031046610325574875, 1.01313054561615, -0.9932758212089539, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 2.041055917739868, -0.4720003604888916, -0.04700041562318802, 0.026329854503273964, 1.1223551034927368, 1.0908520221710205
280847, -89.47682189941406, 0.49652212858200073, 3.9136927127838135, 2.041055917739868, -0.4720003604888916, -0.04700041562318802, -0.036709681153297424, 1.0964784622192383, -1.1165615320205688, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 2.040724039077759, -0.4621843099594116, -0.0550864040851593, 0.028393197804689407, 1.2206233739852905, 1.1590532064437866
280858, -89.05809783935547, 0.643896222114563, 4.016304969787598, 2.040727138519287, -0.4651215970516205, -0.0539458729326725, -0.04274354130029678, 1.185376524925232, -1.2046281099319458, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 2.0403854846954346, -0.4584285020828247, -0.060701820999383926, 0.028718827292323112, 1.3053981065750122, 1.2506192922592163
280867, -88.9779281616211, 0.7115569114685059, 4.226466178894043, 2.039929151535034, -0.44584038853645325, -0.07126852869987488, -0.051807183772325516, 1.3901172876358032, -1.3465723991394043, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 2.039929151535034, -0.44584038853645325, -0.07126852869987488, 0.03054889105260372, 1.411241888999939, 1.3250832557678223
